cell_line,drug,n_treated_G1,n_treated_G2M,n_control_G1,n_control_G2M,induced_cosine_G1_vs_G2M,norm_delta_G1,norm_delta_G2M,norm_delta_mean
C-33 A,AT7519,191,210,237,389,0.2813704829782846,0.8107254106924462,0.8110479665612442,0.6563188668740606
C-33 A,AZD-7648,132,172,237,389,0.6131841357140888,1.2924896673941937,1.1208735777843706,1.062028902062877
C-33 A,AZD-8055,257,197,237,389,0.7608058288276577,1.891267827977271,1.328097028451544,1.5025523923521689
C-33 A,AZD1390,160,201,237,389,0.15455580551642287,0.8992393023264624,1.5208585764390508,0.973045217736639
C-33 A,AZD2858,93,133,237,389,0.23318349643564004,1.0816103606430516,0.8683077990191043,0.7468886521365712
C-33 A,Abemaciclib,209,292,237,389,0.7694475333390287,1.4079752828377354,1.5332624219578803,1.401912027519602
C-33 A,Adagrasib,96,149,237,389,0.43198618522870363,1.1207435063632603,1.0154594048898729,0.8998528199593703
C-33 A,Afatinib,446,311,237,389,0.9067012786943215,2.8443458814641778,1.9857873361326437,2.395166341258083
C-33 A,Alpelisib,90,152,237,389,0.6776385923205289,1.519321207754009,1.678779680203505,1.4986361818214844
C-33 A,Anastrozole,201,289,237,389,0.23992138372956465,0.8061259244533215,0.7205737451351673,0.5890142443142719
C-33 A,BAY1125976,464,308,237,389,0.7471388847544422,1.454888474186948,1.0795937038138015,1.2151491424548966
C-33 A,BI-3406,232,275,237,389,0.8289778939652127,1.6558417362774425,1.615760881206324,1.550030456033372
C-33 A,BI-78D3,309,365,237,389,0.5519145034780435,1.162496660041718,0.8176584172021171,0.8514942184378046
C-33 A,Belumosudil (mesylate),203,157,237,389,0.50116002178673,1.1940820626162447,1.139330723434552,1.0447851019774868
C-33 A,Belzutifan,81,187,237,389,0.2910792463315253,1.4106540392329474,1.2318035444177864,1.0923622397327755
C-33 A,Bentamapimod,246,286,237,389,0.743873914867634,1.2863295367031882,1.1732031252100734,1.1308321181270247
C-33 A,Bimiralisib,431,292,237,389,0.9051272408201467,2.7179091786828047,2.159377921372679,2.387373275207159
C-33 A,Binimetinib,109,113,237,389,0.6547062634838247,1.7836118695415524,1.3589694717566034,1.4131556952046658
C-33 A,Bortezomib,75,92,237,389,0.8485615057366707,2.505801230976789,3.0507241478408966,2.726767504692712
C-33 A,Brivudine,239,394,237,389,0.8068669026771623,1.630415618920926,1.9409578186338825,1.743078500378128
C-33 A,CP21R7,146,191,237,389,0.30940566763112864,1.0202266791393788,0.82712356490617,0.7171533857621887
C-33 A,Capivasertib,98,169,237,389,0.23164788603017486,1.0075094916348304,0.9044512376476193,0.7526568625732988
C-33 A,Capmatinib,123,148,237,389,0.6004593433426213,1.3648338658905057,1.3002403197576764,1.1796111714119224
C-33 A,Celecoxib,147,251,237,389,0.2794304226073379,0.9851454263788917,0.6912524518498244,0.642411818841427
C-33 A,DT-061,100,158,237,389,0.4515759787297032,1.2518375941742828,0.95520927561197,0.911821184977259
C-33 A,DTP3,97,142,237,389,0.3897666850197477,1.273420430687129,1.1266624971925578,0.9773808912300788
C-33 A,Dabrafenib,600,430,237,389,0.7609241458756784,1.391648304173105,1.1675903231899696,1.219958560297024
C-33 A,ERK5-IN-2,512,491,237,389,0.5771905830489763,1.1096041917747073,1.03034646081005,0.9373239849810125
C-33 A,ETC-206,169,254,237,389,0.37942950523373914,0.9495489759730658,0.7664709864939316,0.688319080732901
C-33 A,EX229,113,122,237,389,0.3719300167293406,1.477264519544873,1.2454627320314633,1.1428025356979061
C-33 A,Elimusertib hydrochloride,101,108,237,389,0.437756842911832,1.2566121447115797,1.234403929440355,1.0543916405699245
C-33 A,Encorafenib,613,441,237,389,0.8945567871476975,2.2062555164236914,1.7221267681902916,1.9196382908810419
C-33 A,Erdafitinib ,237,257,237,389,0.5840166147127719,1.1394641262994343,1.0365772280200125,0.9421980723973122
C-33 A,Everolimus,356,537,237,389,0.5206351860133879,0.8333312015872351,0.7653553065148113,0.6925572353271773
C-33 A,Futibatinib,86,146,237,389,0.4034501107312343,1.3268277092411724,0.8991487526446966,0.8896745723495768
C-33 A,GSK1059615,112,108,237,389,0.8067227232455668,2.0420423816878164,1.7539142278132134,1.8438547742484448
C-33 A,Gemcitabine,245,319,237,389,0.40566523431893114,0.9199624741968958,0.8061533079131824,0.7189036809769414
C-33 A,HI-TOPK-032,133,306,237,389,0.6685003661406898,1.3794874862145399,1.2581562639671169,1.202005435690059
C-33 A,Hydroxyfasudil,102,134,237,389,0.22406494099099367,1.0949263849245017,0.9729364063383716,0.7893714134594293
C-33 A,IQ 1,93,115,237,389,0.48675227916239,1.1139043215256563,1.036589198795372,0.9150825746355725
C-33 A,Infigratinib,190,195,237,389,0.5056912177507104,1.0271978651209568,1.1103118202108553,0.9466229445380921
C-33 A,Ipatasertib,470,443,237,389,0.6646241651308505,1.5316008270353079,1.0449036272851067,1.1744038397735082
C-33 A,Irinotecan,294,450,237,389,0.7449274459620142,1.2705120512589143,1.2875457580993135,1.2011977724957472
C-33 A,Ixazomib,181,212,237,389,0.7644205399550974,1.8027170191290258,1.481874053202857,1.5041296350127638
C-33 A,LB-100,183,260,237,389,0.3387470959147851,0.8602090770610732,0.8042806610480292,0.6805488278660383
C-33 A,LJI308,100,126,237,389,0.416416270697617,1.1348663678013833,1.0458802145826074,0.9206738118819314
C-33 A,LY2090314,246,294,237,389,0.6301169836525431,1.2381541035147818,0.9926209641721617,0.9758679622194618
C-33 A,Lapatinib ditosylate,283,335,237,389,0.691674522511667,1.3230715404710611,1.17521407745332,1.1181966541299428
C-33 A,Lonafarnib,52,73,237,389,0.7849485778960191,2.32134281987294,2.252240090525641,2.1640255460046136
C-33 A,MK-3903,158,151,237,389,0.43056726316978866,1.1322649594432346,0.9495334737230162,0.8604289189302821
C-33 A,MK-8353,119,208,237,389,0.43363508910041154,1.136650789253361,0.9006468312100153,0.8443203298690687
C-33 A,ML264,322,309,237,389,0.7394520410219284,1.2625725437641568,1.0270254858606165,1.0519037400032663
C-33 A,Methylprednisolone succinate,194,238,237,389,0.30349361916872675,0.8936047994966673,0.7191897617497486,0.6400123320501694
C-33 A,Minodronic acid,170,232,237,389,0.30110395350296126,0.8679126634904647,0.8012305391945755,0.6701055204301769
C-33 A,NG25,134,261,237,389,0.46373035275234,1.7362917567831315,1.7789769977844925,1.563582803408884
C-33 A,NVP-BHG712,173,186,237,389,0.4093912400692402,1.1250453210109284,0.884022553080872,0.8294662845449304
C-33 A,Oleic acid,157,220,237,389,0.2619289679252143,0.9163574762278254,0.7156802471915288,0.6311477260771391
C-33 A,Oxaliplatin,122,215,237,389,0.3346812786189463,0.9692372881426704,0.856750479956787,0.745064511139912
C-33 A,PF-06260933,145,126,237,389,0.7839367837535542,1.5537560417669192,2.2228309203588714,1.8360901106536345
C-33 A,PH-797804,266,147,237,389,0.872832606484788,2.476802612658777,2.744054206060163,2.5450809268954218
C-33 A,Paclitaxel,466,625,237,389,0.680274026835607,1.375389963418291,0.971061124916289,1.0400830693318222
C-33 A,Pemigatinib,123,138,237,389,0.2936221363655527,1.0296202663983804,0.8538225284630481,0.7494833008955231
C-33 A,Pimitespib,70,142,237,389,0.034745219395419205,1.1929809751395284,0.970581495619639,0.7820778042704473
C-33 A,Pralsetinib,94,107,237,389,0.6479413189766416,1.619233020673053,1.9734122730505206,1.6560355943389293
C-33 A,RMC-6236,638,530,237,389,0.9413491889729046,2.6908388374882675,2.262734547336539,2.435516208073927
C-33 A,Ralimetinib dimesylate,205,240,237,389,0.5253579721727737,1.1980552726086233,0.876554639820123,0.8752360691065207
C-33 A,Regorafenib,200,215,237,389,0.4424268016423285,1.0029200830005154,0.9282724828923211,0.794099870175675
C-33 A,SBI-0640756,116,145,237,389,0.3704057865278512,1.0576205965089194,1.1550350379886338,0.9370535112168095
C-33 A,Sapanisertib,482,373,237,389,0.8684988718878643,2.073993587892155,1.5429353853994345,1.74469055231677
C-33 A,Sonidegib,59,77,237,389,0.41060544304862545,1.425432030972447,1.4895044164227633,1.2470573539087064
C-33 A,TAK-733,135,217,237,389,0.5861032491075518,1.2945688433558538,1.1484827889827947,1.0767796501947013
C-33 A,TAK-901,517,327,237,389,0.9255069118272624,2.7817530607567855,2.9091864616271863,2.81493936153455
C-33 A,Temuterkib,269,331,237,389,0.6205181498984356,1.120615893547973,0.9886607852753033,0.9285188591820159
C-33 A,Tomivosertib,169,227,237,389,0.22242139354842475,0.9479978278109107,1.1882328414564698,0.8671933242722198
C-33 A,Torkinib,64,108,237,389,0.3816938661370175,1.2803494843582208,1.1098773954365913,0.983457047981295
C-33 A,Trametinib,475,304,237,389,0.907123447165012,2.4558186830361364,1.9118271955401138,2.1634913218517053
C-33 A,Tubulin inhibitor 6,127,183,237,389,0.27724059685163926,0.9536395602549341,0.7888303879791112,0.6806801739677629
C-33 A,Tucatinib,245,354,237,389,0.5425348951798526,1.090538220518263,0.8829779881663834,0.8462562203440858
C-33 A,ULK-101,80,96,237,389,0.12731953980906294,1.1665972938181586,0.9331099486360704,0.7790627404478093
C-33 A,Vemurafenib,318,328,237,389,0.7053177369364103,1.3895740104953969,1.0321894515678869,1.0972728418950621
C-33 A,Volasertib,150,167,237,389,0.33477014643955677,0.8852204534918383,0.8543855695766794,0.7075155078472677
C-33 A,XRK3F2,377,288,237,389,0.8718733063173083,2.1291660282935196,1.5767715430356364,1.7845366885317655
C-33 A,c-Kit-IN-1,161,165,237,389,0.7520331909422349,1.38945768083489,1.5746633237552579,1.4179788824784076
C-33 A,olaparib,233,292,237,389,0.18225553573162692,0.927306333605256,0.9870029255024677,0.744942761685724
C-33 A,palbociclib,143,171,237,389,0.6927279856877414,1.4805775218766648,1.3142495373063745,1.2552513031639485
C-33 A,venetoclax,108,138,237,389,0.5997970003756652,1.5751543935299612,1.3838774702062993,1.331020466422857
C-33 A,vincristine,55,179,237,389,0.4557292999178684,1.3291718362436713,1.1752673707915267,1.0873569262619436
C32,4EGI-1,271,123,901,395,0.7400237544939781,1.911673112373825,1.8643172039971654,1.7929264091135524
C32,9-ING-41,1653,612,901,395,0.68563750796464,1.4437935659571202,1.3197006749416031,1.3243002594798776
C32,APTO-253,537,227,901,395,0.6313862051410044,1.2070948115480722,1.1520810616917883,1.0952898727343596
C32,AT7519,700,269,901,395,0.6337751478985818,0.9859598152381475,1.1762795743062504,0.9456619042261539
C32,AZD-7648,201,65,901,395,0.7992167423348745,3.2862723083286274,2.685375901937592,3.0201162384988427
C32,AZD-8055,836,325,901,395,0.7610546756003492,1.9140753789586165,1.5725335974377004,1.7315472806437566
C32,AZD1390,297,125,901,395,0.7189988967491133,1.7083637305012167,1.573587763587328,1.5662122412019415
C32,AZD2858,119,59,901,395,0.4097699331149148,1.3376028946807268,1.4997971850601408,1.2005678820051504
C32,Abemaciclib,419,271,901,395,0.871247212128463,2.493597427296547,2.4005872481832515,2.437178414728882
C32,Adagrasib,247,110,901,395,0.47920310757481077,1.0543712951874529,1.0776495669687634,0.9370389444392316
C32,Afatinib,1539,287,901,395,0.8892303587537227,3.414975479875278,2.4662601527920716,3.254470095038472
C32,Alpelisib,343,166,901,395,0.7072959888320569,1.5272973997228783,1.7104273493063378,1.4779178674190694
C32,Anastrozole,518,249,901,395,0.6926369500551024,1.082550825104598,1.0517327412135622,1.0049368953809266
C32,BAY1125976,1436,445,901,395,0.8789797210859212,3.2110214100526697,2.552115224720029,2.975769999319124
C32,BI-3406,939,381,901,395,0.6967007955629057,1.2508086985248739,1.2039548457802343,1.16094518833712
C32,BI-78D3,1056,413,901,395,0.7247758697391895,1.075451306821774,1.0249641545798216,1.010451561266332
C32,Belumosudil (mesylate),365,133,901,395,0.741215173745308,1.5870334710943326,1.5890491740429615,1.5017969543035046
C32,Belzutifan,206,113,901,395,0.7488320218303357,1.8778312074752765,2.0179607857600157,1.8247141035139092
C32,Bentamapimod,795,322,901,395,0.7774714029540345,1.3549307659053,1.3777954814918787,1.2976662192156543
C32,Bimiralisib,1493,390,901,395,0.8947075322196297,3.532351192549189,2.8450805465467375,3.320830349936346
C32,Binimetinib,218,72,901,395,0.7823639323742234,3.5485049479340525,2.6388377920676156,3.199411934557035
C32,Brivudine,1136,543,901,395,0.911973724037838,3.2275006904981915,3.0122336020195397,3.107813724663632
C32,CP21R7,281,161,901,395,0.5558842599913199,1.0565476259080966,1.3396775676487827,1.0408143201475841
C32,Capivasertib,252,131,901,395,0.6124979583871775,1.2457184060300188,1.3242328939128976,1.1756717013544185
C32,Capmatinib,245,93,901,395,0.8161952617879495,2.7249979563534334,2.3207631168132687,2.5143392063772425
C32,Celecoxib,287,176,901,395,0.6016794575416713,1.121102125296376,1.2287029045856983,1.0817112896268877
C32,DT-061,209,75,901,395,0.7356602350330278,1.950892748191024,1.9035078526310143,1.828832392567837
C32,DTP3,249,104,901,395,0.7507402175035437,1.8691432819324396,2.004278990715931,1.799489352485937
C32,Dabrafenib,2005,478,901,395,0.8997698833342676,3.3941301103501997,2.609876366549139,3.2138530022204383
C32,ERK5-IN-2,1478,629,901,395,0.8118227880008526,1.6873214301580999,1.824988682371889,1.6557620337254775
C32,ETC-206,478,219,901,395,0.5737042929541167,1.0251044789194341,1.0611193045884053,0.9372302349407737
C32,EX229,399,201,901,395,0.8583475311833875,2.9526947993177863,2.757301707652227,2.8139427442630196
C32,Encorafenib,2032,417,901,395,0.8790801906844443,3.770951684924275,2.81898356748492,3.5733603670203182
C32,Erdafitinib ,653,229,901,395,0.6043931982397297,1.3236739488296485,1.3110384989337571,1.229132579060727
C32,Everolimus,1239,615,901,395,0.7061638564602531,1.0434212414966255,0.9908249029514199,0.9648006016516809
C32,Futibatinib,244,70,901,395,0.742097322867874,1.82419150406884,1.9641519956703384,1.7927169616543515
C32,GSK1059615,1377,483,901,395,0.8814885680981336,3.1429477561256207,2.602981833042326,2.9213168140969823
C32,Gemcitabine,711,314,901,395,0.4597657869963875,1.1194725069927238,1.4308796037026652,1.0532189576515665
C32,HI-TOPK-032,289,205,901,395,0.8840270163705591,2.644561866791964,2.4051115189061383,2.580134242045795
C32,Hydroxyfasudil,234,107,901,395,0.62753310112189,1.3544728614777943,1.5957214670249944,1.308787737789005
C32,IQ 1,269,162,901,395,0.8358072245635404,2.448967450787448,1.938951685928836,2.2246697238828768
C32,Infigratinib,727,294,901,395,0.7450297984854125,1.4830103033276916,1.4693044680483853,1.3996120401109908
C32,Ipatasertib,1095,484,901,395,0.9095131115109032,2.6316921380631366,2.302160602287985,2.4851689465377587
C32,Irinotecan,998,323,901,395,0.6970026995706707,1.6890783289356606,1.9158488084787961,1.592665973765901
C32,Ixazomib,261,169,901,395,0.7374704799009623,1.9852400194534001,2.2416939120116632,1.974925524551636
C32,LB-100,452,248,901,395,0.567541519533112,0.9696911183892839,0.9485623995514213,0.8865678083148125
C32,LJI308,348,141,901,395,0.6045827276179787,1.1536998921781192,1.349052964502128,1.0921871442007982
C32,LY2090314,632,267,901,395,0.7498731532540207,1.4776733707991283,1.3442178446645003,1.3662203600637923
C32,Lapatinib ditosylate,952,446,901,395,0.7361319565114173,1.25570689095762,1.2898369655620268,1.1916674731872825
C32,MK-3903,307,141,901,395,0.8176019622745717,2.8875921192286182,2.199158754001471,2.5808271296603853
C32,MK-8353,336,158,901,395,0.5632390602365218,1.3026288867983886,1.2307284983834725,1.1568177187100677
C32,ML264,898,320,901,395,0.7523364573448856,1.3337020070543562,1.3514627830664279,1.2821263254081516
C32,Methylprednisolone succinate,288,152,901,395,0.6513854722024235,1.086800939543969,1.304719023270106,1.0864531801291897
C32,Minodronic acid,463,193,901,395,0.6987169543069575,1.2382001348776648,1.2668604987682106,1.1645709439980794
C32,NG25,143,141,901,395,0.8434023328656639,3.364473125163573,3.1796761972744245,3.325164252577413
C32,NVP-BHG712,485,232,901,395,0.7245566290106523,1.4249721309291141,1.390962980661752,1.3246702449048895
C32,OTS514,172,56,901,395,0.6195010980443449,1.7276040191087256,2.0698059154134527,1.6614533901688215
C32,Oleic acid,367,138,901,395,0.6754583273655638,1.243084989565293,1.2566178347661994,1.1549895518020175
C32,Oxaliplatin,465,251,901,395,0.7139566112262405,1.2866398331424502,1.3772802496464753,1.2465473568602061
C32,PF-06260933,338,67,901,395,0.5905983289023389,2.814107267628493,2.498221105524245,2.571837397890393
C32,PH-797804,390,157,901,395,0.932103698216708,5.0325313495744615,4.3209985345042705,4.751728350554421
C32,Paclitaxel,2044,724,901,395,0.7185336125342101,2.535294909653727,1.94405179217953,2.266140936611978
C32,Pemigatinib,443,183,901,395,0.6886723077694131,1.4386518132640111,1.4015614846633169,1.3314050512683149
C32,Pimitespib,150,71,901,395,0.5041436876107476,1.2866785891998065,1.5580972101732296,1.2138890441211818
C32,Pralsetinib,116,99,901,395,0.8637449942593503,3.0517057102258973,3.1030204239242436,3.109923422810873
C32,RMC-6236,1833,412,901,395,0.8599334230371757,3.31915114090151,2.3914852433225016,3.1201558795934052
C32,Ralimetinib dimesylate,699,281,901,395,0.807876546048983,1.535854329399004,1.527108623513477,1.478216388704116
C32,Regorafenib,501,240,901,395,0.7634125935385788,1.620509328122933,1.5365489599879945,1.5193903540885603
C32,SBI-0640756,252,128,901,395,0.6134608665693124,1.346753635279904,1.332106086213384,1.2236496861308988
C32,Sapanisertib,1810,671,901,395,0.7991171491965218,2.4236660279282187,2.0539824934339745,2.2319504127608325
C32,Sonidegib,151,96,901,395,0.5731126426748259,1.4198531212827628,1.3251434082709947,1.2945501614768775
C32,TAK-733,401,173,901,395,0.8995340504938804,3.0311600438342245,2.7539823186549213,2.8857407421084074
C32,TAK-901,838,331,901,395,0.9642199551281725,6.895556510114362,6.306995578379488,6.669097508894842
C32,Temuterkib,835,376,901,395,0.7741966903339156,1.5102667751431187,1.502458118704257,1.4321179762288303
C32,Tomivosertib,695,353,901,395,0.840178399852177,1.624549945007019,1.480151391401002,1.5452022185267114
C32,Torkinib,141,93,901,395,0.46779871679149204,1.5157220244534413,1.4959947460928942,1.3583948657188496
C32,Trametinib,1180,284,901,395,0.8990139243403139,3.412525419801384,2.728672339928176,3.205098758656522
C32,Tubulin inhibitor 6,310,146,901,395,0.6401293956985008,1.1755711623130352,1.259432008991281,1.1121770710997978
C32,Tucatinib,809,490,901,395,0.8473527355561753,1.5234924424900367,1.4641585973397333,1.4966268965146403
C32,ULK-101,239,127,901,395,0.6644841997155189,1.3597693475570423,1.4728360903045001,1.313857440741812
C32,Vemurafenib,1017,348,901,395,0.8508526909032741,2.704801170076409,1.9720198357271386,2.4588926564755935
C32,Volasertib,219,114,901,395,0.8346453722727686,1.8091847035288924,1.9562443039126745,1.8189583629734212
C32,XRK3F2,1279,430,901,395,0.7883051822859795,1.7648311829007526,1.6180320710275944,1.6718823219424528
C32,c-Kit-IN-1,297,181,901,395,0.8802723178590548,2.8317834235718946,2.4876618148356826,2.6873010807490445
C32,olaparib,306,158,901,395,0.6559304910447987,1.3308633855061536,1.5377076215856282,1.3011272410019898
C32,palbociclib,467,93,901,395,0.8353739346362612,2.4608899821844745,2.1305687993394735,2.3712070051699583
C32,venetoclax,387,206,901,395,0.9244041535814127,3.431920063632294,2.9812638970024397,3.2444667488571626
C32,vincristine,145,94,901,395,0.7919412677702024,2.52620453303963,2.5163733638862937,2.463186419037228
CFPAC-1,4EGI-1,566,109,1655,393,0.6608338025705638,1.6888828874707236,1.7324373027881566,1.6058584562832654
CFPAC-1,9-ING-41,1801,422,1655,393,0.6158127989022919,1.3446886367679067,1.2579001416499243,1.2501863940131226
CFPAC-1,APTO-253,970,197,1655,393,0.5329734943500106,1.0347771432233535,1.084936293457922,0.9672732148111675
CFPAC-1,AT7519,908,176,1655,393,0.732679205139009,0.9613406669961855,1.4500706907811467,0.9859724057703194
CFPAC-1,AZD-7648,653,153,1655,393,0.8554031244044112,2.639536658283112,2.1997721439014373,2.5047531210059457
CFPAC-1,AZD-8055,1293,266,1655,393,0.8717834772301468,2.4678963279251995,2.0344901569336606,2.3525097938016195
CFPAC-1,AZD1390,902,209,1655,393,0.44776874776732345,1.2216202572639887,1.8650979228598272,1.1902992507730539
CFPAC-1,AZD2858,366,78,1655,393,0.5168564250413086,0.9802037730955439,1.161025471466571,0.9256624214635896
CFPAC-1,Abemaciclib,794,159,1655,393,0.7856251287736395,1.7415060235395408,2.050482190311096,1.7235234691885608
CFPAC-1,Adagrasib,662,154,1655,393,0.5083053365018058,0.7959837364720178,0.9094157721834958,0.7471380187146023
CFPAC-1,Afatinib,1655,275,1655,393,0.8888584043106856,2.838509389118835,2.4824928548199696,2.7454194348490515
CFPAC-1,Alpelisib,894,168,1655,393,0.8706688242804821,2.8154702629898285,2.295171615793137,2.689940747150693
CFPAC-1,Anastrozole,966,209,1655,393,0.6920475573745705,0.8727164301132839,1.0823389246181425,0.8581172911259903
CFPAC-1,BAY1125976,1781,216,1655,393,0.825367616822394,1.9531630128867745,1.7574463324245577,1.905124749194272
CFPAC-1,BI-3406,1505,312,1655,393,0.8123478744160907,2.259128892824884,1.893425444517221,2.1419836475270997
CFPAC-1,BI-78D3,1314,297,1655,393,0.7404202668049651,1.0434791325819006,1.0847074812340602,1.0072888879609025
CFPAC-1,Belumosudil (mesylate),735,105,1655,393,0.7618614341693131,1.4019337971554093,1.4973577046631932,1.37246969762536
CFPAC-1,Belzutifan,580,61,1655,393,0.667281488399591,1.80659483166511,1.8103377809924701,1.7418173767696885
CFPAC-1,Bentamapimod,1057,259,1655,393,0.8053691379024095,1.525467073279588,1.4750424768139418,1.47140592571966
CFPAC-1,Bimiralisib,2258,329,1655,393,0.8921293385208876,3.02447580684249,2.4137617217423744,2.913326589600482
CFPAC-1,Binimetinib,717,134,1655,393,0.883213381121071,3.089335485782099,2.49160385388465,2.9534045620712446
CFPAC-1,Bortezomib,311,61,1655,393,0.8894613848554389,3.8343725694723543,4.029349061187481,3.7979561370979966
CFPAC-1,Brivudine,1585,580,1655,393,0.8316548802251842,2.65757823648976,2.322095882508147,2.528903548430565
CFPAC-1,CP21R7,559,140,1655,393,0.5206695407725549,0.8532847556509483,1.115166002703443,0.8236593245123301
CFPAC-1,Capivasertib,711,179,1655,393,0.6633377874257597,1.1133558106704535,1.1475667996889678,1.059316199876537
CFPAC-1,Capmatinib,716,158,1655,393,0.870217495380315,2.255349822638065,1.9650664054098133,2.161949465875731
CFPAC-1,Celecoxib,856,208,1655,393,0.6207372157952978,0.8638305579784352,0.9327787197446507,0.8212587387050542
CFPAC-1,DT-061,588,154,1655,393,0.8499318507473616,1.7868692425884527,1.8063422343023643,1.750232607287591
CFPAC-1,DTP3,722,135,1655,393,0.8107844189113929,1.8479750438763802,1.5773515776789588,1.7575710766920685
CFPAC-1,Dabrafenib,2302,250,1655,393,0.8190470959551953,1.687697500135981,1.4787694964292832,1.656436649625957
CFPAC-1,ERK5-IN-2,1976,302,1655,393,0.8104380030300173,1.4660054955837516,1.4090908919469123,1.4220309805297597
CFPAC-1,ETC-206,942,224,1655,393,0.625810514659011,0.7616068896408589,0.9803411730346893,0.7478029645196006
CFPAC-1,EX229,452,126,1655,393,0.8079099885453966,1.983118959533922,2.157862049556163,1.961436738395665
CFPAC-1,Elimusertib hydrochloride,468,85,1655,393,0.7683362509622159,2.227382016619724,2.0421182546712995,2.1309329084367357
CFPAC-1,Encorafenib,2119,343,1655,393,0.890184244790659,2.348357994929357,2.036609161826791,2.2633739330148575
CFPAC-1,Erdafitinib ,1117,198,1655,393,0.5684542917003763,1.182668276879331,1.1195905538843702,1.1058726294628918
CFPAC-1,Everolimus,1984,562,1655,393,0.6663077482147004,0.8833231476373465,0.9315534833359895,0.8552357556819099
CFPAC-1,Futibatinib,592,98,1655,393,0.6662683628946873,1.5094104457385606,1.5202261255345233,1.4380702170694357
CFPAC-1,GSK1059615,1797,364,1655,393,0.8760668216951268,2.5857491158653785,2.187799828049032,2.478891700269023
CFPAC-1,Gemcitabine,1441,416,1655,393,0.5680624583243943,1.1529491395482925,1.638912161282983,1.1607384711296564
CFPAC-1,HI-TOPK-032,628,192,1655,393,0.8290839359982864,2.047595626308148,1.910405463163791,1.975195639396438
CFPAC-1,Hydroxyfasudil,494,102,1655,393,0.6891532506835627,1.1777129129294717,1.4542974615483835,1.155913606699873
CFPAC-1,IQ 1,701,94,1655,393,0.6166942977743561,1.6697867672377498,1.5287817276560638,1.580594631881905
CFPAC-1,Infigratinib,1068,195,1655,393,0.7200503141299425,1.323922546257764,1.4551442671013262,1.281431495536207
CFPAC-1,Ipatasertib,1863,341,1655,393,0.8130035281497714,1.6253595570483248,1.4870780192436812,1.5534370567114546
CFPAC-1,Irinotecan,1418,443,1655,393,0.523768720463597,1.2649510553214225,1.7617619497131072,1.2590450851340147
CFPAC-1,Ixazomib,670,76,1655,393,0.7734388107431893,2.1157031577124834,2.0462788954511297,2.0511489266325773
CFPAC-1,LB-100,917,184,1655,393,0.6343453402856248,0.7475743137131692,0.9947089618177288,0.7392873671852632
CFPAC-1,LJI308,741,116,1655,393,0.42755966774077064,0.8708410106880722,1.3661951067170046,0.8498581793186589
CFPAC-1,LY-2584702 (tosylate salt),258,65,1655,393,0.6284397560998197,1.4785556611044843,1.6172401383090087,1.411868229902548
CFPAC-1,LY2090314,1075,280,1655,393,0.8060538560679092,1.2190011889654278,1.4830750899993907,1.2288522567407274
CFPAC-1,Lapatinib ditosylate,1669,309,1655,393,0.5414203807039727,1.0987752944191747,0.9721229740263678,1.0164711003303672
CFPAC-1,Lonafarnib,367,100,1655,393,0.8607268364272935,2.3541768270804,2.4223352069578845,2.3183754751328136
CFPAC-1,MK-3903,712,157,1655,393,0.8022803073911011,1.7874365273986568,1.655073421943479,1.7108524847809425
CFPAC-1,MK-8353,695,146,1655,393,0.5652145986911855,0.8996914988387495,1.020555331029465,0.8511938831942009
CFPAC-1,ML264,1105,217,1655,393,0.71872070286372,1.1238119551263686,1.213368498999112,1.0913257733478743
CFPAC-1,Methylprednisolone succinate,729,186,1655,393,0.6467673016915823,0.8968186398862382,1.047552618015057,0.8704895791594828
CFPAC-1,Minodronic acid,832,235,1655,393,0.7417683668724906,1.0545837669566789,1.2885228245352383,1.056249184441239
CFPAC-1,NG25,883,340,1655,393,0.7295006646280726,2.707084727654419,2.4290164276511996,2.5244733361195166
CFPAC-1,NVP-BHG712,851,202,1655,393,0.7571396391163423,1.2495630254692742,1.2523924465154763,1.202027668863716
CFPAC-1,OTS514,436,107,1655,393,0.7177406168522329,1.7334479405602938,1.5097483358150137,1.6200128722276403
CFPAC-1,Oleic acid,629,155,1655,393,0.541190176078527,0.8733224650495033,1.078923342943053,0.8377505845607806
CFPAC-1,Oxaliplatin,1037,226,1655,393,0.695309415277321,1.0505122556792408,1.0807942707249394,1.0043078880086784
CFPAC-1,PF-06260933,413,55,1655,393,0.6872921215359175,2.077647494508421,2.7491454389406424,2.0850122722395663
CFPAC-1,PH-797804,1105,181,1655,393,0.8910390483217188,2.3749321404493657,1.9728057169493889,2.26912442053098
CFPAC-1,Paclitaxel,1810,522,1655,393,0.7796911267254765,1.7821820834919078,1.6642495906093064,1.6985733945359571
CFPAC-1,Pemigatinib,1055,178,1655,393,0.6401570412355977,1.057807499139872,1.1406339306660627,1.0127837750288482
CFPAC-1,Pimitespib,441,130,1655,393,0.6436233881154048,1.096118911031744,1.1705355232006935,1.047004369810949
CFPAC-1,Pralsetinib,450,147,1655,393,0.8332764500050119,2.112703070700086,2.314524133994575,2.125607515964938
CFPAC-1,RMC-6236,1981,366,1655,393,0.8842491987808,2.656175435162103,2.134883874221332,2.541054900999034
CFPAC-1,Ralimetinib dimesylate,1031,263,1655,393,0.7762151024471334,1.4637586493663617,1.412295013372426,1.4046805121445656
CFPAC-1,Regorafenib,913,259,1655,393,0.822693048827166,1.636312478862458,1.5623068399610178,1.5858662006858801
