cell_line,drug,n_treated_G1,n_treated_G2M,n_control_G1,n_control_G2M,induced_cosine_G1_vs_G2M,norm_delta_G1,norm_delta_G2M,norm_delta_mean
J82,Bentamapimod,192,522,567,1177,0.6819913137572327,1.1879552535359459,0.9869221728999347,0.9945856650340148
J82,Bimiralisib,1281,1262,567,1177,0.9388069788128514,2.6903239310214793,2.5433542429692806,2.536691347339176
J82,Binimetinib,193,385,567,1177,0.8800327974485557,2.0785112830661183,1.9007122146851494,1.9029600775044886
J82,Brivudine,556,1095,567,1177,0.917876492379312,2.6589118684686506,2.4261937038840826,2.4533560307813955
J82,CP21R7,166,343,567,1177,0.6868783965164736,1.308917744879904,0.9770941426864481,1.0004970728351972
J82,Capivasertib,129,309,567,1177,0.6894080467583484,1.2408511549417693,1.1022569628987395,1.077536879229423
J82,Capmatinib,164,370,567,1177,0.8094004793198856,1.5060064170123917,1.301308603618069,1.3106038238640965
J82,Celecoxib,219,581,567,1177,0.7207223055787588,1.016457510813989,0.8372173425859449,0.851803410038372
J82,DT-061,138,463,567,1177,0.748104626276706,1.359090206694365,1.1224857967912647,1.1643903486894804
J82,DTP3,257,424,567,1177,0.8386949393293301,1.6441502714242466,1.3733052640692385,1.3965452583201603
J82,Dabrafenib,857,1108,567,1177,0.8161031659589633,1.1857104825798348,1.1350085933732044,1.1119207342476745
J82,ERK5-IN-2,454,790,567,1177,0.8495250789837174,1.3117690668729087,1.260806706200894,1.2282877360468771
J82,ETC-206,276,657,567,1177,0.6826870345161483,0.9979353426194624,0.8523743577928938,0.8411737371503414
J82,EX229,98,181,567,1177,0.8389658147955119,2.365586237699234,1.7677302096105854,1.8936044070219082
J82,Elimusertib hydrochloride,141,252,567,1177,0.8686246423303998,1.9732501927244286,1.8683339320330148,1.8388344236720038
J82,Encorafenib,645,925,567,1177,0.9075358619874602,1.4608578027141947,1.482610730409364,1.4283549679490941
J82,Erdafitinib ,190,462,567,1177,0.6494836469122699,0.9751649755228243,0.9241210717672269,0.8762365915546099
J82,Everolimus,660,1386,567,1177,0.7843140058777909,0.8345139017219264,0.8029429322154911,0.7742242898314698
J82,Futibatinib,147,415,567,1177,0.7160723722618024,1.1765536643860226,1.097761918103691,1.0711831125627609
J82,GSK1059615,414,1273,567,1177,0.9224581809591442,2.330941615959063,2.0820993879877188,2.129110405514541
J82,Gemcitabine,269,678,567,1177,0.6840399367148358,1.1766018886246112,1.1689351392510012,1.1136783992197967
J82,HI-TOPK-032,92,543,567,1177,0.8140503115649342,2.3571526993468335,2.14469209913412,2.2122360568657666
J82,Hydroxyfasudil,154,285,567,1177,0.8327483593643313,1.6132232048246251,1.4914888377867594,1.4633556179509264
J82,IQ 1,151,263,567,1177,0.7457826610837843,1.383198545657376,1.2910274837813147,1.227596308404106
J82,Infigratinib,283,549,567,1177,0.8143150795307963,1.3754010185751973,1.4833551163931666,1.3844457733580144
J82,Ipatasertib,395,692,567,1177,0.8987361801857231,1.5855178075078404,1.423605572107116,1.431622700367727
J82,Irinotecan,248,788,567,1177,0.666810842161014,1.25329426896661,1.5697761986315533,1.4602980739015037
J82,Ixazomib,168,395,567,1177,0.8943661936528137,2.4420983473364393,2.1503357816162323,2.1952078385436624
J82,LB-100,337,608,567,1177,0.5955065625169871,0.8444887600088176,0.791543950178931,0.7231344165071788
J82,LJI308,195,366,567,1177,0.8828721574533923,1.7366562803058874,1.5080542980098564,1.5364149294656837
J82,LY-2584702 (tosylate salt),58,193,567,1177,0.7034044181316977,1.8330290732297811,1.4285807152970698,1.4637677315741602
J82,LY2090314,283,794,567,1177,0.6986070970405861,1.0239513361009387,0.9099241576103938,0.9077061207111407
J82,Lapatinib ditosylate,406,871,567,1177,0.7664640643618713,1.0145176471922466,0.8324798367449364,0.8434323457894818
J82,Lonafarnib,78,187,567,1177,0.8531165350194695,2.5715518411000104,2.1977481817218116,2.239585287744301
J82,MK-3903,306,445,567,1177,0.8504498945288254,1.630499265070123,1.4529327645244952,1.4406602552642764
J82,MK-8353,144,302,567,1177,0.6447530982174863,1.1551889467522578,0.9096802519089531,0.9033731418309895
J82,ML264,304,604,567,1177,0.7623164469173899,1.1172209365634762,0.9988641034908254,0.9780762564093594
J82,Methylprednisolone succinate,219,445,567,1177,0.7399051564341663,1.1045462318756505,0.9045911210767321,0.9076113673941201
J82,Minodronic acid,253,592,567,1177,0.6918296475956975,1.0272578743766354,0.9138308271070396,0.8902286801771891
J82,NG25,136,857,567,1177,0.7417934313375784,2.4055715047623125,2.9336596817577347,2.930543136136751
J82,NVP-BHG712,161,333,567,1177,0.6756179880850356,1.124645156535544,0.9825041504544942,0.9488888300477246
J82,OTS514,113,326,567,1177,0.775762104237232,1.5995467164438189,1.3471529453404627,1.3731149543140866
J82,Oleic acid,193,399,567,1177,0.561439991241193,1.013392010450494,0.8627851597810903,0.8139858711008118
J82,Oxaliplatin,217,516,567,1177,0.7473931209064337,1.2516027329608266,0.9971629499540402,1.020962728998753
J82,PF-06260933,87,178,567,1177,0.48245756486312835,1.5358934607805754,2.0343678739072146,1.6688103909838061
J82,PH-797804,227,288,567,1177,0.8501466750632793,1.7409065402281967,1.699720502840162,1.6340558150540718
J82,Paclitaxel,385,1129,567,1177,0.8003526194186998,1.3342691893800331,1.1880767717697738,1.2071737066320987
J82,Pemigatinib,270,463,567,1177,0.6508645847587797,1.1102456552013928,0.8837857913290461,0.8647070179016487
J82,Pimitespib,123,276,567,1177,0.7057933142297104,1.2300582914879532,1.0432759496818373,1.0296144036865411
J82,Pralsetinib,125,233,567,1177,0.8133215750663598,1.8169166909706307,1.7185112984136341,1.6645961431871032
J82,RMC-6236,987,1366,567,1177,0.9237131872023953,2.3357251953044638,2.1706630493593417,2.186334879153161
J82,Ralimetinib dimesylate,205,448,567,1177,0.7690055915962188,1.1298559248005045,1.0487400348661597,1.0218599729969102
J82,Regorafenib,224,475,567,1177,0.8080899438962549,1.4799325427860346,1.3210813439569546,1.3137922541409197
J82,SBI-0640756,136,248,567,1177,0.7476118129290017,1.4544422419417569,1.175356198735222,1.189035092245684
J82,Sapanisertib,692,732,567,1177,0.9102913210798665,2.0100189320449817,1.7776464443862485,1.8299422220245163
J82,Sonidegib,117,314,567,1177,0.8409070755651109,1.79938667623716,1.7822917337939468,1.7511955050193084
J82,TAK-733,109,384,567,1177,0.8800196459417855,2.1017750459437656,1.8128666694861209,1.861578323908472
J82,TAK-901,475,513,567,1177,0.96139541156997,4.729121867983114,4.350163173033231,4.450789206561109
J82,Temuterkib,347,665,567,1177,0.8130241998473717,1.0821999222587109,1.0773214692939723,1.0302851687942
J82,Tomivosertib,322,631,567,1177,0.7744390183644604,1.0621692490482715,1.18687653513445,1.0867746286769293
J82,Trametinib,968,1104,567,1177,0.9427981076230862,2.5251697138473457,2.4671270083000616,2.4273660239288364
J82,Tubulin inhibitor 6,162,360,567,1177,0.7086181697498203,1.1675339226198373,1.0189657179468277,1.0005478259977891
J82,Tucatinib,383,899,567,1177,0.7449780620572075,0.9598404635001508,0.8314870672089429,0.8228582194716514
J82,ULK-101,162,354,567,1177,0.7087713085824785,1.1297479389833747,1.0113400479876729,0.9812366209577627
J82,Vemurafenib,443,812,567,1177,0.7366150375150372,1.0005697311784758,0.9448055063855744,0.8964835300391308
J82,Volasertib,116,221,567,1177,0.5079315607048389,1.017721318286928,0.9323798133851694,0.8384954754725185
J82,XRK3F2,471,713,567,1177,0.8392273258755523,1.312897352900401,1.2232041685567305,1.1929961685783368
J82,c-Kit-IN-1,88,231,567,1177,0.8766671183396935,2.4895828303022824,2.092439057325344,2.1532948217998635
J82,olaparib,183,345,567,1177,0.8456282873820442,1.623909079827969,1.4310529441677307,1.434720528983198
J82,palbociclib,203,450,567,1177,0.8437381017860248,1.3953949424086824,1.2443827088907204,1.2512950508677843
J82,venetoclax,102,343,567,1177,0.9136949247719472,2.449136027285846,2.2152271085581328,2.2523655950610864
J82,vincristine,105,387,567,1177,0.7550831992819516,1.4106608955429492,1.3870927223900447,1.3803765309398606
KATO III,4EGI-1,433,220,1004,679,0.7485946032306939,2.1708722427712654,1.8112199299378524,1.9384367889603242
KATO III,9-ING-41,1312,800,1004,679,0.7654541177390198,1.1805983919495626,1.0302360710860674,1.0625328698705725
KATO III,APTO-253,611,283,1004,679,0.7781108855678215,1.3891867038720582,1.298924275906099,1.3150224827387473
KATO III,AT7519,903,395,1004,679,0.7729975459351355,1.0292935701498016,1.165056145585341,1.0458492635876766
KATO III,AZD-7648,346,232,1004,679,0.7892291852441681,1.4775613100253786,1.3049924211341322,1.3366476154917488
KATO III,AZD-8055,1165,408,1004,679,0.8543632297252006,2.002444450416138,1.5329924495516285,1.8323436791544432
KATO III,AZD1390,538,236,1004,679,0.5401549745146522,1.309046260268912,1.4923620953138257,1.2231025001912967
KATO III,AZD2858,246,134,1004,679,0.6652278019587421,1.1603119151110521,1.1514458947509552,1.069535256591227
KATO III,Abemaciclib,955,338,1004,679,0.8521058524054598,1.9344948743200259,2.100062814131482,1.9255535792651954
KATO III,Adagrasib,349,271,1004,679,0.6786133149451065,0.7937593811708088,0.938307364397187,0.7787068548962488
KATO III,Afatinib,1498,636,1004,679,0.9036953667898453,1.9573323255221566,1.8620057448322362,1.904939206121894
KATO III,Alpelisib,592,236,1004,679,0.7980164595644825,1.912441734394082,1.5873531512356085,1.7607294893427947
KATO III,Anastrozole,556,344,1004,679,0.7673689563605678,1.0226772941150792,0.944829475614004,0.9395529428313709
KATO III,BAY1125976,1963,548,1004,679,0.8598740236506297,1.8630780670135834,1.6263085668153834,1.7814582767915021
KATO III,BI-3406,1341,412,1004,679,0.8124328818277151,1.760834574895953,1.5736229424726014,1.6858719524676082
