cell_line,drug_a,drug_b,cos_mean_signature,cos_G2M_response
C32,Dabrafenib,vincristine,-0.05468532589447305,0.025810773448694733
C32,BI-78D3,DTP3,0.1475406033257639,0.23316829579499937
C32,Anastrozole,GSK1059615,0.22946647359259664,0.2356991197038446
C32,Vemurafenib,olaparib,0.11929284379222911,0.3005583477836441
C32,AZD1390,ML264,0.24394726139962092,0.3051275392628523
C32,TAK-901,XRK3F2,-0.16235344415032127,-0.15179840050407323
C32,Tomivosertib,Vemurafenib,0.2889464827038589,0.4546506923101218
C32,Irinotecan,OTS514,0.1458597708231096,-0.08500501701002755
C32,LB-100,LJI308,0.45047591328508574,0.3483929728472357
C32,AZD-7648,Erdafitinib ,0.1080982880495692,0.16823260865572884
C32,Bentamapimod,Ralimetinib dimesylate,0.8540047410775903,0.8322786487730522
C32,IQ 1,Oxaliplatin,0.1507300660561068,0.25675701623759856
C32,ERK5-IN-2,NVP-BHG712,0.5007771577003155,0.4447628813911272
C32,Afatinib,vincristine,-0.1297344829032597,-0.037677922423415534
C32,NVP-BHG712,Vemurafenib,0.30286270732961185,0.3842520130481757
C32,CP21R7,Futibatinib,0.6109240257445304,0.5495089668206374
C32,AZD-8055,Bimiralisib,0.6280649486965474,0.5204583711720028
C32,CP21R7,ETC-206,0.7865453931374632,0.6523469836959543
C32,RMC-6236,Regorafenib,0.5843168554156942,0.5646797239946161
C32,ULK-101,Vemurafenib,0.29461833828032963,0.4128848783683816
C32,Belzutifan,MK-8353,0.4652724599167557,0.36398295692683236
C32,Sapanisertib,XRK3F2,0.8117692764915903,0.8357621863518339
C32,AZD-7648,TAK-733,0.5761883621497659,0.5155724993031041
C32,Oxaliplatin,Torkinib,0.6737713801049827,0.5288679548392615
C32,NVP-BHG712,palbociclib,0.3519771295429823,0.3543803056395358
C32,CP21R7,PF-06260933,0.18435171849794235,-0.03531114464188485
C32,Tucatinib,ULK-101,0.6012434647593101,0.4708530341132696
C32,9-ING-41,Vemurafenib,0.38885883078090555,0.4178031703362488
C32,Bimiralisib,DT-061,0.5673121748575775,0.4770122341628342
C32,Oleic acid,c-Kit-IN-1,0.14818133078238338,0.11948356502831389
C32,Paclitaxel,Vemurafenib,0.8962250124799432,0.8300760051312914
C32,4EGI-1,ETC-206,0.594483499308533,0.49845533778282985
C32,ERK5-IN-2,palbociclib,0.07544798343031245,0.023698752262142672
C32,HI-TOPK-032,Vemurafenib,0.25416714755389874,0.35330924646722617
C32,Encorafenib,Tucatinib,0.21917335535946086,0.3286153515207847
C32,Dabrafenib,Temuterkib,0.03403435511713728,0.0858094352387736
C32,BAY1125976,Capivasertib,0.041426094170394084,0.1307746056573981
C32,DT-061,RMC-6236,0.5408295412403282,0.4436399945103344
C32,Afatinib,Futibatinib,-0.038877438332201565,-0.047012273755732394
C32,DTP3,Temuterkib,0.1183649299438525,0.249116897735911
C32,Afatinib,Belumosudil (mesylate),-0.2588762069978708,-0.2674921277853638
C32,Celecoxib,NVP-BHG712,0.5417119673092263,0.47452579994640576
C32,9-ING-41,SBI-0640756,0.08919960679443126,0.13283225057650622
C32,Adagrasib,Ralimetinib dimesylate,-0.16296556494270784,0.010334972195899954
C32,PF-06260933,Sapanisertib,-0.11960508156852609,7.590055168168238e-05
C32,RMC-6236,c-Kit-IN-1,0.07141041563450155,0.2695505847616873
C32,Regorafenib,vincristine,0.21202833223635384,0.33353435672858767
C32,TAK-733,venetoclax,0.7936346764611688,0.7198245812018828
C32,AZD-7648,ULK-101,0.3743819550977818,0.38029099358548996
C32,Volasertib,venetoclax,0.5937810343167716,0.604907961927005
C32,4EGI-1,DT-061,0.39969892420375486,0.3214149079503449
C32,Sapanisertib,ULK-101,0.44967412796307416,0.42269652367209504
C32,APTO-253,Capmatinib,0.16133527805371106,0.239820892185852
C32,Dabrafenib,TAK-901,-0.09053686506334854,-0.050579523721076824
C32,Belzutifan,Celecoxib,0.6001870366431962,0.49763881900011575
C32,DT-061,Dabrafenib,0.5647575599378377,0.46777395005046596
C32,Brivudine,TAK-733,0.5601987172105609,0.5466430197032476
C32,BI-78D3,Lapatinib ditosylate,0.5646136236272007,0.5185390052988653
C32,AT7519,Ralimetinib dimesylate,0.40031750961831253,0.4802308528893207
C32,PF-06260933,Tubulin inhibitor 6,0.26919244581468843,0.15903839211976986
C32,Infigratinib,XRK3F2,0.3365750596092288,0.39900391170823585
C32,Belzutifan,Regorafenib,0.18466085679329347,0.28104708866241246
C32,MK-3903,NG25,0.5405961934718184,0.49469090906997437
C32,Bimiralisib,Gemcitabine,0.3627458091100884,0.35731876859793543
C32,Encorafenib,NVP-BHG712,0.20458009238320946,0.28505029863942943
C32,Brivudine,Sonidegib,0.27382936571687405,0.2756758738508415
C32,RMC-6236,Tomivosertib,0.15864769349440677,0.4212035473523773
C32,Sonidegib,Torkinib,0.5761825180080131,0.4523674911719045
C32,ETC-206,Trametinib,0.11200762351705079,0.13666718838559305
C32,AZD1390,CP21R7,0.4665074432685083,0.29037682502157675
C32,Gemcitabine,NG25,0.24624467911103765,0.27615294233501103
C32,BAY1125976,ML264,0.4151263338083903,0.5153616301739667
C32,Ipatasertib,Ralimetinib dimesylate,0.039806431244475506,0.18562073629212264
C32,Capivasertib,Sapanisertib,0.10944047656217776,0.20194327458637168
C32,Pralsetinib,Torkinib,0.5015455681048424,0.5609611581239147
C32,Alpelisib,c-Kit-IN-1,-0.21425218062392204,-0.13456025234906235
C32,Bimiralisib,PH-797804,0.17785892560559333,0.10650749071824434
C32,Ixazomib,Tubulin inhibitor 6,0.2518511899578241,0.32393533607826797
C32,Regorafenib,TAK-901,0.03878294417280564,-0.009595618932283438
C32,BI-78D3,IQ 1,-0.03618269634681094,0.17584810389570862
C32,AZD1390,palbociclib,0.17514830900636896,0.11689230930204762
C32,APTO-253,AZD1390,0.4890987886318651,0.3395041806973848
C32,Encorafenib,PF-06260933,-0.3103067354445037,0.02435295626826503
C32,Pralsetinib,olaparib,0.5767799280924941,0.5805377675552013
C32,Capivasertib,Methylprednisolone succinate,0.5261399328512699,0.4559525329050732
C32,AT7519,Paclitaxel,0.10457141072586738,0.30068982954134194
C32,Celecoxib,Oleic acid,0.6203938282285898,0.5400271871879876
C32,Ixazomib,MK-3903,0.10429292941161461,0.11804483669810792
C32,Gemcitabine,RMC-6236,0.2139100168986931,0.3182981792679712
C32,Binimetinib,Infigratinib,0.013981446434433562,0.14072941963137986
C32,Everolimus,Regorafenib,0.693676408657972,0.672005600082699
C32,Futibatinib,PF-06260933,0.1208731466841895,-0.16527999191410142
C32,BI-78D3,Dabrafenib,0.2585028362819714,0.2990075418649251
C32,Anastrozole,NVP-BHG712,0.4157350864235202,0.38607727424255434
C32,4EGI-1,Erdafitinib ,0.4610308085358782,0.5394135964380421
C32,Ixazomib,Minodronic acid,0.2247961936515494,0.27365894354215436
C32,Belumosudil (mesylate),Regorafenib,0.07462175143420433,0.16989949193554987
C32,DT-061,Erdafitinib ,0.26692682007281826,0.18011285454889103
C32,CP21R7,Tomivosertib,-0.04219748695346417,-0.07302944934421506
C32,APTO-253,Oxaliplatin,0.6050731187172146,0.6328674662835118
C32,Ralimetinib dimesylate,Volasertib,-0.0979806785314761,0.052691048309680785
C32,BI-3406,Capmatinib,-0.10620679689414063,0.11403143032052265
C32,IQ 1,NG25,0.5957288606120936,0.4731236660763313
C32,Brivudine,Infigratinib,0.018058136245327767,0.05094739488748683
C32,ETC-206,venetoclax,-0.016346614788872255,0.032407946603818384
C32,BI-78D3,HI-TOPK-032,-0.032021999377911635,0.2043905883037209
C32,9-ING-41,EX229,0.12327306835681223,0.10836619776528936
C32,Brivudine,Paclitaxel,0.4618615884641592,0.5822715178730395
C32,BI-3406,Paclitaxel,0.10790479439893133,0.2616206866192789
C32,AZD-8055,Celecoxib,0.44719560545297354,0.514650177876128
C32,Hydroxyfasudil,XRK3F2,0.395908281010647,0.45308979006782857
C32,CP21R7,Oxaliplatin,0.6766062644183595,0.6764089026308298
C32,APTO-253,olaparib,0.5251380967801317,0.452904033666106
C32,MK-8353,ML264,0.5310061676284807,0.40853562141726874
C32,BAY1125976,OTS514,0.005787023524616507,0.09799029837044877
C32,Oxaliplatin,olaparib,0.6223084751347078,0.4710947420429856
C32,AZD2858,Pimitespib,0.6166283409078344,0.4879570889913156
C32,Abemaciclib,PF-06260933,0.02209649143069535,0.2215287803402591
C32,Adagrasib,Irinotecan,0.4006618156537384,0.3549824689893349
C32,Methylprednisolone succinate,Volasertib,0.3865794798885352,0.34624175250597733
C32,9-ING-41,HI-TOPK-032,0.14513829354584654,0.381483234095233
C32,LJI308,Sapanisertib,0.1276242703177559,0.22893615618355356
C32,Brivudine,Tucatinib,0.5867357200096222,0.6143978475789568
C32,AT7519,NG25,0.11623720904239972,0.18508534575948138
C32,DT-061,HI-TOPK-032,0.37088839846631316,0.4162939655987121
C32,Erdafitinib ,LB-100,0.4319979430244472,0.5025946583859848
C32,Erdafitinib ,Gemcitabine,0.5099412794726924,0.1361384690754701
C32,Bentamapimod,PH-797804,-0.0599787809191577,-0.046377243617732454
C32,Belzutifan,Gemcitabine,0.31822405250569086,-0.08230940194021255
C32,Pemigatinib,Temuterkib,0.5033651647362732,0.5063508622063249
C32,AZD2858,Tubulin inhibitor 6,0.6502205971844252,0.49386865131707414
C32,AZD-8055,Everolimus,0.7646988843065686,0.6685396211009039
C32,Anastrozole,Tomivosertib,0.28345511351947933,0.2580600823054149
C32,Pralsetinib,SBI-0640756,0.11604498330647642,0.16778357603637406
C32,MK-8353,SBI-0640756,0.30361846760443517,0.2234867373839455
C32,AZD2858,Belzutifan,0.26411760297142195,0.11159405362552181
C32,Belumosudil (mesylate),palbociclib,-0.06815090338575416,0.018450878228114687
C32,EX229,Paclitaxel,0.2210093923970097,0.24803523972214908
C32,Oleic acid,Pemigatinib,0.44846866277324327,0.47630100785264057
C32,Pralsetinib,c-Kit-IN-1,0.639854102049455,0.5672043602927305
C32,Abemaciclib,Afatinib,0.16678506984818703,0.2838836585205838
C32,Ipatasertib,LY2090314,-0.13297338925023425,-0.03755677593287057
C32,Irinotecan,vincristine,0.5329134922825041,0.381464003068743
C32,Celecoxib,ETC-206,0.7265239258711335,0.6028767936585588
C32,IQ 1,Ipatasertib,0.30087463359456923,0.2613758205860465
C32,Oxaliplatin,TAK-733,-0.017400848292200698,0.09907256042286475
C32,Regorafenib,Sonidegib,0.25709599029129804,0.29897604215112783
C32,Encorafenib,Oxaliplatin,-0.1397610514112289,-0.05036853595534439
C32,Brivudine,SBI-0640756,0.1377537148154631,0.2222055470780277
C32,ETC-206,Pralsetinib,0.30208554451803815,0.2550025329126325
C32,AZD1390,DTP3,0.5763003774202736,0.3683265475536478
C32,APTO-253,XRK3F2,0.578728398420068,0.5543876306499225
C32,AT7519,Methylprednisolone succinate,0.556994524662274,0.48461469595513823
C32,AZD-7648,Minodronic acid,0.022499533129928223,0.11916664576651342
C32,HI-TOPK-032,Ralimetinib dimesylate,-0.043502881272899425,0.12796679461855176
C32,Lapatinib ditosylate,Torkinib,0.5199826675853512,0.4115831782404408
C32,CP21R7,Irinotecan,0.34563957029307757,-0.07610790675177145
C32,Alpelisib,Dabrafenib,-0.08641847043509811,-0.020813599888446603
C32,Tomivosertib,Volasertib,0.7686217782776332,0.6874606930655041
C32,4EGI-1,BAY1125976,0.3785313695893756,0.31801599661260854
C32,EX229,Trametinib,0.3924370587219582,0.3139901052701755
C32,ML264,Temuterkib,0.7403366794931225,0.7377189731073269
C32,9-ING-41,DTP3,0.4049205589514676,0.4687696988567603
C32,Alpelisib,IQ 1,0.031036655445206424,0.19336042304830178
C32,Everolimus,OTS514,0.2607802202817364,0.2983766639965522
C32,Gemcitabine,ML264,0.3407772526174108,0.1312865675475828
C32,CP21R7,SBI-0640756,0.4607019152996828,0.31308938756315835
C32,AZD2858,Afatinib,0.03581174888327507,0.19524293577236465
C32,Gemcitabine,Ixazomib,0.27333302496625195,0.0667755567278134
C32,9-ING-41,Abemaciclib,0.1097070077406612,0.17116283559122195
C32,ETC-206,Erdafitinib ,0.6599966488918779,0.6132652770719582
C32,BI-78D3,RMC-6236,0.28706687519579316,0.3210663876926136
C32,DT-061,ML264,0.12243942037345666,0.08364008550315177
C32,DT-061,Pemigatinib,0.3598297415293829,0.23574094621281316
C32,Brivudine,Minodronic acid,0.04215951637376923,0.18300993301312632
C32,Bentamapimod,LB-100,0.46879147918298736,0.5119203092828611
C32,Adagrasib,Capmatinib,0.13179542260747681,0.31602935624651257
C32,TAK-733,vincristine,0.26712272426011424,0.3064047178768927
C32,Irinotecan,SBI-0640756,0.2780282354102051,0.2733991126802753
C32,Alpelisib,Bimiralisib,-0.06067632597065993,0.04883097863046389
C32,EX229,IQ 1,0.4264920010231654,0.19631440967183597
C32,BI-3406,Irinotecan,0.19131053703357778,0.09220824271066606
C32,olaparib,vincristine,0.5586948219405342,0.5976918289551567
C32,BI-78D3,c-Kit-IN-1,-0.15699574537176791,0.07773031867950894
C32,Belumosudil (mesylate),Capivasertib,0.5826445413512302,0.45827022876814744
C32,Minodronic acid,RMC-6236,-0.12441736811515183,-0.06870182551863738
C32,DT-061,XRK3F2,0.3574828558639659,0.13722822185021716
C32,Abemaciclib,EX229,0.8712897695934322,0.8226980556344967
C32,Adagrasib,NVP-BHG712,-0.09147487909507274,0.016522782000130024
C32,AZD-8055,TAK-901,0.0026134799502431014,-0.07914195341810484
C32,Encorafenib,LB-100,0.1356121672576416,0.2520917751954165
C32,Infigratinib,PF-06260933,0.31710110023293603,0.07580389887454828
CFPAC-1,APTO-253,AZD-8055,0.02983227792890321,0.16403707755541344
CFPAC-1,Erdafitinib ,Lapatinib ditosylate,0.699377845917459,0.6293239985959479
CFPAC-1,Celecoxib,Oxaliplatin,0.5034297214914826,0.4294191699541272
CFPAC-1,Gemcitabine,Torkinib,0.6961604193859673,0.212427263359653
CFPAC-1,AZD-7648,Elimusertib hydrochloride,0.8793801930767219,0.7169820308718925
CFPAC-1,MK-3903,Pimitespib,0.24283209705331193,0.24477061698465835
CFPAC-1,4EGI-1,Dabrafenib,0.3867703510840101,0.3231070072333617
CFPAC-1,AZD-7648,Torkinib,0.5667431306320839,0.46090172670119783
CFPAC-1,4EGI-1,DT-061,-0.12321618952881065,-0.16579906565564553
CFPAC-1,Belumosudil (mesylate),RMC-6236,-0.18049056597235696,0.013233930774366904
CFPAC-1,Binimetinib,Encorafenib,0.6128831184738526,0.5421557841640056
CFPAC-1,Dabrafenib,Trametinib,-0.021475234618278858,0.13182355423783518
CFPAC-1,BAY1125976,Gemcitabine,-0.08304833639029438,0.14413808651682614
CFPAC-1,Abemaciclib,Gemcitabine,0.09666525995712533,0.36537096892877624
CFPAC-1,Irinotecan,Methylprednisolone succinate,0.47964612700541076,0.23598073883276782
CFPAC-1,DTP3,Dabrafenib,-0.07699112526383743,-0.04454462325300057
CFPAC-1,CP21R7,Pralsetinib,0.27390715225430445,0.026773115783817025
CFPAC-1,Pimitespib,RMC-6236,0.02000740035943479,0.02275506590438852
CFPAC-1,Capmatinib,NVP-BHG712,0.2845415263942893,0.26205996671271914
CFPAC-1,BI-78D3,Bimiralisib,0.2950469062001749,0.4582965270132755
CFPAC-1,Adagrasib,LB-100,0.3188135167716478,0.3659597688668212
CFPAC-1,Dabrafenib,ERK5-IN-2,0.5915838047057542,0.587598399140813
CFPAC-1,Brivudine,Hydroxyfasudil,0.1837002330209399,0.18440995986427305
CFPAC-1,Everolimus,PH-797804,0.322593068074467,0.44953246190910345
CFPAC-1,Everolimus,GSK1059615,0.28919339798740357,0.3762074690554897
CFPAC-1,Brivudine,PF-06260933,-0.1423923867143882,0.13629739692335807
CFPAC-1,Anastrozole,Infigratinib,0.40934549737268,0.47305284355822336
CFPAC-1,Adagrasib,Torkinib,0.2702723290278933,0.37675164127281563
CFPAC-1,Binimetinib,CP21R7,0.37325865882256937,0.3719625811718307
CFPAC-1,Adagrasib,GSK1059615,-0.17707855647423493,0.04725146790118578
CFPAC-1,Dabrafenib,Torkinib,-0.2678070625336036,-0.07096346112976376
CFPAC-1,Elimusertib hydrochloride,Tucatinib,0.12700985146677535,0.2488902630419645
CFPAC-1,ERK5-IN-2,Tubulin inhibitor 6,0.2061122866742642,0.1786525416917628
CFPAC-1,BI-78D3,IQ 1,0.2285956717817525,0.20312070550362912
CFPAC-1,Pimitespib,Ralimetinib dimesylate,0.09032069039081907,0.12188869831588013
CFPAC-1,Futibatinib,Vemurafenib,0.3679684885470468,0.21889955103982295
CFPAC-1,9-ING-41,Sonidegib,0.08377826800425961,0.32971637152932365
CFPAC-1,BI-3406,Paclitaxel,0.80388623889952,0.7494182350920303
CFPAC-1,Pralsetinib,venetoclax,0.6573001919225958,0.6614113921143767
CFPAC-1,Infigratinib,TAK-901,0.08528820596675715,0.1239287289658525
CFPAC-1,Oxaliplatin,Tubulin inhibitor 6,0.4975569079158436,0.4061235677130889
CFPAC-1,Lonafarnib,TAK-901,0.38469141696252973,0.35216304981748425
CFPAC-1,Capivasertib,RMC-6236,0.03763457608733574,0.1442728050607287
CFPAC-1,Sonidegib,Tubulin inhibitor 6,0.5750806035067121,0.48055073271552695
CFPAC-1,Belzutifan,LY2090314,0.5540050307857033,0.37326661400643046
CFPAC-1,Alpelisib,BI-3406,0.8832620530716334,0.7701722526579231
CFPAC-1,Torkinib,venetoclax,0.3640570399205437,0.34246437038349437
CFPAC-1,Celecoxib,OTS514,0.39040554488548007,0.37368183703453506
CFPAC-1,DT-061,Infigratinib,0.1204721556346966,0.016374733277285246
CFPAC-1,Adagrasib,olaparib,0.2662544416638694,0.4184858200356508
CFPAC-1,4EGI-1,Everolimus,0.4405894576280414,0.37887843746351124
CFPAC-1,Capmatinib,Celecoxib,0.23762224324361572,0.18329801608594498
CFPAC-1,Bimiralisib,olaparib,0.19879212187554335,0.1950865895800874
CFPAC-1,OTS514,SBI-0640756,-0.26057616151789265,-0.0720990567537232
CFPAC-1,HI-TOPK-032,LY-2584702 (tosylate salt),0.23108914094499677,0.32609613923243813
CFPAC-1,DTP3,EX229,-0.33028274434965466,-0.2327431608374316
CFPAC-1,MK-3903,Oleic acid,0.3537407895373967,0.2983809005668645
CFPAC-1,GSK1059615,Lapatinib ditosylate,0.41906084360625206,0.31790928231919957
CFPAC-1,ERK5-IN-2,PH-797804,0.31357589968480387,0.37607057329991295
CFPAC-1,BI-3406,HI-TOPK-032,0.2881024154619357,0.35096341959370586
CFPAC-1,BAY1125976,BI-78D3,0.6012132905501133,0.45372624614792684
CFPAC-1,LY-2584702 (tosylate salt),c-Kit-IN-1,0.26782872420177023,0.20076326584701354
CFPAC-1,BI-78D3,olaparib,-0.0048468437492997715,0.12373346166609178
CFPAC-1,9-ING-41,BI-78D3,0.5987562400542285,0.551250775007925
CFPAC-1,GSK1059615,Torkinib,0.138452258486918,0.1816512111043106
CFPAC-1,ETC-206,LY-2584702 (tosylate salt),0.4616710064167156,0.39630075225230854
CFPAC-1,ML264,Temuterkib,0.7006957760648945,0.664879975887484
CFPAC-1,Bimiralisib,Celecoxib,0.11559905169624135,0.1332580073005439
CFPAC-1,9-ING-41,EX229,0.09308679093618558,0.21668775209867913
CFPAC-1,BI-3406,vincristine,-0.2767779221222095,0.06514694091651135
CFPAC-1,DTP3,Regorafenib,0.69356996953519,0.5489761128677713
CFPAC-1,Bortezomib,Minodronic acid,-0.015363728828411936,-0.14271278445424246
CFPAC-1,MK-3903,olaparib,0.3076888412950164,0.36558673726170127
CFPAC-1,Infigratinib,vincristine,0.2265520928949677,0.43734049575605705
CFPAC-1,Methylprednisolone succinate,TAK-901,0.0033770278854865707,0.05157502298941694
CFPAC-1,BAY1125976,DT-061,-0.32018746345258303,-0.3538431797390472
CFPAC-1,Adagrasib,Belumosudil (mesylate),0.3827585531904191,0.28970845211173374
CFPAC-1,Brivudine,Volasertib,0.04695774320581385,0.24794100015291168
CFPAC-1,APTO-253,Regorafenib,0.21249358614484484,0.1429418081909953
CFPAC-1,Alpelisib,BI-78D3,0.012889323633882586,0.19147819792059628
CFPAC-1,AZD2858,Temuterkib,0.07755494935625415,0.0927680183202254
CFPAC-1,Adagrasib,Volasertib,0.25931885590046244,0.2916194586071115
CFPAC-1,Ixazomib,Methylprednisolone succinate,0.23135180304926092,0.25884617321078357
CFPAC-1,LY-2584702 (tosylate salt),Lonafarnib,0.08231042111826903,0.032018741876969216
CFPAC-1,4EGI-1,vincristine,0.595887192789475,0.6604688697197141
CFPAC-1,LY2090314,Volasertib,0.5526488028721548,0.4169105948956718
CFPAC-1,Pimitespib,XRK3F2,0.0752221835381704,0.0672144192734033
CFPAC-1,Capmatinib,Hydroxyfasudil,-0.06531076609596223,-0.07601664864083417
CFPAC-1,Trametinib,olaparib,0.16011699112890954,0.19567104523491685
CFPAC-1,AT7519,TAK-901,0.1973675873595613,0.3630450508028229
CFPAC-1,Hydroxyfasudil,XRK3F2,-0.10734585256814586,-0.027218638071048448
CFPAC-1,Belumosudil (mesylate),Everolimus,0.35935295482726576,0.3521992165482024
CFPAC-1,AZD2858,Ixazomib,-0.010587708090916907,0.07207320609896735
CFPAC-1,AZD-7648,Gemcitabine,0.6745449174761664,0.47203603622889245
CFPAC-1,Bentamapimod,Methylprednisolone succinate,0.4377300134215655,0.39541729945793375
CFPAC-1,Oleic acid,c-Kit-IN-1,0.2928215867689534,0.038105045840786944
CFPAC-1,RMC-6236,Volasertib,-0.02720662484569659,0.10846072702419896
CFPAC-1,DTP3,Elimusertib hydrochloride,0.45016087914195974,0.2733746549600505
CFPAC-1,AZD-8055,Abemaciclib,-0.15821147528896248,-0.010339269425751203
CFPAC-1,AZD-8055,Hydroxyfasudil,0.0582604758156674,0.0735278860357593
CFPAC-1,Ixazomib,Pralsetinib,-0.07077858257065309,0.04023642164956087
CFPAC-1,Capivasertib,Dabrafenib,-0.07613975034463702,0.02942952155953874
CFPAC-1,Elimusertib hydrochloride,MK-3903,0.5957126552070084,0.515087241898983
CFPAC-1,Erdafitinib ,venetoclax,-0.2608749122301024,0.029640484736098236
CFPAC-1,Bentamapimod,Sapanisertib,0.43672476085552653,0.5178534108351486
CFPAC-1,BI-78D3,venetoclax,-0.26831229524371586,-0.20590927989586633
CFPAC-1,AT7519,PF-06260933,0.4534577015876216,0.5566905689225542
CFPAC-1,AT7519,LJI308,0.573251239704047,0.6428564600628709
CFPAC-1,Brivudine,LY-2584702 (tosylate salt),0.008426833007993876,0.12282405998963893
CFPAC-1,Bortezomib,Tomivosertib,0.21789534756090342,0.25240061336779684
CFPAC-1,ML264,Ralimetinib dimesylate,0.5014102711159929,0.5550842846505978
CFPAC-1,4EGI-1,Belzutifan,0.4060371086715042,0.18230984374346468
CFPAC-1,Bortezomib,TAK-733,0.3626081314635117,0.3445732070665536
CFPAC-1,Bortezomib,Torkinib,0.10832438204701333,0.11266213496322805
CFPAC-1,Bortezomib,Temuterkib,-0.15465723811945112,-0.11267656584804997
CFPAC-1,Bentamapimod,Tubulin inhibitor 6,0.406385804711886,0.316027151775947
CFPAC-1,Ipatasertib,Oxaliplatin,-0.02503065389080296,0.09627433677618516
CFPAC-1,Celecoxib,ML264,0.1482195723435803,0.2755619343126709
CFPAC-1,Lonafarnib,Pimitespib,-0.05498196352872049,-0.025872327094206424
CFPAC-1,CP21R7,Gemcitabine,0.5496821865352519,0.2070080399198422
CFPAC-1,AZD2858,OTS514,0.36812312510773254,0.2595220415470795
CFPAC-1,DTP3,Futibatinib,0.4900352381988638,0.3782490228794928
CFPAC-1,APTO-253,Temuterkib,0.3968957066552325,0.10942410796423135
CFPAC-1,Abemaciclib,Sonidegib,0.26900932291642765,0.42100144018864205
CFPAC-1,Ralimetinib dimesylate,Tomivosertib,-0.018244101539902233,-0.0735077115782154
CFPAC-1,OTS514,vincristine,-0.2144698588964324,-0.011169671964599913
CFPAC-1,Infigratinib,Methylprednisolone succinate,0.41062542444793176,0.4547324088410957
CFPAC-1,4EGI-1,Ixazomib,0.20172144196065167,0.18622291497393229
CFPAC-1,PF-06260933,SBI-0640756,0.5564498373045252,0.3229613101283473
CFPAC-1,Bortezomib,Erdafitinib ,-0.22584477660819158,-0.05614255821476752
CFPAC-1,Belzutifan,Paclitaxel,0.11282464630406042,0.09634947003103622
CFPAC-1,BI-3406,Lonafarnib,0.09097607963797452,0.16097969148959224
CFPAC-1,Paclitaxel,palbociclib,0.5621290456456527,0.5501533731660536
CFPAC-1,Brivudine,Encorafenib,0.27347238132834445,0.17399911689391648
CFPAC-1,Capmatinib,IQ 1,0.7442913395677504,0.5078590449046494
CFPAC-1,ETC-206,palbociclib,0.15398680419465258,0.23494661925110685
CFPAC-1,Celecoxib,TAK-733,-0.0625187627536525,0.04422241151220817
CFPAC-1,Belzutifan,c-Kit-IN-1,-0.04757759719109217,-0.058264227880807665
CFPAC-1,ETC-206,ML264,0.3004948456681603,0.3118781156491978
CFPAC-1,4EGI-1,SBI-0640756,0.17535081999055893,0.13028961851402662
CFPAC-1,Adagrasib,Ixazomib,-0.046574819259263205,0.14455435662897897
CFPAC-1,BAY1125976,Tucatinib,0.5422199919628213,0.5484213540227294
CFPAC-1,AZD2858,Sonidegib,0.49321054447711626,0.2703279639084449
CFPAC-1,MK-3903,Torkinib,0.35952487194799254,0.34681137678773066
CFPAC-1,Oleic acid,Oxaliplatin,0.5631170643522649,0.415197160025395
CFPAC-1,AZD1390,CP21R7,0.2681561521697363,0.033030779031429605
CFPAC-1,AZD1390,Ixazomib,0.20801116485350282,0.16273686621482014
CFPAC-1,Elimusertib hydrochloride,NVP-BHG712,0.1604291661751767,0.09656979843609209
CFPAC-1,4EGI-1,Sonidegib,0.5935067286601892,0.5754982166241426
CFPAC-1,IQ 1,Lonafarnib,0.09475314027037877,0.20779746741806435
CFPAC-1,Bortezomib,Trametinib,0.1091142555570098,0.11072207538649151
CFPAC-1,AZD-7648,MK-8353,0.16655359133552602,0.12186763139483824
CFPAC-1,Hydroxyfasudil,Pralsetinib,0.4777177808090406,0.4442906773827858
CFPAC-1,Paclitaxel,Sapanisertib,0.6404149476453627,0.542809470268422
CFPAC-1,AZD1390,Celecoxib,0.4493417588476992,0.21081308918735744
CFPAC-1,Ixazomib,Trametinib,0.21215407511999834,0.24431767117141712
CFPAC-1,Minodronic acid,PF-06260933,-0.1856471021671632,-0.20186890614155859
CFPAC-1,PH-797804,Tubulin inhibitor 6,0.18119086629443948,0.36428743151938575
CFPAC-1,Hydroxyfasudil,Lapatinib ditosylate,0.07849356135436064,0.38899506346409185
CFPAC-1,Afatinib,Methylprednisolone succinate,0.16085511939191233,0.21438381368194304
CFPAC-1,ERK5-IN-2,Ipatasertib,0.5214433043055711,0.5292740818308892
CFPAC-1,Binimetinib,Gemcitabine,0.5800034833065314,0.266747873920901
CFPAC-1,NG25,RMC-6236,0.20595760683894737,0.267024550317752
CFPAC-1,Abemaciclib,Minodronic acid,0.015818754367596062,-0.12056780414590468
CFPAC-1,AZD-7648,Alpelisib,0.9016325032896341,0.790822910021072
CFPAC-1,Trametinib,XRK3F2,0.9202810919067959,0.8781237893645994
CFPAC-1,Anastrozole,Oxaliplatin,0.3337524096562549,0.33919239828361886
CFPAC-1,Binimetinib,EX229,-0.06171043130298067,-0.04230646702529653
CFPAC-1,Abemaciclib,Irinotecan,0.06285531670747159,0.2341203788721881
CFPAC-1,Pemigatinib,TAK-901,-0.1293620968719834,-0.03224440264572763
CFPAC-1,LY-2584702 (tosylate salt),palbociclib,0.15412673889231254,0.28854190146771885
CFPAC-1,BI-78D3,DT-061,0.018323196834236194,0.14749598958567248
CFPAC-1,Dabrafenib,Temuterkib,0.6576860185314009,0.511507667113446
CFPAC-1,AZD2858,LB-100,0.4348261217789645,0.32729087787264655
