cell_line,drug_a,drug_b,cos_mean_signature,cos_G2M_response
A-172,GSK1059615,Oxaliplatin,-0.013160031773500322,0.1171708639286397
A-172,Lonafarnib,palbociclib,0.04394774914689842,0.20362816509912218
A-172,BI-78D3,Futibatinib,-0.15014556443878377,-0.05097590505963226
A-172,Brivudine,PF-06260933,-0.04128420475213938,0.3890832628598464
A-172,AZD-7648,Temuterkib,0.09102159190542317,0.12336740130396892
A-172,4EGI-1,Pralsetinib,0.6106999596083874,0.6392031173494936
A-172,Capmatinib,Ralimetinib dimesylate,0.19407286884191072,0.18658531869919867
A-172,AZD-8055,Erdafitinib ,0.5315734393156585,0.5728674155583882
A-172,Abemaciclib,RMC-6236,0.4169791032998609,0.515069451951811
A-172,Hydroxyfasudil,Lapatinib ditosylate,0.0522032208107089,0.2908541411717139
A-172,Dabrafenib,Oxaliplatin,0.20531588848835952,0.26961413895843506
A-172,AT7519,ETC-206,0.6337716393954339,0.5808569841003967
A-172,DT-061,Vemurafenib,0.11613660185365773,0.17082931670304996
A-172,Ipatasertib,Torkinib,0.2957098390673077,0.3005834359094455
A-172,Hydroxyfasudil,Regorafenib,0.762826009449803,0.6918631445244904
A-172,APTO-253,Belzutifan,0.2924561725189251,0.30721173769114346
A-172,Adagrasib,HI-TOPK-032,0.488304888893216,0.4564167084485066
A-172,Tomivosertib,Torkinib,0.4282569107238963,0.3962538182889562
A-172,Everolimus,MK-8353,0.6561828839894747,0.6531231882789841
A-172,Bentamapimod,Pimitespib,0.3194100995805845,0.23104402695045254
A-172,Hydroxyfasudil,Volasertib,0.37646459553780043,0.4007592450059608
A-172,Ipatasertib,Paclitaxel,0.6792863727727733,0.6898705020906183
A-172,Celecoxib,Irinotecan,0.7049109715738084,0.4672169629915545
A-172,Erdafitinib ,olaparib,0.207233690941084,0.302352669108511
A-172,Minodronic acid,Vemurafenib,0.28026459932064995,0.2667871586956473
A-172,Alpelisib,Anastrozole,0.3579566574823721,0.39198585386896734
A-172,Gemcitabine,LB-100,0.652785016240005,0.647953877296459
A-172,Oxaliplatin,PF-06260933,0.40594546836739626,0.3286810695170816
A-172,4EGI-1,olaparib,0.5353156790635122,0.5522149231651003
A-172,MK-3903,Trametinib,0.4938927879026343,0.5271623183214732
A-172,Binimetinib,Pimitespib,0.31683674872150946,0.27877824068247115
A-172,Encorafenib,TAK-733,0.49410879105071814,0.5348358056345668
A-172,Futibatinib,Methylprednisolone succinate,0.20893790631435613,0.2847750640034824
A-172,OTS514,Torkinib,0.29427596852257437,0.2640309700036626
A-172,GSK1059615,LY-2584702 (tosylate salt),-0.0022623843185514067,0.013364650542417568
A-172,BAY1125976,RMC-6236,0.1827107176545944,0.3100104545646535
A-172,Capivasertib,DT-061,0.5421084196320991,0.5494264773803449
A-172,Capmatinib,NG25,0.7189581922676678,0.6258223069904778
A-172,GSK1059615,Vemurafenib,0.5452832246790804,0.6370068564206488
A-172,Brivudine,DTP3,0.06752463439412283,0.13853390769291815
A-172,Pimitespib,Tomivosertib,0.3395654988176479,0.29338488160745907
A-172,Bimiralisib,Binimetinib,0.7442843367796717,0.743395822470243
A-172,AZD1390,Volasertib,0.6025259076931406,0.5813146800431369
A-172,Erdafitinib ,TAK-901,0.0834357750157531,0.17287787603469787
A-172,AZD-8055,Methylprednisolone succinate,0.3353669296265347,0.310776409273189
A-172,BI-78D3,Trametinib,0.5033799568456793,0.49878393696831824
A-172,Anastrozole,Lonafarnib,0.2757626121699903,0.23954257987235864
A-172,Binimetinib,venetoclax,0.6769530802425008,0.7246151609414584
A-172,LY-2584702 (tosylate salt),LY2090314,-0.0482188512167087,-0.16965019303850754
A-172,EX229,Torkinib,0.17279747549580599,0.1387906177626163
A-172,ETC-206,Methylprednisolone succinate,0.6992291515672794,0.6679754775176291
A-172,Pimitespib,Pralsetinib,0.6330520117412824,0.5463997579010911
A-172,APTO-253,Elimusertib hydrochloride,-0.234459488628069,-0.03392672985408837
A-172,Bimiralisib,ULK-101,0.4085775148960999,0.40151761162438077
A-172,Ixazomib,Regorafenib,0.7308733387246809,0.7313237718655937
A-172,9-ING-41,Capivasertib,0.23901007410745814,0.36287204960382613
A-172,Oleic acid,Sonidegib,0.34263220710458453,0.29560856976861394
A-172,Binimetinib,Paclitaxel,0.3054716819482948,0.3715572945671158
A-172,Anastrozole,XRK3F2,0.4108101802124285,0.42562398123785333
A-172,Belzutifan,LB-100,0.3064057403943574,0.36717175281521086
A-172,CP21R7,MK-8353,0.28493854335626484,0.3152023216314659
A-172,TAK-901,Tubulin inhibitor 6,0.30931633918301654,0.20854310116073885
A-172,Bentamapimod,Hydroxyfasudil,0.4026033957154339,0.3491155494863781
A-172,DT-061,Regorafenib,0.5279732677785911,0.42611482355197294
A-172,Bentamapimod,Lonafarnib,0.19542549377081306,0.16530355029352192
A-172,AT7519,DT-061,0.020409448847709767,0.034672268913932505
A-172,Paclitaxel,Pemigatinib,0.3187233638372979,0.4297282488202668
A-172,ETC-206,OTS514,0.19233145154906583,0.21098753948666388
A-172,Erdafitinib ,LJI308,0.19675905955139283,0.2532119338803906
A-172,Bentamapimod,NVP-BHG712,0.815303643919649,0.8320420165354878
A-172,CP21R7,Trametinib,0.5809857756707958,0.47219776194807234
A-172,Elimusertib hydrochloride,Temuterkib,-0.04321511739994327,0.09689447865122051
A-172,olaparib,venetoclax,0.6716819303150903,0.6641914489845836
A-172,Sonidegib,olaparib,0.8103809766350726,0.7767248553663539
A-172,Pemigatinib,Tomivosertib,0.3699342661026136,0.5083996541804967
A-172,4EGI-1,Alpelisib,0.3745050338505532,0.3427571744767102
A-172,Binimetinib,Futibatinib,-0.031369201121881074,-0.12807343458397874
A-172,Everolimus,LY-2584702 (tosylate salt),0.27913845320888747,0.23387792386826858
A-172,Lonafarnib,Oleic acid,0.1758139247777876,0.1165635946960219
A-172,Capmatinib,Encorafenib,0.4427892059593162,0.4515785344538653
A-172,AT7519,ML264,0.6037580697788811,0.5989713662694591
A-172,MK-3903,vincristine,0.10856798575292374,0.2744989091108749
A-172,BI-3406,Temuterkib,0.24534780121223132,0.3269562382793122
A-172,Anastrozole,Lapatinib ditosylate,0.42675375107049396,0.5666891088448143
A-172,Bimiralisib,MK-3903,0.5809539956742295,0.5536471055074537
A-172,DTP3,PF-06260933,-0.008062000170535998,0.07781054124465023
A-172,Erdafitinib ,Infigratinib,0.5627404514452188,0.530422302658635
A-172,Ralimetinib dimesylate,Tucatinib,0.4599131157524104,0.594882822778456
A-172,Minodronic acid,PH-797804,0.1768344292892891,0.08992915796273701
A-172,EX229,Sapanisertib,0.5911548439261766,0.5692639655407162
A-172,Afatinib,PF-06260933,0.13064329634027438,0.26658047265881446
A-172,Anastrozole,BAY1125976,0.39120352869837766,0.4974482842249034
A-172,GSK1059615,Tubulin inhibitor 6,0.41176563429766433,0.38315641596416405
A-172,Bimiralisib,DT-061,0.20255000802612172,0.15500081502785712
A-172,Gemcitabine,LJI308,0.5696506076220375,0.6279876220927878
A-172,NVP-BHG712,Tubulin inhibitor 6,0.49850212552596684,0.5176979913357714
A-172,RMC-6236,Sonidegib,0.5012029647872415,0.5613400318922596
A-172,MK-3903,XRK3F2,0.7211452412233117,0.6060584212407853
A-172,Lapatinib ditosylate,vincristine,0.2351862438017633,0.3216498359057789
A-172,NG25,vincristine,0.2099799361018688,0.3364231150472954
A-172,BI-78D3,Lonafarnib,0.07891459567616005,0.09440849520230364
A-172,Belumosudil (mesylate),Infigratinib,0.2951329147655179,0.4503560599741841
A-172,4EGI-1,CP21R7,0.43195788310202166,0.31363070128908943
A-172,SBI-0640756,Trametinib,0.32553347939010047,0.35165639664093457
A-172,Pralsetinib,TAK-901,0.3418577877770227,0.3633305977008015
A-172,Sonidegib,Tubulin inhibitor 6,0.5844601508170143,0.4528120820428359
A-172,Irinotecan,c-Kit-IN-1,0.5423721071456002,0.5887024510827037
A-172,Ixazomib,Oleic acid,0.10488229215229836,0.1032697413519516
A-172,Lonafarnib,PH-797804,0.5640565692870662,0.5772355494265168
A-172,BI-3406,LB-100,0.34774655089268136,0.45369478106824956
A-172,Bentamapimod,ML264,0.6410018729062568,0.7325915411261189
A-172,NG25,Sonidegib,0.6406119137871894,0.6101635316468037
A-172,Encorafenib,Pemigatinib,0.2088266745883543,0.3334776981371953
A-172,APTO-253,NVP-BHG712,0.6240531280083237,0.6199283312906406
A-172,AT7519,Sapanisertib,0.37158320919773796,0.488708482240451
A-172,NG25,Torkinib,0.4586349328320993,0.43859979518187814
A-172,DTP3,Elimusertib hydrochloride,-0.19146554601690358,-0.11234671041302062
A-172,4EGI-1,Oxaliplatin,0.21927542986567639,0.31402726338778036
A-172,AZD1390,Belzutifan,0.4806963213680151,0.4749898255367547
A-172,LJI308,TAK-733,0.5111537703062793,0.4919853320975448
A-172,Dabrafenib,Futibatinib,0.07520084160245902,-0.05516452364974253
A-172,PF-06260933,Volasertib,0.26470175250135414,0.43439805599114856
A-172,Afatinib,Tucatinib,0.31269361528971634,0.45866666835799086
A-172,Irinotecan,Oxaliplatin,0.2797847875383514,0.23886356563133335
A-172,DTP3,Oleic acid,0.5707959794895054,0.49873591516047655
A-172,Capivasertib,Sapanisertib,0.03545404855104419,0.09250140606995032
A-172,Pimitespib,Ralimetinib dimesylate,0.24488303093055072,0.2605428373698364
A-172,HI-TOPK-032,NG25,0.4641126635236561,0.5524184323225761
A-172,IQ 1,Pemigatinib,0.5283777454169438,0.6111066930403761
A-172,Paclitaxel,Tomivosertib,0.4935756499308925,0.4828317211133988
A-172,BI-3406,Capmatinib,0.8274788383297694,0.7946526953798374
A-172,Lonafarnib,Oxaliplatin,0.13874266326435547,0.18019213248491825
A-172,TAK-733,XRK3F2,0.44988870324173275,0.38449956859663437
A-172,AZD2858,Vemurafenib,0.232489582560089,0.3780519823243099
A-172,c-Kit-IN-1,venetoclax,0.7918784456479313,0.815024103430211
A-172,Alpelisib,Erdafitinib ,0.24719326311888204,0.32743874654907174
A-172,Minodronic acid,venetoclax,0.10475196718423099,-0.001970662275517015
A-172,Ixazomib,Paclitaxel,0.3897869422370578,0.41453055749850953
A-172,Pemigatinib,vincristine,0.2864722829761993,0.416203352686335
A-172,ML264,Sonidegib,0.19841735061232468,0.290497289552442
A-172,Belzutifan,HI-TOPK-032,0.2971357668896876,0.3639431730584459
A-172,ETC-206,Paclitaxel,0.3978741319077487,0.41964843245121075
A-172,DTP3,Temuterkib,0.14779855265406067,0.24411701360627003
A-172,Dabrafenib,Torkinib,-0.0682431766547502,0.14138741534014407
A-172,Ipatasertib,LJI308,0.5788905529203816,0.5874120419326807
A-172,RMC-6236,c-Kit-IN-1,0.4657050836330976,0.5657068086384086
A-172,Oleic acid,PF-06260933,0.13992654697738327,0.26310903024725396
A-172,AZD2858,palbociclib,0.06987000769998288,0.33019374868892004
A-172,AT7519,MK-8353,0.4877894762607935,0.4752729636977189
A-172,Bimiralisib,RMC-6236,0.818687765932453,0.830491825984814
A-172,Binimetinib,TAK-733,0.5163125113613646,0.5606722682822323
A-172,LY-2584702 (tosylate salt),Lonafarnib,0.4980639198588719,0.4108794098305204
A-172,AT7519,MK-3903,0.31661236328673675,0.5352906016874107
A-172,LY-2584702 (tosylate salt),MK-3903,0.11822234030558793,0.1404128988545043
A-172,DT-061,Erdafitinib ,0.2078855978001948,0.27410192687863777
A-172,APTO-253,Bimiralisib,0.008692736946538139,0.1663513113774935
A-172,Hydroxyfasudil,Tubulin inhibitor 6,0.689152102091785,0.5793933063549581
A-172,DTP3,Tomivosertib,0.11597735947407996,0.24884545645055245
A-172,LJI308,Torkinib,0.5102930809080115,0.4590416749104594
A-172,LJI308,Pemigatinib,0.12067084894259641,0.28602051699703634
A-172,Brivudine,LY-2584702 (tosylate salt),0.32723496371378546,0.32192518902178835
A-172,AT7519,Sonidegib,0.2597170151558448,0.4703290343486255
A-172,Bentamapimod,Capmatinib,0.17356886959061762,0.11656329653844233
A-172,Tomivosertib,ULK-101,0.7178483060075643,0.6639352748607191
A-172,Erdafitinib ,Sapanisertib,0.5079238007323931,0.5228386145890104
A-172,4EGI-1,Encorafenib,0.4270035994846824,0.46568873597815236
A-172,Trametinib,ULK-101,0.4827158903947429,0.4829449396605577
A-172,APTO-253,Celecoxib,0.5295286869865512,0.5906897106307316
A-172,Celecoxib,Volasertib,0.5990829052069818,0.5742388390459876
A-172,MK-3903,Oleic acid,0.37964712824637475,0.344818371508182
A-172,BI-3406,LY-2584702 (tosylate salt),0.2162227315315267,0.23649346515446035
A-172,Hydroxyfasudil,TAK-733,0.5501702087386571,0.4762304824616375
A-172,Celecoxib,RMC-6236,-0.003181445025326045,0.06912198491991907
A-172,Sapanisertib,c-Kit-IN-1,0.4819132799280494,0.4942451474625056
A-172,AZD-7648,BI-78D3,0.2279011866232648,0.23810665690236046
A-172,DT-061,EX229,0.06245319778238591,-0.041465906397171536
A-172,9-ING-41,SBI-0640756,0.4567068100531305,0.39189403402868467
A-172,Bimiralisib,IQ 1,0.5131050486349196,0.500915849194551
A-172,Belumosudil (mesylate),Ipatasertib,0.5321608502869062,0.5835515675753448
A-172,AT7519,olaparib,0.019987401768990855,0.23722378376886255
A-172,NVP-BHG712,Torkinib,0.35097759112814747,0.36962145950092845
A-172,Adagrasib,DTP3,0.3423773052671183,0.41000133872301836
A-172,4EGI-1,Pemigatinib,0.5513437307117478,0.6042343798268092
A-172,EX229,IQ 1,0.3767928012636497,0.36779269441753293
A-172,Irinotecan,Trametinib,0.40191746282574814,0.5438862818108586
A-172,AZD1390,vincristine,0.3877415797883618,0.5155756955729838
A-172,Alpelisib,venetoclax,0.4753280260409013,0.44542461504663455
A-172,Adagrasib,Encorafenib,-0.06485791584155992,0.06065651471842036
A-172,LB-100,palbociclib,0.12714696570523162,0.33726969374963917
A-172,ETC-206,Gemcitabine,0.718812544079487,0.5461738017295144
A-172,Irinotecan,Ixazomib,0.3274350578369075,0.43729413467531575
A-172,AZD-8055,MK-3903,0.8835384754916433,0.829831347684221
A-172,AZD1390,Brivudine,0.35204957767618833,0.5739476525075365
A-172,9-ING-41,Ipatasertib,0.6231820623682701,0.6200594597329263
A-172,Encorafenib,Gemcitabine,0.3513172324428167,0.5483659660884825
A-172,Paclitaxel,Vemurafenib,0.7106411284628603,0.7581222597694608
A-172,MK-3903,Pimitespib,0.3724272204276973,0.32207265112731576
A-172,Methylprednisolone succinate,Minodronic acid,0.6327065813969329,0.5472127486058844
A-172,Encorafenib,Trametinib,0.6424651005106359,0.7058307268007818
A-172,Futibatinib,Ralimetinib dimesylate,-0.05810729104194839,-0.09947108814486412
A-427,Belzutifan,Bimiralisib,0.3259855726807058,0.14155020580335226
A-427,OTS514,Pemigatinib,0.26200589681501907,0.19446506857132892
A-427,BI-3406,Erdafitinib ,0.4353044061941131,0.3422295572919048
A-427,Celecoxib,Sapanisertib,0.07552937372236924,0.05930655361588741
A-427,Capivasertib,palbociclib,-0.10428305323671425,-0.10308604108545807
A-427,Belumosudil (mesylate),Trametinib,0.32286483278296835,0.29024034452662667
A-427,Hydroxyfasudil,Tucatinib,0.15839651525861123,0.18468805029461008
A-427,Sapanisertib,Volasertib,0.1810921408624897,-0.1435619523682602
A-427,Pimitespib,Trametinib,-0.18193283169008004,-0.131839155680032
A-427,Abemaciclib,Infigratinib,0.40806817023500924,0.6032940421751627
A-427,Binimetinib,Capmatinib,0.9213780403956496,0.805730768287498
A-427,LB-100,Pemigatinib,0.15140363614158225,0.24046452412815625
A-427,BI-3406,Hydroxyfasudil,0.6554059308017851,0.4105341013551725
A-427,Encorafenib,Ralimetinib dimesylate,0.635173823585083,0.55442219372292
A-427,AZD-8055,Sonidegib,-0.3215170341217127,-0.10923911927647138
A-427,Ipatasertib,Sapanisertib,0.7155393011587301,0.5581727101316516
A-427,Elimusertib hydrochloride,NVP-BHG712,-0.017426259724922656,0.0025672738189314436
A-427,Binimetinib,Elimusertib hydrochloride,0.7589922058976037,0.5938431084108317
A-427,Anastrozole,BI-3406,0.05432462682896595,0.08213897339582694
A-427,Brivudine,DTP3,-0.3446437409979158,-0.22590694438534756
A-427,Celecoxib,Futibatinib,0.19845595247572145,0.17814570745208572
A-427,APTO-253,Everolimus,0.44270818614737173,0.367393795355946
A-427,AT7519,olaparib,-0.08272010634273003,0.1538122893467102
A-427,Capivasertib,Sapanisertib,-0.1963332124869701,-0.10817579587901383
A-427,ETC-206,Elimusertib hydrochloride,0.03950781776038514,0.16982646264324608
A-427,Dabrafenib,MK-8353,0.25479747360469174,0.1725341486976647
A-427,Oleic acid,SBI-0640756,0.24848191050919394,0.3339994287009213
A-427,ERK5-IN-2,RMC-6236,0.4846214781005082,0.5042487508337503
A-427,ERK5-IN-2,EX229,0.17984683986158287,0.212447516803895
A-427,Abemaciclib,palbociclib,-0.2238427389949654,0.11976828398515503
A-427,CP21R7,ML264,0.4586685709253483,0.37553123229591745
A-427,Bentamapimod,Regorafenib,0.2696549503076837,0.1684782432069783
A-427,BI-3406,olaparib,0.35602604123440207,0.3512945838077085
A-427,HI-TOPK-032,Regorafenib,0.170700503957689,0.4221624466122273
A-427,Everolimus,LY-2584702 (tosylate salt),-0.181396448293334,0.0031771871577330867
A-427,9-ING-41,Temuterkib,0.8639247508674494,0.7407722282500343
A-427,PF-06260933,venetoclax,0.368802758540822,0.5337637477503947
A-427,AZD-8055,BAY1125976,0.8389448269096775,0.7144378591656979
A-427,AT7519,OTS514,0.3212293853000896,0.4652215018858808
A-427,Capmatinib,Celecoxib,0.032345366421501875,0.14536307835759427
A-427,AT7519,Capivasertib,0.46799342999663573,0.5141809311817562
A-427,HI-TOPK-032,Vemurafenib,-0.08036225405057168,0.06948747194041839
A-427,Encorafenib,Tomivosertib,0.23883496755199266,0.23962050874392452
A-427,Capivasertib,LJI308,0.09284009953994067,-0.02371129924523144
A-427,4EGI-1,ULK-101,0.2870827104423651,0.29223210556853246
A-427,PF-06260933,palbociclib,-0.21651897704641934,0.31611439673322966
A-427,APTO-253,AZD1390,0.5631180729475505,0.33531431813772844
A-427,Celecoxib,Pralsetinib,0.04396265034587593,0.05809967227119345
A-427,Gemcitabine,Paclitaxel,0.2664662890084539,0.34772959576296986
A-427,Belzutifan,olaparib,-0.17068242416975996,-0.005977601777520593
A-427,Bimiralisib,Sonidegib,-0.0573466372519645,0.0953058015701852
A-427,4EGI-1,Binimetinib,0.12655940023794465,-0.058703405193600164
A-427,Capivasertib,Torkinib,0.4705618347809797,0.3855933547441577
A-427,Alpelisib,Futibatinib,0.4524417100349425,0.11822952964108736
A-427,BAY1125976,Irinotecan,-0.16853228360808536,-0.056188654315034434
A-427,LY-2584702 (tosylate salt),MK-3903,-0.43272361175596363,-0.2291045829477366
A-427,Alpelisib,Oleic acid,0.03980043652814231,0.0031536766515846597
A-427,Minodronic acid,Volasertib,0.21301526292460174,0.40300105566830513
A-427,Alpelisib,Lapatinib ditosylate,0.35337338332471513,0.15749057541263065
A-427,Oleic acid,Tubulin inhibitor 6,0.4365694151982812,0.3015218746159677
A-427,Celecoxib,ETC-206,0.5306695324939205,0.5236580994638005
A-427,BI-3406,LY2090314,0.24713939534364657,0.13534611029922386
A-427,Binimetinib,Everolimus,0.04712520057177763,0.028084019424996755
A-427,BI-3406,LY-2584702 (tosylate salt),-0.27308719643411045,-0.11835073163259599
A-427,BAY1125976,Regorafenib,0.17005835490523136,-0.10438365582526332
A-427,DTP3,LY2090314,0.598081610483059,0.5103845328414185
A-427,NVP-BHG712,XRK3F2,0.6251516980567096,0.5205637424120967
A-427,LY2090314,Volasertib,0.17763193553335352,0.22146832315163886
A-427,Anastrozole,IQ 1,0.06632811113474271,0.12076566894175486
A-427,Belumosudil (mesylate),LB-100,0.14576567985252495,0.18685438605094262
A-427,AT7519,AZD1390,0.4051371930208418,0.4288474901445408
A-427,Capivasertib,ULK-101,0.1012077803069645,0.1276705845803751
A-427,Abemaciclib,Pimitespib,0.27737744844077167,0.3630052667734429
A-427,Paclitaxel,Tomivosertib,0.17381619413414937,0.07818671530171334
A-427,TAK-901,Tucatinib,0.38329487634646386,0.4578433960017208
A-427,AZD-8055,Ipatasertib,0.6694195534744813,0.5298389315159497
A-427,XRK3F2,venetoclax,-0.1308863212275534,-0.11663101902013459
A-427,4EGI-1,APTO-253,0.6520589302329182,0.2890180065722425
A-427,BAY1125976,Trametinib,0.34736247793949115,0.00510640429550329
A-427,DTP3,Encorafenib,0.23482564314982282,0.14194472612280745
A-427,LY-2584702 (tosylate salt),Lapatinib ditosylate,-0.17016956301468317,0.11548698896936768
A-427,HI-TOPK-032,Ralimetinib dimesylate,-0.02774273832085132,0.016647468120810555
A-427,ETC-206,Trametinib,0.002611113076257321,0.06895480442420529
A-427,CP21R7,Lapatinib ditosylate,0.26882307735577937,0.2234267041462344
A-427,Afatinib,CP21R7,0.7077614712033637,0.6074532795785428
A-427,AZD-7648,TAK-901,0.031074230671422322,0.07819839144748184
A-427,Bentamapimod,XRK3F2,0.7398878520252475,0.6334901164690803
A-427,Ralimetinib dimesylate,Volasertib,0.33017384361654156,0.25870910646786205
A-427,Gemcitabine,Volasertib,0.44420631027650115,0.3591131984745115
A-427,Pemigatinib,Pralsetinib,-0.12348183906457527,-0.27210810612101194
A-427,Capivasertib,Temuterkib,-0.07751804565478308,0.156829289345642
A-427,ETC-206,Tubulin inhibitor 6,0.5042336069145384,0.5270232449731159
A-427,Brivudine,vincristine,-0.021067619689456446,0.13414663659486967
A-427,9-ING-41,PF-06260933,-0.17067967192012035,-0.02100062646018269
A-427,ML264,RMC-6236,0.4925822412192499,0.358363971431012
A-427,Pemigatinib,Sapanisertib,0.7355497283826615,0.6717752486891363
A-427,Erdafitinib ,Oxaliplatin,0.05835070265708312,0.3058072261891287
A-427,LY-2584702 (tosylate salt),Volasertib,-0.015534925140551426,0.27807157092123136
A-427,4EGI-1,NVP-BHG712,0.41281275203455337,0.3114110326433751
A-427,RMC-6236,SBI-0640756,0.1861298666208461,0.2858219404197679
A-427,OTS514,TAK-733,-0.011047068489244707,0.2325409580042064
A-427,Infigratinib,Vemurafenib,0.15740781935249998,0.03456893364913947
A-427,Gemcitabine,palbociclib,0.2686084712786049,0.3464974596628669
A-427,Belumosudil (mesylate),LY-2584702 (tosylate salt),0.10563122979724038,0.27984919446067696
A-427,ERK5-IN-2,c-Kit-IN-1,0.014216589570106741,0.2810022248363635
A-427,APTO-253,OTS514,0.02469377737691665,0.17634130458464445
A-427,IQ 1,Regorafenib,0.5697978396728728,0.45657944418194873
A-427,Torkinib,Trametinib,-0.1580994325566374,-0.009207690444904956
A-427,Tubulin inhibitor 6,palbociclib,0.10657797026557896,0.10505264453983948
A-427,Futibatinib,MK-8353,0.3317187070430879,0.2354624707016837
A-427,Regorafenib,XRK3F2,0.5916217135326832,0.4348628585036735
A-427,ERK5-IN-2,Encorafenib,0.6607002802651407,0.6373194020069369
A-427,Everolimus,Infigratinib,0.24316460747153168,0.23203753647650907
A-427,Torkinib,XRK3F2,-0.17929918679641715,0.06153911457258179
A-427,AZD2858,Temuterkib,-0.1718696400341526,0.04767368537303447
A-427,Binimetinib,Temuterkib,0.2257186550047466,0.018643803401364498
A-427,AT7519,Paclitaxel,0.21690292433099545,0.18858056697687886
A-427,Pemigatinib,SBI-0640756,0.013667952366748646,-0.06276052694803694
A-427,Adagrasib,ERK5-IN-2,-0.28047559428784474,0.05457791684573493
A-427,Capmatinib,SBI-0640756,0.22965069373539754,0.36200120540040004
A-427,ML264,PF-06260933,0.1884200086411823,0.3826169542533472
A-427,ERK5-IN-2,Temuterkib,0.7103949864098077,0.5371427751649682
A-427,Abemaciclib,Alpelisib,-0.27676936155715454,-0.2623932104173029
A-427,Adagrasib,palbociclib,-0.24919850858377834,0.10515840862823764
A-427,Abemaciclib,BAY1125976,-0.31758475811297,-0.3993374871936785
A-427,DTP3,MK-3903,0.47187043295164494,0.37444719849985253
A-427,TAK-901,Trametinib,0.014072043615158349,0.21639716148466
A-427,4EGI-1,Methylprednisolone succinate,-0.04786459426761051,0.250355751645232
A-427,Capmatinib,Pemigatinib,0.04416373073410304,-0.0892657699059678
A-427,Abemaciclib,Paclitaxel,-0.1909692538950996,-0.09105429859860137
A-427,RMC-6236,Sapanisertib,0.5014921444248729,0.17781713887734757
A-427,Irinotecan,Vemurafenib,0.03556303145110335,0.2245896589524574
A-427,Alpelisib,Trametinib,0.6257955726116916,0.5216858860091051
A-427,Anastrozole,palbociclib,-0.05154082015599834,0.11457053434254114
A-427,NVP-BHG712,ULK-101,0.4471370799397769,0.44129155171857753
A-427,Lapatinib ditosylate,Volasertib,0.35962440078780833,0.350442912298405
A-427,Binimetinib,PF-06260933,-0.13095877052854674,0.16885323043518813
A-427,Capivasertib,Ralimetinib dimesylate,-0.12936585440974147,0.032609352171182646
A-427,AZD1390,Bentamapimod,0.4135525879480237,0.11556967323237036
A-427,AT7519,Anastrozole,0.5274818908376516,0.571752170733536
A-427,Brivudine,Capmatinib,0.444250847658749,0.5386518060079976
A-427,Everolimus,Gemcitabine,0.5445565685141167,0.5473854639672251
A-427,Bentamapimod,Futibatinib,0.49629304738164076,0.24453559542978442
A-427,Minodronic acid,vincristine,0.37081553619562063,0.4332930797236638
A-427,ML264,XRK3F2,0.6636573266138976,0.5289386489931935
A-427,Oleic acid,Sapanisertib,-0.29894383163823623,-0.1672382071616302
A-427,LJI308,TAK-901,0.2685956234282679,0.5351048537140871
A-427,APTO-253,palbociclib,0.4034973380911353,0.04333753262221513
A-427,Binimetinib,DT-061,0.5210815541401088,0.4778009746781768
A-427,BI-78D3,Belzutifan,0.22499208864784817,0.060292805557593185
A-427,Gemcitabine,Minodronic acid,0.3279632450597264,0.34851372272906217
A-427,ML264,palbociclib,0.4206542952611484,0.2702389757534132
A-427,Infigratinib,ULK-101,0.220396386356678,0.2051697239882286
A-427,Celecoxib,Infigratinib,0.2943145254465559,0.25565915715332604
A-427,Erdafitinib ,NG25,0.1368396380510031,0.12654340664750896
A-427,AZD1390,Belumosudil (mesylate),0.335816473872248,0.393869182792589
A-427,AZD-7648,Belumosudil (mesylate),0.3793485142085521,0.237247347140237
A-427,Lapatinib ditosylate,Trametinib,0.2049715737726487,0.07732737017407566
A-427,Belzutifan,Trametinib,0.16092344069118525,0.13522790529297768
A-427,Bimiralisib,NG25,0.579097228882203,0.4213909173578228
A-427,TAK-733,TAK-901,0.2416924337698765,0.45690173963031094
A-427,BAY1125976,c-Kit-IN-1,-0.4008601810488416,-0.4327202739519807
A-427,Everolimus,LB-100,0.3498174675035454,0.36460080963373753
A-427,ERK5-IN-2,TAK-901,0.0876845033738896,0.2717811510944901
A-427,RMC-6236,ULK-101,0.3439382463435859,0.3697402089854379
A-427,LJI308,NVP-BHG712,-0.014638805509787797,0.00458435926588072
A-427,Regorafenib,ULK-101,0.35805327409388316,0.38461497012806434
A-427,BI-3406,Celecoxib,0.03876294239850443,0.0692537778256274
A-427,Belzutifan,CP21R7,0.23068591195342072,0.15067237331116487
A-427,MK-3903,Minodronic acid,-0.10042491541502191,0.02932851388206354
A-427,Gemcitabine,Oleic acid,0.340150135317786,0.2705028829717865
A-427,Hydroxyfasudil,venetoclax,0.4191766763071355,0.3221408612573721
A-427,BI-3406,Irinotecan,-0.07773407366271004,0.09459151174421838
A-427,Gemcitabine,Tomivosertib,0.36081158279963776,0.4042494476619299
A-427,Hydroxyfasudil,Lapatinib ditosylate,0.17058349908024545,0.19759885078377137
A-427,LB-100,Oleic acid,0.3928821967792879,0.4455550205746025
A-427,AZD2858,BI-78D3,-0.06604465062742272,-0.10834334201622076
A-427,AT7519,Pimitespib,0.29167382576842843,0.3831548845365904
A-427,BAY1125976,Ralimetinib dimesylate,0.748215067075168,0.6856714772022818
