drug,global_energy,coverage_K1,e_K562,e_A549,coverage_mean,coverage_worst
Panobinostat (LBH589),0.10994338989257812,0.10994338989257812,0.23193740844726562,0.19672012329101562,0.21432876586914062,0.23193740844726562
