split_type,cell_line,heldout_drug,heldout_MoA,observed_library_fraction,seed,recommendation_mode,structure_reliability_score,preference_conflict,information_condition_mode,true_divergence,true_div_min_cos,true_div_minority_frac,minority_state_coverage_gap,moa_ndcg_gap,minority_state_coverage_dart,moa_ndcg_dart,minority_state_coverage_mean,moa_ndcg_mean
leave_MoA_out,K562,CEP-33779,JAK/STAT,0.8936170212765957,4,DART_recommended,0.5474057666484371,0.676271186440678,observed,1.689765718794085,-0.6897657187940851,0.34,0.0077531744269437874,,0.9905286247920336,,0.9827754503650898,
leave_MoA_out,K562,Carmofur,DNA Damage,0.8723404255319149,3,mean_or_no_call,0.3614545160180171,0.6305084745762712,observed,1.7321272002556407,-0.7321272002556407,0.495,0.0010123479260267798,,0.9854266869174332,,0.9844143389914064,
leave_MoA_out,K562,Celecoxib,Neuronal Signaling,0.9787234042553192,0,DART_recommended,0.4619709277224867,0.5259887005649717,observed,1.4930449463867577,-0.4930449463867575,0.215,0.0094251857546932,,0.9568354583402664,,0.9474102725855732,
leave_MoA_out,K562,Celecoxib,Neuronal Signaling,0.9787234042553192,3,mean_or_no_call,0.3678974241482332,0.6214689265536724,observed,1.628276206216823,-0.628276206216823,0.345,-0.00012796112949842176,,0.9874664971542726,,0.987594458283771,
leave_MoA_out,K562,Celecoxib,Neuronal Signaling,0.9787234042553192,4,DART_recommended,0.443323894422607,0.6677966101694915,observed,1.6339186008057034,-0.6339186008057033,0.39,-0.0018757446323652838,,0.9678568355094151,,0.9697325801417804,
leave_MoA_out,K562,Clevudine,DNA Damage,0.8723404255319149,2,DART_recommended,0.4012771684955867,0.5299435028248588,observed,1.6615375217839068,-0.6615375217839068,0.375,-0.0017136237067462146,,0.9878185368723056,,0.9895321605790518,
leave_MoA_out,K562,Disulfiram,Metabolism,0.973404255319149,3,DART_recommended,0.5207546029922877,0.5627118644067797,observed,1.6526730077436484,-0.6526730077436484,0.44,0.0030445693668568197,,0.9908244265065672,,0.9877798571397104,
leave_MoA_out,K562,Divalproex Sodium,Ubiquitin,0.9893617021276596,3,DART_recommended,0.4360866373295553,0.6124293785310735,observed,1.4550110790661832,-0.4550110790661833,0.355,0.000493546637725939,,0.9714948901820936,,0.9710013435443676,
leave_MoA_out,K562,Divalproex Sodium,Ubiquitin,0.9893617021276596,4,DART_recommended,0.4639413262531853,0.6966101694915254,observed,1.7614569545465797,-0.7614569545465794,0.48,0.016455259802218403,,0.9901975681409412,,0.9737423083387228,
leave_MoA_out,K562,Droxinostat,Cytoskeletal Signaling,0.9361702127659576,0,DART_recommended,0.4758102726845968,0.6276836158192091,observed,1.7005226869552983,-0.7005226869552985,0.42,-0.0018760764741643232,,0.9774072589736152,,0.9792833354477796,
leave_MoA_out,K562,Enzastaurin (LY317615),TGF-beta/Smad,0.9840425531914894,3,mean_or_no_call,0.3911433191147395,0.7242937853107344,observed,1.6959388666592292,-0.6959388666592292,0.46,0.00030199595606239527,,0.981962086869638,,0.9816600909135756,
leave_MoA_out,K562,Fulvestrant,Endocrinology & Hormones,0.973404255319149,1,mean_or_no_call,0.3735737581890493,0.6898305084745763,observed,1.7167308634550076,-0.7167308634550076,0.39,0.0012882525685928847,,0.9787796929401686,,0.9774914403715758,
leave_MoA_out,K562,Givinostat (ITF2357),Cytoskeletal Signaling,0.9361702127659576,4,DART_recommended,0.5999315476084257,0.6581920903954802,observed,1.2036817829405329,-0.2036817829405327,0.445,-0.015907692261557638,,0.964845972970836,,0.9807536652323936,
leave_MoA_out,K562,IOX2,Angiogenesis,0.9414893617021276,1,DART_recommended,0.4557235263349412,0.6107344632768361,observed,1.6669226890386,-0.6669226890386001,0.405,0.00037065257081358993,,0.9908993363055252,,0.9905286837347116,
leave_MoA_out,K562,ITSA-1 (ITSA1),Epigenetics,0.7978723404255319,2,DART_recommended,0.4606886518890964,0.6971751412429379,observed,1.6513546950183455,-0.6513546950183455,0.355,0.0005784123291959764,,0.9907468597802368,,0.9901684474510408,
leave_MoA_out,K562,JNJ-26854165 (Serdemetan),Apoptosis,0.9680851063829788,2,DART_recommended,0.4379463163552361,0.6418079096045197,observed,1.6783412428059803,-0.6783412428059805,0.49,0.0019204352801179825,,0.9822158129145532,,0.9802953776344352,
leave_MoA_out,K562,Ki16425,GPCR & G Protein,0.9893617021276596,2,mean_or_no_call,0.3482216809166368,0.607909604519774,observed,1.692653326081638,-0.6926533260816382,0.46,0.001273495333418584,,0.9800087088145298,,0.9787352134811113,
leave_MoA_out,K562,MK-0752,Proteases,0.9893617021276596,2,mean_or_no_call,0.3723900910938749,0.728813559322034,observed,1.7725795759443903,-0.7725795759443905,0.465,0.005837446975878402,,0.98336711207413,,0.9775296650982516,
leave_MoA_out,K562,PD173074,Angiogenesis,0.9414893617021276,3,DART_recommended,0.4362874318864926,0.6011299435028249,observed,1.6235812577511028,-0.6235812577511028,0.455,0.005138424235441863,,0.98001214242274,,0.9748737181872982,
leave_MoA_out,K562,PD98059,MAPK,0.9787234042553192,2,DART_recommended,0.4208714126684753,0.7033898305084746,observed,1.738450604653889,-0.738450604653889,0.485,-0.0011845548059206124,,0.9908234686551994,,0.99200802346112,
leave_MoA_out,K562,PF-3845,Metabolism,0.973404255319149,1,DART_recommended,0.4160358165686894,0.652542372881356,observed,1.7178192596602884,-0.7178192596602884,0.415,0.0011901632867259426,,0.9823811830023488,,0.9811910197156228,
leave_MoA_out,K562,Prednisone,Endocrinology & Hormones,0.973404255319149,2,mean_or_no_call,0.3528942687599086,0.6,observed,1.7366914358424994,-0.7366914358424994,0.445,0.0004584191665704118,,0.9921890930938928,,0.9917306739273224,
leave_MoA_out,K562,Ramelteon,GPCR & G Protein,0.9893617021276596,0,DART_recommended,0.5084924090651083,0.676271186440678,observed,1.691784649168085,-0.691784649168085,0.46,-0.00015444207147397027,,0.9846521930940276,,0.9848066351655016,
leave_MoA_out,K562,SL-327,MAPK,0.9787234042553192,3,DART_recommended,0.5326609576620756,0.6836158192090396,observed,1.6555547336439205,-0.6555547336439203,0.47,0.0021823848237864096,,0.9833904633214764,,0.98120807849769,
leave_MoA_out,K562,SNS-314,Cell Cycle,0.8882978723404256,4,DART_recommended,0.5725139889077686,0.6785310734463277,observed,1.5821888174407035,-0.5821888174407036,0.5,-0.0017890561829390084,,0.9876316530496534,,0.9894207092325924,
leave_MoA_out,K562,SRT3025 HCl,DNA Damage,0.8723404255319149,0,DART_recommended,0.4635103971347907,0.6788640930405281,observed,1.7100607436852615,-0.7100607436852616,0.49,-0.002671555244795454,,0.9787511143533584,,0.9814226695981538,
leave_MoA_out,K562,Sorafenib Tosylate,MAPK,0.9787234042553192,0,DART_recommended,0.5711253981218374,0.7203389830508474,observed,1.5734787355607494,-0.5734787355607495,0.485,0.020337534070355656,,0.990663169352146,,0.9703256352817904,
leave_MoA_out,K562,Sorafenib Tosylate,MAPK,0.9787234042553192,4,DART_recommended,0.5209141906799231,0.7146892655367232,observed,1.6955961066225498,-0.6955961066225498,0.43,0.011025038723497138,,0.9910969071676016,,0.9800718684441044,
