program,corr_divergence_enrichment,mean_enrichment_high_div,mean_enrichment_low_div,high_minus_low,mannwhitney_p
IFN_response,0.0419769439698495,0.09677412428163139,0.058044145965254756,0.03872997831637663,1.9221011681227755e-06
AXL_mesenchymal,0.13360258238492304,-0.09866067087155762,-0.12038591092967085,0.02172524005811323,0.003242967435679326
antigen_presentation,0.03712664767070683,0.08209136690139057,0.06753525091335177,0.014556115988038798,0.043902895589880704
antigen_presentation_loss,-0.01673135568563086,0.055364429576304136,0.06975772117597476,-0.014393291599670621,0.6918509204829297
quiescence,-0.12738533868405266,0.8117318905271818,0.8831916186149771,-0.07145972808779533,7.701060330735407e-07
