split_type,cell_line,heldout_drug,heldout_MoA,observed_library_fraction,information_condition_mode,structure_reliability_score,preference_conflict,recommendation_mode,method,method_family,selected_top1_drug,moa_hit@1,moa_hit@5,moa_mrr,moa_ndcg,moa_rank,target_hit@5,target_mrr,decision_regret,minority_state_coverage,n_gt_moa,n_gt_target,n_candidates,seed,provenance,true_divergence,true_div_min_cos,true_div_minority_frac,batch_coverage,topk_diversity
leave_drug_out,A549,Selisistat (EX 527),Epigenetics,1.0,observed,0.40791306032903285,0.651412429378531,DART_recommended,mean_cosine,mean_signature,Raltitrexed,0.0,0.0,0.041666666666666664,0.0,24.0,0.0,0.011494252873563218,0.4759235382080078,0.9850746712162946,37,3,187,0,sciplex3_observed,1.6720510118393026,-0.6720510118393026,0.455,,
leave_drug_out,A549,Selisistat (EX 527),Epigenetics,1.0,observed,0.40791306032903285,0.651412429378531,DART_recommended,mean_l2,mean_signature,GSK J1,1.0,1.0,1.0,0.2863459897524692,1.0,0.0,0.024390243902439025,0.04295158386230469,0.9911483740360849,37,3,187,0,sciplex3_observed,1.6720510118393026,-0.6720510118393026,0.455,,
leave_drug_out,A549,Selisistat (EX 527),Epigenetics,1.0,observed,0.40791306032903285,0.651412429378531,DART_recommended,cmap_match,cmap_signature,Raltitrexed,0.0,0.0,0.041666666666666664,0.0,24.0,0.0,0.011494252873563218,0.4759235382080078,0.9850746712162946,37,3,187,0,sciplex3_observed,1.6720510118393026,-0.6720510118393026,0.455,,
leave_drug_out,A549,Selisistat (EX 527),Epigenetics,1.0,observed,0.40791306032903285,0.651412429378531,DART_recommended,cmap_reverse,cmap_signature,Costunolide,0.0,0.0,0.047619047619047616,0.0,21.0,0.0,0.038461538461538464,0.07594871520996094,0.9881061787908785,37,3,187,0,sciplex3_observed,1.6720510118393026,-0.6720510118393026,0.455,,
leave_drug_out,A549,Selisistat (EX 527),Epigenetics,1.0,observed,0.40791306032903285,0.651412429378531,DART_recommended,DART_energy,DART_distributional,GSK J1,1.0,1.0,1.0,0.22009176629808017,1.0,0.0,0.020833333333333332,0.04295158386230469,0.9911483740360849,37,3,187,0,sciplex3_observed,1.6720510118393026,-0.6720510118393026,0.455,,
leave_drug_out,A549,Selisistat (EX 527),Epigenetics,1.0,observed,0.40791306032903285,0.651412429378531,DART_recommended,DART_mmd,DART_distributional,GSK J1,1.0,1.0,1.0,0.30523488393970116,1.0,0.0,0.023255813953488372,0.04295158386230469,0.9911483740360849,37,3,187,0,sciplex3_observed,1.6720510118393026,-0.6720510118393026,0.455,,
leave_drug_out,A549,Selisistat (EX 527),Epigenetics,1.0,observed,0.40791306032903285,0.651412429378531,DART_recommended,DART_sliced_wasserstein,DART_distributional,GSK J1,1.0,1.0,1.0,0.30523488393970116,1.0,0.0,0.020833333333333332,0.04295158386230469,0.9911483740360849,37,3,187,0,sciplex3_observed,1.6720510118393026,-0.6720510118393026,0.455,,
leave_drug_out,A549,Selisistat (EX 527),Epigenetics,1.0,observed,0.40791306032903285,0.651412429378531,DART_recommended,DART_coverage_mean,DART_coverage,PF-573228,0.0,1.0,0.25,0.09478836436955078,4.0,0.0,0.05555555555555555,0.18095970153808594,0.9876950122651242,37,3,187,0,sciplex3_observed,1.6720510118393026,-0.6720510118393026,0.455,,
leave_drug_out,A549,Selisistat (EX 527),Epigenetics,1.0,observed,0.40791306032903285,0.651412429378531,DART_recommended,DART_coverage_worst,DART_coverage,PF-573228,0.0,1.0,0.2,0.15850703974098102,5.0,0.0,0.038461538461538464,0.18095970153808594,0.9876950122651242,37,3,187,0,sciplex3_observed,1.6720510118393026,-0.6720510118393026,0.455,,
leave_drug_out,A549,KW-2449,Angiogenesis,1.0,observed,0.6294778713852709,0.6163841807909605,DART_recommended,mean_cosine,mean_signature,SNS-314,0.0,0.0,0.047619047619047616,0.0,21.0,0.0,0.06666666666666667,0.5032958984375,0.9781419581022655,10,3,187,0,sciplex3_observed,1.4732291920769547,-0.4732291920769548,0.355,,
leave_drug_out,A549,KW-2449,Angiogenesis,1.0,observed,0.6294778713852709,0.6163841807909605,DART_recommended,mean_l2,mean_signature,MK-5108 (VX-689),0.0,0.0,0.03571428571428571,0.0,28.0,1.0,0.2,0.2484893798828125,0.9799482145080576,10,3,187,0,sciplex3_observed,1.4732291920769547,-0.4732291920769548,0.355,,
leave_drug_out,A549,KW-2449,Angiogenesis,1.0,observed,0.6294778713852709,0.6163841807909605,DART_recommended,cmap_match,cmap_signature,SNS-314,0.0,0.0,0.047619047619047616,0.0,21.0,0.0,0.06666666666666667,0.5032958984375,0.9781419581022655,10,3,187,0,sciplex3_observed,1.4732291920769547,-0.4732291920769548,0.355,,
leave_drug_out,A549,KW-2449,Angiogenesis,1.0,observed,0.6294778713852709,0.6163841807909605,DART_recommended,cmap_reverse,cmap_signature,Trametinib (GSK1120212),0.0,0.0,0.0625,0.0,16.0,0.0,0.02702702702702703,1.6744499206542969,0.9418004142841747,10,3,187,0,sciplex3_observed,1.4732291920769547,-0.4732291920769548,0.355,,
leave_drug_out,A549,KW-2449,Angiogenesis,1.0,observed,0.6294778713852709,0.6163841807909605,DART_recommended,DART_energy,DART_distributional,"Cerdulatinib (PRT062070, PRT2070)",0.0,0.0,0.058823529411764705,0.0,17.0,1.0,0.2,0.08663177490234375,0.9845010533376739,10,3,187,0,sciplex3_observed,1.4732291920769547,-0.4732291920769548,0.355,,
leave_drug_out,A549,KW-2449,Angiogenesis,1.0,observed,0.6294778713852709,0.6163841807909605,DART_recommended,DART_mmd,DART_distributional,"Cerdulatinib (PRT062070, PRT2070)",0.0,0.0,0.058823529411764705,0.0,17.0,1.0,0.2,0.08663177490234375,0.9845010533376739,10,3,187,0,sciplex3_observed,1.4732291920769547,-0.4732291920769548,0.355,,
leave_drug_out,A549,KW-2449,Angiogenesis,1.0,observed,0.6294778713852709,0.6163841807909605,DART_recommended,DART_sliced_wasserstein,DART_distributional,MK-5108 (VX-689),0.0,0.0,0.058823529411764705,0.0,17.0,0.0,0.07692307692307693,0.2484893798828125,0.9799482145080576,10,3,187,0,sciplex3_observed,1.4732291920769547,-0.4732291920769548,0.355,,
leave_drug_out,A549,KW-2449,Angiogenesis,1.0,observed,0.6294778713852709,0.6163841807909605,DART_recommended,DART_coverage_mean,DART_coverage,MK-5108 (VX-689),0.0,0.0,0.034482758620689655,0.0,29.0,0.0,0.14285714285714285,0.2484893798828125,0.9799482145080576,10,3,187,0,sciplex3_observed,1.4732291920769547,-0.4732291920769548,0.355,,
leave_drug_out,A549,KW-2449,Angiogenesis,1.0,observed,0.6294778713852709,0.6163841807909605,DART_recommended,DART_coverage_worst,DART_coverage,SNS-314,0.0,0.0,0.030303030303030304,0.0,33.0,0.0,0.047619047619047616,0.5032958984375,0.9781419581022655,10,3,187,0,sciplex3_observed,1.4732291920769547,-0.4732291920769548,0.355,,
leave_drug_out,A549,Lenalidomide (CC-5013),Apoptosis,1.0,observed,0.41612239908560034,0.5322033898305085,DART_recommended,mean_cosine,mean_signature,Thiotepa,0.0,0.0,0.030303030303030304,0.0,33.0,-1.0,-1.0,0.09306526184082031,0.9871195368565012,5,0,187,0,sciplex3_observed,1.6735242912506068,-0.6735242912506069,0.445,,
leave_drug_out,A549,Lenalidomide (CC-5013),Apoptosis,1.0,observed,0.41612239908560034,0.5322033898305085,DART_recommended,mean_l2,mean_signature,PF-573228,0.0,0.0,0.045454545454545456,0.0,22.0,-1.0,-1.0,0.09379005432128906,0.9875273328316179,5,0,187,0,sciplex3_observed,1.6735242912506068,-0.6735242912506069,0.445,,
leave_drug_out,A549,Lenalidomide (CC-5013),Apoptosis,1.0,observed,0.41612239908560034,0.5322033898305085,DART_recommended,cmap_match,cmap_signature,Thiotepa,0.0,0.0,0.030303030303030304,0.0,33.0,-1.0,-1.0,0.09306526184082031,0.9871195368565012,5,0,187,0,sciplex3_observed,1.6735242912506068,-0.6735242912506069,0.445,,
leave_drug_out,A549,Lenalidomide (CC-5013),Apoptosis,1.0,observed,0.41612239908560034,0.5322033898305085,DART_recommended,cmap_reverse,cmap_signature,SL-327,0.0,1.0,0.5,0.21398626473452756,2.0,-1.0,-1.0,0.19416427612304688,0.9817617938912246,5,0,187,0,sciplex3_observed,1.6735242912506068,-0.6735242912506069,0.445,,
leave_drug_out,A549,Lenalidomide (CC-5013),Apoptosis,1.0,observed,0.41612239908560034,0.5322033898305085,DART_recommended,DART_energy,DART_distributional,PF-573228,0.0,0.0,0.09090909090909091,0.0,11.0,-1.0,-1.0,0.09379005432128906,0.9875273328316179,5,0,187,0,sciplex3_observed,1.6735242912506068,-0.6735242912506069,0.445,,
leave_drug_out,A549,Lenalidomide (CC-5013),Apoptosis,1.0,observed,0.41612239908560034,0.5322033898305085,DART_recommended,DART_mmd,DART_distributional,PF-573228,0.0,0.0,0.09090909090909091,0.0,11.0,-1.0,-1.0,0.09379005432128906,0.9875273328316179,5,0,187,0,sciplex3_observed,1.6735242912506068,-0.6735242912506069,0.445,,
