split_type,cell_line,heldout_drug,heldout_MoA,observed_library_fraction,information_condition_mode,structure_reliability_score,preference_conflict,recommendation_mode,method,method_family,selected_top1_drug,moa_hit@1,moa_hit@5,moa_mrr,moa_ndcg,moa_rank,target_hit@5,target_mrr,decision_regret,minority_state_coverage,n_gt_moa,n_gt_target,n_candidates,seed,provenance,true_divergence,true_div_min_cos,true_div_minority_frac,batch_coverage,topk_diversity
leave_drug_out,A549,Lenalidomide (CC-5013),Apoptosis,1.0,observed,0.41612239908560034,0.5322033898305085,DART_recommended,DART_sliced_wasserstein,DART_distributional,Motesanib Diphosphate (AMG-706),0.0,1.0,0.2,0.13120507751234178,5.0,-1.0,-1.0,0.09282875061035156,0.984109366627639,5,0,187,0,sciplex3_observed,1.6735242912506068,-0.6735242912506069,0.445,,
leave_drug_out,A549,Lenalidomide (CC-5013),Apoptosis,1.0,observed,0.41612239908560034,0.5322033898305085,DART_recommended,DART_coverage_mean,DART_coverage,Tie2 kinase inhibitor,0.0,0.0,0.011363636363636364,0.0,88.0,-1.0,-1.0,0.08040809631347656,0.9881746833987786,5,0,187,0,sciplex3_observed,1.6735242912506068,-0.6735242912506069,0.445,,
leave_drug_out,A549,Lenalidomide (CC-5013),Apoptosis,1.0,observed,0.41612239908560034,0.5322033898305085,DART_recommended,DART_coverage_worst,DART_coverage,Nilotinib (AMN-107),0.0,0.0,0.009523809523809525,0.0,105.0,-1.0,-1.0,0.10666275024414062,0.9863344739389195,5,0,187,0,sciplex3_observed,1.6735242912506068,-0.6735242912506069,0.445,,
leave_drug_out,A549,MK-0752,Proteases,1.0,observed,0.4585861889926428,0.6016949152542372,DART_recommended,mean_cosine,mean_signature,JNJ-26854165 (Serdemetan),0.0,0.0,0.0056179775280898875,0.0,178.0,-1.0,-1.0,0.06646919250488281,0.9928367962503482,1,0,187,0,sciplex3_observed,1.6384471606795636,-0.6384471606795636,0.42,,
leave_drug_out,A549,MK-0752,Proteases,1.0,observed,0.4585861889926428,0.6016949152542372,DART_recommended,mean_l2,mean_signature,Ramelteon,0.0,0.0,0.012987012987012988,0.0,77.0,-1.0,-1.0,0.08849906921386719,0.9932735593307933,1,0,187,0,sciplex3_observed,1.6384471606795636,-0.6384471606795636,0.42,,
leave_drug_out,A549,MK-0752,Proteases,1.0,observed,0.4585861889926428,0.6016949152542372,DART_recommended,cmap_match,cmap_signature,JNJ-26854165 (Serdemetan),0.0,0.0,0.0056179775280898875,0.0,178.0,-1.0,-1.0,0.06646919250488281,0.9928367962503482,1,0,187,0,sciplex3_observed,1.6384471606795636,-0.6384471606795636,0.42,,
leave_drug_out,A549,MK-0752,Proteases,1.0,observed,0.4585861889926428,0.6016949152542372,DART_recommended,cmap_reverse,cmap_signature,Entacapone,0.0,0.0,0.1,0.2890648263178879,10.0,-1.0,-1.0,0.14781951904296875,0.9908371517610279,1,0,187,0,sciplex3_observed,1.6384471606795636,-0.6384471606795636,0.42,,
leave_drug_out,A549,MK-0752,Proteases,1.0,observed,0.4585861889926428,0.6016949152542372,DART_recommended,DART_energy,DART_distributional,Enzastaurin (LY317615),0.0,0.0,0.012195121951219513,0.0,82.0,-1.0,-1.0,0.0021572113037109375,0.9937237252431813,1,0,187,0,sciplex3_observed,1.6384471606795636,-0.6384471606795636,0.42,,
leave_drug_out,A549,MK-0752,Proteases,1.0,observed,0.4585861889926428,0.6016949152542372,DART_recommended,DART_mmd,DART_distributional,Enzastaurin (LY317615),0.0,0.0,0.01282051282051282,0.0,78.0,-1.0,-1.0,0.0021572113037109375,0.9937237252431813,1,0,187,0,sciplex3_observed,1.6384471606795636,-0.6384471606795636,0.42,,
leave_drug_out,A549,MK-0752,Proteases,1.0,observed,0.4585861889926428,0.6016949152542372,DART_recommended,DART_sliced_wasserstein,DART_distributional,Enzastaurin (LY317615),0.0,0.0,0.01282051282051282,0.0,78.0,-1.0,-1.0,0.0021572113037109375,0.9937237252431813,1,0,187,0,sciplex3_observed,1.6384471606795636,-0.6384471606795636,0.42,,
leave_drug_out,A549,MK-0752,Proteases,1.0,observed,0.4585861889926428,0.6016949152542372,DART_recommended,DART_coverage_mean,DART_coverage,TGX-221,0.0,0.0,0.1,0.2890648263178879,10.0,-1.0,-1.0,0.18715476989746094,0.9930421862713411,1,0,187,0,sciplex3_observed,1.6384471606795636,-0.6384471606795636,0.42,,
leave_drug_out,A549,MK-0752,Proteases,1.0,observed,0.4585861889926428,0.6016949152542372,DART_recommended,DART_coverage_worst,DART_coverage,PF-573228,0.0,1.0,0.5,0.6309297535714575,2.0,-1.0,-1.0,0.07285308837890625,0.9929775607785931,1,0,187,0,sciplex3_observed,1.6384471606795636,-0.6384471606795636,0.42,,
leave_drug_out,A549,Resminostat,Epigenetics,1.0,observed,0.6432208840987058,0.6813559322033899,DART_recommended,mean_cosine,mean_signature,CUDC-907,0.0,1.0,0.2,0.357813273331099,5.0,1.0,0.3333333333333333,0.5861167907714844,0.9694684767029559,37,14,187,0,sciplex3_observed,1.1053026064693476,-0.10530260646934761,0.315,,
leave_drug_out,A549,Resminostat,Epigenetics,1.0,observed,0.6432208840987058,0.6813559322033899,DART_recommended,mean_l2,mean_signature,CUDC-101,1.0,1.0,1.0,0.6313419460517601,1.0,1.0,0.5,0.5903491973876953,0.9312218796443552,37,14,187,0,sciplex3_observed,1.1053026064693476,-0.10530260646934761,0.315,,
leave_drug_out,A549,Resminostat,Epigenetics,1.0,observed,0.6432208840987058,0.6813559322033899,DART_recommended,cmap_match,cmap_signature,CUDC-907,0.0,1.0,0.2,0.357813273331099,5.0,1.0,0.3333333333333333,0.5861167907714844,0.9694684767029559,37,14,187,0,sciplex3_observed,1.1053026064693476,-0.10530260646934761,0.315,,
leave_drug_out,A549,Resminostat,Epigenetics,1.0,observed,0.6432208840987058,0.6813559322033899,DART_recommended,cmap_reverse,cmap_signature,CEP-33779,0.0,0.0,0.1,0.06362078819895171,10.0,0.0,0.01818181818181818,1.6799983978271484,0.898249679955818,37,14,187,0,sciplex3_observed,1.1053026064693476,-0.10530260646934761,0.315,,
leave_drug_out,A549,Resminostat,Epigenetics,1.0,observed,0.6432208840987058,0.6813559322033899,DART_recommended,DART_energy,DART_distributional,M344,0.0,1.0,0.5,0.5527460588826717,2.0,1.0,1.0,0.14766502380371094,0.9494482605598465,37,14,187,0,sciplex3_observed,1.1053026064693476,-0.10530260646934761,0.315,,
leave_drug_out,A549,Resminostat,Epigenetics,1.0,observed,0.6432208840987058,0.6813559322033899,DART_recommended,DART_mmd,DART_distributional,M344,0.0,1.0,0.5,0.5527460588826717,2.0,1.0,1.0,0.14766502380371094,0.9494482605598465,37,14,187,0,sciplex3_observed,1.1053026064693476,-0.10530260646934761,0.315,,
leave_drug_out,A549,Resminostat,Epigenetics,1.0,observed,0.6432208840987058,0.6813559322033899,DART_recommended,DART_sliced_wasserstein,DART_distributional,M344,0.0,1.0,0.5,0.55206785919664,2.0,1.0,1.0,0.14766502380371094,0.9494482605598465,37,14,187,0,sciplex3_observed,1.1053026064693476,-0.10530260646934761,0.315,,
leave_drug_out,A549,Resminostat,Epigenetics,1.0,observed,0.6432208840987058,0.6813559322033899,DART_recommended,DART_coverage_mean,DART_coverage,Ofloxacin,0.0,1.0,0.25,0.22784037450527975,4.0,0.0,0.125,1.2549915313720703,0.9038677511874074,37,14,187,0,sciplex3_observed,1.1053026064693476,-0.10530260646934761,0.315,,
leave_drug_out,A549,Resminostat,Epigenetics,1.0,observed,0.6432208840987058,0.6813559322033899,DART_recommended,DART_coverage_worst,DART_coverage,SGI-1776 free base,0.0,1.0,0.5,0.28165758790969186,2.0,1.0,0.5,1.495574951171875,0.9052462659035029,37,14,187,0,sciplex3_observed,1.1053026064693476,-0.10530260646934761,0.315,,
leave_drug_out,A549,Alendronate sodium trihydrate,Others,1.0,observed,0.5124617886186016,0.5474576271186441,DART_recommended,mean_cosine,mean_signature,Momelotinib (CYT387),0.0,0.0,0.009009009009009009,0.0,111.0,-1.0,-1.0,0.06979560852050781,0.9901906717004328,3,0,187,0,sciplex3_observed,1.4378845489152003,-0.43788454891520034,0.42,,
leave_drug_out,A549,Alendronate sodium trihydrate,Others,1.0,observed,0.5124617886186016,0.5474576271186441,DART_recommended,mean_l2,mean_signature,IOX2,0.0,0.0,0.01282051282051282,0.0,78.0,-1.0,-1.0,0.0,0.9939540487111295,3,0,187,0,sciplex3_observed,1.4378845489152003,-0.43788454891520034,0.42,,
leave_drug_out,A549,Alendronate sodium trihydrate,Others,1.0,observed,0.5124617886186016,0.5474576271186441,DART_recommended,cmap_match,cmap_signature,Momelotinib (CYT387),0.0,0.0,0.009009009009009009,0.0,111.0,-1.0,-1.0,0.06979560852050781,0.9901906717004328,3,0,187,0,sciplex3_observed,1.4378845489152003,-0.43788454891520034,0.42,,
leave_drug_out,A549,Alendronate sodium trihydrate,Others,1.0,observed,0.5124617886186016,0.5474576271186441,DART_recommended,cmap_reverse,cmap_signature,Alvespimycin (17-DMAG) HCl,0.0,0.0,0.0625,0.0,16.0,-1.0,-1.0,0.7493762969970703,0.9790830591365741,3,0,187,0,sciplex3_observed,1.4378845489152003,-0.43788454891520034,0.42,,
leave_drug_out,A549,Alendronate sodium trihydrate,Others,1.0,observed,0.5124617886186016,0.5474576271186441,DART_recommended,DART_energy,DART_distributional,IOX2,0.0,0.0,0.0136986301369863,0.0,73.0,-1.0,-1.0,0.0,0.9939540487111295,3,0,187,0,sciplex3_observed,1.4378845489152003,-0.43788454891520034,0.42,,
leave_drug_out,A549,Alendronate sodium trihydrate,Others,1.0,observed,0.5124617886186016,0.5474576271186441,DART_recommended,DART_mmd,DART_distributional,IOX2,0.0,0.0,0.014084507042253521,0.0,71.0,-1.0,-1.0,0.0,0.9939540487111295,3,0,187,0,sciplex3_observed,1.4378845489152003,-0.43788454891520034,0.42,,
leave_drug_out,A549,Alendronate sodium trihydrate,Others,1.0,observed,0.5124617886186016,0.5474576271186441,DART_recommended,DART_sliced_wasserstein,DART_distributional,PJ34,0.0,0.0,0.015151515151515152,0.0,66.0,-1.0,-1.0,0.13601303100585938,0.9922716306476391,3,0,187,0,sciplex3_observed,1.4378845489152003,-0.43788454891520034,0.42,,
leave_drug_out,A549,Alendronate sodium trihydrate,Others,1.0,observed,0.5124617886186016,0.5474576271186441,DART_recommended,DART_coverage_mean,DART_coverage,GSK-LSD1 2HCl,0.0,0.0,0.011235955056179775,0.0,89.0,-1.0,-1.0,0.07964134216308594,0.9916273293036096,3,0,187,0,sciplex3_observed,1.4378845489152003,-0.43788454891520034,0.42,,
leave_drug_out,A549,Alendronate sodium trihydrate,Others,1.0,observed,0.5124617886186016,0.5474576271186441,DART_recommended,DART_coverage_worst,DART_coverage,GSK-LSD1 2HCl,0.0,0.0,0.02127659574468085,0.0,47.0,-1.0,-1.0,0.07964134216308594,0.9916273293036096,3,0,187,0,sciplex3_observed,1.4378845489152003,-0.43788454891520034,0.42,,
leave_drug_out,A549,A-366,Epigenetics,1.0,observed,0.47147631811896173,0.6440677966101696,DART_recommended,mean_cosine,mean_signature,"Patupilone (EPO906, Epothilone B)",0.0,1.0,0.2,0.3031595321740454,5.0,1.0,0.2,0.6393070220947266,0.9860416444140987,37,4,187,0,sciplex3_observed,1.6569410472435286,-0.6569410472435286,0.45,,
leave_drug_out,A549,A-366,Epigenetics,1.0,observed,0.47147631811896173,0.6440677966101696,DART_recommended,mean_l2,mean_signature,Anacardic Acid,1.0,1.0,1.0,0.5077181160122074,1.0,1.0,0.2,0.09730148315429688,0.9868031906771297,37,4,187,0,sciplex3_observed,1.6569410472435286,-0.6569410472435286,0.45,,
leave_drug_out,A549,A-366,Epigenetics,1.0,observed,0.47147631811896173,0.6440677966101696,DART_recommended,cmap_match,cmap_signature,"Patupilone (EPO906, Epothilone B)",0.0,1.0,0.2,0.3031595321740454,5.0,1.0,0.2,0.6393070220947266,0.9860416444140987,37,4,187,0,sciplex3_observed,1.6569410472435286,-0.6569410472435286,0.45,,
leave_drug_out,A549,A-366,Epigenetics,1.0,observed,0.47147631811896173,0.6440677966101696,DART_recommended,cmap_reverse,cmap_signature,Alvespimycin (17-DMAG) HCl,0.0,0.0,0.02702702702702703,0.0,37.0,0.0,0.007462686567164179,0.7443332672119141,0.9684080112877074,37,4,187,0,sciplex3_observed,1.6569410472435286,-0.6569410472435286,0.45,,
leave_drug_out,A549,A-366,Epigenetics,1.0,observed,0.47147631811896173,0.6440677966101696,DART_recommended,DART_energy,DART_distributional,Anacardic Acid,1.0,1.0,1.0,0.36211082347570717,1.0,0.0,0.16666666666666666,0.09730148315429688,0.9868031906771297,37,4,187,0,sciplex3_observed,1.6569410472435286,-0.6569410472435286,0.45,,
leave_drug_out,A549,A-366,Epigenetics,1.0,observed,0.47147631811896173,0.6440677966101696,DART_recommended,DART_mmd,DART_distributional,Anacardic Acid,1.0,1.0,1.0,0.36211082347570717,1.0,0.0,0.16666666666666666,0.09730148315429688,0.9868031906771297,37,4,187,0,sciplex3_observed,1.6569410472435286,-0.6569410472435286,0.45,,
leave_drug_out,A549,A-366,Epigenetics,1.0,observed,0.47147631811896173,0.6440677966101696,DART_recommended,DART_sliced_wasserstein,DART_distributional,Zileuton,0.0,1.0,0.25,0.16421958630632802,4.0,0.0,0.029411764705882353,0.3089790344238281,0.9867470414837594,37,4,187,0,sciplex3_observed,1.6569410472435286,-0.6569410472435286,0.45,,
leave_drug_out,A549,A-366,Epigenetics,1.0,observed,0.47147631811896173,0.6440677966101696,DART_recommended,DART_coverage_mean,DART_coverage,Zileuton,0.0,1.0,0.3333333333333333,0.2742654694553681,3.0,0.0,0.025,0.3089790344238281,0.9867470414837594,37,4,187,0,sciplex3_observed,1.6569410472435286,-0.6569410472435286,0.45,,
leave_drug_out,A549,A-366,Epigenetics,1.0,observed,0.47147631811896173,0.6440677966101696,DART_recommended,DART_coverage_worst,DART_coverage,Zileuton,0.0,1.0,0.3333333333333333,0.4189179618884325,3.0,0.0,0.03571428571428571,0.3089790344238281,0.9867470414837594,37,4,187,0,sciplex3_observed,1.6569410472435286,-0.6569410472435286,0.45,,
leave_drug_out,A549,Veliparib (ABT-888),DNA Damage,1.0,observed,0.4522767239129061,0.6192090395480226,DART_recommended,mean_cosine,mean_signature,2-Methoxyestradiol (2-MeOE2),0.0,1.0,0.25,0.1731866333482261,4.0,0.0,0.014705882352941176,0.20107269287109375,0.98617647378522,23,1,187,0,sciplex3_observed,1.7352078293397544,-0.7352078293397544,0.405,,
leave_drug_out,A549,Veliparib (ABT-888),DNA Damage,1.0,observed,0.4522767239129061,0.6192090395480226,DART_recommended,mean_l2,mean_signature,Avagacestat (BMS-708163),0.0,1.0,0.2,0.15139734109601002,5.0,0.0,0.011494252873563218,0.08774566650390625,0.9890930926384629,23,1,187,0,sciplex3_observed,1.7352078293397544,-0.7352078293397544,0.405,,
leave_drug_out,A549,Veliparib (ABT-888),DNA Damage,1.0,observed,0.4522767239129061,0.6192090395480226,DART_recommended,cmap_match,cmap_signature,2-Methoxyestradiol (2-MeOE2),0.0,1.0,0.25,0.1731866333482261,4.0,0.0,0.014705882352941176,0.20107269287109375,0.98617647378522,23,1,187,0,sciplex3_observed,1.7352078293397544,-0.7352078293397544,0.405,,
leave_drug_out,A549,Veliparib (ABT-888),DNA Damage,1.0,observed,0.4522767239129061,0.6192090395480226,DART_recommended,cmap_reverse,cmap_signature,Dasatinib,0.0,0.0,0.1,0.06362078819895171,10.0,0.0,0.008333333333333333,0.24460983276367188,0.9789008280304694,23,1,187,0,sciplex3_observed,1.7352078293397544,-0.7352078293397544,0.405,,
leave_drug_out,A549,Veliparib (ABT-888),DNA Damage,1.0,observed,0.4522767239129061,0.6192090395480226,DART_recommended,DART_energy,DART_distributional,PJ34,1.0,1.0,1.0,0.28952298823485745,1.0,0.0,0.010526315789473684,0.27617454528808594,0.987041206152812,23,1,187,0,sciplex3_observed,1.7352078293397544,-0.7352078293397544,0.405,,
leave_drug_out,A549,Veliparib (ABT-888),DNA Damage,1.0,observed,0.4522767239129061,0.6192090395480226,DART_recommended,DART_mmd,DART_distributional,Tranylcypromine (2-PCPA) HCl,0.0,1.0,0.5,0.2082936658103318,2.0,0.0,0.01020408163265306,0.19185638427734375,0.988661509090887,23,1,187,0,sciplex3_observed,1.7352078293397544,-0.7352078293397544,0.405,,
leave_drug_out,A549,Veliparib (ABT-888),DNA Damage,1.0,observed,0.4522767239129061,0.6192090395480226,DART_recommended,DART_sliced_wasserstein,DART_distributional,PJ34,1.0,1.0,1.0,0.30523488393970116,1.0,0.0,0.012987012987012988,0.27617454528808594,0.987041206152812,23,1,187,0,sciplex3_observed,1.7352078293397544,-0.7352078293397544,0.405,,
leave_drug_out,A549,Veliparib (ABT-888),DNA Damage,1.0,observed,0.4522767239129061,0.6192090395480226,DART_recommended,DART_coverage_mean,DART_coverage,"Baricitinib (LY3009104, INCB028050)",0.0,0.0,0.125,0.13568544539116628,8.0,0.0,0.043478260869565216,0.15393638610839844,0.9864438094929008,23,1,187,0,sciplex3_observed,1.7352078293397544,-0.7352078293397544,0.405,,
leave_drug_out,A549,Veliparib (ABT-888),DNA Damage,1.0,observed,0.4522767239129061,0.6192090395480226,DART_recommended,DART_coverage_worst,DART_coverage,"Baricitinib (LY3009104, INCB028050)",0.0,1.0,0.5,0.3187939258847263,2.0,0.0,0.015625,0.15393638610839844,0.9864438094929008,23,1,187,0,sciplex3_observed,1.7352078293397544,-0.7352078293397544,0.405,,
leave_drug_out,A549,Quercetin,Epigenetics,1.0,observed,0.3646019623060028,0.5785310734463277,mean_or_no_call,mean_cosine,mean_signature,CEP-33779,0.0,1.0,0.3333333333333333,0.4800032020044255,3.0,-1.0,-1.0,0.05194282531738281,0.9883733143860393,37,0,187,0,sciplex3_observed,1.696548998557128,-0.696548998557128,0.44,,
leave_drug_out,A549,Quercetin,Epigenetics,1.0,observed,0.3646019623060028,0.5785310734463277,mean_or_no_call,mean_l2,mean_signature,RG108,1.0,1.0,1.0,0.6136525857537393,1.0,-1.0,-1.0,0.06586456298828125,0.9858031262080043,37,0,187,0,sciplex3_observed,1.696548998557128,-0.696548998557128,0.44,,
leave_drug_out,A549,Quercetin,Epigenetics,1.0,observed,0.3646019623060028,0.5785310734463277,mean_or_no_call,cmap_match,cmap_signature,CEP-33779,0.0,1.0,0.3333333333333333,0.4800032020044255,3.0,-1.0,-1.0,0.05194282531738281,0.9883733143860393,37,0,187,0,sciplex3_observed,1.696548998557128,-0.696548998557128,0.44,,
