split_type,cell_line,heldout_drug,heldout_MoA,observed_library_fraction,information_condition_mode,subpopulation_variance_ratio,isotropy_index,response_diversity,mean_energy_disagreement,bootstrap_rank_stability,preference_conflict_topk,structure_reliability_score,recommendation_mode,seed
leave_drug_out,A549,TGX-221,PI3K/Akt/mTOR,1.0,observed,0.031488681569817545,3.6882175581029185e-42,0.61920240852701,0.41170720487608536,0.4,0.580225988700565,0.4604838072687835,DART_recommended,0
leave_drug_out,A549,AZ 960,JAK/STAT,1.0,observed,0.03162078997531916,5.942906787201549e-42,0.5537562814070351,0.2705068858486209,0.4,0.7129943502824858,0.4049154081136783,DART_recommended,0
leave_drug_out,A549,AG-14361,DNA Damage,1.0,observed,0.03469140154091257,7.006492321624085e-43,0.5864271553077889,0.4347076073831292,0.2,0.6728813559322033,0.3948645827376118,mean_or_no_call,0
leave_drug_out,A549,Altretamine,DNA Damage,1.0,observed,0.03027518356798877,6.964453367694341e-43,0.6044059408369975,0.3369558967281927,0.2,0.6073446327683616,0.3492007086425335,mean_or_no_call,0
leave_drug_out,A549,Givinostat (ITF2357),Cytoskeletal Signaling,1.0,observed,0.09989765551662803,5.044674471569341e-44,0.6811364684751884,0.19630843539761944,0.6,0.4378531073446328,0.5268215992366856,DART_recommended,0
leave_drug_out,A549,MC1568,Cytoskeletal Signaling,1.0,observed,0.0273952416601292,0.0,0.6031755947707287,0.37628658501523776,0.2,0.5813559322033899,0.3542035892127937,mean_or_no_call,0
leave_drug_out,A549,SRT2104 (GSK2245840),DNA Damage,1.0,observed,0.026609059961849375,6.263804135531932e-43,0.5935779974089196,0.39635443620263355,0.6,0.5740112994350283,0.5179090322973617,DART_recommended,0
leave_drug_out,A549,PF-573228,Angiogenesis,1.0,observed,0.03682319223985891,2.2504853337056562e-42,0.5690191681061558,0.3211431200046001,0.4,0.6073446327683616,0.4397715855318024,DART_recommended,0
leave_drug_out,A549,Prednisone,Endocrinology & Hormones,1.0,observed,0.0298939458692336,1.4461400151832112e-42,0.5890988143844221,0.2906100856764993,0.4,0.5531073446327683,0.41030524903291776,DART_recommended,0
leave_drug_out,A549,Fasudil (HA-1077) HCl,Cell Cycle,1.0,observed,0.03356641946537504,5.254869241218064e-43,0.5784353898398241,0.36254384451727906,0.2,0.6214689265536724,0.3654331429611552,mean_or_no_call,0
leave_drug_out,A549,Clevudine,DNA Damage,1.0,observed,0.029622626742028233,3.517259145455291e-42,0.5789198924309045,0.27450980392156865,0.2,0.5220338983050847,0.32283830084172416,mean_or_no_call,0
