cell_line,drug,G_oracle_vs_cos,corrected_flip_oracle_vs_cos,reverse_flip_oracle_vs_cos,RR_ref_oracle_vs_cos,RR_pop_oracle_vs_cos,G_oracle_vs_l2,corrected_flip_oracle_vs_l2,reverse_flip_oracle_vs_l2,RR_ref_oracle_vs_l2,RR_pop_oracle_vs_l2,A_sup,A_unsup,G_gap,S_int,S_main,interaction_share,R_int,D_old,norm_r_G1,norm_r_G2M,n_treated_G1,n_treated_G2M,G_pred_average_effect,G_pred_linear_latent,G_pred_nearest_context,G_pred_nearest_context_cells,G_pred_ot_map,H,H_l2,log_S_int
A-172,Bortezomib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.985,0.9833333333333332,0.0016666666666667,,,,,,,,289,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A-172,Brivudine,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9883333333333332,0.94,0.0483333333333333,0.0009495583466357,0.0050549505071507,0.1581408854176244,0.6654481048017842,0.105285927282172,3.699778318405152,3.3503286838531494,1536,1081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.022478344414698
A-172,CP21R7,0.1,0.2,0.0,0.9,1.0,0.0,0.0,0.0,1.0,1.0,0.7433333333333333,0.5066666666666667,0.2366666666666665,3.29067416815734e-05,0.0003972015343606,0.0765080411480926,0.0586426806247988,0.2799426859503439,1.1069018840789795,1.1270475387573242,403,263,0.1,0.1,-0.25,-0.23333333333333334,0.04444444444444444,0.09999999999999998,0.0,-4.482715118002449
A-172,Capivasertib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.75,0.5349999999999999,0.215,8.385513501707464e-06,0.0003793944889265,0.0216244093279631,0.0179789238577314,0.2571097386336891,1.0941331386566162,1.0789470672607422,433,311,0.0,0.0,-0.3533333333333334,-0.1,0.03333333333333334,0.0,0.0,-5.076470337455078
A-172,Capmatinib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8916666666666667,0.6483333333333333,0.2433333333333334,0.0001713073605464,0.0015930330173836,0.0970942810635146,0.2441674429380139,0.1232061599878715,2.038811445236206,2.001307725906372,500,266,0.0,0.0,0.06000000000000001,0.06666666666666668,0.33333333333333337,0.0,0.0,-3.766223976345585
A-172,Celecoxib,0.0,0.0,0.0,1.0,1.0,0.1,0.2,0.0,0.9,1.0,0.715,0.5416666666666667,0.1733333333333332,1.4956483695035175e-05,0.0003213526784545,0.0444724241214136,0.0356191498362394,0.3011579906483796,1.0620876550674438,0.9741392731666564,535,450,0.0,0.0,0.1,0.1,0.1,0.0,0.09999999999999998,-4.8251704981388475
A-172,DT-061,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7833333333333333,0.5666666666666667,0.2166666666666666,-1.946727311911268e-05,0.0004496632868217,-0.0452521002032594,-0.0309345556281642,0.2217376235179367,1.2060669660568235,1.1029521226882937,380,364,0.0,0.0,-0.1,-0.1,0.050000000000000024,0.0,0.0,-8.0
A-172,DTP3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.845,0.52,0.3249999999999999,0.0001553387976148,0.0008807796364029,0.1499237852688836,0.226101495787113,0.2007555524019078,1.6072266101837158,1.5068384408950806,479,379,0.0,0.0,-0.7684848484848485,-0.2,0.3,0.0,0.0,-3.8087200607836373
A-172,Dabrafenib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8916666666666667,0.5116666666666667,0.38,0.0003159705627088,0.001015279493812,0.2373487694224983,0.4283560442006594,0.2207347899190143,1.6448301076889038,1.679991602897644,2579,826,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,-3.5003533763962844
A-172,ERK5-IN-2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9333333333333332,0.5616666666666666,0.3716666666666667,0.0008029543794691,0.0019819415691826,0.2883247325121378,0.6644925548236107,0.2202197682728719,2.2269861698150635,2.360023498535156,1917,633,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,-3.0953091288279935
