cell_line,drug,G_oracle_vs_cos,corrected_flip_oracle_vs_cos,reverse_flip_oracle_vs_cos,RR_ref_oracle_vs_cos,RR_pop_oracle_vs_cos,G_oracle_vs_l2,corrected_flip_oracle_vs_l2,reverse_flip_oracle_vs_l2,RR_ref_oracle_vs_l2,RR_pop_oracle_vs_l2,A_sup,A_unsup,G_gap,S_int,S_main,interaction_share,R_int,D_old,norm_r_G1,norm_r_G2M,n_treated_G1,n_treated_G2M,G_pred_average_effect,G_pred_linear_latent,G_pred_nearest_context,G_pred_nearest_context_cells,G_pred_ot_map,H,H_l2,log_S_int
HCT15,AT7519,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6283333333333333,0.56,0.0683333333333332,9.120545065444377e-05,0.0001271925271592,0.4176112414935434,0.1098810339238125,0.6660342752034639,0.7349894642829895,1.018202543258667,182,137,0.3047619047619048,0.3047619047619048,0.11943298531533826,-0.2614456011824433,0.3217744183920655,0.0,0.0,-4.03997920642584
HCT15,AZD-7648,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7621359223300971,0.5121359223300971,0.25,2.784310927381739e-05,0.0002499829330998,0.1002177802913247,0.0207153686377264,0.6112625387265886,1.206803560256958,1.140849232673645,73,82,-0.8145959595959595,-0.8133333333333332,-0.7240741807475679,-0.5085995007431519,-0.9197186147186148,0.0,0.0,-4.555282268161269
HCT15,AZD-8055,0.5,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.7716666666666666,0.6,0.1716666666666666,0.0002873607316157,0.0003532427595928,0.4485781541303,0.2602984849169544,0.556352151108518,1.2193224430084229,1.1855449676513672,260,103,0.2,0.2,-0.14034992784992784,-0.14509686530963128,0.3,0.5,0.0,-3.5415725793047685
HCT15,AZD1390,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7185929648241206,0.5552763819095478,0.1633165829145728,0.000258685544961,0.0002693388016066,0.4899121539424438,0.1765255157353229,0.6724276352454224,1.0872668027877808,1.3217686414718628,101,65,0.0,0.0,-0.4686150015561781,-0.20108506899432488,0.23333333333333334,0.0,0.0,-3.5872278384619123
HCT15,AZD2858,0.15248056602895313,0.2,0.0,0.13216589861751152,0.28464646464646465,0.12933510933510933,0.2,0.0,0.1553113553113553,0.28464646464646465,0.5631578947368421,0.5263157894736842,0.0368421052631579,1.547095970535237e-05,6.30164020953493e-05,0.1971140238429324,0.0132825021491848,0.8511162077219507,0.9063085317611694,0.9587947726249696,81,75,0.35,0.25,0.027514430014430047,0.2980952380952381,0.2270562770562771,0.8678341013824885,0.8446886446886447,-4.810482745007092
HCT15,Abemaciclib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8283333333333334,0.5783333333333334,0.25,0.0002149692995266,0.0004529223052991,0.3218625566984469,0.2826898652616274,0.3641600841351295,1.0740845203399658,1.3475617170333862,320,167,-0.3388888888888889,-0.3388888888888889,-0.9817229323401374,-0.9775744547290375,0.07333333333333333,0.0,0.0,-3.6676235586807304
HCT15,Adagrasib,0.16,0.2,0.0,0.64,0.8,-0.2,0.0,0.4,1.0,0.8,0.6085972850678733,0.5452488687782805,0.0633484162895927,6.874537567556317e-05,0.0001028337011424,0.4006629301805279,0.0592681621915889,0.7787773668530323,0.8761946558952332,1.0370429754257202,109,74,0.1,0.1,0.1,0.0,0.15500000000000003,0.36,0.0,-4.16275651038688
HCT15,Afatinib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.905,0.665,0.24,0.0002766333623892,0.0007160805631428,0.2786637270560871,0.3526435315908682,0.2910269374639509,1.4529958963394165,1.448014497756958,919,256,-0.6797619047619048,-0.6797619047619048,-0.986701754385965,-0.986701754385965,-0.32325396825396824,0.0,0.0,-3.558095444516679
HCT15,Anastrozole,-0.016526610644257717,0.0,0.0,0.7117647058823529,0.6952380952380952,0.06190476190476191,0.2,0.0,0.6333333333333333,0.6952380952380952,0.645,0.5016666666666667,0.1433333333333333,2.3211228431642258e-06,7.668219429130355e-05,0.0293800681712332,0.0040840160392877,0.7130434191777496,0.7322863936424255,0.8200535178184509,193,153,0.021428571428571425,0.05476190476190477,-0.1838694638694639,-0.13531746031746034,-0.05396825396825398,0.28823529411764715,0.3666666666666667,-5.634301874323666
HCT15,BAY1125976,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.825,0.6333333333333333,0.1916666666666666,0.0002171618721654,0.0007483872067597,0.2249102369889032,0.3065374336944245,0.2460069454295699,1.3795665502548218,1.5403944253921509,989,268,0.0,0.0,-0.8889285714285714,-0.887948717948718,0.0,0.0,0.0,-3.6632164229216917
HCT15,BI-3406,0.5,1.0,0.0,0.5,1.0,0.1,0.2,0.0,0.9,1.0,0.865,0.5866666666666667,0.2783333333333333,0.0001585417142551,0.0005454086957292,0.2252171630366531,0.1849957126914119,0.3317964524257734,1.272133708000183,1.3734610080718994,281,132,0.0,0.0,0.126984126984127,0.04047619047619043,0.5333333333333334,0.5,0.09999999999999998,-3.7998564502456498
HCT15,BI-78D3,0.2,0.4,0.0,0.8,1.0,0.2,0.4,0.0,0.8,1.0,0.6483333333333333,0.515,0.1333333333333333,7.520795350299321e-05,9.863562752596208e-05,0.432618524410554,0.1337922235428701,0.6667432331838493,0.730430006980896,0.7662665843963623,418,317,0.0,0.1,0.0,0.0,-0.055098039215686255,0.19999999999999996,0.19999999999999996,-4.123736228825772
HCT15,Belumosudil (mesylate),0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7486910994764397,0.5863874345549738,0.1623036649214659,9.006226900964975e-05,0.0001908340193848,0.3206246316902515,0.0626679645389407,0.6769881807373402,1.046467661857605,1.2285593748092651,105,53,0.0,0.0,-0.08328013914806369,-0.031242718735322517,0.0,0.0,0.0,-4.045457115712449
HCT15,Bentamapimod,-0.038095238095238106,0.0,0.0,0.8666666666666666,0.8285714285714285,-0.011428571428571444,0.0,0.0,0.8400000000000001,0.8285714285714285,0.6933333333333334,0.5233333333333333,0.17,0.0001402124212796,0.0001372512636913,0.5053361173888369,0.1835170793715194,0.6961488453224254,0.8722497820854187,0.8667402863502502,260,205,-0.766043956043956,-0.7647619047619048,-0.9761850741431003,-0.5181557480447397,-0.2805703185703186,0.13333333333333341,0.15999999999999992,-3.8532135109468566
HCT15,Bimiralisib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9283333333333332,0.66,0.2683333333333333,0.0002968876984798,0.0008148165367957,0.2670563708037214,0.3538397577258247,0.2789049486986601,1.54282808303833,1.5307278633117676,698,230,-0.835,-0.735,-0.9878607992429131,-0.9879504079033905,-0.6633333333333333,0.0,0.0,-3.527407796991436
HCT15,Binimetinib,0.2,0.4,0.0,0.8,1.0,0.2,0.4,0.0,0.8,1.0,0.8255813953488372,0.5901162790697674,0.2354651162790698,,,,,,,,103,0,-0.66,-0.66,-0.98579476861167,-0.8847523962356052,-0.5909642318465849,0.19999999999999996,0.19999999999999996,
HCT15,Bortezomib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9666666666666668,0.95,0.0166666666666667,0.0010802859750886,0.0030330918729305,0.2626274597187534,0.473488100631897,0.2175780563418818,2.570537567138672,3.164468765258789,157,58,0.0,0.0,-0.9817007540478621,-0.9798826539890371,0.0,0.0,0.0,-2.966461262140255
HCT15,Brivudine,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9166666666666666,0.6016666666666667,0.3149999999999999,0.0004723597007493,0.0006895288773294,0.4065447493514105,0.4544740386256309,0.3990133986575934,1.440343737602234,1.5103894472122192,350,209,-0.8984126984126984,-0.8782615629984051,-0.9840119102943007,-0.7507424475166411,-0.4013325950535253,0.0,0.0,-3.3257271612040795
HCT15,CP21R7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7,0.5431372549019607,0.1568627450980392,0.0001395810395479,0.0001364171388559,0.5057317419816204,0.1200698457172607,0.7675889259739558,1.0477970838546753,0.9350519180297852,93,104,0.0,0.0,-0.2897829131652661,-0.26545751633986925,0.4,0.0,0.0,-3.8551735715335664
HCT15,Capivasertib,0.0,0.0,0.0,0.6166666666666666,0.6166666666666666,0.03333333333333334,0.0,0.0,0.5833333333333333,0.6166666666666666,0.6120689655172413,0.5431034482758621,0.0689655172413792,3.351425483641731e-05,0.0001085262124737,0.2359486382373208,0.0288498811051584,0.776127641165383,1.0005091428756714,0.9660752415657043,78,101,0.0,0.0,-0.5438888888888889,-0.6073015873015872,0.0,0.3833333333333334,0.41666666666666674,-4.474770432365429
HCT15,Capmatinib,0.03333333333333335,0.2,0.2,0.8666666666666666,0.9,0.0,0.2,0.2,0.9,0.9,0.7544910179640718,0.5568862275449101,0.1976047904191616,0.0001462514751539,0.0002916486856217,0.3339836068908021,0.0936505657372126,0.6214079621761255,1.2172966003417969,1.3088666200637815,85,55,-0.7636363636363637,-0.7683982683982684,-0.8861861861861863,-0.7527777777777779,-0.3129274891774892,0.13333333333333341,0.09999999999999998,-3.834899744746857
HCT15,Celecoxib,0.27900432900432903,0.4,0.0,0.2543290043290043,0.5333333333333333,0.13333333333333336,0.2,0.0,0.39999999999999997,0.5333333333333333,0.6043478260869565,0.5304347826086957,0.0739130434782607,3.414813367675783e-05,7.363649524955286e-05,0.3168182144051722,0.0268901810195021,0.8315181127679129,0.961778163909912,0.9752272963523864,82,84,0.0,0.0,0.38571428571428573,-0.03333333333333334,0.4046376811594203,0.7456709956709957,0.6000000000000001,-4.466633027151833
HCT15,DT-061,-0.16,0.0,0.2,1.0,0.8400000000000001,0.01777777777777778,0.0,0.0,0.8222222222222222,0.8400000000000001,0.7093023255813954,0.5436046511627907,0.1656976744186047,4.229340411256999e-05,0.0001592755459973,0.2098210269464069,0.0274948895714563,0.7327807577056648,1.168842315673828,1.1010103225708008,53,71,-0.26,-0.36,-0.25803357076128847,-0.12863347845196968,-0.5541666666666667,0.0,0.1777777777777778,-4.373727357941132
HCT15,DTP3,0.0,0.0,0.0,1.0,1.0,0.1,0.2,0.0,0.9,1.0,0.6502732240437158,0.5437158469945356,0.1065573770491802,-8.115490216166815e-05,0.0001793699959913,-0.8262976595264413,-0.0555188287155118,0.6249363511723413,1.1447020769119265,1.0533267259597778,73,68,0.0,0.0,-0.05733053064107866,-0.03272006629476922,0.0,0.0,0.09999999999999998,-8.0
HCT15,Dabrafenib,0.2,0.4,0.0,0.8,1.0,0.0,0.0,0.0,1.0,1.0,0.77,0.6116666666666667,0.1583333333333333,0.0001476807972519,0.0003519476598335,0.2955812367322628,0.2372687065364289,0.3794729277593067,1.1030256748199463,1.0589240789413452,1040,342,0.006666666666666677,0.10666666666666669,-0.4564692762762446,-0.8242857142857144,0.17333333333333334,0.19999999999999996,0.0,-3.830675971781555
HCT15,ERK5-IN-2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7683333333333333,0.5733333333333333,0.195,5.493996852439725e-05,0.0002703566233524,0.1688919278478174,0.1060785510490855,0.352155351679141,1.0320454835891724,0.8878129124641418,939,421,-0.1,-0.1,-0.0407855869620576,-0.02558901121308832,-0.39333333333333337,0.0,0.0,-4.260111593726606
HCT15,ETC-206,0.12666666666666665,0.2,0.0,0.74,0.8666666666666666,-0.03333333333333334,0.0,0.0,0.9,0.8666666666666666,0.61,0.5383333333333333,0.0716666666666666,5.543358727461762e-05,7.863943529729214e-05,0.4134581753378906,0.0720207436927516,0.7614561145225206,0.7744072675704956,0.8144411444664001,182,154,0.0,0.1,-0.21190476190476196,-0.33452380952380956,0.6177188328912467,0.26,0.09999999999999998,-4.2562270159924
HCT15,EX229,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8133333333333334,0.6066666666666667,0.2066666666666666,0.0002896673097792,0.0004025122073168,0.4184858156370971,0.2474976056289038,0.5172766908504136,1.1689112186431885,1.3581262826919556,180,82,-0.35,-0.35,-0.9854582033987761,-0.9857267178220892,-0.569047619047619,0.0,0.0,-3.5381005140595536
HCT15,Elimusertib hydrochloride,0.0,0.0,0.0,1.0,1.0,0.1,0.2,0.0,0.9,1.0,0.8064516129032258,0.6612903225806451,0.1451612903225806,,,,,,,,78,0,-0.15,-0.15,-0.5870795870795871,-0.5362252663622528,-0.37777777777777777,0.0,0.09999999999999998,
HCT15,Encorafenib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7766666666666666,0.5933333333333334,0.1833333333333332,0.0001770836094187,0.0003775283513176,0.3192928064219981,0.2637486260971756,0.3828852773130474,1.200676679611206,1.0326920747756958,907,350,-0.1,-0.1,-0.8755523080271121,-0.87842941440305,-0.5833333333333334,0.0,0.0,-3.7518216345661917
HCT15,Erdafitinib ,0.1,0.2,0.0,0.9,1.0,0.1,0.2,0.0,0.9,1.0,0.615,0.5066666666666667,0.1083333333333332,0.0001607425103429,0.0001043602352082,0.6063404209894334,0.1968169689247392,0.7897178324804546,0.824609637260437,0.8667411804199219,216,181,-0.25,-0.26,-0.8123931623931624,-0.9258852258852259,-0.23373737373737374,0.09999999999999998,0.09999999999999998,-3.7938692535049996
HCT15,Everolimus,0.30602316602316604,0.4,0.0,0.533976833976834,0.8400000000000001,0.01777777777777778,0.0,0.0,0.8222222222222222,0.8400000000000001,0.6033333333333334,0.5283333333333333,0.075,6.167232576343748e-05,7.70569229239805e-05,0.4445517174420541,0.1043411433105466,0.7277352020657429,0.7074035406112671,0.7379227876663208,359,287,0.09333333333333334,0.10476190476190479,-0.117679992820927,-0.0709231411862991,0.20507936507936506,0.46602316602316596,0.1777777777777778,-4.209909673315527
HCT15,Futibatinib,-0.1,0.0,0.2,1.0,0.9,0.06666666666666668,0.2,0.2,0.8333333333333333,0.9,0.6824324324324325,0.5405405405405406,0.1418918918918918,0.0002196539568507,0.0002172880974184,0.5027072919729709,0.1251397860342548,0.7547418050578159,1.318906307220459,1.130631685256958,71,54,-0.13333333333333336,-0.1,-0.9685105083088954,-0.9693439620835257,-0.28,0.0,0.16666666666666674,-3.6582609689388534
HCT15,GSK1059615,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.905,0.5183333333333333,0.3866666666666667,0.0004205401029644,0.0007354032662179,0.3638068387916834,0.4493505741562099,0.3477542857309588,1.4410961866378784,1.5458329916000366,347,250,0.0,0.0,-0.9811430133125743,-0.9798777118412376,-0.3047619047619048,0.0,0.0,-3.376192583300798
HCT15,Gemcitabine,0.001098901098901095,0.2,0.2,0.7142857142857142,0.7153846153846153,-0.0012820512820512803,0.0,0.0,0.7166666666666666,0.7153846153846153,0.6583333333333333,0.5116666666666667,0.1466666666666666,0.0001069490752545,8.848061293570532e-05,0.5472509128214628,0.1286807543044556,0.7962090775330284,0.7437439560890198,0.9058402180671692,191,174,0.0,0.0,-0.042582972582972604,-0.07832543410505852,-0.06666666666666665,0.2857142857142858,0.28333333333333344,-3.970822966245367
HCT15,HI-TOPK-032,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8574144486692015,0.5684410646387833,0.2889733840304181,0.0001918988392895,0.0006105727671335,0.2391347404114445,0.1644215568721874,0.3705111029184537,1.312997579574585,1.5559210777282717,114,111,-0.17142857142857143,-0.275,-0.9689750676958686,-0.9612079772079772,-0.03686193866032576,0.0,0.0,-3.716927652110228
HCT15,Hydroxyfasudil,-0.09,0.0,0.2,0.6066666666666667,0.5166666666666666,-0.15,0.0,0.2,0.6666666666666667,0.5166666666666666,0.6126760563380281,0.5140845070422535,0.0985915492957746,6.717446910139795e-05,9.179044023363126e-05,0.4225741981824634,0.0559147993792236,0.8133666899935911,0.8994959592819214,1.0130847692489624,98,72,0.38333333333333336,0.29333333333333333,-0.3859090909090909,-0.4397619047619048,0.18333333333333335,0.3933333333333333,0.33333333333333326,-4.17279575723189
HCT15,IQ 1,0.61,0.8,0.0,0.39,1.0,0.4,0.6,0.0,0.6,1.0,0.6865671641791045,0.5261194029850746,0.1604477611940298,,,,,,,,76,0,0.0,0.0,-0.16564022822643515,-0.1805135061017414,0.2,0.61,0.4,
HCT15,Infigratinib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8083333333333333,0.6416666666666667,0.1666666666666666,0.0001949424105178,0.0005474536783165,0.2625854492632867,0.216970739949441,0.3499683933243289,1.2252761125564575,1.4295529127120972,275,140,0.0,0.0,-0.7844444444444445,-0.8495238095238096,0.0,0.0,0.0,-3.7100936680646095
HCT15,Ipatasertib,0.1,0.2,0.0,0.9,1.0,0.0,0.0,0.0,1.0,1.0,0.74,0.5733333333333333,0.1666666666666667,0.0001278783906147,0.0002557402606018,0.3333476884119323,0.2053332826656548,0.4559632855503824,1.0073928833007812,0.9450106620788574,493,279,-0.13999999999999999,-0.04,-0.01049444475475324,-0.00582521065696288,0.01667887667887668,0.09999999999999998,0.0,-3.8932028380834374
HCT15,Irinotecan,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7033333333333334,0.5016666666666667,0.2016666666666666,0.0001951581940779,0.0001807916029873,0.5191070605738985,0.2703585170115333,0.625926498407063,0.818379819393158,0.999051868915558,310,305,-0.45999999999999996,-0.475,-0.6433333333333333,-0.4,-0.18651048951048949,0.0,0.0,-3.7096132093424705
HCT15,Ixazomib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7565217391304347,0.5826086956521739,0.1739130434782608,0.0001300678730735,0.0003168574922407,0.2910281742054721,0.104226330879973,0.5551440779384158,1.1989684104919434,1.2165595293045044,131,68,0.0,0.0,-0.029430269028696054,-0.02143496882396048,-0.38823529411764707,0.0,0.0,-3.8858299614699727
HCT15,LB-100,-0.045,0.0,0.2,0.545,0.5,-0.1,0.0,0.2,0.6,0.5,0.655,0.5333333333333333,0.1216666666666667,5.8371418466170624e-05,7.219534535478387e-05,0.4470618460469391,0.0678910213925805,0.8006446353712462,0.7527516484260559,0.883362889289856,167,122,0.0,0.0,0.4188415750915751,0.05437082525317818,0.23333333333333334,0.45499999999999996,0.4,-4.2337997529028675
HCT15,LJI308,0.16388888888888892,0.2,0.0,0.5583333333333333,0.7222222222222222,0.00222222222222222,0.2,0.2,0.72,0.7222222222222222,0.6379310344827587,0.5603448275862069,0.0775862068965518,8.861394663755265e-05,8.085279324505893e-05,0.5228987510996843,0.0656788651284679,0.8661166116792514,0.9395113587379456,1.029574990272522,86,65,0.16,0.20476190476190478,0.09803448489495002,0.15754578754578757,0.34461538461538466,0.44166666666666665,0.28,-4.052497920651726
HCT15,LY2090314,-0.049999999999999975,0.0,0.2,0.5666666666666667,0.5166666666666667,-0.09,0.0,0.2,0.6066666666666667,0.5166666666666667,0.6433333333333333,0.54,0.1033333333333332,9.666567914084428e-05,0.0001023512631137,0.4857158292442846,0.1336116743193353,0.7250761391912042,0.8154376745223999,0.8029327392578125,217,218,-0.13742240215924426,-0.14403540903540907,-0.5778018415604228,-0.30126984126984124,-0.028008893280632403,0.43333333333333335,0.3933333333333333,-4.014727693502149
HCT15,Lapatinib ditosylate,0.2,0.4,0.0,0.8,1.0,0.0,0.0,0.0,1.0,1.0,0.5883333333333334,0.5216666666666667,0.0666666666666666,0.0001296350221511,8.293919640386271e-05,0.6098341700718201,0.1703041248020667,0.8108557942779837,0.8184986114501953,0.7747036814689636,240,207,0.0,0.0,-0.35,-0.8289112847936378,0.11000000000000001,0.19999999999999996,0.0,-3.8872776537723093
HCT15,Lonafarnib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8598484848484849,0.5037878787878788,0.3560606060606061,6.174203946203408e-05,0.001323275330166,0.044578530793888,0.0389070946074129,0.2483090231344978,2.049726247787476,1.9675689935684204,53,54,0.0,0.0,-0.9888639200998751,-0.9881225743309372,-0.9753744403744404,0.0,0.0,-4.209419029008789
HCT15,MK-3903,0.13333333333333336,0.2,0.0,0.8666666666666666,1.0,0.0,0.0,0.0,1.0,1.0,0.7614213197969543,0.6421319796954315,0.1192893401015228,0.0002144939964637,0.0003495794617467,0.3802589775172262,0.1339846455400479,0.6024594934912697,1.2182291746139526,1.4139660596847534,114,54,0.0,0.0,-0.20366116440526608,-0.20612869687279853,0.52,0.13333333333333341,0.0,-3.668584858906646
HCT15,MK-8353,0.06128205128205129,0.2,0.0,0.6153846153846154,0.6766666666666666,0.06416666666666666,0.2,0.0,0.6125,0.6766666666666666,0.6370370370370371,0.5111111111111111,0.125925925925926,0.0001436892489437,0.0001026995305437,0.5831809761897618,0.1302229444060113,0.8388431829898849,0.9358953237533568,0.9226179122924804,105,112,-0.3,-0.2,-0.5,-0.5380952380952382,0.03872294372294372,0.3846153846153846,0.38749999999999996,-3.842575725248495
HCT15,ML264,0.1,0.2,0.0,0.9,1.0,0.0,0.0,0.0,1.0,1.0,0.705,0.56,0.1449999999999999,1.7557105780320448e-05,0.0001664768438786,0.0954014507261153,0.0332354254246127,0.4718319319886236,0.8241059184074402,0.8492714762687683,471,219,-0.1,0.0,-0.8333491657532578,-0.525,0.05,0.09999999999999998,0.0,-4.755547074263154
HCT15,Methylprednisolone succinate,0.16666666666666669,0.2,0.0,0.7333333333333333,0.9,0.25,0.4,0.0,0.65,0.9,0.625,0.5154109589041096,0.1095890410958904,1.562529311437781e-05,8.318509854790237e-05,0.1581341076734401,0.0174658581995311,0.742757218059136,0.8149080276489258,0.9022053480148317,123,119,0.0,0.0,-0.47413919413919414,-0.2833333333333333,0.23333333333333334,0.2666666666666667,0.35,-4.806171826991065
HCT15,Minodronic acid,0.1,0.2,0.0,0.8,0.9,0.0,0.0,0.0,0.9,0.9,0.695,0.505,0.1899999999999999,6.472910075293232e-05,0.0001139926116189,0.362178158959532,0.071735995027854,0.6928788858136995,0.9228115677833556,0.8776045441627502,117,127,-0.1,0.0,0.2,0.2666666666666667,-0.05,0.19999999999999996,0.09999999999999998,-4.18890042636307
HCT15,NG25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8314606741573034,0.5955056179775281,0.2359550561797753,0.0007565092036707,0.0006763617715073,0.5279674281745406,0.4030325936877116,0.5635235296094503,1.427017092704773,1.8007533550262451,72,94,-0.2,-0.2,-0.9881792717086835,-0.98812324929972,-0.2,0.0,0.0,-3.121185783993625
HCT15,NVP-BHG712,0.03333333333333334,0.0,0.0,0.8666666666666666,0.9,0.0,0.0,0.0,0.9,0.9,0.6816666666666666,0.51,0.1716666666666666,4.0029688211183794e-05,0.0001458672095193,0.2153327392757563,0.0511511878116201,0.6063871716735215,0.8975395560264587,0.8923549652099609,158,143,-0.3,-0.3,-0.8344859307359307,-0.6396152543520965,-0.21985347985347986,0.13333333333333341,0.09999999999999998,-4.3976177925751285
HCT15,Oleic acid,-0.05,0.2,0.2,0.9,0.85,0.1,0.2,0.0,0.75,0.85,0.6416666666666667,0.5183333333333333,0.1233333333333334,6.338809115631093e-05,0.0001591714978631,0.2848140196320813,0.0634437132800903,0.6514929673498677,0.8684749603271484,1.0635740756988523,131,113,0.0,0.0,0.7814285714285715,0.07666666666666666,0.0,0.09999999999999998,0.25,-4.1979923262018835
HCT15,Oxaliplatin,-0.1,0.0,0.2,1.0,0.9,0.0,0.0,0.0,0.9,0.9,0.7133333333333334,0.5683333333333334,0.145,7.644308530466837e-05,0.000170317517283,0.3097864266135865,0.0826720599439863,0.6185158525832769,0.936028242111206,0.997969686985016,120,150,0.0,0.0,0.2,0.0,0.02666666666666666,0.0,0.09999999999999998,-4.116661792787201
HCT15,PF-06260933,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8549019607843137,0.6490196078431373,0.2058823529411764,0.0004031600508218,0.0006781383572767,0.3728480942931977,0.2838301682940944,0.4232778574612589,1.3278872966766355,1.7339210510253906,159,65,0.0,0.0,-0.9825847765040292,-0.9824949826673965,0.0,0.0,0.0,-3.394522508723277
HCT15,PH-797804,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8197026022304833,0.6319702602230484,0.1877323420074349,0.000191637135059,0.0005619572061631,0.2542974709022547,0.1762939302880486,0.3844317597353309,1.4086941480636597,1.3638529777526855,129,88,-0.9861344173345348,-0.9863612811529479,-0.10453447518664909,-0.05554213802189813,-0.5878398938275977,0.0,0.0,-3.71752033039043
HCT15,Paclitaxel,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7666666666666667,0.5066666666666667,0.26,9.166692875118718e-05,0.0002492337901559,0.2688962611902479,0.166018863027547,0.4138895369191177,0.9967949986457824,0.8957218527793884,1012,678,-0.7314285714285715,-0.7314285714285715,-0.8236728184096606,-0.4918181818181818,-0.7416666666666667,0.0,0.0,-4.037787319198145
HCT15,Pemigatinib,-0.03523809523809525,0.0,0.2,0.6685714285714285,0.6333333333333333,0.05,0.0,0.0,0.5833333333333333,0.6333333333333333,0.6243654822335025,0.5,0.1243654822335025,0.0001682242921863,0.0001006745222386,0.6256044398933933,0.1123155089961205,0.8702703718714598,1.0789155960083008,1.0212926864624023,75,65,0.0,0.1,-0.17253968253968258,-0.3737950937950938,0.33333333333333337,0.3314285714285715,0.41666666666666674,-3.7741112903413128
HCT15,Pimitespib,0.12765151515151515,0.2,0.0,0.48484848484848486,0.6125,0.3651994078718217,0.4,0.0,0.2473005921281783,0.6125,0.6633333333333333,0.5033333333333334,0.1599999999999999,1.847729921185722e-05,0.0001502737506396,0.1094944252383566,0.0139426635874477,0.7089637422329961,1.0862911939620972,1.0990233421325684,63,67,0.11333333333333333,0.07999999999999999,-0.2833333333333333,-0.5333333333333334,0.0630952380952381,0.5151515151515151,0.7526994078718217,-4.733361508392207
HCT15,Pralsetinib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7710526315789473,0.6026315789473684,0.1684210526315789,0.0002774639469054,0.0004303264121214,0.3920143067318513,0.1661844600133712,0.5716368043290988,1.3227633237838743,1.4744819402694702,88,67,-0.5166666666666667,-0.5166666666666667,-0.8842113442113442,-0.8064285714285715,-0.5888888888888889,0.0,0.0,-3.556793440207101
HCT15,RMC-6236,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9,0.6916666666666667,0.2083333333333333,0.0002762929769232,0.0008128691568142,0.2536747912591851,0.3703998099331682,0.2567795673832274,1.519209384918213,1.5139813423156738,1174,357,-0.65,-0.6166666666666667,-0.5867719298245614,-0.4534385964912281,-0.45,0.0,0.0,-3.5586301542520187
HCT15,Ralimetinib dimesylate,0.11190476190476191,0.2,0.0,0.7166666666666666,0.8285714285714285,0.0035714285714285587,0.0,0.0,0.825,0.8285714285714285,0.6916666666666667,0.5133333333333333,0.1783333333333333,9.441095171496274e-05,0.0001408794041102,0.4012529599177938,0.1374418452056972,0.6297974001860501,0.8649373054504395,0.8355069756507874,276,184,-0.5583333333333333,-0.5611111111111111,-0.7433647102251754,-0.7176676777890125,-0.26685684800235887,0.28333333333333344,0.17500000000000004,-4.024977624414852
HCT15,Regorafenib,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.73,0.5266666666666666,0.2033333333333333,9.708533115271064e-05,0.0002393495472561,0.2885709460679383,0.1137294448643675,0.5315404023162212,1.0343986749649048,1.008289813995361,160,155,0.0,0.0,-0.13624861249861248,-0.15789718395195068,0.23500000000000001,0.0,0.0,-4.012846383693269
