subpop_variance_ratio,split_half_stability,response_diversity,isotropy_index,n_cells,pair,drug,seed,source,predictor,synth,score_disagreement
0.48366285045660523,0.993429434299469,0.6364136760372967,0.614115873932135,200,K562+A549,AG-490 (Tyrphostin B42),1,predicted,scgen,cells,0.5
0.008948312449782813,0.9777538657188416,0.05776614677599112,0.997952475979853,200,K562+A549,AG-490 (Tyrphostin B42),1,predicted,average_effect,gaussian,0.5
0.008905238792635814,0.9782921195030212,0.05786741516685345,0.9979530085305893,200,K562+A549,AG-490 (Tyrphostin B42),1,predicted,nearest_neighbor,gaussian,1.0
0.008434231372632467,0.9818473696708679,0.05169544195999798,0.9981046084841249,200,K562+A549,AG-490 (Tyrphostin B42),1,predicted,scgen,gaussian,1.0
0.1398544339395536,0.9628921508789062,0.2556293451768098,0.8055646347585359,200,K562+A549,AG-490 (Tyrphostin B42),2,real_blend,real_blend,real,0.5
0.03154673203802149,0.9850519299507141,0.1438616343751573,0.9792607775876216,200,K562+A549,AG-490 (Tyrphostin B42),2,real_single,real_single,real,
0.14201314819526262,0.9639376878738404,0.23947991241943034,0.8089566525639381,200,K562+A549,AG-490 (Tyrphostin B42),2,predicted,average_effect,cells,0.5
0.14201309383242766,0.9648047506809234,0.23959414569172177,0.8089566170475445,200,K562+A549,AG-490 (Tyrphostin B42),2,predicted,nearest_neighbor,cells,0.5
0.4729114764007391,0.9908499479293823,0.6220805365884928,0.6323489688063736,200,K562+A549,AG-490 (Tyrphostin B42),2,predicted,scgen,cells,0.5
0.009127493915047245,0.978135633468628,0.06272482473045815,0.997424358184227,200,K562+A549,AG-490 (Tyrphostin B42),2,predicted,average_effect,gaussian,0.5
0.009127234838806201,0.9786404728889465,0.06233001367855595,0.9974245236250208,200,K562+A549,AG-490 (Tyrphostin B42),2,predicted,nearest_neighbor,gaussian,1.0
0.00815282128956068,0.982174688577652,0.054896973691489825,0.9977902179474518,200,K562+A549,AG-490 (Tyrphostin B42),2,predicted,scgen,gaussian,1.0
0.13299064247812992,0.9669557809829712,0.24553873078999833,0.8173289730948093,200,K562+A549,AG-490 (Tyrphostin B42),3,real_blend,real_blend,real,0.5
0.03154673203802149,0.9852845847606659,0.13456667258159238,0.9792607775876216,200,K562+A549,AG-490 (Tyrphostin B42),3,real_single,real_single,real,
0.14283505998762516,0.9664542078971863,0.25549378473128537,0.8051622324493164,200,K562+A549,AG-490 (Tyrphostin B42),3,predicted,average_effect,cells,0.5
0.14283504679819797,0.9672641038894654,0.2543836239988073,0.8051622803790924,200,K562+A549,AG-490 (Tyrphostin B42),3,predicted,nearest_neighbor,cells,0.5
0.4867976303316661,0.9924467384815217,0.631078028695565,0.6224156347061623,200,K562+A549,AG-490 (Tyrphostin B42),3,predicted,scgen,cells,0.5
0.009005193382446472,0.9774008095264435,0.05716562177986417,0.9975734456848423,200,K562+A549,AG-490 (Tyrphostin B42),3,predicted,average_effect,gaussian,0.5
0.009005052695505012,0.9779290318489074,0.05685583005406558,0.9975738608735768,200,K562+A549,AG-490 (Tyrphostin B42),3,predicted,nearest_neighbor,gaussian,1.0
0.008394626552017644,0.9815504431724549,0.04939216540915303,0.9981269396821305,200,K562+A549,AG-490 (Tyrphostin B42),3,predicted,scgen,gaussian,1.0
0.1497613298729603,0.9689275920391083,0.25435913498038865,0.7908240296909131,200,K562+A549,AICAR (Acadesine),0,real_blend,real_blend,real,0.5
0.03246457687363414,0.9856993973255157,0.13533162228353623,0.979465912635233,200,K562+A549,AICAR (Acadesine),0,real_single,real_single,real,
0.13954165513568956,0.9644909024238586,0.22787434093785286,0.8123362408917231,200,K562+A549,AICAR (Acadesine),0,predicted,average_effect,cells,0.5
0.1395417097848702,0.9647510468959808,0.22858530414962297,0.8123361583929374,200,K562+A549,AICAR (Acadesine),0,predicted,nearest_neighbor,cells,0.5
0.46396555995782873,0.99051274061203,0.5808734359395632,0.6370967096086552,200,K562+A549,AICAR (Acadesine),0,predicted,scgen,cells,1.0
0.008638667178549176,0.9781473100185394,0.059704636700567026,0.9975260474427402,200,K562+A549,AICAR (Acadesine),0,predicted,average_effect,gaussian,1.0
0.008638861110945036,0.9783031404018402,0.05964144529111626,0.9975259116654105,200,K562+A549,AICAR (Acadesine),0,predicted,nearest_neighbor,gaussian,1.0
0.007959214194069761,0.98206045627594,0.053478836173522004,0.9980026891469355,200,K562+A549,AICAR (Acadesine),0,predicted,scgen,gaussian,1.0
0.1480149955516929,0.9566145896911621,0.2308054807721971,0.7985226866879356,200,K562+A549,AICAR (Acadesine),1,real_blend,real_blend,real,0.5
