pair,drug,seed,predictor,synth,induced_response_cosine
K562+A549,AICAR (Acadesine),2,nearest_neighbor,gaussian,
K562+A549,AICAR (Acadesine),2,scgen,gaussian,
K562+A549,AICAR (Acadesine),3,real_blend,real,-0.06281956537727838
K562+A549,AICAR (Acadesine),3,average_effect,cells,0.032754176343828816
K562+A549,AICAR (Acadesine),3,nearest_neighbor,cells,0.031780814127035796
K562+A549,AICAR (Acadesine),3,scgen,cells,0.03075264179273598
K562+A549,AICAR (Acadesine),3,average_effect,gaussian,
K562+A549,AICAR (Acadesine),3,nearest_neighbor,gaussian,
K562+A549,AICAR (Acadesine),3,scgen,gaussian,
K562+A549,AICAR (Acadesine),4,real_blend,real,-0.0667596770391862
K562+A549,AICAR (Acadesine),4,average_effect,cells,0.06974062501169455
K562+A549,AICAR (Acadesine),4,nearest_neighbor,cells,0.05949869619296034
K562+A549,AICAR (Acadesine),4,scgen,cells,0.024938211219175395
K562+A549,AICAR (Acadesine),4,average_effect,gaussian,
K562+A549,AICAR (Acadesine),4,nearest_neighbor,gaussian,
K562+A549,AICAR (Acadesine),4,scgen,gaussian,
K562+A549,AICAR (Acadesine),5,real_blend,real,-0.01599419842792162
K562+A549,AICAR (Acadesine),5,average_effect,cells,0.038263062103983114
K562+A549,AICAR (Acadesine),5,nearest_neighbor,cells,0.05625374733617512
K562+A549,AICAR (Acadesine),5,scgen,cells,-0.10611586456535904
K562+A549,AICAR (Acadesine),5,average_effect,gaussian,
K562+A549,AICAR (Acadesine),5,nearest_neighbor,gaussian,
K562+A549,AICAR (Acadesine),5,scgen,gaussian,
K562+A549,AICAR (Acadesine),6,real_blend,real,-0.026949193063336617
K562+A549,AICAR (Acadesine),6,average_effect,cells,0.029078077402201745
K562+A549,AICAR (Acadesine),6,nearest_neighbor,cells,0.04519052886723768
K562+A549,AICAR (Acadesine),6,scgen,cells,-0.03584756575375515
K562+A549,AICAR (Acadesine),6,average_effect,gaussian,
K562+A549,AICAR (Acadesine),6,nearest_neighbor,gaussian,
K562+A549,AICAR (Acadesine),6,scgen,gaussian,
K562+A549,AICAR (Acadesine),7,real_blend,real,0.06164122593711081
K562+A549,AICAR (Acadesine),7,average_effect,cells,0.08477894791898456
K562+A549,AICAR (Acadesine),7,nearest_neighbor,cells,0.11011285270404444
K562+A549,AICAR (Acadesine),7,scgen,cells,0.10030121726929396
K562+A549,AICAR (Acadesine),7,average_effect,gaussian,
K562+A549,AICAR (Acadesine),7,nearest_neighbor,gaussian,
K562+A549,AICAR (Acadesine),7,scgen,gaussian,
K562+A549,AMG-900,0,real_blend,real,0.16629101951663855
K562+A549,AMG-900,0,average_effect,cells,0.45894841611866416
K562+A549,AMG-900,0,nearest_neighbor,cells,0.24936860442673897
K562+A549,AMG-900,0,scgen,cells,0.7354186670388866
K562+A549,AMG-900,0,average_effect,gaussian,
K562+A549,AMG-900,0,nearest_neighbor,gaussian,
K562+A549,AMG-900,0,scgen,gaussian,
K562+A549,AMG-900,1,real_blend,real,0.17850658238704345
K562+A549,AMG-900,1,average_effect,cells,0.5016423843474023
K562+A549,AMG-900,1,nearest_neighbor,cells,0.3342082426481033
K562+A549,AMG-900,1,scgen,cells,0.8020941053193199
K562+A549,AMG-900,1,average_effect,gaussian,
K562+A549,AMG-900,1,nearest_neighbor,gaussian,
K562+A549,AMG-900,1,scgen,gaussian,
K562+A549,AMG-900,2,real_blend,real,0.09368070118488298
K562+A549,AMG-900,2,average_effect,cells,0.42750826576476697
K562+A549,AMG-900,2,nearest_neighbor,cells,0.28226376877913134
K562+A549,AMG-900,2,scgen,cells,0.7149637324670859
K562+A549,AMG-900,2,average_effect,gaussian,
K562+A549,AMG-900,2,nearest_neighbor,gaussian,
K562+A549,AMG-900,2,scgen,gaussian,
K562+A549,AMG-900,3,real_blend,real,0.17625686910228874
K562+A549,AMG-900,3,average_effect,cells,0.4042843639630202
K562+A549,AMG-900,3,nearest_neighbor,cells,0.21654322221224864
K562+A549,AMG-900,3,scgen,cells,0.785016118678939
K562+A549,AMG-900,3,average_effect,gaussian,
K562+A549,AMG-900,3,nearest_neighbor,gaussian,
K562+A549,AMG-900,3,scgen,gaussian,
K562+A549,AMG-900,4,real_blend,real,0.14657087025788834
K562+A549,AMG-900,4,average_effect,cells,0.3691972619145847
K562+A549,AMG-900,4,nearest_neighbor,cells,0.2766576894651642
K562+A549,AMG-900,4,scgen,cells,0.5897969129671946
K562+A549,AMG-900,4,average_effect,gaussian,
K562+A549,AMG-900,4,nearest_neighbor,gaussian,
K562+A549,AMG-900,4,scgen,gaussian,
K562+A549,AMG-900,5,real_blend,real,0.1363693428963609
K562+A549,AMG-900,5,average_effect,cells,0.47820606998509607
K562+A549,AMG-900,5,nearest_neighbor,cells,0.2853810953410683
K562+A549,AMG-900,5,scgen,cells,0.7256316187948354
K562+A549,AMG-900,5,average_effect,gaussian,
K562+A549,AMG-900,5,nearest_neighbor,gaussian,
K562+A549,AMG-900,5,scgen,gaussian,
K562+A549,AMG-900,6,real_blend,real,0.1342131613931736
K562+A549,AMG-900,6,average_effect,cells,0.32883302916820417
K562+A549,AMG-900,6,nearest_neighbor,cells,0.21986020659080818
K562+A549,AMG-900,6,scgen,cells,0.572584006431956
K562+A549,AMG-900,6,average_effect,gaussian,
K562+A549,AMG-900,6,nearest_neighbor,gaussian,
K562+A549,AMG-900,6,scgen,gaussian,
K562+A549,AMG-900,7,real_blend,real,0.1508976375499158
K562+A549,AMG-900,7,average_effect,cells,0.3257915871656062
K562+A549,AMG-900,7,nearest_neighbor,cells,0.25025190798908875
K562+A549,AMG-900,7,scgen,cells,0.5938410896262803
K562+A549,AMG-900,7,average_effect,gaussian,
K562+A549,AMG-900,7,nearest_neighbor,gaussian,
K562+A549,AMG-900,7,scgen,gaussian,
K562+A549,AR-42,0,real_blend,real,0.1524187736204547
K562+A549,AR-42,0,average_effect,cells,0.7516521744474504
K562+A549,AR-42,0,nearest_neighbor,cells,0.8395567133050452
K562+A549,AR-42,0,scgen,cells,0.9136719855263389
K562+A549,AR-42,0,average_effect,gaussian,
K562+A549,AR-42,0,nearest_neighbor,gaussian,
K562+A549,AR-42,0,scgen,gaussian,
K562+A549,AR-42,1,real_blend,real,0.12488282226579728
K562+A549,AR-42,1,average_effect,cells,0.746385988016023
K562+A549,AR-42,1,nearest_neighbor,cells,0.8369596788214771
K562+A549,AR-42,1,scgen,cells,0.9323973668442792
K562+A549,AR-42,1,average_effect,gaussian,
K562+A549,AR-42,1,nearest_neighbor,gaussian,
K562+A549,AR-42,1,scgen,gaussian,
K562+A549,AR-42,2,real_blend,real,0.10525581287479327
K562+A549,AR-42,2,average_effect,cells,0.7656721853878188
K562+A549,AR-42,2,nearest_neighbor,cells,0.8417464756826116
K562+A549,AR-42,2,scgen,cells,0.9319038922759896
K562+A549,AR-42,2,average_effect,gaussian,
K562+A549,AR-42,2,nearest_neighbor,gaussian,
K562+A549,AR-42,2,scgen,gaussian,
K562+A549,AR-42,3,real_blend,real,0.15994307957998416
K562+A549,AR-42,3,average_effect,cells,0.7332911510793036
K562+A549,AR-42,3,nearest_neighbor,cells,0.8176081948936785
K562+A549,AR-42,3,scgen,cells,0.9402732949130589
K562+A549,AR-42,3,average_effect,gaussian,
K562+A549,AR-42,3,nearest_neighbor,gaussian,
K562+A549,AR-42,3,scgen,gaussian,
K562+A549,AR-42,4,real_blend,real,0.12126042570376289
K562+A549,AR-42,4,average_effect,cells,0.7578611416060155
K562+A549,AR-42,4,nearest_neighbor,cells,0.8284133952588192
K562+A549,AR-42,4,scgen,cells,0.9083791420226337
K562+A549,AR-42,4,average_effect,gaussian,
K562+A549,AR-42,4,nearest_neighbor,gaussian,
K562+A549,AR-42,4,scgen,gaussian,
K562+A549,AR-42,5,real_blend,real,0.13061002688173043
K562+A549,AR-42,5,average_effect,cells,0.7392189063210355
K562+A549,AR-42,5,nearest_neighbor,cells,0.8323227824115288
K562+A549,AR-42,5,scgen,cells,0.8981599359028203
K562+A549,AR-42,5,average_effect,gaussian,
K562+A549,AR-42,5,nearest_neighbor,gaussian,
K562+A549,AR-42,5,scgen,gaussian,
K562+A549,AR-42,6,real_blend,real,0.05241175831945572
K562+A549,AR-42,6,average_effect,cells,0.7521383619597569
K562+A549,AR-42,6,nearest_neighbor,cells,0.8192815972066784
K562+A549,AR-42,6,scgen,cells,0.9012486510920278
K562+A549,AR-42,6,average_effect,gaussian,
K562+A549,AR-42,6,nearest_neighbor,gaussian,
K562+A549,AR-42,6,scgen,gaussian,
K562+A549,AR-42,7,real_blend,real,0.1556677441841993
K562+A549,AR-42,7,average_effect,cells,0.7664158069221187
K562+A549,AR-42,7,nearest_neighbor,cells,0.8338450831446103
K562+A549,AR-42,7,scgen,cells,0.921691431929035
K562+A549,AR-42,7,average_effect,gaussian,
K562+A549,AR-42,7,nearest_neighbor,gaussian,
K562+A549,AR-42,7,scgen,gaussian,
A549+MCF7,(+)-JQ1,0,real_blend,real,0.12241316905762496
A549+MCF7,(+)-JQ1,0,average_effect,cells,0.7208546203309233
A549+MCF7,(+)-JQ1,0,nearest_neighbor,cells,0.8906445459608047
A549+MCF7,(+)-JQ1,0,scgen,cells,0.8689519818670005
A549+MCF7,(+)-JQ1,0,average_effect,gaussian,
A549+MCF7,(+)-JQ1,0,nearest_neighbor,gaussian,
A549+MCF7,(+)-JQ1,0,scgen,gaussian,
A549+MCF7,(+)-JQ1,1,real_blend,real,0.10546850996252821
A549+MCF7,(+)-JQ1,1,average_effect,cells,0.7797029235669278
A549+MCF7,(+)-JQ1,1,nearest_neighbor,cells,0.9109203141701704
A549+MCF7,(+)-JQ1,1,scgen,cells,0.9265291071720643
A549+MCF7,(+)-JQ1,1,average_effect,gaussian,
A549+MCF7,(+)-JQ1,1,nearest_neighbor,gaussian,
A549+MCF7,(+)-JQ1,1,scgen,gaussian,
A549+MCF7,(+)-JQ1,2,real_blend,real,0.13171077341085172
A549+MCF7,(+)-JQ1,2,average_effect,cells,0.6500524202661123
A549+MCF7,(+)-JQ1,2,nearest_neighbor,cells,0.8668251823813931
A549+MCF7,(+)-JQ1,2,scgen,cells,0.8508030070943539
A549+MCF7,(+)-JQ1,2,average_effect,gaussian,
A549+MCF7,(+)-JQ1,2,nearest_neighbor,gaussian,
A549+MCF7,(+)-JQ1,2,scgen,gaussian,
A549+MCF7,(+)-JQ1,3,real_blend,real,0.1140686153396059
A549+MCF7,(+)-JQ1,3,average_effect,cells,0.7373865868687431
A549+MCF7,(+)-JQ1,3,nearest_neighbor,cells,0.8925676063368769
A549+MCF7,(+)-JQ1,3,scgen,cells,0.8705399262004443
A549+MCF7,(+)-JQ1,3,average_effect,gaussian,
A549+MCF7,(+)-JQ1,3,nearest_neighbor,gaussian,
A549+MCF7,(+)-JQ1,3,scgen,gaussian,
A549+MCF7,(+)-JQ1,4,real_blend,real,0.0985978653983173
A549+MCF7,(+)-JQ1,4,average_effect,cells,0.7174171647252077
A549+MCF7,(+)-JQ1,4,nearest_neighbor,cells,0.8819746440722864
A549+MCF7,(+)-JQ1,4,scgen,cells,0.8553408034299727
A549+MCF7,(+)-JQ1,4,average_effect,gaussian,
A549+MCF7,(+)-JQ1,4,nearest_neighbor,gaussian,
A549+MCF7,(+)-JQ1,4,scgen,gaussian,
A549+MCF7,(+)-JQ1,5,real_blend,real,0.10707639242202664
A549+MCF7,(+)-JQ1,5,average_effect,cells,0.7063148157404179
A549+MCF7,(+)-JQ1,5,nearest_neighbor,cells,0.8942367320356753
A549+MCF7,(+)-JQ1,5,scgen,cells,0.8630067279782715
A549+MCF7,(+)-JQ1,5,average_effect,gaussian,
A549+MCF7,(+)-JQ1,5,nearest_neighbor,gaussian,
A549+MCF7,(+)-JQ1,5,scgen,gaussian,
A549+MCF7,(+)-JQ1,6,real_blend,real,0.07776441668472611
A549+MCF7,(+)-JQ1,6,average_effect,cells,0.7506301343484653
A549+MCF7,(+)-JQ1,6,nearest_neighbor,cells,0.8850954603932291
A549+MCF7,(+)-JQ1,6,scgen,cells,0.855813412615159
A549+MCF7,(+)-JQ1,6,average_effect,gaussian,
A549+MCF7,(+)-JQ1,6,nearest_neighbor,gaussian,
A549+MCF7,(+)-JQ1,6,scgen,gaussian,
A549+MCF7,(+)-JQ1,7,real_blend,real,0.10995509387691776
A549+MCF7,(+)-JQ1,7,average_effect,cells,0.7436941453537492
A549+MCF7,(+)-JQ1,7,nearest_neighbor,cells,0.8905315613333755
A549+MCF7,(+)-JQ1,7,scgen,cells,0.8870198794146148
A549+MCF7,(+)-JQ1,7,average_effect,gaussian,
A549+MCF7,(+)-JQ1,7,nearest_neighbor,gaussian,
A549+MCF7,(+)-JQ1,7,scgen,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),0,real_blend,real,-0.007721595375970369
A549+MCF7,2-Methoxyestradiol (2-MeOE2),0,average_effect,cells,0.19217602563210612
A549+MCF7,2-Methoxyestradiol (2-MeOE2),0,nearest_neighbor,cells,0.5038710430838089
A549+MCF7,2-Methoxyestradiol (2-MeOE2),0,scgen,cells,0.32720384432554656
A549+MCF7,2-Methoxyestradiol (2-MeOE2),0,average_effect,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),0,nearest_neighbor,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),0,scgen,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),1,real_blend,real,0.017032953138580477
A549+MCF7,2-Methoxyestradiol (2-MeOE2),1,average_effect,cells,0.2844778729368868
A549+MCF7,2-Methoxyestradiol (2-MeOE2),1,nearest_neighbor,cells,0.5825809638620881
A549+MCF7,2-Methoxyestradiol (2-MeOE2),1,scgen,cells,0.5155284148891248
A549+MCF7,2-Methoxyestradiol (2-MeOE2),1,average_effect,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),1,nearest_neighbor,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),1,scgen,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),2,real_blend,real,0.016068935999959205
A549+MCF7,2-Methoxyestradiol (2-MeOE2),2,average_effect,cells,0.10227977379276001
A549+MCF7,2-Methoxyestradiol (2-MeOE2),2,nearest_neighbor,cells,0.46725313988245293
A549+MCF7,2-Methoxyestradiol (2-MeOE2),2,scgen,cells,0.07164342903138919
A549+MCF7,2-Methoxyestradiol (2-MeOE2),2,average_effect,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),2,nearest_neighbor,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),2,scgen,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),3,real_blend,real,-0.044584501078075454
A549+MCF7,2-Methoxyestradiol (2-MeOE2),3,average_effect,cells,0.2451200575789996
A549+MCF7,2-Methoxyestradiol (2-MeOE2),3,nearest_neighbor,cells,0.5288519715495394
A549+MCF7,2-Methoxyestradiol (2-MeOE2),3,scgen,cells,0.23535279730796888
A549+MCF7,2-Methoxyestradiol (2-MeOE2),3,average_effect,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),3,nearest_neighbor,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),3,scgen,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),4,real_blend,real,-0.09372919272368901
A549+MCF7,2-Methoxyestradiol (2-MeOE2),4,average_effect,cells,0.217914518845997
A549+MCF7,2-Methoxyestradiol (2-MeOE2),4,nearest_neighbor,cells,0.47788415808167417
A549+MCF7,2-Methoxyestradiol (2-MeOE2),4,scgen,cells,0.36192682905415324
A549+MCF7,2-Methoxyestradiol (2-MeOE2),4,average_effect,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),4,nearest_neighbor,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),4,scgen,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),5,real_blend,real,-0.05022824139040939
A549+MCF7,2-Methoxyestradiol (2-MeOE2),5,average_effect,cells,0.14144349755469487
A549+MCF7,2-Methoxyestradiol (2-MeOE2),5,nearest_neighbor,cells,0.5380140341226396
A549+MCF7,2-Methoxyestradiol (2-MeOE2),5,scgen,cells,0.17408061824235496
A549+MCF7,2-Methoxyestradiol (2-MeOE2),5,average_effect,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),5,nearest_neighbor,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),5,scgen,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),6,real_blend,real,0.0022294441944478035
A549+MCF7,2-Methoxyestradiol (2-MeOE2),6,average_effect,cells,0.2886974058487432
A549+MCF7,2-Methoxyestradiol (2-MeOE2),6,nearest_neighbor,cells,0.5082916548404902
A549+MCF7,2-Methoxyestradiol (2-MeOE2),6,scgen,cells,0.4656381724130247
A549+MCF7,2-Methoxyestradiol (2-MeOE2),6,average_effect,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),6,nearest_neighbor,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),6,scgen,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),7,real_blend,real,-0.036630610563985075
A549+MCF7,2-Methoxyestradiol (2-MeOE2),7,average_effect,cells,0.2197545860758872
A549+MCF7,2-Methoxyestradiol (2-MeOE2),7,nearest_neighbor,cells,0.47606822144781086
A549+MCF7,2-Methoxyestradiol (2-MeOE2),7,scgen,cells,0.37256561229451257
A549+MCF7,2-Methoxyestradiol (2-MeOE2),7,average_effect,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),7,nearest_neighbor,gaussian,
A549+MCF7,2-Methoxyestradiol (2-MeOE2),7,scgen,gaussian,
A549+MCF7,A-366,0,real_blend,real,-0.030719435888154553
A549+MCF7,A-366,0,average_effect,cells,0.13194932626143158
A549+MCF7,A-366,0,nearest_neighbor,cells,0.356865375306832
A549+MCF7,A-366,0,scgen,cells,0.004375830829747839
A549+MCF7,A-366,0,average_effect,gaussian,
A549+MCF7,A-366,0,nearest_neighbor,gaussian,
A549+MCF7,A-366,0,scgen,gaussian,
A549+MCF7,A-366,1,real_blend,real,0.005848072681094929
A549+MCF7,A-366,1,average_effect,cells,0.2706031627750696
A549+MCF7,A-366,1,nearest_neighbor,cells,0.43257643046765765
A549+MCF7,A-366,1,scgen,cells,0.414954105216201
A549+MCF7,A-366,1,average_effect,gaussian,
A549+MCF7,A-366,1,nearest_neighbor,gaussian,
A549+MCF7,A-366,1,scgen,gaussian,
A549+MCF7,A-366,2,real_blend,real,-0.015690675103331397
A549+MCF7,A-366,2,average_effect,cells,0.05557347754670124
A549+MCF7,A-366,2,nearest_neighbor,cells,0.3314754049285414
A549+MCF7,A-366,2,scgen,cells,-0.001958523197622914
A549+MCF7,A-366,2,average_effect,gaussian,
A549+MCF7,A-366,2,nearest_neighbor,gaussian,
A549+MCF7,A-366,2,scgen,gaussian,
A549+MCF7,A-366,3,real_blend,real,0.0783121476058236
A549+MCF7,A-366,3,average_effect,cells,0.15645126464908127
A549+MCF7,A-366,3,nearest_neighbor,cells,0.35393387979820945
A549+MCF7,A-366,3,scgen,cells,0.046143565364074705
A549+MCF7,A-366,3,average_effect,gaussian,
A549+MCF7,A-366,3,nearest_neighbor,gaussian,
A549+MCF7,A-366,3,scgen,gaussian,
A549+MCF7,A-366,4,real_blend,real,0.0149754541450269
A549+MCF7,A-366,4,average_effect,cells,0.1493761046888736
A549+MCF7,A-366,4,nearest_neighbor,cells,0.33547439591356065
A549+MCF7,A-366,4,scgen,cells,0.17999821101731986
A549+MCF7,A-366,4,average_effect,gaussian,
A549+MCF7,A-366,4,nearest_neighbor,gaussian,
A549+MCF7,A-366,4,scgen,gaussian,
A549+MCF7,A-366,5,real_blend,real,0.03320374587380629
A549+MCF7,A-366,5,average_effect,cells,0.09422523336088327
A549+MCF7,A-366,5,nearest_neighbor,cells,0.3373431439471414
A549+MCF7,A-366,5,scgen,cells,0.07685634821731502
A549+MCF7,A-366,5,average_effect,gaussian,
A549+MCF7,A-366,5,nearest_neighbor,gaussian,
A549+MCF7,A-366,5,scgen,gaussian,
A549+MCF7,A-366,6,real_blend,real,-0.020307841086060055
A549+MCF7,A-366,6,average_effect,cells,0.20280313709327571
A549+MCF7,A-366,6,nearest_neighbor,cells,0.36444923763123765
A549+MCF7,A-366,6,scgen,cells,0.3223267153624167
A549+MCF7,A-366,6,average_effect,gaussian,
A549+MCF7,A-366,6,nearest_neighbor,gaussian,
A549+MCF7,A-366,6,scgen,gaussian,
A549+MCF7,A-366,7,real_blend,real,-0.04640544931570104
A549+MCF7,A-366,7,average_effect,cells,0.15073361684966824
A549+MCF7,A-366,7,nearest_neighbor,cells,0.33527443026529363
A549+MCF7,A-366,7,scgen,cells,0.056652720061144475
A549+MCF7,A-366,7,average_effect,gaussian,
A549+MCF7,A-366,7,nearest_neighbor,gaussian,
A549+MCF7,A-366,7,scgen,gaussian,
A549+MCF7,ABT-737,0,real_blend,real,0.0502652859040566
A549+MCF7,ABT-737,0,average_effect,cells,0.1393359222910339
A549+MCF7,ABT-737,0,nearest_neighbor,cells,0.39061298079858087
A549+MCF7,ABT-737,0,scgen,cells,0.20006697005762492
A549+MCF7,ABT-737,0,average_effect,gaussian,
A549+MCF7,ABT-737,0,nearest_neighbor,gaussian,
A549+MCF7,ABT-737,0,scgen,gaussian,
A549+MCF7,ABT-737,1,real_blend,real,0.018574952552582163
A549+MCF7,ABT-737,1,average_effect,cells,0.1796437857121747
A549+MCF7,ABT-737,1,nearest_neighbor,cells,0.42990745550851533
A549+MCF7,ABT-737,1,scgen,cells,0.2785021875034459
A549+MCF7,ABT-737,1,average_effect,gaussian,
A549+MCF7,ABT-737,1,nearest_neighbor,gaussian,
A549+MCF7,ABT-737,1,scgen,gaussian,
A549+MCF7,ABT-737,2,real_blend,real,0.0766675678101554
A549+MCF7,ABT-737,2,average_effect,cells,0.08854688046462149
A549+MCF7,ABT-737,2,nearest_neighbor,cells,0.31707369432968857
A549+MCF7,ABT-737,2,scgen,cells,0.23295506660823354
A549+MCF7,ABT-737,2,average_effect,gaussian,
A549+MCF7,ABT-737,2,nearest_neighbor,gaussian,
A549+MCF7,ABT-737,2,scgen,gaussian,
A549+MCF7,ABT-737,3,real_blend,real,0.008958694829519916
A549+MCF7,ABT-737,3,average_effect,cells,0.14329528353752594
A549+MCF7,ABT-737,3,nearest_neighbor,cells,0.4063262397370671
A549+MCF7,ABT-737,3,scgen,cells,0.05568463057019225
A549+MCF7,ABT-737,3,average_effect,gaussian,
A549+MCF7,ABT-737,3,nearest_neighbor,gaussian,
A549+MCF7,ABT-737,3,scgen,gaussian,
A549+MCF7,ABT-737,4,real_blend,real,0.013569730784284981
A549+MCF7,ABT-737,4,average_effect,cells,0.11960717197787714
A549+MCF7,ABT-737,4,nearest_neighbor,cells,0.34537582520681054
A549+MCF7,ABT-737,4,scgen,cells,0.20697667075309628
A549+MCF7,ABT-737,4,average_effect,gaussian,
A549+MCF7,ABT-737,4,nearest_neighbor,gaussian,
A549+MCF7,ABT-737,4,scgen,gaussian,
A549+MCF7,ABT-737,5,real_blend,real,0.06466773035810743
A549+MCF7,ABT-737,5,average_effect,cells,0.10361708311610371
A549+MCF7,ABT-737,5,nearest_neighbor,cells,0.3954643506107777
A549+MCF7,ABT-737,5,scgen,cells,0.09600772151257171
A549+MCF7,ABT-737,5,average_effect,gaussian,
A549+MCF7,ABT-737,5,nearest_neighbor,gaussian,
A549+MCF7,ABT-737,5,scgen,gaussian,
A549+MCF7,ABT-737,6,real_blend,real,-0.007133956441565116
A549+MCF7,ABT-737,6,average_effect,cells,0.15849483790518873
A549+MCF7,ABT-737,6,nearest_neighbor,cells,0.3632503562503766
A549+MCF7,ABT-737,6,scgen,cells,0.24621567636240238
A549+MCF7,ABT-737,6,average_effect,gaussian,
A549+MCF7,ABT-737,6,nearest_neighbor,gaussian,
A549+MCF7,ABT-737,6,scgen,gaussian,
A549+MCF7,ABT-737,7,real_blend,real,-0.03257957217903038
A549+MCF7,ABT-737,7,average_effect,cells,0.13634700065638344
A549+MCF7,ABT-737,7,nearest_neighbor,cells,0.39175768809351813
A549+MCF7,ABT-737,7,scgen,cells,0.06267060442814149
A549+MCF7,ABT-737,7,average_effect,gaussian,
A549+MCF7,ABT-737,7,nearest_neighbor,gaussian,
A549+MCF7,ABT-737,7,scgen,gaussian,
A549+MCF7,AC480 (BMS-599626),0,real_blend,real,0.027365810008689394
A549+MCF7,AC480 (BMS-599626),0,average_effect,cells,0.101668131828819
A549+MCF7,AC480 (BMS-599626),0,nearest_neighbor,cells,0.3673817395268678
A549+MCF7,AC480 (BMS-599626),0,scgen,cells,-0.033850645071090715
A549+MCF7,AC480 (BMS-599626),0,average_effect,gaussian,
A549+MCF7,AC480 (BMS-599626),0,nearest_neighbor,gaussian,
A549+MCF7,AC480 (BMS-599626),0,scgen,gaussian,
A549+MCF7,AC480 (BMS-599626),1,real_blend,real,-0.07425981653087356
A549+MCF7,AC480 (BMS-599626),1,average_effect,cells,0.25878747102718297
A549+MCF7,AC480 (BMS-599626),1,nearest_neighbor,cells,0.4770705252059755
A549+MCF7,AC480 (BMS-599626),1,scgen,cells,0.5266296905919241
A549+MCF7,AC480 (BMS-599626),1,average_effect,gaussian,
A549+MCF7,AC480 (BMS-599626),1,nearest_neighbor,gaussian,
A549+MCF7,AC480 (BMS-599626),1,scgen,gaussian,
A549+MCF7,AC480 (BMS-599626),2,real_blend,real,0.12628778673881152
A549+MCF7,AC480 (BMS-599626),2,average_effect,cells,0.19150406686444946
A549+MCF7,AC480 (BMS-599626),2,nearest_neighbor,cells,0.34419058678145065
A549+MCF7,AC480 (BMS-599626),2,scgen,cells,0.3999003394908743
A549+MCF7,AC480 (BMS-599626),2,average_effect,gaussian,
A549+MCF7,AC480 (BMS-599626),2,nearest_neighbor,gaussian,
A549+MCF7,AC480 (BMS-599626),2,scgen,gaussian,
A549+MCF7,AC480 (BMS-599626),3,real_blend,real,0.0030219339081310357
A549+MCF7,AC480 (BMS-599626),3,average_effect,cells,0.20243500665977376
A549+MCF7,AC480 (BMS-599626),3,nearest_neighbor,cells,0.44236676155565713
A549+MCF7,AC480 (BMS-599626),3,scgen,cells,0.19078775960769404
A549+MCF7,AC480 (BMS-599626),3,average_effect,gaussian,
A549+MCF7,AC480 (BMS-599626),3,nearest_neighbor,gaussian,
A549+MCF7,AC480 (BMS-599626),3,scgen,gaussian,
A549+MCF7,AC480 (BMS-599626),4,real_blend,real,-0.026608839145887277
A549+MCF7,AC480 (BMS-599626),4,average_effect,cells,0.08056037218251244
A549+MCF7,AC480 (BMS-599626),4,nearest_neighbor,cells,0.3360144046780556
A549+MCF7,AC480 (BMS-599626),4,scgen,cells,0.07881923478735779
A549+MCF7,AC480 (BMS-599626),4,average_effect,gaussian,
A549+MCF7,AC480 (BMS-599626),4,nearest_neighbor,gaussian,
A549+MCF7,AC480 (BMS-599626),4,scgen,gaussian,
A549+MCF7,AC480 (BMS-599626),5,real_blend,real,-0.015273822913739582
A549+MCF7,AC480 (BMS-599626),5,average_effect,cells,0.1859197794603662
A549+MCF7,AC480 (BMS-599626),5,nearest_neighbor,cells,0.39962064554785964
A549+MCF7,AC480 (BMS-599626),5,scgen,cells,0.2979750235281096
A549+MCF7,AC480 (BMS-599626),5,average_effect,gaussian,
A549+MCF7,AC480 (BMS-599626),5,nearest_neighbor,gaussian,
A549+MCF7,AC480 (BMS-599626),5,scgen,gaussian,
A549+MCF7,AC480 (BMS-599626),6,real_blend,real,0.04591846861863398
A549+MCF7,AC480 (BMS-599626),6,average_effect,cells,0.19060878330107017
