pair,drug,seed,predictor,synth,induced_response_cosine
A549+MCF7,AC480 (BMS-599626),6,nearest_neighbor,cells,0.3814986473446124
A549+MCF7,AC480 (BMS-599626),6,scgen,cells,0.2979222720538657
A549+MCF7,AC480 (BMS-599626),6,average_effect,gaussian,
A549+MCF7,AC480 (BMS-599626),6,nearest_neighbor,gaussian,
A549+MCF7,AC480 (BMS-599626),6,scgen,gaussian,
A549+MCF7,AC480 (BMS-599626),7,real_blend,real,0.01804332623551026
A549+MCF7,AC480 (BMS-599626),7,average_effect,cells,0.14536712534501633
A549+MCF7,AC480 (BMS-599626),7,nearest_neighbor,cells,0.36214455793869194
A549+MCF7,AC480 (BMS-599626),7,scgen,cells,0.13277042828252297
A549+MCF7,AC480 (BMS-599626),7,average_effect,gaussian,
A549+MCF7,AC480 (BMS-599626),7,nearest_neighbor,gaussian,
A549+MCF7,AC480 (BMS-599626),7,scgen,gaussian,
A549+MCF7,AG-14361,0,real_blend,real,-0.05664425531469364
A549+MCF7,AG-14361,0,average_effect,cells,0.04883303947549121
A549+MCF7,AG-14361,0,nearest_neighbor,cells,0.35348241157168325
A549+MCF7,AG-14361,0,scgen,cells,-0.04944371340688279
A549+MCF7,AG-14361,0,average_effect,gaussian,
A549+MCF7,AG-14361,0,nearest_neighbor,gaussian,
A549+MCF7,AG-14361,0,scgen,gaussian,
A549+MCF7,AG-14361,1,real_blend,real,0.03647480707823221
A549+MCF7,AG-14361,1,average_effect,cells,0.18531894960410128
A549+MCF7,AG-14361,1,nearest_neighbor,cells,0.4304259739234007
A549+MCF7,AG-14361,1,scgen,cells,0.3006470359859928
A549+MCF7,AG-14361,1,average_effect,gaussian,
A549+MCF7,AG-14361,1,nearest_neighbor,gaussian,
A549+MCF7,AG-14361,1,scgen,gaussian,
A549+MCF7,AG-14361,2,real_blend,real,0.007700410157053474
A549+MCF7,AG-14361,2,average_effect,cells,0.07918146666737885
A549+MCF7,AG-14361,2,nearest_neighbor,cells,0.317057938068268
A549+MCF7,AG-14361,2,scgen,cells,0.09510226659992606
A549+MCF7,AG-14361,2,average_effect,gaussian,
A549+MCF7,AG-14361,2,nearest_neighbor,gaussian,
A549+MCF7,AG-14361,2,scgen,gaussian,
A549+MCF7,AG-14361,3,real_blend,real,0.06980645941407579
A549+MCF7,AG-14361,3,average_effect,cells,0.14505128136807388
A549+MCF7,AG-14361,3,nearest_neighbor,cells,0.3781391456101183
A549+MCF7,AG-14361,3,scgen,cells,-0.04212194274721158
A549+MCF7,AG-14361,3,average_effect,gaussian,
A549+MCF7,AG-14361,3,nearest_neighbor,gaussian,
A549+MCF7,AG-14361,3,scgen,gaussian,
A549+MCF7,AG-14361,4,real_blend,real,-0.002762160494254122
A549+MCF7,AG-14361,4,average_effect,cells,0.0420422330978271
A549+MCF7,AG-14361,4,nearest_neighbor,cells,0.3089927490543226
A549+MCF7,AG-14361,4,scgen,cells,-0.006289990434400749
A549+MCF7,AG-14361,4,average_effect,gaussian,
A549+MCF7,AG-14361,4,nearest_neighbor,gaussian,
A549+MCF7,AG-14361,4,scgen,gaussian,
A549+MCF7,AG-14361,5,real_blend,real,0.003809723436566921
A549+MCF7,AG-14361,5,average_effect,cells,0.12331640402173066
A549+MCF7,AG-14361,5,nearest_neighbor,cells,0.3843163200250814
A549+MCF7,AG-14361,5,scgen,cells,0.11306602098575998
A549+MCF7,AG-14361,5,average_effect,gaussian,
A549+MCF7,AG-14361,5,nearest_neighbor,gaussian,
A549+MCF7,AG-14361,5,scgen,gaussian,
A549+MCF7,AG-14361,6,real_blend,real,0.036892074043372386
A549+MCF7,AG-14361,6,average_effect,cells,0.17007539741121183
A549+MCF7,AG-14361,6,nearest_neighbor,cells,0.38285151035332005
A549+MCF7,AG-14361,6,scgen,cells,0.21233687416710886
A549+MCF7,AG-14361,6,average_effect,gaussian,
A549+MCF7,AG-14361,6,nearest_neighbor,gaussian,
A549+MCF7,AG-14361,6,scgen,gaussian,
A549+MCF7,AG-14361,7,real_blend,real,0.011625248006157957
A549+MCF7,AG-14361,7,average_effect,cells,0.14035629475331368
A549+MCF7,AG-14361,7,nearest_neighbor,cells,0.3578264749870244
A549+MCF7,AG-14361,7,scgen,cells,0.08442782243878784
A549+MCF7,AG-14361,7,average_effect,gaussian,
A549+MCF7,AG-14361,7,nearest_neighbor,gaussian,
A549+MCF7,AG-14361,7,scgen,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),0,real_blend,real,0.013730079416551185
A549+MCF7,AG-490 (Tyrphostin B42),0,average_effect,cells,0.09690065353447513
A549+MCF7,AG-490 (Tyrphostin B42),0,nearest_neighbor,cells,0.45312210486242016
A549+MCF7,AG-490 (Tyrphostin B42),0,scgen,cells,0.1340551788595032
A549+MCF7,AG-490 (Tyrphostin B42),0,average_effect,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),0,nearest_neighbor,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),0,scgen,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),1,real_blend,real,0.038560650713840836
A549+MCF7,AG-490 (Tyrphostin B42),1,average_effect,cells,0.22659719880959758
A549+MCF7,AG-490 (Tyrphostin B42),1,nearest_neighbor,cells,0.5317341999729399
A549+MCF7,AG-490 (Tyrphostin B42),1,scgen,cells,0.4412637860844755
A549+MCF7,AG-490 (Tyrphostin B42),1,average_effect,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),1,nearest_neighbor,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),1,scgen,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),2,real_blend,real,-0.03340149000719849
A549+MCF7,AG-490 (Tyrphostin B42),2,average_effect,cells,0.05180661260600633
A549+MCF7,AG-490 (Tyrphostin B42),2,nearest_neighbor,cells,0.3957063177750809
A549+MCF7,AG-490 (Tyrphostin B42),2,scgen,cells,0.02870906581642216
A549+MCF7,AG-490 (Tyrphostin B42),2,average_effect,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),2,nearest_neighbor,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),2,scgen,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),3,real_blend,real,0.024316882387495936
A549+MCF7,AG-490 (Tyrphostin B42),3,average_effect,cells,0.14123851146505134
A549+MCF7,AG-490 (Tyrphostin B42),3,nearest_neighbor,cells,0.4736028050348428
A549+MCF7,AG-490 (Tyrphostin B42),3,scgen,cells,0.06825768444406989
A549+MCF7,AG-490 (Tyrphostin B42),3,average_effect,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),3,nearest_neighbor,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),3,scgen,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),4,real_blend,real,-0.044305494415542185
A549+MCF7,AG-490 (Tyrphostin B42),4,average_effect,cells,0.1091300609226653
A549+MCF7,AG-490 (Tyrphostin B42),4,nearest_neighbor,cells,0.42703540369318116
A549+MCF7,AG-490 (Tyrphostin B42),4,scgen,cells,0.210277049582701
A549+MCF7,AG-490 (Tyrphostin B42),4,average_effect,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),4,nearest_neighbor,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),4,scgen,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),5,real_blend,real,0.013990890216298039
A549+MCF7,AG-490 (Tyrphostin B42),5,average_effect,cells,0.07860061115851211
A549+MCF7,AG-490 (Tyrphostin B42),5,nearest_neighbor,cells,0.4641848974095944
A549+MCF7,AG-490 (Tyrphostin B42),5,scgen,cells,0.09392478155009827
A549+MCF7,AG-490 (Tyrphostin B42),5,average_effect,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),5,nearest_neighbor,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),5,scgen,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),6,real_blend,real,0.01175514432957797
A549+MCF7,AG-490 (Tyrphostin B42),6,average_effect,cells,0.21638247431078642
A549+MCF7,AG-490 (Tyrphostin B42),6,nearest_neighbor,cells,0.4654774852938442
A549+MCF7,AG-490 (Tyrphostin B42),6,scgen,cells,0.4034676476651008
A549+MCF7,AG-490 (Tyrphostin B42),6,average_effect,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),6,nearest_neighbor,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),6,scgen,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),7,real_blend,real,0.01632716202982552
A549+MCF7,AG-490 (Tyrphostin B42),7,average_effect,cells,0.1595563373571045
A549+MCF7,AG-490 (Tyrphostin B42),7,nearest_neighbor,cells,0.4763609457337675
A549+MCF7,AG-490 (Tyrphostin B42),7,scgen,cells,0.2655491911679195
A549+MCF7,AG-490 (Tyrphostin B42),7,average_effect,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),7,nearest_neighbor,gaussian,
A549+MCF7,AG-490 (Tyrphostin B42),7,scgen,gaussian,
A549+MCF7,AICAR (Acadesine),0,real_blend,real,-0.0017297587961598877
A549+MCF7,AICAR (Acadesine),0,average_effect,cells,0.060010253530238054
A549+MCF7,AICAR (Acadesine),0,nearest_neighbor,cells,0.3263032734284616
A549+MCF7,AICAR (Acadesine),0,scgen,cells,-0.04210756773725788
A549+MCF7,AICAR (Acadesine),0,average_effect,gaussian,
A549+MCF7,AICAR (Acadesine),0,nearest_neighbor,gaussian,
A549+MCF7,AICAR (Acadesine),0,scgen,gaussian,
A549+MCF7,AICAR (Acadesine),1,real_blend,real,0.0036414942057717797
A549+MCF7,AICAR (Acadesine),1,average_effect,cells,0.1735999638799243
A549+MCF7,AICAR (Acadesine),1,nearest_neighbor,cells,0.3993021733128379
A549+MCF7,AICAR (Acadesine),1,scgen,cells,0.2180860018075246
A549+MCF7,AICAR (Acadesine),1,average_effect,gaussian,
A549+MCF7,AICAR (Acadesine),1,nearest_neighbor,gaussian,
A549+MCF7,AICAR (Acadesine),1,scgen,gaussian,
A549+MCF7,AICAR (Acadesine),2,real_blend,real,0.01980766129495438
A549+MCF7,AICAR (Acadesine),2,average_effect,cells,0.11279833982502907
A549+MCF7,AICAR (Acadesine),2,nearest_neighbor,cells,0.32237609580325305
A549+MCF7,AICAR (Acadesine),2,scgen,cells,0.2310812662375841
A549+MCF7,AICAR (Acadesine),2,average_effect,gaussian,
A549+MCF7,AICAR (Acadesine),2,nearest_neighbor,gaussian,
A549+MCF7,AICAR (Acadesine),2,scgen,gaussian,
A549+MCF7,AICAR (Acadesine),3,real_blend,real,-0.024002987104232078
A549+MCF7,AICAR (Acadesine),3,average_effect,cells,0.10263748216715829
A549+MCF7,AICAR (Acadesine),3,nearest_neighbor,cells,0.36292343601016713
A549+MCF7,AICAR (Acadesine),3,scgen,cells,-0.06393135821392497
A549+MCF7,AICAR (Acadesine),3,average_effect,gaussian,
A549+MCF7,AICAR (Acadesine),3,nearest_neighbor,gaussian,
A549+MCF7,AICAR (Acadesine),3,scgen,gaussian,
A549+MCF7,AICAR (Acadesine),4,real_blend,real,-0.12011206564562998
A549+MCF7,AICAR (Acadesine),4,average_effect,cells,0.02158797827228008
A549+MCF7,AICAR (Acadesine),4,nearest_neighbor,cells,0.29265737337718856
A549+MCF7,AICAR (Acadesine),4,scgen,cells,-0.029997050644517412
A549+MCF7,AICAR (Acadesine),4,average_effect,gaussian,
A549+MCF7,AICAR (Acadesine),4,nearest_neighbor,gaussian,
A549+MCF7,AICAR (Acadesine),4,scgen,gaussian,
A549+MCF7,AICAR (Acadesine),5,real_blend,real,0.01987894227633997
A549+MCF7,AICAR (Acadesine),5,average_effect,cells,0.09041385209570005
A549+MCF7,AICAR (Acadesine),5,nearest_neighbor,cells,0.34093892032043926
A549+MCF7,AICAR (Acadesine),5,scgen,cells,0.13296335683418248
A549+MCF7,AICAR (Acadesine),5,average_effect,gaussian,
A549+MCF7,AICAR (Acadesine),5,nearest_neighbor,gaussian,
A549+MCF7,AICAR (Acadesine),5,scgen,gaussian,
A549+MCF7,AICAR (Acadesine),6,real_blend,real,-0.007642805611731645
A549+MCF7,AICAR (Acadesine),6,average_effect,cells,0.1045290531436844
A549+MCF7,AICAR (Acadesine),6,nearest_neighbor,cells,0.31523435876721423
A549+MCF7,AICAR (Acadesine),6,scgen,cells,0.11870985329117772
A549+MCF7,AICAR (Acadesine),6,average_effect,gaussian,
A549+MCF7,AICAR (Acadesine),6,nearest_neighbor,gaussian,
A549+MCF7,AICAR (Acadesine),6,scgen,gaussian,
A549+MCF7,AICAR (Acadesine),7,real_blend,real,-0.141018829186654
A549+MCF7,AICAR (Acadesine),7,average_effect,cells,0.0718722846335362
A549+MCF7,AICAR (Acadesine),7,nearest_neighbor,cells,0.32861207819813504
A549+MCF7,AICAR (Acadesine),7,scgen,cells,-0.08680137322984609
A549+MCF7,AICAR (Acadesine),7,average_effect,gaussian,
A549+MCF7,AICAR (Acadesine),7,nearest_neighbor,gaussian,
A549+MCF7,AICAR (Acadesine),7,scgen,gaussian,
A549+MCF7,AMG-900,0,real_blend,real,0.20877154647704163
A549+MCF7,AMG-900,0,average_effect,cells,0.564352480323027
A549+MCF7,AMG-900,0,nearest_neighbor,cells,0.738725880244964
A549+MCF7,AMG-900,0,scgen,cells,0.8008479228406237
A549+MCF7,AMG-900,0,average_effect,gaussian,
A549+MCF7,AMG-900,0,nearest_neighbor,gaussian,
A549+MCF7,AMG-900,0,scgen,gaussian,
A549+MCF7,AMG-900,1,real_blend,real,0.24266450500584905
A549+MCF7,AMG-900,1,average_effect,cells,0.5970469872442983
A549+MCF7,AMG-900,1,nearest_neighbor,cells,0.7548012291151421
A549+MCF7,AMG-900,1,scgen,cells,0.841801753881119
A549+MCF7,AMG-900,1,average_effect,gaussian,
A549+MCF7,AMG-900,1,nearest_neighbor,gaussian,-0.5629038976497752
A549+MCF7,AMG-900,1,scgen,gaussian,
A549+MCF7,AMG-900,2,real_blend,real,0.23021436743730228
A549+MCF7,AMG-900,2,average_effect,cells,0.5888967541766773
A549+MCF7,AMG-900,2,nearest_neighbor,cells,0.7363165020173824
A549+MCF7,AMG-900,2,scgen,cells,0.8422120944186507
A549+MCF7,AMG-900,2,average_effect,gaussian,
A549+MCF7,AMG-900,2,nearest_neighbor,gaussian,-0.39869072216623347
A549+MCF7,AMG-900,2,scgen,gaussian,
A549+MCF7,AMG-900,3,real_blend,real,0.2691612615124351
A549+MCF7,AMG-900,3,average_effect,cells,0.620088110242498
A549+MCF7,AMG-900,3,nearest_neighbor,cells,0.7723171832307575
A549+MCF7,AMG-900,3,scgen,cells,0.8280863155375096
A549+MCF7,AMG-900,3,average_effect,gaussian,
A549+MCF7,AMG-900,3,nearest_neighbor,gaussian,-0.46297502753665826
A549+MCF7,AMG-900,3,scgen,gaussian,
A549+MCF7,AMG-900,4,real_blend,real,0.19695837336182576
A549+MCF7,AMG-900,4,average_effect,cells,0.4657962538116786
A549+MCF7,AMG-900,4,nearest_neighbor,cells,0.7042507375739053
A549+MCF7,AMG-900,4,scgen,cells,0.6996958377128183
A549+MCF7,AMG-900,4,average_effect,gaussian,
A549+MCF7,AMG-900,4,nearest_neighbor,gaussian,-0.5120413833047021
A549+MCF7,AMG-900,4,scgen,gaussian,
A549+MCF7,AMG-900,5,real_blend,real,0.18262217411625079
A549+MCF7,AMG-900,5,average_effect,cells,0.624567885162365
A549+MCF7,AMG-900,5,nearest_neighbor,cells,0.7498501017839575
A549+MCF7,AMG-900,5,scgen,cells,0.8427571680852897
A549+MCF7,AMG-900,5,average_effect,gaussian,
A549+MCF7,AMG-900,5,nearest_neighbor,gaussian,-0.35688864725088243
A549+MCF7,AMG-900,5,scgen,gaussian,
A549+MCF7,AMG-900,6,real_blend,real,0.11660504999603524
A549+MCF7,AMG-900,6,average_effect,cells,0.43599343619697306
A549+MCF7,AMG-900,6,nearest_neighbor,cells,0.6732022400245138
A549+MCF7,AMG-900,6,scgen,cells,0.6027055554493552
A549+MCF7,AMG-900,6,average_effect,gaussian,
A549+MCF7,AMG-900,6,nearest_neighbor,gaussian,
A549+MCF7,AMG-900,6,scgen,gaussian,
A549+MCF7,AMG-900,7,real_blend,real,0.3035968031464423
A549+MCF7,AMG-900,7,average_effect,cells,0.5703951815880282
A549+MCF7,AMG-900,7,nearest_neighbor,cells,0.7338052473544651
A549+MCF7,AMG-900,7,scgen,cells,0.7860296524379227
A549+MCF7,AMG-900,7,average_effect,gaussian,
A549+MCF7,AMG-900,7,nearest_neighbor,gaussian,
A549+MCF7,AMG-900,7,scgen,gaussian,
A549+MCF7,AR-42,0,real_blend,real,0.2731861232154616
A549+MCF7,AR-42,0,average_effect,cells,0.8394908464180769
A549+MCF7,AR-42,0,nearest_neighbor,cells,0.9021388888383249
A549+MCF7,AR-42,0,scgen,cells,0.950219890260393
A549+MCF7,AR-42,0,average_effect,gaussian,
A549+MCF7,AR-42,0,nearest_neighbor,gaussian,
A549+MCF7,AR-42,0,scgen,gaussian,
A549+MCF7,AR-42,1,real_blend,real,0.3777430295655411
A549+MCF7,AR-42,1,average_effect,cells,0.8790861060146277
A549+MCF7,AR-42,1,nearest_neighbor,cells,0.9206757162589934
A549+MCF7,AR-42,1,scgen,cells,0.9730712085678206
A549+MCF7,AR-42,1,average_effect,gaussian,
A549+MCF7,AR-42,1,nearest_neighbor,gaussian,
A549+MCF7,AR-42,1,scgen,gaussian,
A549+MCF7,AR-42,2,real_blend,real,0.31397314291889133
A549+MCF7,AR-42,2,average_effect,cells,0.8174091040709397
A549+MCF7,AR-42,2,nearest_neighbor,cells,0.8819729205286175
A549+MCF7,AR-42,2,scgen,cells,0.9496317571546933
A549+MCF7,AR-42,2,average_effect,gaussian,
A549+MCF7,AR-42,2,nearest_neighbor,gaussian,
A549+MCF7,AR-42,2,scgen,gaussian,
A549+MCF7,AR-42,3,real_blend,real,0.31681484423494344
A549+MCF7,AR-42,3,average_effect,cells,0.8504549198613075
A549+MCF7,AR-42,3,nearest_neighbor,cells,0.9033970097271959
A549+MCF7,AR-42,3,scgen,cells,0.950784505900389
A549+MCF7,AR-42,3,average_effect,gaussian,
A549+MCF7,AR-42,3,nearest_neighbor,gaussian,
A549+MCF7,AR-42,3,scgen,gaussian,
A549+MCF7,AR-42,4,real_blend,real,0.3305394001890037
A549+MCF7,AR-42,4,average_effect,cells,0.8351714124340541
A549+MCF7,AR-42,4,nearest_neighbor,cells,0.8904221576795252
A549+MCF7,AR-42,4,scgen,cells,0.9375809808697024
A549+MCF7,AR-42,4,average_effect,gaussian,
A549+MCF7,AR-42,4,nearest_neighbor,gaussian,
A549+MCF7,AR-42,4,scgen,gaussian,
A549+MCF7,AR-42,5,real_blend,real,0.307310632506896
A549+MCF7,AR-42,5,average_effect,cells,0.8490628575374052
A549+MCF7,AR-42,5,nearest_neighbor,cells,0.9067079692062853
A549+MCF7,AR-42,5,scgen,cells,0.9529225820127085
A549+MCF7,AR-42,5,average_effect,gaussian,
A549+MCF7,AR-42,5,nearest_neighbor,gaussian,
A549+MCF7,AR-42,5,scgen,gaussian,
A549+MCF7,AR-42,6,real_blend,real,0.3615742036369766
A549+MCF7,AR-42,6,average_effect,cells,0.8451678881306783
A549+MCF7,AR-42,6,nearest_neighbor,cells,0.8959079339692056
A549+MCF7,AR-42,6,scgen,cells,0.9303714404515986
A549+MCF7,AR-42,6,average_effect,gaussian,
A549+MCF7,AR-42,6,nearest_neighbor,gaussian,
A549+MCF7,AR-42,6,scgen,gaussian,
A549+MCF7,AR-42,7,real_blend,real,0.38521999780069466
A549+MCF7,AR-42,7,average_effect,cells,0.8462786102310739
A549+MCF7,AR-42,7,nearest_neighbor,cells,0.9019559455192097
A549+MCF7,AR-42,7,scgen,cells,0.952213921163471
A549+MCF7,AR-42,7,average_effect,gaussian,
A549+MCF7,AR-42,7,nearest_neighbor,gaussian,
A549+MCF7,AR-42,7,scgen,gaussian,
K562+MCF7,(+)-JQ1,0,real_blend,real,0.08672175163282511
K562+MCF7,(+)-JQ1,0,average_effect,cells,0.7235218236842758
K562+MCF7,(+)-JQ1,0,nearest_neighbor,cells,0.8719708131711332
K562+MCF7,(+)-JQ1,0,scgen,cells,0.8711095654329526
K562+MCF7,(+)-JQ1,0,average_effect,gaussian,
K562+MCF7,(+)-JQ1,0,nearest_neighbor,gaussian,-0.43442548610350723
K562+MCF7,(+)-JQ1,0,scgen,gaussian,
K562+MCF7,(+)-JQ1,1,real_blend,real,0.0803008158554376
K562+MCF7,(+)-JQ1,1,average_effect,cells,0.6497378436424021
K562+MCF7,(+)-JQ1,1,nearest_neighbor,cells,0.8205021943023293
K562+MCF7,(+)-JQ1,1,scgen,cells,0.8501287638125066
K562+MCF7,(+)-JQ1,1,average_effect,gaussian,
K562+MCF7,(+)-JQ1,1,nearest_neighbor,gaussian,-0.348745668137429
K562+MCF7,(+)-JQ1,1,scgen,gaussian,
K562+MCF7,(+)-JQ1,2,real_blend,real,0.10337607960364806
K562+MCF7,(+)-JQ1,2,average_effect,cells,0.6429537033968391
K562+MCF7,(+)-JQ1,2,nearest_neighbor,cells,0.8408665297839643
K562+MCF7,(+)-JQ1,2,scgen,cells,0.8444596993909366
K562+MCF7,(+)-JQ1,2,average_effect,gaussian,
K562+MCF7,(+)-JQ1,2,nearest_neighbor,gaussian,-0.4005668097208788
K562+MCF7,(+)-JQ1,2,scgen,gaussian,
K562+MCF7,(+)-JQ1,3,real_blend,real,0.0928731785335752
K562+MCF7,(+)-JQ1,3,average_effect,cells,0.6512957003820957
K562+MCF7,(+)-JQ1,3,nearest_neighbor,cells,0.8141197089183119
K562+MCF7,(+)-JQ1,3,scgen,cells,0.8817617329918913
K562+MCF7,(+)-JQ1,3,average_effect,gaussian,
K562+MCF7,(+)-JQ1,3,nearest_neighbor,gaussian,-0.40811478350619207
K562+MCF7,(+)-JQ1,3,scgen,gaussian,
K562+MCF7,(+)-JQ1,4,real_blend,real,0.09931990177872754
K562+MCF7,(+)-JQ1,4,average_effect,cells,0.6815266808097533
K562+MCF7,(+)-JQ1,4,nearest_neighbor,cells,0.8556741683412227
K562+MCF7,(+)-JQ1,4,scgen,cells,0.8135061663401157
K562+MCF7,(+)-JQ1,4,average_effect,gaussian,
K562+MCF7,(+)-JQ1,4,nearest_neighbor,gaussian,-0.42645678115625196
K562+MCF7,(+)-JQ1,4,scgen,gaussian,
K562+MCF7,(+)-JQ1,5,real_blend,real,0.11360718807777549
K562+MCF7,(+)-JQ1,5,average_effect,cells,0.6790026890546786
K562+MCF7,(+)-JQ1,5,nearest_neighbor,cells,0.863744180530377
K562+MCF7,(+)-JQ1,5,scgen,cells,0.8529399839814485
K562+MCF7,(+)-JQ1,5,average_effect,gaussian,
K562+MCF7,(+)-JQ1,5,nearest_neighbor,gaussian,-0.4362686534098762
K562+MCF7,(+)-JQ1,5,scgen,gaussian,
K562+MCF7,(+)-JQ1,6,real_blend,real,0.07646887068112
K562+MCF7,(+)-JQ1,6,average_effect,cells,0.6864761506756071
K562+MCF7,(+)-JQ1,6,nearest_neighbor,cells,0.8140152372321577
K562+MCF7,(+)-JQ1,6,scgen,cells,0.81989875843253
K562+MCF7,(+)-JQ1,6,average_effect,gaussian,
K562+MCF7,(+)-JQ1,6,nearest_neighbor,gaussian,-0.4351538849480869
K562+MCF7,(+)-JQ1,6,scgen,gaussian,
K562+MCF7,(+)-JQ1,7,real_blend,real,0.08531299722363044
K562+MCF7,(+)-JQ1,7,average_effect,cells,0.6894414804110507
K562+MCF7,(+)-JQ1,7,nearest_neighbor,cells,0.8486447177752939
K562+MCF7,(+)-JQ1,7,scgen,cells,0.8565117677005418
K562+MCF7,(+)-JQ1,7,average_effect,gaussian,
K562+MCF7,(+)-JQ1,7,nearest_neighbor,gaussian,
K562+MCF7,(+)-JQ1,7,scgen,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),0,real_blend,real,-0.038642048637218256
K562+MCF7,2-Methoxyestradiol (2-MeOE2),0,average_effect,cells,0.25419872553891887
K562+MCF7,2-Methoxyestradiol (2-MeOE2),0,nearest_neighbor,cells,0.4902890315906116
K562+MCF7,2-Methoxyestradiol (2-MeOE2),0,scgen,cells,0.3412761336987675
K562+MCF7,2-Methoxyestradiol (2-MeOE2),0,average_effect,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),0,nearest_neighbor,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),0,scgen,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),1,real_blend,real,0.0318286789077576
K562+MCF7,2-Methoxyestradiol (2-MeOE2),1,average_effect,cells,0.1583562045041525
K562+MCF7,2-Methoxyestradiol (2-MeOE2),1,nearest_neighbor,cells,0.3967612520477076
K562+MCF7,2-Methoxyestradiol (2-MeOE2),1,scgen,cells,0.24900271873067667
K562+MCF7,2-Methoxyestradiol (2-MeOE2),1,average_effect,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),1,nearest_neighbor,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),1,scgen,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),2,real_blend,real,-0.07353676021434093
K562+MCF7,2-Methoxyestradiol (2-MeOE2),2,average_effect,cells,0.10725361537297308
K562+MCF7,2-Methoxyestradiol (2-MeOE2),2,nearest_neighbor,cells,0.4197250312256491
K562+MCF7,2-Methoxyestradiol (2-MeOE2),2,scgen,cells,0.0065934024097304735
K562+MCF7,2-Methoxyestradiol (2-MeOE2),2,average_effect,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),2,nearest_neighbor,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),2,scgen,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),3,real_blend,real,0.007750262910199364
K562+MCF7,2-Methoxyestradiol (2-MeOE2),3,average_effect,cells,0.16784121789556122
K562+MCF7,2-Methoxyestradiol (2-MeOE2),3,nearest_neighbor,cells,0.4476666519823827
K562+MCF7,2-Methoxyestradiol (2-MeOE2),3,scgen,cells,0.3408321994310117
K562+MCF7,2-Methoxyestradiol (2-MeOE2),3,average_effect,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),3,nearest_neighbor,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),3,scgen,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),4,real_blend,real,0.003960583149979667
K562+MCF7,2-Methoxyestradiol (2-MeOE2),4,average_effect,cells,0.21731719821485598
K562+MCF7,2-Methoxyestradiol (2-MeOE2),4,nearest_neighbor,cells,0.4467668759980325
K562+MCF7,2-Methoxyestradiol (2-MeOE2),4,scgen,cells,0.279826955279006
K562+MCF7,2-Methoxyestradiol (2-MeOE2),4,average_effect,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),4,nearest_neighbor,gaussian,-0.4420431368699166
K562+MCF7,2-Methoxyestradiol (2-MeOE2),4,scgen,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),5,real_blend,real,-0.011085916535022701
K562+MCF7,2-Methoxyestradiol (2-MeOE2),5,average_effect,cells,0.1706612343827361
K562+MCF7,2-Methoxyestradiol (2-MeOE2),5,nearest_neighbor,cells,0.4458060641724932
K562+MCF7,2-Methoxyestradiol (2-MeOE2),5,scgen,cells,0.15507533722019554
K562+MCF7,2-Methoxyestradiol (2-MeOE2),5,average_effect,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),5,nearest_neighbor,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),5,scgen,gaussian,
K562+MCF7,2-Methoxyestradiol (2-MeOE2),6,real_blend,real,0.01220984802354143
K562+MCF7,2-Methoxyestradiol (2-MeOE2),6,average_effect,cells,0.23845879363955055
