cell_line,drug,n_per_arm,A_sup,A_unsup,G
H4,LB-100,276,0.6340579710144928,0.5326086956521738,0.10144927536231896
H4,LJI308,137,0.8357664233576643,0.7372262773722628,0.0985401459854015
H4,LY2090314,300,0.74,0.5316666666666666,0.20833333333333337
H4,Lapatinib ditosylate,300,0.6766666666666666,0.5333333333333333,0.1433333333333333
H4,MK-3903,211,0.8554502369668247,0.533175355450237,0.3222748815165877
H4,MK-8353,266,0.6973684210526315,0.5225563909774437,0.17481203007518786
H4,ML264,300,0.795,0.63,0.16500000000000004
H4,Methylprednisolone succinate,213,0.6549295774647887,0.5046948356807511,0.15023474178403762
H4,Minodronic acid,300,0.7733333333333333,0.5133333333333333,0.26
H4,NG25,112,0.9107142857142857,0.7857142857142857,0.125
H4,NVP-BHG712,300,0.7716666666666666,0.565,0.20666666666666667
H4,OTS514,118,0.7542372881355932,0.5254237288135593,0.22881355932203395
H4,Oleic acid,272,0.6764705882352942,0.5661764705882353,0.11029411764705888
H4,Oxaliplatin,300,0.7766666666666666,0.5083333333333333,0.2683333333333333
H4,PF-06260933,203,0.8719211822660099,0.7389162561576355,0.13300492610837444
H4,PH-797804,300,0.915,0.6383333333333333,0.2766666666666667
H4,Paclitaxel,300,0.8683333333333333,0.5066666666666666,0.3616666666666667
H4,Pemigatinib,198,0.6994949494949495,0.5252525252525253,0.1742424242424242
H4,Pimitespib,146,0.660958904109589,0.5273972602739726,0.13356164383561642
H4,Pralsetinib,202,0.8465346534653465,0.5321782178217822,0.3143564356435643
H4,RMC-6236,300,0.945,0.9033333333333333,0.04166666666666663
H4,Ralimetinib dimesylate,300,0.795,0.5183333333333333,0.2766666666666667
H4,Regorafenib,298,0.7919463087248322,0.5721476510067114,0.2197986577181208
H4,SBI-0640756,185,0.6675675675675675,0.5675675675675675,0.09999999999999998
H4,Sapanisertib,300,0.9583333333333334,0.8049999999999999,0.15333333333333343
H4,TAK-733,288,0.9565972222222222,0.8871527777777778,0.06944444444444442
H4,TAK-901,300,0.995,0.9916666666666667,0.0033333333333332993
H4,Temuterkib,300,0.81,0.6333333333333333,0.17666666666666675
H4,Tomivosertib,300,0.7583333333333333,0.63,0.1283333333333333
H4,Torkinib,133,0.7518796992481203,0.5,0.25187969924812026
H4,Trametinib,300,0.9633333333333334,0.9033333333333333,0.06000000000000005
H4,Tubulin inhibitor 6,225,0.6933333333333334,0.5488888888888889,0.1444444444444445
H4,Tucatinib,300,0.765,0.56,0.20499999999999996
H4,ULK-101,141,0.7375886524822695,0.6063829787234043,0.13120567375886516
H4,Vemurafenib,300,0.7566666666666667,0.5866666666666667,0.17000000000000004
H4,Volasertib,202,0.6905940594059405,0.6188118811881188,0.07178217821782173
H4,XRK3F2,300,0.8216666666666667,0.5266666666666666,0.29500000000000004
H4,c-Kit-IN-1,201,0.945273631840796,0.6169154228855721,0.32835820895522394
H4,olaparib,186,0.8279569892473119,0.6048387096774194,0.2231182795698925
H4,palbociclib,300,0.8,0.5333333333333333,0.2666666666666667
H4,venetoclax,216,0.9351851851851852,0.8587962962962963,0.07638888888888895
H4,vincristine,101,0.8762376237623762,0.7574257425742574,0.1188118811881188
HCT15,4EGI-1,133,0.7142857142857143,0.5263157894736843,0.18796992481203
HCT15,9-ING-41,300,0.7083333333333334,0.5066666666666667,0.20166666666666666
HCT15,APTO-253,300,0.6483333333333333,0.535,0.11333333333333329
HCT15,AT7519,300,0.6283333333333333,0.56,0.06833333333333325
HCT15,AZD-7648,206,0.7621359223300971,0.5121359223300971,0.25
HCT15,AZD-8055,300,0.7716666666666666,0.6,0.17166666666666663
HCT15,AZD1390,199,0.7185929648241206,0.5552763819095478,0.16331658291457285
HCT15,AZD2858,190,0.5631578947368421,0.5263157894736842,0.0368421052631579
HCT15,Abemaciclib,300,0.8283333333333334,0.5783333333333334,0.25
HCT15,Adagrasib,221,0.6085972850678733,0.5452488687782805,0.06334841628959276
HCT15,Afatinib,300,0.905,0.665,0.24
HCT15,Anastrozole,300,0.645,0.5016666666666667,0.1433333333333333
HCT15,BAY1125976,300,0.825,0.6333333333333333,0.19166666666666665
HCT15,BI-3406,300,0.865,0.5866666666666667,0.2783333333333333
HCT15,BI-78D3,300,0.6483333333333333,0.515,0.1333333333333333
HCT15,Belumosudil (mesylate),191,0.7486910994764397,0.5863874345549738,0.16230366492146597
HCT15,Bentamapimod,300,0.6933333333333334,0.5233333333333333,0.17000000000000004
HCT15,Bimiralisib,300,0.9283333333333333,0.66,0.2683333333333333
HCT15,Binimetinib,172,0.8255813953488372,0.5901162790697674,0.23546511627906985
HCT15,Bortezomib,240,0.9666666666666667,0.95,0.01666666666666672
HCT15,Brivudine,300,0.9166666666666666,0.6016666666666667,0.31499999999999995
HCT15,CP21R7,255,0.7,0.5431372549019607,0.1568627450980392
HCT15,Capivasertib,232,0.6120689655172413,0.5431034482758621,0.06896551724137923
HCT15,Capmatinib,167,0.7544910179640718,0.5568862275449101,0.19760479041916168
HCT15,Celecoxib,230,0.6043478260869565,0.5304347826086957,0.07391304347826078
HCT15,DT-061,172,0.7093023255813954,0.5436046511627907,0.16569767441860472
HCT15,DTP3,183,0.6502732240437158,0.5437158469945356,0.10655737704918022
HCT15,Dabrafenib,300,0.77,0.6116666666666667,0.15833333333333333
HCT15,ERK5-IN-2,300,0.7683333333333333,0.5733333333333333,0.19500000000000006
HCT15,ETC-206,300,0.61,0.5383333333333333,0.07166666666666666
HCT15,EX229,300,0.8133333333333334,0.6066666666666667,0.20666666666666667
HCT15,Elimusertib hydrochloride,124,0.8064516129032258,0.6612903225806451,0.14516129032258063
HCT15,Encorafenib,300,0.7766666666666666,0.5933333333333334,0.18333333333333324
HCT15,Erdafitinib ,300,0.615,0.5066666666666667,0.10833333333333328
HCT15,Everolimus,300,0.6033333333333334,0.5283333333333333,0.07500000000000007
HCT15,Futibatinib,148,0.6824324324324325,0.5405405405405406,0.14189189189189189
HCT15,GSK1059615,300,0.905,0.5183333333333333,0.3866666666666667
HCT15,Gemcitabine,300,0.6583333333333333,0.5116666666666667,0.1466666666666666
HCT15,HI-TOPK-032,263,0.8574144486692015,0.5684410646387833,0.28897338403041817
HCT15,Hydroxyfasudil,213,0.6126760563380281,0.5140845070422535,0.09859154929577463
HCT15,IQ 1,134,0.6865671641791045,0.5261194029850746,0.16044776119402981
HCT15,Infigratinib,300,0.8083333333333333,0.6416666666666667,0.16666666666666663
HCT15,Ipatasertib,300,0.74,0.5733333333333333,0.16666666666666674
HCT15,Irinotecan,300,0.7033333333333334,0.5016666666666667,0.20166666666666666
HCT15,Ixazomib,230,0.7565217391304347,0.5826086956521739,0.17391304347826086
HCT15,LB-100,300,0.655,0.5333333333333333,0.1216666666666667
HCT15,LJI308,174,0.6379310344827587,0.5603448275862069,0.07758620689655182
HCT15,LY2090314,300,0.6433333333333333,0.54,0.10333333333333328
HCT15,Lapatinib ditosylate,300,0.5883333333333334,0.5216666666666667,0.06666666666666665
HCT15,Lonafarnib,132,0.8598484848484849,0.5037878787878788,0.3560606060606061
HCT15,MK-3903,197,0.7614213197969543,0.6421319796954315,0.11928934010152281
HCT15,MK-8353,270,0.6370370370370371,0.5111111111111111,0.125925925925926
HCT15,ML264,300,0.705,0.56,0.1449999999999999
HCT15,Methylprednisolone succinate,292,0.625,0.5154109589041096,0.1095890410958904
HCT15,Minodronic acid,300,0.695,0.505,0.18999999999999995
HCT15,NG25,178,0.8314606741573034,0.5955056179775281,0.2359550561797753
HCT15,NVP-BHG712,300,0.6816666666666666,0.51,0.17166666666666663
HCT15,Oleic acid,300,0.6416666666666667,0.5183333333333333,0.1233333333333334
HCT15,Oxaliplatin,300,0.7133333333333334,0.5683333333333334,0.14500000000000002
HCT15,PF-06260933,255,0.8549019607843137,0.6490196078431373,0.2058823529411764
HCT15,PH-797804,269,0.8197026022304833,0.6319702602230484,0.18773234200743494
HCT15,Paclitaxel,300,0.7666666666666667,0.5066666666666667,0.26
HCT15,Pemigatinib,197,0.6243654822335025,0.5,0.12436548223350252
HCT15,Pimitespib,150,0.6633333333333333,0.5033333333333334,0.15999999999999992
HCT15,Pralsetinib,190,0.7710526315789473,0.6026315789473684,0.16842105263157892
HCT15,RMC-6236,300,0.9,0.6916666666666667,0.20833333333333337
HCT15,Ralimetinib dimesylate,300,0.6916666666666667,0.5133333333333333,0.17833333333333334
HCT15,Regorafenib,300,0.73,0.5266666666666666,0.20333333333333337
HCT15,SBI-0640756,221,0.6312217194570136,0.5384615384615384,0.09276018099547512
HCT15,Sapanisertib,300,0.8,0.6316666666666666,0.16833333333333345
HCT15,TAK-733,300,0.8133333333333334,0.565,0.2483333333333334
HCT15,TAK-901,300,0.9766666666666667,0.8916666666666666,0.08500000000000008
HCT15,Temuterkib,300,0.6983333333333334,0.555,0.1433333333333333
HCT15,Tomivosertib,300,0.7416666666666667,0.6033333333333334,0.1383333333333333
HCT15,Torkinib,157,0.7356687898089171,0.5700636942675159,0.16560509554140124
HCT15,Trametinib,300,0.9216666666666666,0.6233333333333333,0.29833333333333334
HCT15,Tubulin inhibitor 6,250,0.614,0.502,0.11199999999999999
HCT15,Tucatinib,300,0.655,0.5116666666666667,0.1433333333333333
HCT15,ULK-101,159,0.6855345911949685,0.5408805031446541,0.14465408805031443
HCT15,Vemurafenib,300,0.7516666666666667,0.5316666666666667,0.21999999999999997
HCT15,Volasertib,300,0.6416666666666667,0.5333333333333333,0.10833333333333339
HCT15,XRK3F2,300,0.7566666666666667,0.5316666666666667,0.22499999999999998
HCT15,c-Kit-IN-1,300,0.77,0.5966666666666667,0.17333333333333334
HCT15,olaparib,300,0.71,0.5616666666666666,0.14833333333333332
HCT15,palbociclib,284,0.8133802816901409,0.6390845070422535,0.17429577464788737
HCT15,venetoclax,230,0.9,0.7434782608695651,0.15652173913043488
HCT15,vincristine,187,0.7914438502673797,0.5213903743315508,0.27005347593582896
HEC-1-A,4EGI-1,300,0.785,0.5083333333333333,0.2766666666666667
HEC-1-A,9-ING-41,300,0.7883333333333333,0.5266666666666666,0.2616666666666667
HEC-1-A,APTO-253,300,0.6816666666666666,0.53,0.15166666666666662
HEC-1-A,AT7519,300,0.6483333333333333,0.5166666666666666,0.1316666666666667
HEC-1-A,AZD-7648,300,0.9233333333333333,0.545,0.3783333333333333
HEC-1-A,AZD-8055,300,0.9066666666666666,0.7783333333333333,0.1283333333333333
HEC-1-A,AZD1390,300,0.7566666666666667,0.5683333333333334,0.18833333333333335
HEC-1-A,AZD2858,300,0.6933333333333334,0.525,0.16833333333333333
HEC-1-A,Abemaciclib,300,0.895,0.7316666666666667,0.16333333333333333
HEC-1-A,Adagrasib,300,0.6366666666666667,0.5733333333333333,0.06333333333333346
HEC-1-A,Afatinib,300,0.9533333333333334,0.7883333333333333,0.16500000000000004
HEC-1-A,Alpelisib,300,0.9333333333333333,0.7166666666666667,0.21666666666666667
HEC-1-A,Anastrozole,300,0.665,0.5566666666666666,0.10833333333333339
HEC-1-A,BAY1125976,300,0.8966666666666666,0.73,0.16666666666666663
HEC-1-A,BI-3406,300,0.9316666666666666,0.71,0.22166666666666668
HEC-1-A,BI-78D3,300,0.7066666666666667,0.5316666666666667,0.17499999999999993
HEC-1-A,Belumosudil (mesylate),300,0.7333333333333333,0.51,0.22333333333333327
HEC-1-A,Belzutifan,300,0.8666666666666667,0.515,0.3516666666666667
HEC-1-A,Bentamapimod,300,0.7066666666666667,0.5216666666666666,0.18500000000000005
HEC-1-A,Bimiralisib,300,0.945,0.8533333333333333,0.09166666666666667
HEC-1-A,Binimetinib,300,0.92,0.7116666666666667,0.20833333333333337
HEC-1-A,Bortezomib,300,0.98,0.9383333333333334,0.04166666666666663
HEC-1-A,Brivudine,300,0.9283333333333333,0.8483333333333334,0.07999999999999996
HEC-1-A,CP21R7,300,0.6816666666666666,0.5333333333333333,0.14833333333333332
HEC-1-A,Capivasertib,300,0.6883333333333334,0.5333333333333333,0.15500000000000003
HEC-1-A,Capmatinib,300,0.855,0.5283333333333333,0.32666666666666666
HEC-1-A,Celecoxib,300,0.6533333333333333,0.525,0.1283333333333333
HEC-1-A,DT-061,300,0.86,0.5116666666666667,0.3483333333333333
HEC-1-A,DTP3,300,0.8533333333333334,0.5083333333333333,0.3450000000000001
HEC-1-A,Dabrafenib,300,0.825,0.5883333333333334,0.23666666666666658
HEC-1-A,ERK5-IN-2,300,0.8983333333333333,0.6466666666666666,0.2516666666666667
HEC-1-A,ETC-206,300,0.6783333333333333,0.5333333333333333,0.14500000000000002
HEC-1-A,EX229,300,0.9,0.7433333333333334,0.15666666666666662
HEC-1-A,Elimusertib hydrochloride,300,0.9,0.5783333333333334,0.32166666666666666
HEC-1-A,Encorafenib,300,0.8366666666666667,0.5133333333333333,0.32333333333333336
HEC-1-A,Erdafitinib ,300,0.7483333333333333,0.5583333333333333,0.18999999999999995
HEC-1-A,Everolimus,300,0.6866666666666666,0.5466666666666666,0.14
HEC-1-A,Futibatinib,300,0.735,0.585,0.15000000000000002
HEC-1-A,GSK1059615,300,0.97,0.87,0.09999999999999998
HEC-1-A,Gemcitabine,300,0.76,0.51,0.25
HEC-1-A,HI-TOPK-032,300,0.8983333333333333,0.7016666666666667,0.19666666666666666
HEC-1-A,Hydroxyfasudil,300,0.6516666666666666,0.5233333333333333,0.1283333333333333
HEC-1-A,IQ 1,300,0.86,0.5516666666666667,0.30833333333333324
HEC-1-A,Infigratinib,300,0.8083333333333333,0.5416666666666667,0.2666666666666666
HEC-1-A,Ipatasertib,300,0.8216666666666667,0.5083333333333333,0.31333333333333335
HEC-1-A,Irinotecan,300,0.7583333333333333,0.5316666666666667,0.22666666666666657
HEC-1-A,Ixazomib,300,0.8666666666666667,0.5483333333333333,0.31833333333333336
HEC-1-A,LB-100,300,0.6683333333333333,0.515,0.15333333333333332
HEC-1-A,LJI308,300,0.71,0.5983333333333334,0.11166666666666658
HEC-1-A,LY-2584702 (tosylate salt),300,0.7366666666666667,0.5016666666666667,0.235
HEC-1-A,LY2090314,300,0.7033333333333334,0.5483333333333333,0.15500000000000003
HEC-1-A,Lapatinib ditosylate,300,0.6883333333333334,0.5283333333333333,0.16000000000000003
HEC-1-A,MK-3903,300,0.8883333333333333,0.535,0.3533333333333333
HEC-1-A,MK-8353,300,0.6783333333333333,0.5516666666666667,0.1266666666666666
HEC-1-A,ML264,300,0.7933333333333333,0.51,0.2833333333333333
HEC-1-A,Methylprednisolone succinate,300,0.6716666666666666,0.56,0.11166666666666658
HEC-1-A,Minodronic acid,300,0.755,0.5266666666666666,0.2283333333333334
HEC-1-A,NG25,300,0.9366666666666666,0.5183333333333333,0.41833333333333333
HEC-1-A,NVP-BHG712,300,0.7516666666666667,0.5433333333333333,0.20833333333333337
HEC-1-A,OTS514,300,0.78,0.5533333333333333,0.22666666666666668
HEC-1-A,Oleic acid,300,0.65,0.5433333333333333,0.10666666666666669
HEC-1-A,Oxaliplatin,300,0.7183333333333334,0.565,0.15333333333333343
HEC-1-A,PF-06260933,300,0.875,0.5466666666666666,0.32833333333333337
HEC-1-A,PH-797804,300,0.98,0.9766666666666667,0.0033333333333332993
HEC-1-A,Paclitaxel,300,0.85,0.5416666666666667,0.30833333333333324
HEC-1-A,Pemigatinib,300,0.7316666666666667,0.5033333333333333,0.2283333333333334
HEC-1-A,Pimitespib,300,0.665,0.5533333333333333,0.11166666666666669
HEC-1-A,Pralsetinib,300,0.8,0.5933333333333334,0.20666666666666667
HEC-1-A,RMC-6236,300,0.9466666666666667,0.7,0.2466666666666667
HEC-1-A,Ralimetinib dimesylate,300,0.7316666666666667,0.5133333333333333,0.21833333333333338
HEC-1-A,Regorafenib,300,0.79,0.5133333333333333,0.2766666666666667
HEC-1-A,SBI-0640756,300,0.72,0.5133333333333333,0.20666666666666667
HEC-1-A,Sapanisertib,300,0.8933333333333333,0.6016666666666667,0.29166666666666663
HEC-1-A,Sonidegib,300,0.6983333333333334,0.5966666666666667,0.10166666666666668
HEC-1-A,TAK-733,300,0.93,0.84,0.09000000000000008
HEC-1-A,TAK-901,300,0.9816666666666667,0.9683333333333334,0.013333333333333308
HEC-1-A,Temuterkib,300,0.7766666666666666,0.555,0.22166666666666657
HEC-1-A,Tomivosertib,300,0.7666666666666667,0.6416666666666666,0.1250000000000001
HEC-1-A,Torkinib,300,0.7283333333333334,0.5483333333333333,0.18000000000000005
HEC-1-A,Trametinib,300,0.9483333333333334,0.81,0.1383333333333333
HEC-1-A,Tubulin inhibitor 6,300,0.7016666666666667,0.5433333333333333,0.15833333333333333
HEC-1-A,Tucatinib,300,0.7416666666666667,0.5466666666666666,0.19500000000000006
HEC-1-A,ULK-101,300,0.7683333333333333,0.5549999999999999,0.21333333333333337
HEC-1-A,Vemurafenib,300,0.8716666666666667,0.5633333333333334,0.30833333333333335
HEC-1-A,Volasertib,300,0.7,0.5083333333333333,0.19166666666666665
HEC-1-A,XRK3F2,300,0.86,0.5666666666666667,0.29333333333333333
HEC-1-A,c-Kit-IN-1,300,0.9083333333333333,0.7066666666666667,0.20166666666666666
HEC-1-A,olaparib,300,0.7116666666666667,0.5733333333333334,0.1383333333333333
HEC-1-A,palbociclib,300,0.9166666666666666,0.675,0.24166666666666659
HEC-1-A,venetoclax,300,0.91,0.885,0.025000000000000022
HEC-1-A,vincristine,300,0.765,0.5266666666666666,0.2383333333333334
HOP62,4EGI-1,300,0.8683333333333333,0.51,0.3583333333333333
HOP62,9-ING-41,300,0.8066666666666666,0.5883333333333334,0.21833333333333327
HOP62,APTO-253,300,0.7783333333333333,0.5833333333333333,0.19500000000000006
HOP62,AT7519,300,0.72,0.5366666666666666,0.18333333333333335
HOP62,AZD-7648,300,0.9066666666666666,0.7983333333333333,0.10833333333333328
HOP62,AZD-8055,300,0.9183333333333333,0.775,0.1433333333333333
HOP62,AZD1390,300,0.7983333333333333,0.5133333333333333,0.28500000000000003
HOP62,AZD2858,300,0.7466666666666667,0.5349999999999999,0.21166666666666678
HOP62,Abemaciclib,300,0.9316666666666666,0.79,0.1416666666666666
HOP62,Adagrasib,300,0.7983333333333333,0.6166666666666667,0.18166666666666664
HOP62,Afatinib,300,0.9583333333333334,0.8583333333333334,0.09999999999999998
HOP62,Alpelisib,300,0.93,0.8316666666666667,0.09833333333333338
HOP62,Anastrozole,300,0.7483333333333333,0.515,0.23333333333333328
HOP62,BAY1125976,300,0.9166666666666666,0.685,0.23166666666666658
HOP62,BI-3406,300,0.9483333333333334,0.875,0.07333333333333336
HOP62,BI-78D3,300,0.7366666666666667,0.52,0.21666666666666667
HOP62,Belumosudil (mesylate),300,0.7766666666666666,0.5916666666666667,0.18499999999999994
HOP62,Belzutifan,300,0.875,0.5133333333333333,0.3616666666666667
HOP62,Bentamapimod,300,0.7816666666666666,0.505,0.2766666666666666
HOP62,Bimiralisib,300,0.9733333333333334,0.9066666666666666,0.06666666666666676
HOP62,Binimetinib,300,0.9566666666666667,0.8833333333333333,0.07333333333333336
HOP62,Bortezomib,300,0.9666666666666667,0.955,0.011666666666666714
HOP62,Brivudine,300,0.98,0.9283333333333333,0.05166666666666664
HOP62,CP21R7,300,0.6866666666666666,0.53,0.15666666666666662
HOP62,Capivasertib,300,0.7466666666666667,0.5316666666666666,0.21500000000000008
HOP62,Capmatinib,300,0.9316666666666666,0.845,0.08666666666666667
HOP62,Celecoxib,300,0.6866666666666666,0.5316666666666667,0.15499999999999992
HOP62,DT-061,300,0.8433333333333334,0.6333333333333333,0.21000000000000008
HOP62,DTP3,300,0.8366666666666667,0.565,0.2716666666666667
HOP62,Dabrafenib,300,0.865,0.6516666666666666,0.21333333333333337
HOP62,ERK5-IN-2,300,0.9266666666666666,0.8266666666666667,0.09999999999999998
HOP62,ETC-206,300,0.7183333333333334,0.51,0.20833333333333337
HOP62,EX229,300,0.9216666666666666,0.8233333333333334,0.09833333333333327
HOP62,Elimusertib hydrochloride,300,0.9533333333333334,0.9083333333333333,0.04500000000000004
HOP62,Encorafenib,300,0.9016666666666666,0.6516666666666666,0.25
HOP62,Erdafitinib ,300,0.78,0.5083333333333333,0.2716666666666667
HOP62,Everolimus,300,0.6733333333333333,0.505,0.16833333333333333
HOP62,Futibatinib,300,0.815,0.5983333333333334,0.21666666666666656
HOP62,GSK1059615,300,0.9516666666666667,0.8533333333333333,0.09833333333333338
HOP62,Gemcitabine,300,0.7416666666666667,0.5800000000000001,0.16166666666666663
HOP62,HI-TOPK-032,300,0.9516666666666667,0.8966666666666666,0.05500000000000005
HOP62,Hydroxyfasudil,300,0.7483333333333333,0.615,0.1333333333333333
HOP62,IQ 1,300,0.8766666666666667,0.6966666666666667,0.18000000000000005
HOP62,Infigratinib,300,0.8666666666666667,0.5016666666666667,0.365
HOP62,Ipatasertib,300,0.885,0.5583333333333333,0.32666666666666666
HOP62,Irinotecan,300,0.83,0.6166666666666667,0.21333333333333326
HOP62,Ixazomib,300,0.93,0.8816666666666667,0.04833333333333334
HOP62,LB-100,300,0.7,0.5133333333333333,0.18666666666666665
HOP62,LJI308,300,0.77,0.595,0.17500000000000004
HOP62,LY-2584702 (tosylate salt),300,0.825,0.625,0.19999999999999996
HOP62,LY2090314,300,0.7216666666666667,0.5166666666666666,0.20500000000000007
HOP62,Lapatinib ditosylate,300,0.7516666666666667,0.6133333333333333,0.13833333333333342
HOP62,Lonafarnib,129,0.9806201550387597,0.9767441860465116,0.003875968992248069
HOP62,MK-3903,300,0.8783333333333333,0.6416666666666667,0.23666666666666658
HOP62,MK-8353,300,0.74,0.5116666666666667,0.22833333333333328
HOP62,ML264,300,0.8116666666666666,0.5133333333333333,0.29833333333333334
HOP62,Methylprednisolone succinate,300,0.7133333333333334,0.545,0.16833333333333333
HOP62,Minodronic acid,300,0.7616666666666667,0.5183333333333333,0.2433333333333334
HOP62,NG25,300,0.9633333333333334,0.9083333333333333,0.05500000000000005
HOP62,NVP-BHG712,300,0.8266666666666667,0.555,0.2716666666666666
HOP62,OTS514,300,0.7933333333333333,0.5166666666666666,0.2766666666666667
HOP62,Oleic acid,300,0.7166666666666667,0.5183333333333333,0.19833333333333336
HOP62,Oxaliplatin,300,0.7616666666666667,0.5349999999999999,0.2266666666666668
HOP62,PF-06260933,300,0.9433333333333334,0.7016666666666667,0.2416666666666667
HOP62,PH-797804,300,0.9883333333333333,0.98,0.008333333333333304
HOP62,Paclitaxel,300,0.9133333333333333,0.6599999999999999,0.2533333333333334
HOP62,Pemigatinib,300,0.73,0.5066666666666667,0.22333333333333327
HOP62,Pimitespib,300,0.775,0.54,0.235
HOP62,Pralsetinib,300,0.91,0.7116666666666667,0.19833333333333336
HOP62,RMC-6236,300,0.9633333333333334,0.9133333333333333,0.050000000000000044
HOP62,Ralimetinib dimesylate,300,0.8016666666666666,0.52,0.2816666666666666
HOP62,Regorafenib,300,0.875,0.7883333333333333,0.08666666666666667
HOP62,SBI-0640756,300,0.7783333333333333,0.5466666666666666,0.2316666666666667
HOP62,Sapanisertib,300,0.8983333333333333,0.5449999999999999,0.3533333333333334
HOP62,Sonidegib,300,0.785,0.7133333333333334,0.07166666666666666
HOP62,TAK-733,300,0.975,0.8866666666666667,0.08833333333333326
HOP62,TAK-901,300,0.995,0.9666666666666667,0.02833333333333332
HOP62,Temuterkib,300,0.815,0.58,0.235
HOP62,Tomivosertib,300,0.745,0.65,0.09499999999999997
HOP62,Torkinib,300,0.8166666666666667,0.6233333333333333,0.19333333333333336
HOP62,Trametinib,300,0.98,0.95,0.030000000000000027
HOP62,Tubulin inhibitor 6,300,0.7083333333333334,0.5766666666666667,0.1316666666666667
HOP62,Tucatinib,300,0.7716666666666666,0.5583333333333333,0.21333333333333326
HOP62,ULK-101,300,0.8083333333333333,0.6166666666666667,0.19166666666666665
HOP62,Vemurafenib,300,0.8883333333333333,0.5683333333333334,0.31999999999999995
HOP62,Volasertib,300,0.7066666666666667,0.5183333333333333,0.18833333333333335
HOP62,XRK3F2,300,0.915,0.6366666666666667,0.2783333333333333
HOP62,c-Kit-IN-1,300,0.9166666666666666,0.7533333333333333,0.16333333333333333
HOP62,olaparib,300,0.845,0.6633333333333333,0.18166666666666664
HOP62,palbociclib,300,0.8766666666666667,0.5066666666666667,0.37
HOP62,venetoclax,300,0.9716666666666667,0.8833333333333333,0.08833333333333337
HOP62,vincristine,300,0.9,0.6816666666666666,0.21833333333333338
HS-578T,4EGI-1,300,0.8983333333333333,0.5516666666666667,0.34666666666666657
HS-578T,9-ING-41,300,0.7883333333333333,0.5766666666666667,0.21166666666666667
HS-578T,APTO-253,300,0.7683333333333333,0.5783333333333334,0.18999999999999995
HS-578T,AT7519,300,0.7383333333333333,0.5116666666666667,0.22666666666666657
HS-578T,AZD-7648,300,0.8883333333333333,0.5133333333333333,0.375
HS-578T,AZD-8055,300,0.8966666666666666,0.53,0.3666666666666666
HS-578T,AZD1390,300,0.83,0.5083333333333333,0.32166666666666666
HS-578T,AZD2858,214,0.7453271028037384,0.5654205607476636,0.17990654205607481
HS-578T,Abemaciclib,300,0.945,0.5666666666666667,0.3783333333333333
HS-578T,Adagrasib,300,0.6166666666666667,0.5433333333333333,0.07333333333333336
HS-578T,Afatinib,300,0.9283333333333333,0.5633333333333334,0.365
HS-578T,Alpelisib,300,0.9166666666666666,0.53,0.3866666666666666
HS-578T,Anastrozole,300,0.76,0.5116666666666667,0.2483333333333333
HS-578T,BAY1125976,300,0.9566666666666667,0.5716666666666667,0.385
HS-578T,BI-3406,300,0.9266666666666666,0.52,0.4066666666666666
HS-578T,BI-78D3,300,0.76,0.5416666666666667,0.21833333333333327
HS-578T,Belumosudil (mesylate),300,0.8933333333333333,0.5066666666666667,0.3866666666666666
HS-578T,Belzutifan,300,0.8966666666666666,0.5833333333333333,0.31333333333333335
HS-578T,Bentamapimod,300,0.835,0.5466666666666666,0.28833333333333333
HS-578T,Bimiralisib,300,0.9633333333333334,0.7666666666666667,0.19666666666666666
HS-578T,Binimetinib,300,0.9116666666666666,0.5383333333333333,0.3733333333333333
HS-578T,Bortezomib,117,0.9615384615384616,0.9615384615384616,0.0
HS-578T,Brivudine,300,0.98,0.8,0.17999999999999994
HS-578T,CP21R7,300,0.7733333333333333,0.515,0.2583333333333333
HS-578T,Capivasertib,300,0.7283333333333334,0.5266666666666666,0.20166666666666677
HS-578T,Capmatinib,300,0.8533333333333334,0.5083333333333333,0.3450000000000001
HS-578T,Celecoxib,300,0.6783333333333333,0.5016666666666667,0.17666666666666664
HS-578T,DT-061,300,0.8016666666666666,0.5316666666666667,0.2699999999999999
HS-578T,DTP3,300,0.8716666666666667,0.5233333333333333,0.3483333333333334
HS-578T,Dabrafenib,300,0.8833333333333333,0.6116666666666667,0.2716666666666666
HS-578T,ERK5-IN-2,300,0.9066666666666666,0.5183333333333333,0.3883333333333333
HS-578T,ETC-206,300,0.735,0.5033333333333334,0.23166666666666658
HS-578T,EX229,300,0.9533333333333334,0.52,0.43333333333333335
HS-578T,Elimusertib hydrochloride,300,0.9333333333333333,0.5733333333333333,0.3600000000000001
HS-578T,Encorafenib,300,0.8916666666666667,0.5833333333333334,0.30833333333333335
HS-578T,Erdafitinib ,300,0.79,0.565,0.2250000000000001
HS-578T,Everolimus,300,0.795,0.5066666666666667,0.28833333333333333
HS-578T,Futibatinib,300,0.8116666666666666,0.655,0.15666666666666662
HS-578T,GSK1059615,300,0.9683333333333334,0.515,0.45333333333333337
HS-578T,Gemcitabine,300,0.7816666666666666,0.51,0.2716666666666666
HS-578T,HI-TOPK-032,300,0.955,0.5900000000000001,0.3649999999999999
HS-578T,Hydroxyfasudil,300,0.8216666666666667,0.585,0.2366666666666667
HS-578T,IQ 1,300,0.8916666666666667,0.5683333333333334,0.32333333333333336
HS-578T,Infigratinib,300,0.8716666666666667,0.505,0.3666666666666667
