file,row,column,arm_v,arm_u,delta,rel,max_abs_cell_delta,sign_flips,n,keyed
estimator_audit/unequal_sizes.csv,<column mean>,mmd_u,-1.531607574886652e-05,-1.531607574886652e-05,0.0,0.0,0.0,0,15,False
estimator_audit/unequal_sizes.csv,<column mean>,mmd_u_se,0.00011761582967891499,0.00011761582967891499,0.0,0.0,0.0,0,15,False
estimator_audit/unequal_sizes.csv,<column mean>,mmd_v,0.012495572037166973,0.012495572037166973,0.0,0.0,0.0,0,15,False
estimator_audit/unequal_sizes.csv,<column mean>,mmd_v_se,0.00011488260062461833,0.00011488260062461833,0.0,0.0,0.0,0,15,False
estimator_audit/unequal_sizes.csv,<column mean>,sliced_wasserstein,0.1710825671959254,0.1710825671959254,0.0,0.0,0.0,0,15,False
estimator_audit/unequal_sizes.csv,<column mean>,sliced_wasserstein_se,0.0018481811200802866,0.0018481811200802866,0.0,0.0,0.0,0,15,False
exp01_sciplex3_controlled/metrics_summary.csv,<column mean>,alpha,0.7,0.7,0.0,0.0,0.0,0,15,False
exp01_sciplex3_controlled/metrics_summary.csv,<column mean>,mean_cosine_hit@1,0.26999999999999996,0.26999999999999996,0.0,0.0,0.0,0,15,False
exp01_sciplex3_controlled/metrics_summary.csv,<column mean>,mean_cosine_rank_med,1.8666666666666667,1.8666666666666667,0.0,0.0,0.0,0,15,False
exp01_sciplex3_controlled/metrics_summary.csv,<column mean>,global_energy_hit@1,0.8933333333333333,0.89,-0.0033333333333332993,-0.0037313432835820513,0.04999999999999999,0,15,False
exp01_sciplex3_controlled/metrics_summary.csv,<column mean>,global_energy_rank_med,1.0666666666666667,1.0666666666666667,0.0,0.0,0.0,0,15,False
exp01_sciplex3_controlled/metrics_summary.csv,<column mean>,coverage_mean_hit@1,0.8566666666666666,0.7733333333333332,-0.08333333333333337,-0.09727626459143975,0.25,0,15,False
exp01_sciplex3_controlled/metrics_summary.csv,<column mean>,coverage_mean_rank_med,1.0,1.0333333333333334,0.03333333333333344,0.03333333333333344,0.5,0,15,False
exp01_sciplex3_controlled/metrics_summary.csv,<column mean>,coverage_worst_hit@1,0.6533333333333332,0.73,0.07666666666666677,0.11734693877551039,0.6,1,15,False
exp01_sciplex3_controlled/metrics_summary.csv,<column mean>,coverage_worst_rank_med,1.0666666666666667,1.0,-0.06666666666666665,-0.062499999999999986,1.0,0,15,False
exp01_sciplex3_controlled/per_query_scores.csv,<column mean>,alpha,0.7,0.7,0.0,0.0,0.0,0,12900,False
exp01_sciplex3_controlled/per_query_scores.csv,<column mean>,seed,1009.5,1009.5,0.0,0.0,0.0,0,12900,False
exp01_sciplex3_controlled/per_query_scores.csv,<column mean>,mean_cosine,0.15958407310734443,0.15958407310734443,0.0,0.0,0.0,0,12900,False
exp01_sciplex3_controlled/per_query_scores.csv,<column mean>,global_energy,-1.0505137544084888,-0.9451648360259773,0.10534891838251148,0.1002832356458104,0.135101318359375,225,12900,False
exp01_sciplex3_controlled/per_query_scores.csv,<column mean>,coverage_mean,-56204.16237015643,-56203.771972762486,0.3903973939450225,6.94605839642079e-06,5.862414836883545,0,12900,False
exp01_sciplex3_controlled/per_query_scores.csv,<column mean>,coverage_worst,-112407.5551572459,-112407.05942187029,0.4957353756035445,4.410160641872024e-06,11.53599739074707,0,12900,False
exp02_divergence_gate/dataset_positions_on_gate.csv,cross-line (SciPlex3),typical_cross_cos,0.0323628447949886,0.0323628447949886,0.0,0.0,0.0,0,1,True
exp02_divergence_gate/dataset_positions_on_gate.csv,cross-line (SciPlex3),n,3.0,3.0,0.0,0.0,0.0,0,1,True
exp02_divergence_gate/dataset_positions_on_gate.csv,CD34+ lineages,typical_cross_cos,0.1857374943792819,0.1857374943792819,0.0,0.0,0.0,0,1,True
exp02_divergence_gate/dataset_positions_on_gate.csv,CD34+ lineages,n,36.0,36.0,0.0,0.0,0.0,0,1,True
exp02_divergence_gate/dataset_positions_on_gate.csv,Frangieh immune,typical_cross_cos,0.7085981369018555,0.7085981369018555,0.0,0.0,0.0,0,1,True
exp02_divergence_gate/dataset_positions_on_gate.csv,Frangieh immune,n,10.0,10.0,0.0,0.0,0.0,0,1,True
exp02_divergence_gate/depth_sweep.csv,<column mean>,N,93.0,93.0,0.0,0.0,0.0,0,400,False
exp02_divergence_gate/depth_sweep.csv,<column mean>,hit@1,0.685,0.6375,-0.0475000000000001,-0.0693430656934308,1.0,47,400,False
exp02_divergence_gate/divergence_sweep.csv,<column mean>,lam,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0,480,False
exp02_divergence_gate/divergence_sweep.csv,<column mean>,subpop_cos,0.5911666666666666,0.5911666666666666,0.0,0.0,0.0,0,480,False
exp02_divergence_gate/divergence_sweep.csv,<column mean>,hit@1,0.34791666666666665,0.3875,0.03958333333333336,0.11377245508982044,1.0,25,480,False
exp02_divergence_gate/metric_robustness.csv,<column mean>,lam,0.75,0.75,0.0,0.0,0.0,0,400,False
exp02_divergence_gate/metric_robustness.csv,<column mean>,subpop_cos,0.51,0.51,0.0,0.0,0.0,0,400,False
exp02_divergence_gate/metric_robustness.csv,<column mean>,hit@1,0.42,0.42,0.0,0.0,0.0,0,400,False
