cell_line,drug,n_treated_G1,n_treated_G2M,n_vehicle_G1,n_vehicle_G2M,S_int,S_int_se,S_main,interaction_share,R_int,R_int_se,half_norm_mean,n_repeats,D_old,induced_cosine,norm_r_G1,norm_r_G2M,z_perm,p_perm,null_sd
CFPAC-1,GSK1059615,1797,364,400,393,0.0004808355381505356,1.1081148841901797e-05,0.0022773356694314214,0.17433128764043482,0.4700456738769355,0.015352770223369496,1.5403699636459351,10.0,0.13502992322495566,0.8649700767750443,2.6231586933135986,2.1877999305725098,11.877381232141822,0.047619047619047616,4.027357827467548e-05
CFPAC-1,Gemcitabine,1441,416,400,393,0.0007165751782142453,7.040891945957111e-06,0.0006755167463173468,0.5147470261027173,0.5746906133526609,0.007153643071183269,1.69869025349617,10.0,0.48368332372889067,0.5163166762711093,1.341207504272461,1.669503092765808,,,
CFPAC-1,HI-TOPK-032,628,192,400,393,0.0003272099265207847,9.913778060368763e-06,0.0014945782928003205,0.1796092010314571,0.33605635940486467,0.01330514358772985,1.5016261339187622,10.0,0.1838823031970881,0.8161176968029119,2.092745304107666,1.9104055166244507,,,
CFPAC-1,Hydroxyfasudil,494,102,400,393,7.091302056020746e-05,1.2513839493306061e-05,0.0005304472676167886,0.11792102331063122,0.06887909678497986,0.01257548153718437,1.5573156893253326,10.0,0.34205203564893505,0.657947964351065,1.2585690021514893,1.4542975425720215,,,
CFPAC-1,IQ 1,701,94,400,393,0.00033614701953613103,1.1699044870010227e-05,0.00073676992000805,0.3133019967779986,0.24876004623107653,0.01091259782950064,1.7682482600212097,10.0,0.3919271037231288,0.6080728962768712,1.622732162475586,1.528781771659851,,,
CFPAC-1,Infigratinib,1068,195,400,393,0.00020190817692006626,7.874121540390617e-06,0.0006886657068712844,0.22671693005470012,0.22759602351636415,0.010856415841702625,1.4342721104621887,10.0,0.29797537116434536,0.7020246288356546,1.450370192527771,1.4551442861557007,,,
CFPAC-1,Ipatasertib,1863,341,400,393,0.0002454873484869798,7.196384045954192e-06,0.0009412693480650585,0.20685566738339053,0.31843649806780927,0.012044886761349235,1.3356373250484466,10.0,0.21538643365967824,0.7846135663403218,1.73691725730896,1.4870779514312744,,,
CFPAC-1,Irinotecan,1418,443,400,393,0.0009497768349117702,7.043020327025362e-06,0.0007461947492427296,0.5600193091591606,0.6533978880715544,0.007822362726862285,1.8322240591049195,10.0,0.5316974585685252,0.46830254143147476,1.4536466598510742,1.7428053617477417,,,
CFPAC-1,Ixazomib,670,76,400,393,0.0004377286674247848,1.7006750675356046e-05,0.0015845454815361236,0.21645367303424215,0.27643164427360295,0.013387650213334596,1.9153405487537385,10.0,0.2537376992636695,0.7462623007363305,2.2232987880706787,2.046278953552246,,,
CFPAC-1,LB-100,917,184,400,393,3.144509925429399e-05,1.3903926658803236e-05,0.00023350254632532598,0.11868419961046363,0.04719347542886902,0.020351897766523477,1.2895194709300994,10.0,0.44984981372439137,0.5501501862756086,0.9657309651374817,0.9947089552879333,,,
CFPAC-1,LJI308,741,116,400,393,0.00030897670787655645,1.6352668160344485e-05,0.00031524785639097295,0.49497684897920097,0.25834350372128434,0.0164990935418848,1.6687560200691223,10.0,0.5972717853392158,0.4027282146607842,0.9917775988578796,1.3661950826644897,6.885094481168638,0.047619047619047616,4.73561488334115e-05
CFPAC-1,LY-2584702 (tosylate salt),258,65,400,393,6.152880572093031e-05,2.2939581010667175e-05,0.0006779766745037502,0.08320263658118705,0.04058544068450232,0.014774967828955144,1.9119152009487153,10.0,0.38271807868171215,0.6172819213182879,1.5214852094650269,1.6172401905059814,,,
CFPAC-1,LY2090314,1075,280,400,393,0.00011626929885500835,9.559731794878524e-06,0.0007209632649189896,0.13887335954886965,0.1602840056366718,0.01479546721087751,1.3002509891986846,10.0,0.23375527222195458,0.7662447277780454,1.403076410293579,1.4830750226974487,,,
CFPAC-1,Lapatinib ditosylate,1669,309,400,393,0.0002717508805087871,1.3474123439554739e-05,0.0003343799513661199,0.44833700286817113,0.31759232109435204,0.01816297516494774,1.4111992061138152,10.0,0.499488042938813,0.500511957061187,1.2684050798416138,0.9721229672431946,,,
CFPAC-1,Lonafarnib,367,100,400,393,0.00021710912308966118,1.9979543704229296e-05,0.0021277993503544066,0.09258746153566653,0.1762515655962923,0.01873494662430494,1.6989434242248536,10.0,0.1502654771701546,0.8497345228298454,2.3146812915802,2.422335386276245,,,
CFPAC-1,MK-3903,712,157,400,393,0.00019816840843607983,1.2630453856121467e-05,0.0010807531575361888,0.15494961826328044,0.20078528871273948,0.015069149731052198,1.5173279285430907,10.0,0.22126190830082604,0.778738091699174,1.8411011695861816,1.6550734043121338,,,
CFPAC-1,MK-8353,695,146,400,393,4.8222947548816185e-05,1.035275148088742e-05,0.0002531732691244947,0.15999851650787625,0.057319230271805646,0.012489783743206884,1.410133457183838,10.0,0.48401244062361415,0.5159875593763859,1.0602790117263794,1.0205553770065308,,,
CFPAC-1,ML264,1105,217,400,393,0.00015912182732588713,5.2908078361034535e-06,0.0004753787846614917,0.2507827799054232,0.2075329889555419,0.008391715778165132,1.3312337875366211,10.0,0.3440034681370139,0.6559965318629861,1.2735122442245483,1.213368535041809,,,
CFPAC-1,Methylprednisolone succinate,729,186,400,393,5.251794007361038e-05,1.3287070629622387e-05,0.000270600544495715,0.16253461990455267,0.06771090785263388,0.017480882031893043,1.3650981783866882,10.0,0.46211910040450177,0.5378808995954982,1.022245168685913,1.0475527048110962,,,
CFPAC-1,Minodronic acid,832,235,400,393,6.355312976261808e-05,1.4039616847364024e-05,0.00048355392387343783,0.11616214658583913,0.0888901578569459,0.020143456015219222,1.3082375168800353,10.0,0.3016533400003848,0.6983466599996152,1.1830374002456665,1.2885228395462036,,,
CFPAC-1,NG25,883,340,400,393,0.0013852959705723657,8.30879918166165e-06,0.002439337016807662,0.3622036350006303,0.7064825688844031,0.0070261857368265875,2.128237193822861,10.0,0.2802169369880938,0.7197830630119062,2.7548694610595703,2.429016351699829,40.16152906708544,0.047619047619047616,3.399327905482536e-05
CFPAC-1,NVP-BHG712,851,202,400,393,0.00010297421055535476,8.024823520396214e-06,0.0005578477608246936,0.15582746188100455,0.13616604917832276,0.012029155421195916,1.3262494921684265,10.0,0.28520974482607575,0.7147902551739242,1.3716572523117065,1.2523925304412842,,,
CFPAC-1,OTS514,436,107,400,393,0.00021825893523378504,1.781915745189749e-05,0.0008932288736104965,0.19636646798738117,0.18182926330811822,0.016761555281076902,1.6734516620635986,10.0,0.2876879921862434,0.7123120078137566,1.8026713132858276,1.5097483396530151,,,
CFPAC-1,Oleic acid,629,155,400,393,5.7059249148652376e-05,1.8846397040463074e-05,0.0002599937660205696,0.1799675335627952,0.07270247180083826,0.02288929871815819,1.3895226418972015,10.0,0.47395385765858666,0.5260461423414133,1.0048108100891113,1.0789233446121216,,,
CFPAC-1,Oxaliplatin,1037,226,400,393,7.21297635916724e-05,1.561829971410122e-05,0.00035860029100957846,0.16745932358596768,0.09987875029099505,0.02191478004642612,1.3169835925102233,10.0,0.3772666227400976,0.6227333772599024,1.160237431526184,1.080794334411621,,,
CFPAC-1,PF-06260933,413,55,400,393,0.001121220416906807,2.6112087394010635e-05,0.0019107953748769228,0.3697937259908515,0.42989894385953276,0.01368901466497661,2.4690770745277404,10.0,0.3394766201862005,0.6605233798137995,2.077033519744873,2.749145269393921,,,
CFPAC-1,PH-797804,1105,181,400,393,0.00024367672287755538,6.472209247476222e-06,0.0018692259159353043,0.11532794668402982,0.2607855345942542,0.008514096832369035,1.4704178094863891,10.0,0.12426209674417532,0.8757379032558247,2.4028587341308594,1.9728057384490967,,,
CFPAC-1,Paclitaxel,1810,522,400,393,0.0003635823545563552,8.75886702289584e-06,0.0010837989238401252,0.25120012258218477,0.4339647552642941,0.01388647738335796,1.3926188170909881,10.0,0.2310173064671689,0.7689826935328311,1.7799420356750488,1.6783312559127808,,,
CFPAC-1,Pemigatinib,1055,178,400,393,0.0001095856611047768,7.144775034419247e-06,0.00038506838286088576,0.22154000850013048,0.13186844043493845,0.009831935957337142,1.3896203577518462,10.0,0.396389117018899,0.603610882981101,1.2012909650802612,1.1406339406967163,,,
CFPAC-1,Pimitespib,441,130,400,393,2.972017957492628e-05,1.426359071476754e-05,0.00037805051801519264,0.0728845396458582,0.035226223727453085,0.01583289425889637,1.4416685819625854,10.0,0.38310770976967223,0.6168922902303278,1.1919749975204468,1.1705355644226074,,,
CFPAC-1,Pralsetinib,450,147,400,393,0.0003951081255864766,1.0736938697406101e-05,0.0018155373839868437,0.17872975285971424,0.34510960414276676,0.01211403983270078,1.6275801181793212,10.0,0.17976806355694797,0.820231936443052,2.086292028427124,2.3145241737365723,12.342338619715125,0.047619047619047616,3.123044345361685e-05
CFPAC-1,RMC-6236,1981,366,400,393,0.0005880544738223155,9.134762421588417e-06,0.0023494868849714594,0.20018593851008273,0.5264272596600053,0.012560845686544185,1.6087362229824067,10.0,0.13567491173102664,0.8643250882689734,2.7520172595977783,2.1348838806152344,,,
CFPAC-1,Ralimetinib dimesylate,1031,263,400,393,0.00018945357555316553,7.85400494655892e-06,0.0007733827974233363,0.19676611818007125,0.24671050770241845,0.012836558919382228,1.335114175081253,10.0,0.24305560795736725,0.7569443920426328,1.5770480632781982,1.4122949838638306,,,
CFPAC-1,Regorafenib,913,259,400,393,0.000195694370712671,7.540498548222642e-06,0.0009833638038900163,0.16597516130076875,0.24885257863977875,0.012158988815888528,1.3497713327407836,10.0,0.20359427699538035,0.7964057230046196,1.7361102104187012,1.5623067617416382,,,
CFPAC-1,SBI-0640756,509,127,400,393,2.567548411510264e-05,1.1356011758956841e-05,0.00035983320170392596,0.06660157101403319,0.03129723420782017,0.013621999780634003,1.4092033088207245,10.0,0.3871296355259096,0.6128703644740904,1.1299357414245605,1.1680819988250732,,,
CFPAC-1,Sapanisertib,1811,248,400,393,0.00028040175093337896,1.2481410955654751e-05,0.00127750796576341,0.17998587975169084,0.3194750463890489,0.017401019038485482,1.4272937655448914,10.0,0.18633372203364684,0.8136662779663532,1.9880861043930054,1.7148529291152954,,,
CFPAC-1,Sonidegib,447,96,400,393,0.0001939885699862821,2.1498899695879988e-05,0.0004433227909935845,0.3043858651570632,0.16024781161484863,0.019915314821194356,1.6865505278110504,10.0,0.4586221035147183,0.5413778964852817,1.1656731367111206,1.4589200019836426,,,
CFPAC-1,TAK-733,491,112,400,393,0.00015965435886755586,1.5512606894478008e-05,0.0014787303801212044,0.09744619506532838,0.16492102002615566,0.018359133438072963,1.5045190572738647,10.0,0.1637085941174663,0.8362914058825337,2.0498971939086914,1.9381742477416992,,,
CFPAC-1,TAK-901,1556,280,400,393,0.0013478187223275504,8.465125632812397e-06,0.010704135646422704,0.11183403795672639,0.7010020681468208,0.007870486566352853,2.106980562210083,10.0,0.05026291593004428,0.9497370840699557,5.602080345153809,4.485407829284668,,,
CFPAC-1,Temuterkib,1196,221,400,393,0.00011397538021103374,9.25978689297191e-06,0.0006299928399837679,0.1531992592118925,0.14942723661192914,0.013959405027610372,1.3342965066432952,10.0,0.2618056501480376,0.7381943498519624,1.4712110757827759,1.277297854423523,,,
CFPAC-1,Tomivosertib,1026,264,400,393,0.00029048035956091346,7.913578982641358e-06,0.0007829738625635702,0.2706033974937664,0.3254083983197805,0.010837917698602552,1.4374456644058227,10.0,0.276900057498753,0.723099942501247,1.35294508934021,1.6803544759750366,9.516563814836406,0.047619047619047616,3.2764116776428717e-05
CFPAC-1,Torkinib,364,99,400,393,0.00021825666254800228,1.5273640342949456e-05,0.0006516483715838856,0.25089711403476256,0.1799752663960468,0.01492719054442398,1.6795460343360902,10.0,0.3729420587185509,0.6270579412814491,1.4536558389663696,1.5283465385437012,,,
CFPAC-1,Trametinib,2044,318,400,393,0.00047148233796987264,1.5498834569169316e-05,0.002834597064389123,0.14261071214244117,0.45331063971827434,0.019122973847069447,1.5538402140140533,10.0,0.11165732262135541,0.8883426773786446,2.8699803352355957,2.4537017345428467,,,
CFPAC-1,Tubulin inhibitor 6,637,163,400,393,0.00012155857548350466,1.5304797007900108e-05,0.0002771864515832729,0.30485289403533383,0.1390031098494803,0.0188060229761261,1.4334582030773162,10.0,0.5094624218973758,0.49053757810262427,1.065038800239563,1.0815528631210327,,,
CFPAC-1,Tucatinib,1622,363,400,393,0.00018163246438942021,5.4399973359391696e-06,0.00028934424432615433,0.3856506299106801,0.23985111650645852,0.00921679295148711,1.3239178359508514,10.0,0.4868603543982256,0.5131396456017744,1.127636194229126,0.9651219844818115,,,
CFPAC-1,ULK-101,533,123,400,393,0.0001904138441508015,7.876762633197726e-06,0.0005101126722163624,0.27181532704609385,0.17863995817315442,0.008746255767580164,1.5719488203525542,10.0,0.39817811191288044,0.6018218880871196,1.2697083950042725,1.4210963249206543,,,
CFPAC-1,Vemurafenib,1589,313,400,393,0.00044420529415624004,8.151236262597785e-06,0.0018076591814557713,0.19726111360920778,0.43075102845036345,0.01146353232932394,1.5460230112075806,10.0,0.14900319665711304,0.850996803342887,2.4495580196380615,1.8659628629684448,,,
CFPAC-1,Volasertib,484,96,400,393,6.574081295790772e-05,1.7508404764078312e-05,0.00028534578159451486,0.18724956742286442,0.06756879578307437,0.018323268160395503,1.52469841837883,10.0,0.5028059221251657,0.4971940778748342,1.04263436794281,1.1646018028259277,,,
CFPAC-1,XRK3F2,1631,254,400,393,0.0004747165522227685,1.887161317448525e-05,0.0015049877473049694,0.2397916458210517,0.42823589947731877,0.022073209577415227,1.6090275704860688,10.0,0.186830326528738,0.813169673471262,2.3142688274383545,1.6897659301757812,,,
CFPAC-1,c-Kit-IN-1,391,166,400,393,0.0003648885836203893,8.784074971605087e-06,0.0016010194809900392,0.18560816255296092,0.3276363890585254,0.009889925346603158,1.6036282777786255,10.0,0.19609270765858944,0.8039072923414106,2.0253493785858154,2.1372952461242676,,,
CFPAC-1,olaparib,658,155,400,393,0.00023478468647226692,1.4830574706729933e-05,0.00041745214516090024,0.3599684579056633,0.2408147640547104,0.01862715655226955,1.5075859665870666,10.0,0.45394902532127557,0.5460509746787244,1.294758915901184,1.1832772493362427,5.723928567188748,0.047619047619047616,4.21527532439329e-05
CFPAC-1,palbociclib,976,120,400,393,0.0007278727626221046,1.0931692779884485e-05,0.0023286196092764536,0.23813989176422587,0.45197479274222213,0.009537489705203267,1.930754429101944,10.0,0.18217968466111034,0.8178203153388897,2.8366966247558594,2.1363043785095215,,,
CFPAC-1,venetoclax,234,142,400,393,0.0004180383221763703,2.0717703863137085e-05,0.0023824641274081335,0.14927261436189515,0.3156262631489527,0.019860399618411722,1.7558253943920135,10.0,0.16096991797757731,0.8390300820224227,2.5146074295043945,2.489232063293457,,,
CFPAC-1,vincristine,527,115,400,393,0.0008039531970603598,1.3939156543007481e-05,0.0018057046872046259,0.3080684260982334,0.4748752350574046,0.011272824811944901,1.979190468788147,10.0,0.27985096156747513,0.7201490384325249,2.3416645526885986,2.1905219554901123,,,
COLO 205,4EGI-1,303,0,400,81,,,,,,,,,,,,,,,
COLO 205,9-ING-41,1351,122,400,81,0.0001832633829002993,1.8138530799835317e-05,0.0006310314974851078,0.22505776140157047,0.12372607149072183,0.013318237613255726,1.8588766396045684,10.0,0.39515879406624943,0.6048412059337506,1.2990765571594238,1.7136024236679077,,,
COLO 205,APTO-253,541,74,400,81,0.00022759629387615458,1.906039927772269e-05,0.00041130021887107027,0.3562334264394421,0.1199106029408977,0.011455311349307221,2.106331020593643,10.0,0.5568404747955968,0.4431595252044032,1.0575244426727295,1.7205067873001099,,,
COLO 205,AT7519,151,0,400,81,,,,,,,,,,,,,,,
COLO 205,AZD-7648,141,0,400,81,,,,,,,,,,,,,,,
COLO 205,AZD-8055,391,0,400,81,,,,,,,,,,,,,,,
COLO 205,AZD1390,267,0,400,81,,,,,,,,,,,,,,,
COLO 205,AZD2858,237,0,400,81,,,,,,,,,,,,,,,
COLO 205,Abemaciclib,647,64,400,81,0.0005792296750264036,2.1521270544569484e-05,0.001350308789147271,0.3001907895494889,0.2635978563504818,0.012463693075882921,2.257270836830139,10.0,0.3473303854705869,0.6526696145294131,1.8355876207351685,2.3189327716827393,,,
COLO 205,Adagrasib,229,0,400,81,,,,,,,,,,,,,,,
COLO 205,Afatinib,479,0,400,81,,,,,,,,,,,,,,,
COLO 205,Alpelisib,175,0,400,81,,,,,,,,,,,,,,,
COLO 205,Anastrozole,412,80,400,81,0.00019718285572404665,1.210461284724898e-05,0.0004465265846293833,0.30632276515283513,0.11115935654430471,0.007574738563567201,2.027503103017807,10.0,0.5101485370846957,0.4898514629153044,1.1219841241836548,1.6999248266220093,,,
COLO 205,BAY1125976,548,0,400,81,,,,,,,,,,,,,,,
COLO 205,BI-3406,594,78,400,81,0.00017646897015058331,3.285732377735765e-05,0.0005321789843340715,0.24902205535739624,0.09542441167812973,0.01834773546800217,2.094485807418823,10.0,0.49503338164807087,0.5049666183519291,1.263107419013977,1.7317368984222412,,,
COLO 205,BI-78D3,1145,142,400,81,6.3467123173824e-05,2.084236384291973e-05,0.0005260924032578866,0.10765176428910689,0.04477497896036073,0.015187785060351011,1.8505698084831237,10.0,0.4338480212609428,0.5661519787390572,1.335628628730774,1.5191631317138672,,,
COLO 205,Belumosudil (mesylate),375,0,400,81,,,,,,,,,,,,,,,
COLO 205,Belzutifan,243,0,400,81,,,,,,,,,,,,,,,
COLO 205,Bentamapimod,802,108,400,81,0.00014135013334453105,1.5380539034551273e-05,0.0007741376705881622,0.15439870715625953,0.10036141658395034,0.011588202447545905,1.8112529277801515,10.0,0.3323965949342673,0.6676034050657327,1.456285834312439,1.7650418281555176,,,
COLO 205,Bimiralisib,386,0,400,81,,,,,,,,,,,,,,,
COLO 205,Binimetinib,121,0,400,81,,,,,,,,,,,,,,,
COLO 205,Bortezomib,286,51,400,81,0.0004392516100779176,1.3068732963351493e-05,0.005349703547027376,0.07587752852754188,0.20017185593297587,0.007232377665867081,2.2514181613922117,10.0,0.10753508771669673,0.8924649122833033,3.5088984966278076,3.864549398422241,,,
COLO 205,Brivudine,449,135,400,81,0.000331308346034752,1.1116862040489792e-05,0.003346050220231215,0.09009410968894621,0.21606981091661664,0.008855399011189568,1.884923779964447,10.0,0.12259865866785302,0.877401341332147,2.819647789001465,3.045661449432373,,,
COLO 205,CP21R7,260,0,400,81,,,,,,,,,,,,,,,
COLO 205,Capivasertib,210,0,400,81,,,,,,,,,,,,,,,
COLO 205,Capmatinib,119,0,400,81,,,,,,,,,,,,,,,
COLO 205,Celecoxib,277,0,400,81,,,,,,,,,,,,,,,
COLO 205,DT-061,178,0,400,81,,,,,,,,,,,,,,,
COLO 205,DTP3,219,0,400,81,,,,,,,,,,,,,,,
COLO 205,Dabrafenib,1339,77,400,81,0.00041897490672353243,1.1038675682277937e-05,0.0013296714362998803,0.2395995670566091,0.21528806945350593,0.0065363877830260575,2.1242457747459413,10.0,0.3245931080235399,0.6754068919764601,1.9188697338104248,2.1567349433898926,,,
COLO 205,ERK5-IN-2,1642,132,400,81,0.00021851547191747362,2.857507059122132e-05,0.000858926943813761,0.20280942046371206,0.1397792402599935,0.018896337554430126,1.9198932826519013,10.0,0.34339648258812183,0.6566035174118782,1.4892064332962036,1.8868778944015503,,,
COLO 205,ETC-206,321,0,400,81,,,,,,,,,,,,,,,
COLO 205,EX229,393,0,400,81,,,,,,,,,,,,,,,
COLO 205,Elimusertib hydrochloride,98,0,400,81,,,,,,,,,,,,,,,
COLO 205,Encorafenib,1095,70,400,81,0.0002351625861289601,1.88620641667722e-05,0.0017085418001645141,0.12098680632058499,0.13561526422265957,0.01227834466218064,2.008355462551117,10.0,0.22092754847284324,0.7790724515271568,2.07464599609375,2.375476360321045,,,
COLO 205,Erdafitinib ,527,76,400,81,0.0001449843622847564,1.3977765968125136e-05,0.000527153221062488,0.21570637601119466,0.0791409376956135,0.00811714999229416,2.0616715788841247,10.0,0.4577762593584923,0.5422237406415077,1.1576744318008423,1.7876060009002686,,,
COLO 205,Everolimus,851,129,400,81,0.0002358657928804557,1.784776988349005e-05,0.00043935114000406535,0.34931853955859643,0.14412765072838077,0.011864870131379594,1.9510573625564576,10.0,0.5041046081314495,0.4958953918685505,1.0416446924209595,1.6814026832580566,2.5506782132752943,0.047619047619047616,8.18686377453291e-05
COLO 205,Futibatinib,154,0,400,81,,,,,,,,,,,,,,,
COLO 205,GSK1059615,376,0,400,81,,,,,,,,,,,,,,,
COLO 205,Gemcitabine,554,82,400,81,0.0004356930601514048,2.6168776169481776e-05,0.00039222282357513903,0.5262528098752022,0.2140178354754386,0.015472400037656372,2.176440489292145,10.0,0.6458939989357119,0.35410600106428813,1.0463850498199463,1.749002456665039,,,
COLO 205,HI-TOPK-032,287,59,400,81,0.00022056825239107842,2.5104737156912316e-05,0.001049747835430834,0.1736325742117187,0.10270929520492242,0.012777764101647715,2.2425043404102327,10.0,0.34302497910296015,0.6569750208970399,1.6031177043914795,2.1993556022644043,,,
COLO 205,Hydroxyfasudil,253,0,400,81,,,,,,,,,,,,,,,
COLO 205,IQ 1,224,0,400,81,,,,,,,,,,,,,,,
COLO 205,Infigratinib,371,0,400,81,,,,,,,,,,,,,,,
COLO 205,Ipatasertib,1447,155,400,81,9.667189555734189e-05,2.053856381490846e-05,0.0013507297469509973,0.06678995844568066,0.07414575375463842,0.016199233744510596,1.7590829312801362,10.0,0.2084951816126357,0.7915048183873643,1.8714724779129028,2.0694212913513184,,,
COLO 205,Irinotecan,780,124,400,81,0.00041547890286892654,1.7562888133727442e-05,0.0004549834566811721,0.47730829289811927,0.22258811390547528,0.010520091241387005,2.0806475818157195,10.0,0.5853529949220856,0.4146470050779144,1.1196297407150269,1.725485920906067,,,
COLO 205,Ixazomib,390,0,400,81,,,,,,,,,,,,,,,
COLO 205,LB-100,423,0,400,81,,,,,,,,,,,,,,,
COLO 205,LJI308,282,0,400,81,,,,,,,,,,,,,,,
COLO 205,LY2090314,607,73,400,81,0.00018356526011808054,2.8158777047580916e-05,0.0007446157590796549,0.1977688148339248,0.0959703501005836,0.01535617837636101,2.1230324029922487,10.0,0.4245852249463087,0.5754147750536913,1.5513298511505127,1.8034403324127197,,,
COLO 205,Lapatinib ditosylate,549,61,400,81,0.00011379921698891041,2.743282526111111e-05,0.00033022635616362093,0.2562897811964947,0.059461112941274694,0.014213697011682453,2.1291206896305086,10.0,0.6110697318481502,0.3889302681518499,1.1405519247055054,1.5790791511535645,,,
COLO 205,MK-3903,151,0,400,81,,,,,,,,,,,,,,,
COLO 205,MK-8353,318,0,400,81,,,,,,,,,,,,,,,
COLO 205,ML264,825,84,400,81,0.00018128996533859108,1.3987553103261744e-05,0.0007934589249392349,0.1859863264752415,0.1087421073022796,0.009269880754988524,1.9657510459423064,10.0,0.3568976201892504,0.6431023798107496,1.4222966432571411,1.8846668004989624,,,
COLO 205,Methylprednisolone succinate,262,50,400,81,0.00042704508846832644,2.1921103319757652e-05,0.0005082048734443055,0.4566106451317018,0.16200912204168633,0.009671686285043666,2.47336722612381,10.0,0.6040355034092313,0.39596449659076877,1.1428251266479492,2.0157270431518555,,,
COLO 205,Minodronic acid,410,53,400,81,0.0001823725832057082,4.156079721573874e-05,0.0003404518097846044,0.348821871455962,0.07957395864594866,0.01838197620661876,2.3383007287979125,10.0,0.6565045979431592,0.3434954020568408,1.138567328453064,1.7310121059417725,,,
COLO 205,NG25,233,0,400,81,,,,,,,,,,,,,,,
COLO 205,NVP-BHG712,450,71,400,81,9.505099021933146e-05,1.5992834261961802e-05,0.00035211276004297866,0.2125641672957026,0.05581418979769438,0.009574312171035814,1.9961929380893708,10.0,0.5560105847064457,0.4439894152935543,1.105165958404541,1.5492453575134277,,,
COLO 205,OTS514,128,0,400,81,,,,,,,,,,,,,,,
COLO 205,Oleic acid,328,56,400,81,7.16651362987856e-05,1.8223550119992472e-05,0.00033911761776026753,0.17445994407175916,0.03322606337163643,0.0084970331887934,2.255670988559723,10.0,0.6118310680911759,0.38816893190882407,1.1405962705612183,1.6718865633010864,,,
COLO 205,Oxaliplatin,315,55,400,81,0.00010425775868093802,2.0160055535060342e-05,0.0003344875682766239,0.23762705213045485,0.04983634989143067,0.00993451830283502,2.212059259414673,10.0,0.6141407545426663,0.3858592454573338,1.1036813259124756,1.6674137115478516,,,
COLO 205,PF-06260933,402,0,400,81,,,,,,,,,,,,,,,
COLO 205,PH-797804,596,0,400,81,,,,,,,,,,,,,,,
COLO 205,Paclitaxel,1409,122,400,81,0.00018972766378687488,2.143628487202936e-05,0.0013172330231302311,0.12590087149188606,0.12483131888097851,0.014953442693008858,1.8852400600910186,10.0,0.2537726396158788,0.7462273603841212,1.9430769681930542,2.0210633277893066,,,
COLO 205,Pemigatinib,272,0,400,81,,,,,,,,,,,,,,,
COLO 205,Pimitespib,138,0,400,81,,,,,,,,,,,,,,,
COLO 205,Pralsetinib,124,0,400,81,,,,,,,,,,,,,,,
COLO 205,RMC-6236,937,56,400,81,0.0004727488461260994,2.2688242485371243e-05,0.0018580729969673686,0.20282495958535676,0.2189036925094896,0.01238033861654429,2.239337980747223,10.0,0.2720491734223286,0.7279508265776714,2.2303898334503174,2.464500665664673,,,
COLO 205,Ralimetinib dimesylate,663,80,400,81,0.0002388872219146126,2.274127552668912e-05,0.000705402639384071,0.25298081839623965,0.13307856794300105,0.014349486306376596,2.046266496181488,10.0,0.4298883123528715,0.5701116876471285,1.4672213792800903,1.7938591241836548,,,
COLO 205,Regorafenib,400,56,400,81,4.659535738432573e-05,3.0017567700237352e-05,0.000917020378013452,0.04835470787023969,0.026672694384778716,0.015056490208187771,2.0841570258140565,10.0,0.32900129745159445,0.6709987025484055,1.5746103525161743,1.986687183380127,,,
COLO 205,SBI-0640756,241,0,400,81,,,,,,,,,,,,,,,
COLO 205,Sapanisertib,788,0,400,81,,,,,,,,,,,,,,,
COLO 205,Sonidegib,134,0,400,81,,,,,,,,,,,,,,,
COLO 205,TAK-733,388,0,400,81,,,,,,,,,,,,,,,
COLO 205,TAK-901,1204,92,400,81,0.0011066848722596963,1.4762902210861042e-05,0.009411146077844832,0.10521987637086883,0.49507235129743643,0.009152494146197915,2.2781765043735502,10.0,0.08260846906841568,0.9173915309315843,4.926846504211426,4.654898166656494,,,
COLO 205,Temuterkib,667,76,400,81,0.0002279534185719159,2.1642995314838574e-05,0.0009205812277893225,0.1984732626866005,0.12312653195213766,0.012818828732928663,2.077404808998108,10.0,0.33922712974650526,0.6607728702534947,1.4528076648712158,2.0630531311035156,,,
COLO 205,Tomivosertib,422,62,400,81,0.000390838922208382,1.5046921026072993e-05,0.0011997757996949881,0.24571564491789324,0.18589316841836978,0.008132733727852712,2.207688844203949,10.0,0.28482722747323286,0.7151727725267671,1.4726219177246094,2.399702548980713,7.021852902823932,0.047619047619047616,5.9794932501685946e-05
COLO 205,Torkinib,185,0,400,81,,,,,,,,,,,,,,,
COLO 205,Trametinib,425,0,400,81,,,,,,,,,,,,,,,
COLO 205,Tubulin inhibitor 6,251,0,400,81,,,,,,,,,,,,,,,
