cell_line,drug_G1,drug_G2M,S_int,S_int_se,S_main,interaction_share,R_int,R_int_se,half_norm_mean,n_repeats,D_old
NCI-H1792,olaparib,BI-78D3,0.0011763832738829983,2.5288723153870823e-05,0.00039426844256619607,0.7489778042852637,0.4768136809994111,0.014492807191346204,2.389687967300415,10,0.899268915948435
NCI-H2030,Elimusertib hydrochloride,Lapatinib ditosylate,0.003051049407157633,1.049062563291925e-05,0.0006513376978950368,0.8240762839179749,0.8822597416970014,0.004444975849099072,2.8242589235305786,10,1.1304738913069514
NCI-H2030,Everolimus,Ralimetinib dimesylate,0.0003496620674721069,1.0825930235734e-05,0.00024241653219279316,0.5905669748408503,0.4770993259276827,0.020720692642038734,1.304753339290619,10,0.6189990014105426
NCI-H2030,c-Kit-IN-1,4EGI-1,0.002547664919661151,1.037916348813937e-05,0.0005448978135569229,0.8238037962159912,0.8279899680962087,0.005210801433630496,2.66521155834198,10,1.0817751671617355
NCI-H2030,9-ING-41,AZD-8055,0.00044553545821044186,5.453199470342139e-06,0.0010150587289697592,0.3050371294922002,0.5452132057359773,0.010960203394113887,1.374113428592682,10,0.23783815798665775
NCI-H23,CP21R7,vincristine,0.000832496795596348,9.110957240640294e-06,0.00038335558492690324,0.6847021965265855,0.6505267528895298,0.010770153340659597,1.720122015476227,10,0.6814486946863438
NCI-H23,Tucatinib,AZD-8055,0.0015753494368659123,3.9552860536375585e-06,0.00022619287224693433,0.8744448736492229,0.7912194726093474,0.00321533990244237,2.1439661920070647,10,1.2526517254279745
NCI-H23,ETC-206,OTS514,0.00022062626149919298,9.664741164402415e-06,0.0002198714025629063,0.5008568251297018,0.3101887343110432,0.01731261424269062,1.2852895319461823,10,0.577271129092346
NCI-H23,APTO-253,DTP3,0.0004804415162652731,8.051615011460265e-06,0.00023366391089641383,0.6727879357742118,0.531923144573456,0.012807117905966425,1.4461412966251372,10,0.7422298965833931
NCI-H2347,Capivasertib,Ralimetinib dimesylate,0.0005914080784552627,4.239734292060725e-06,0.00013451433688816097,0.8146987418420959,0.6478174286141504,0.00713134173828663,1.451376920938492,10,1.032477105670253
NCI-H2347,Brivudine,Torkinib,0.002466472528047032,5.11877292907665e-06,0.0004501894995984104,0.845649068924918,0.8658742566790238,0.002944432268950455,2.56284122467041,10,1.1745438560871644
NCI-H2347,Oleic acid,BI-78D3,0.0005239454770667685,2.845780193689845e-06,0.00020123688090178702,0.7225016870714982,0.612324228275666,0.004854383216550831,1.4059705436229706,10,0.8348256430560124
NCI-H2347,Oleic acid,Tomivosertib,0.0007947867218818929,4.769071673945141e-06,0.00015337998564872478,0.8382352128264619,0.6949797483014173,0.008029651841835357,1.6268082857131958,10,1.1021624478452017
NCI-H460,SBI-0640756,Ipatasertib,0.0008482102822098467,1.0841930333222586e-05,0.0003339971700269315,0.7174800671447324,0.5553508076416745,0.010988101275771387,1.8776273608207703,10,0.8261082418645144
NCI-H460,Volasertib,CP21R7,0.00029359287841038573,1.29337926046927e-05,0.00024031684216525815,0.5498923640008718,0.27418795227327386,0.014726930934112507,1.5760498583316802,10,0.6629567483813528
NCI-H460,Dabrafenib,Lapatinib ditosylate,0.002047490535510911,2.5536950745728836e-05,0.000852586075456606,0.7060125680017232,0.7524383611434036,0.012391802953100975,2.50941379070282,10,0.6712623380500795
NCI-H460,EX229,AT7519,0.004990786148442163,7.89838971999908e-06,0.0014787201355728836,0.7714323055491069,0.8880044240621471,0.002549654011416295,3.601290392875671,10,0.8388381356549647
PANC-1,ERK5-IN-2,ETC-206,0.0004588258918374778,3.331349279744892e-06,0.00031069669769042064,0.596247463143307,0.6358064820373527,0.007044477510991309,1.2908824920654296,10,0.5025752225586965
PANC-1,Irinotecan,Tubulin inhibitor 6,0.00011067734449170531,3.927039899800271e-06,0.00018141202421651943,0.3789160316966676,0.282710103464,0.01272330421014421,0.9516685456037521,10,0.44341173991843774
PANC-1,AZD1390,AZD-7648,0.001285085951288541,2.942304365940673e-06,0.00029983821635444957,0.8108185726006362,0.8079857359920508,0.002566205663503014,1.91554953455925,10,1.0281822162051828
PANC-1,Pemigatinib,Ixazomib,0.0007596624756438864,6.602980814827672e-06,0.0002429998376303249,0.7576453862748619,0.7092123647166139,0.010210432714035376,1.572829008102417,10,0.8813077768425805
Panc 03.27,Hydroxyfasudil,Temuterkib,0.0002698416330127253,6.938582773445631e-06,0.00023005611211475403,0.5397936590890459,0.3398310950246205,0.011662048037246122,1.354319018125534,10,0.6183842726571442
Panc 03.27,Minodronic acid,PF-06260933,0.0010274787847366598,1.0949081660239707e-05,0.0003181274747475982,0.7635805626606333,0.5516845508159446,0.009188202911104384,2.0735802352428436,10,0.8998963574080527
Panc 03.27,Celecoxib,Hydroxyfasudil,0.00022786042989335125,7.632281600482305e-06,0.00017597717362352545,0.5642377725823365,0.23637589489061184,0.009876005532289771,1.493623858690262,10,0.7020458369436122
Panc 03.27,ERK5-IN-2,NG25,0.0028717756064401733,5.4449498138268485e-06,0.0007163846917036508,0.8003476343924099,0.8542440572230768,0.0023413662766622835,2.7837706804275513,10,1.0022804646596948
RKO,EX229,Oleic acid,0.0017423172067436907,1.0104543855485337e-05,0.0008647845592349767,0.668296584920478,0.7858334041226595,0.006659456395961853,2.261996638774872,10,0.5505380042039685
RKO,Oxaliplatin,Capmatinib,0.0030633818772104054,9.95099567907392e-06,0.0005810132715851068,0.8405734702568863,0.8625792809416065,0.0030844299694611026,2.861471712589264,10,1.158871258403921
RKO,AT7519,Brivudine,0.003999278818567594,6.980005753788351e-06,0.0007447084515459008,0.8430205628422598,0.9078358237949766,0.0017462606154059574,3.1866175174713134,10,1.228482248696572
RKO,GSK1059615,Elimusertib hydrochloride,0.005961110153132015,1.1600947912865405e-05,0.0013471295229262774,0.8156697669153548,0.9153993797229802,0.0028091464323129647,3.8741294503211976,10,1.0461939635311142
RPMI-7951,BI-3406,AT7519,0.0011481244530942704,4.2398477684242845e-05,0.00026124266700612174,0.8146383129844033,0.37185583739683625,0.01648011928278236,2.680068826675415,10,1.020823130663306
RPMI-7951,Afatinib,Irinotecan,0.0014760433489249814,1.2231004261881972e-05,0.0007488133023596473,0.6634330117730131,0.5445704300945157,0.006234157643594892,2.5006093263626097,10,0.7073546784880189
