cell_line,drug_G1,drug_G2M,S_int,S_int_se,S_main,interaction_share,R_int,R_int_se,half_norm_mean,n_repeats,D_old
RPMI-7951,Capivasertib,NVP-BHG712,0.0006914801274736722,2.994351601417588e-05,0.00021675713360309602,0.761343051103059,0.29837969808162484,0.015853964490623842,2.3189722895622253,10,0.9484541231293232
RPMI-7951,Gemcitabine,Oleic acid,0.00032797513477918173,6.638283200304575e-05,0.00025968590828900543,0.5581025637956509,0.13953115520931683,0.02558285642640182,2.380475568771362,10,0.8083930425798207
SHP-77,Bentamapimod,Bimiralisib,0.00166961747325129,1.236628677037789e-05,0.0006926221514327658,0.7067942878464744,0.5313188121533603,0.006161655840672685,2.6937143564224244,10,0.7909918336648021
SHP-77,NVP-BHG712,Irinotecan,0.000925025866470403,2.3733061677977475e-05,0.00033489081801639666,0.7341960606285587,0.38586674449976455,0.011971465155243643,2.3550190210342405,10,0.890636510512986
SHP-77,Abemaciclib,AZD-8055,0.002416459905604521,2.9436806154596942e-05,0.0010797613196902804,0.6911633303183682,0.5837915515364573,0.010303236757049408,3.091115152835846,10,0.7710073575229706
SHP-77,LY2090314,4EGI-1,0.0011627835532029471,2.5346099764074193e-05,0.00035700616944167346,0.7650950232638507,0.4062546243281707,0.011687056547017443,2.573735761642456,10,0.9319812453278771
SK-MEL-2,Tubulin inhibitor 6,Ralimetinib dimesylate,0.0005326605867594481,9.475360392607657e-06,0.0002643034871046742,0.6683621059313442,0.3857348362025874,0.008569917232046084,1.786663258075714,10,0.7850199318859166
SK-MEL-2,MK-3903,Minodronic acid,0.0010127205091218154,1.03277936457586e-05,0.00031177700859391026,0.7646073288747178,0.5316427332479404,0.007329721244822346,2.097232460975647,10,0.9094413480179387
SK-MEL-2,Pemigatinib,AZD2858,0.00034135259532680105,1.999336947431223e-05,0.0002612830476007528,0.5664328012006368,0.22494301806791644,0.016100599717601076,1.8795787811279296,10,0.7174945923440982
SK-MEL-2,Ipatasertib,Sonidegib,0.0016550342345403302,1.585544952588094e-05,0.0003469103559230764,0.8267133078629443,0.6017119163824742,0.008429066638833261,2.5203442692756655,10,1.0648648151237996
SNU-1,DTP3,Ralimetinib dimesylate,0.00024139556852686736,1.4826054026611093e-05,0.0002625135549654563,0.4790458383723721,0.17425312506511212,0.012159553492410066,1.7943175971508025,10,0.6617061881154392
SNU-1,Gemcitabine,Temuterkib,0.00024972550131173595,1.8306119517554864e-05,0.00019601620475037228,0.560247107047551,0.2116572703122675,0.017566738396992975,1.6586113035678864,10,0.722553187677921
SNU-1,Oleic acid,Gemcitabine,0.0002953961103533705,1.3481739929791453e-05,0.00014288740672378076,0.673984073878306,0.2110487195229429,0.010577261683897969,1.7993573129177094,10,0.8609116913108193
SNU-1,Tubulin inhibitor 6,Trametinib,0.0013855819072988297,3.059762926351911e-05,0.00047136937630259327,0.7461595355434385,0.4947500148901266,0.01598006648317305,2.5464415431022642,10,0.8562394918150218
SNU-423,Tucatinib,APTO-253,0.00027104522256801526,6.953018380354753e-06,0.00030627323883689116,0.4694899621058814,0.3016939645569251,0.009739974567978947,1.4419086635112763,10,0.5469420816977191
SNU-423,AZD2858,9-ING-41,0.0006953974668350484,1.1708554171719041e-05,0.00028605280030104854,0.7085407076858212,0.4886767283382879,0.01218442292198764,1.8135724425315858,10,0.8275516162857998
SNU-423,MK-3903,MK-8353,0.0006595671746051974,9.96722602846993e-06,0.0005333226381076707,0.5529154223433351,0.47277226379184817,0.010750952019602912,1.795191502571106,10,0.547129067296299
SNU-423,Capmatinib,Tucatinib,0.0008605069739537107,4.204777509186319e-06,0.0002971016853633854,0.743348770785238,0.6335145475952672,0.005878400590738502,1.770849311351776,10,0.8658148414706527
SW 900,BAY1125976,PF-06260933,0.0018843725323677064,1.3897514649199929e-05,0.0009160099654561944,0.6728982679444683,0.6533242386408211,0.008275527252714706,2.5804511189460753,10,0.7260117291557484
SW 900,Celecoxib,AZD1390,0.00046681231922573514,2.118040273725204e-05,0.00030186567196829444,0.607292422280245,0.2680271508719426,0.01456469671443919,2.0105094611644745,10,0.7134923993368552
SW 900,Futibatinib,Capivasertib,0.0004608049548955427,2.1626292548702876e-05,0.0002436717131382061,0.654109604767588,0.28326542370180935,0.01652396786680749,1.9432059228420258,10,0.8045445479996101
SW 900,Oxaliplatin,Capmatinib,0.0008402916033648783,2.1888755080977268e-05,0.0003676127124991682,0.6956607343221513,0.4543105840670714,0.01741465491213958,2.070375603437424,10,0.7681489399396099
SW1417,Methylprednisolone succinate,Capmatinib,0.00020944487122404905,6.0195054788968625e-06,0.00013305496217475997,0.6115181696458524,0.3123290714577599,0.01184365497329514,1.245686763525009,10,0.7116813438959935
SW1417,DTP3,palbociclib,0.00036620114050391647,6.281962808515349e-06,0.00013970446953963904,0.7238526974871632,0.45342379359322127,0.01070896637779143,1.3654952764511108,10,0.8629905409565721
SW1417,Anastrozole,olaparib,0.00024787383154034615,5.60425906929015e-06,0.00010046277376305726,0.7115928322389387,0.3455162441233468,0.010080969382210613,1.2871939182281493,10,0.8559848271267693
SW1417,PH-797804,Tubulin inhibitor 6,0.002124491147696972,7.282354681117831e-06,0.0006681434396240447,0.7607479894943947,0.828332577179691,0.0032608029138316112,2.432551634311676,10,0.8302579371810361
SW48,Abemaciclib,olaparib,0.0018213042161530919,1.6788773243564355e-05,0.000704115918940968,0.7211886017869487,0.675034555929724,0.009580268686542546,2.49822655916214,10,0.78538999637012
SW48,palbociclib,MK-3903,0.0007710764184594154,1.9064760279162484e-05,0.001056802562541432,0.4218421604898678,0.42277727813625743,0.01483200372207993,2.0555096209049224,10,0.4297719495585479
SW48,Ixazomib,AZD2858,0.0005561404602809084,1.2611685589838737e-05,0.00035860678181052206,0.6079717267136853,0.28182473645966744,0.00777199189423624,2.136208724975586,10,0.7353688588026552
SW48,Tubulin inhibitor 6,AZD2858,0.00012660289907621012,1.2320874879354576e-05,0.00019540333370160725,0.3931690948465754,0.08934406998991601,0.009524245886461152,1.8149673819541932,10,0.6794831053090302
SW480,Methylprednisolone succinate,Bentamapimod,0.00033447487383253045,7.434455777831133e-06,0.00023914053518739008,0.5830995272669092,0.41811422311997887,0.012796007345502255,1.3605280578136445,10,0.6511564151524478
SW480,Capivasertib,Ralimetinib dimesylate,0.0002859147136203117,4.912320668237132e-06,0.00017595216114487912,0.619041393184277,0.38918067820702956,0.008973516413868537,1.3042006194591522,10,0.7191753095577125
SW480,TAK-733,Binimetinib,0.0009822751188443767,1.0209974856075435e-05,0.0013654501280850834,0.41839440970747044,0.6931250477435499,0.009746804176340463,1.810670667886734,10,0.3484501030614773
SW480,XRK3F2,Capmatinib,0.0006305592651996347,5.050112464483016e-06,0.001493207261794143,0.2969061133533357,0.6156422589376236,0.005667481112365347,1.537835854291916,10,0.2096120224225595
hTERT-HPNE,BI-3406,Trametinib,0.0010704903449449276,1.2319888981488072e-05,0.0015568006887204118,0.4074502334259803,0.49800001907135905,0.008199857481007062,2.2272283673286437,10,0.33584015336200745
hTERT-HPNE,BI-3406,ULK-101,0.0014513922027415698,3.6982593707298154e-05,0.0004995920798844761,0.7439281882824705,0.41089333141591766,0.013668870094203471,2.8586105823516847,10,0.8854452515728585
hTERT-HPNE,Brivudine,Encorafenib,0.005268308975630337,2.3122424619761458e-05,0.00161018046653933,0.7659107453639655,0.840035751324536,0.005532498884599991,3.80526202917099,10,0.8967130424852691
hTERT-HPNE,9-ING-41,Bentamapimod,0.0008519885181966754,1.8036638095690552e-05,0.0007509225824226936,0.5315257457930541,0.43308235294858466,0.012557863945123596,2.1320688128471375,10,0.5683585052973059
