predictor,subpop_variance_ratio_mean,subpop_variance_ratio_std,split_half_stability_mean,split_half_stability_std,response_diversity_mean,response_diversity_std,isotropy_index_mean,isotropy_index_std,score_disagreement_mean,score_disagreement_std
average_effect,0.00902248352876143,0.00044754791558463574,0.9765941837181648,0.0022641024684049347,0.05974784130301603,0.002229349275967198,0.9975963601929237,0.000276790097137121,0.6354166666666666,0.22265945189958397
nearest_neighbor,0.009017110146154611,0.00044864246992061194,0.977029313792785,0.0029982347906054568,0.05934600207903776,0.0023251064392260743,0.9975964554530666,0.0002767488362658083,1.0,0.0
real,0.04626931493716926,0.021523106638798663,0.9846962630252044,0.002908671336700577,0.15754960535063187,0.019908292586281566,0.9593134491023132,0.026969248134010266,0.55625,0.4410458519413197
scgen_cpa_linear,0.008041448155915457,0.00025175937056926695,0.9808009551465511,0.001964497848530099,0.05279426149014602,0.002097066024598519,0.9979610885309442,0.00018374564486818028,1.0,0.0
