program,corr_divergence_enrichment,mean_enrichment_high_div,mean_enrichment_low_div,high_minus_low,mannwhitney_p
IFN_response,0.0419769439698495,0.0967741242816313,0.0580441459652547,0.0387299783163766,1.9221011681227755e-06
AXL_mesenchymal,0.133602582384923,-0.0986606708715576,-0.1203859109296708,0.0217252400581132,0.0032429674356793
antigen_presentation,0.0371266476707068,0.0820913669013905,0.0675352509133517,0.0145561159880387,0.0439028955898807
antigen_presentation_loss,-0.0167313556856308,0.0553644295763041,0.0697577211759747,-0.0143932915996706,0.6918509204829297
quiescence,-0.1273853386840526,0.8117318905271818,0.8831916186149771,-0.0714597280877953,7.701060330735407e-07
