cell_line,drug,RR_ref_oracle_vs_cos,RR_pop_oracle_vs_cos,G_oracle_vs_cos
NCI-H2347,Anastrozole,1.0,1.0,0.0
NCI-H2347,BAY1125976,1.0,1.0,0.0
NCI-H2347,BI-3406,1.0,1.0,0.0
NCI-H2347,BI-78D3,0.6333333333333333,1.0,0.3666666666666667
NCI-H2347,Belumosudil (mesylate),1.0,1.0,0.0
NCI-H2347,Belzutifan,1.0,1.0,0.0
NCI-H2347,Bentamapimod,1.0,0.9,-0.1
NCI-H2347,Bimiralisib,1.0,1.0,0.0
NCI-H2347,Binimetinib,0.9,1.0,0.1
NCI-H2347,Bortezomib,1.0,1.0,0.0
NCI-H2347,Brivudine,1.0,1.0,0.0
NCI-H2347,CP21R7,0.6166666666666667,1.0,0.3833333333333333
NCI-H2347,Capivasertib,1.0,1.0,0.0
NCI-H2347,Capmatinib,1.0,1.0,0.0
NCI-H2347,Celecoxib,0.6722222222222223,0.9,0.2277777777777777
NCI-H2347,DT-061,1.0,1.0,0.0
NCI-H2347,DTP3,1.0,1.0,0.0
NCI-H2347,Dabrafenib,1.0,1.0,0.0
NCI-H2347,ERK5-IN-2,1.0,1.0,0.0
NCI-H2347,ETC-206,0.8666666666666666,1.0,0.1333333333333333
NCI-H2347,EX229,1.0,1.0,0.0
NCI-H2347,Elimusertib hydrochloride,1.0,1.0,0.0
NCI-H2347,Encorafenib,1.0,1.0,0.0
NCI-H2347,Erdafitinib ,1.0,1.0,0.0
NCI-H2347,Everolimus,1.0,1.0,0.0
NCI-H2347,Futibatinib,1.0,1.0,0.0
NCI-H2347,GSK1059615,1.0,1.0,0.0
NCI-H2347,Gemcitabine,1.0,1.0,0.0
NCI-H2347,HI-TOPK-032,1.0,1.0,0.0
NCI-H2347,Hydroxyfasudil,0.9,1.0,0.1
NCI-H2347,IQ 1,1.0,1.0,0.0
NCI-H2347,Infigratinib,1.0,1.0,0.0
NCI-H2347,Ipatasertib,1.0,1.0,0.0
NCI-H2347,Irinotecan,1.0,1.0,0.0
NCI-H2347,Ixazomib,1.0,1.0,0.0
NCI-H2347,LB-100,0.5722222222222222,1.0,0.4277777777777777
NCI-H2347,LJI308,1.0,1.0,0.0
NCI-H2347,LY-2584702 (tosylate salt),1.0,1.0,0.0
NCI-H2347,LY2090314,1.0,1.0,0.0
NCI-H2347,Lapatinib ditosylate,1.0,1.0,0.0
NCI-H2347,Lonafarnib,1.0,1.0,0.0
NCI-H2347,MK-3903,1.0,1.0,0.0
NCI-H2347,MK-8353,1.0,1.0,0.0
NCI-H2347,ML264,1.0,1.0,0.0
NCI-H2347,Methylprednisolone succinate,1.0,1.0,0.0
NCI-H2347,Minodronic acid,1.0,1.0,0.0
NCI-H2347,NG25,1.0,1.0,0.0
NCI-H2347,NVP-BHG712,1.0,1.0,0.0
NCI-H2347,OTS514,1.0,1.0,0.0
NCI-H2347,Oleic acid,1.0,1.0,0.0
NCI-H2347,Oxaliplatin,1.0,1.0,0.0
NCI-H2347,PF-06260933,1.0,1.0,0.0
NCI-H2347,PH-797804,1.0,1.0,0.0
NCI-H2347,Paclitaxel,1.0,1.0,0.0
NCI-H2347,Pemigatinib,1.0,1.0,0.0
NCI-H2347,Pimitespib,1.0,1.0,0.0
NCI-H2347,Pralsetinib,1.0,1.0,0.0
NCI-H2347,RMC-6236,1.0,1.0,0.0
NCI-H2347,Ralimetinib dimesylate,0.85,1.0,0.15
NCI-H2347,Regorafenib,1.0,1.0,0.0
NCI-H2347,SBI-0640756,1.0,1.0,0.0
NCI-H2347,Sapanisertib,1.0,1.0,0.0
NCI-H2347,Sonidegib,1.0,1.0,0.0
NCI-H2347,TAK-733,1.0,1.0,0.0
NCI-H2347,TAK-901,1.0,1.0,0.0
NCI-H2347,Temuterkib,1.0,1.0,0.0
NCI-H2347,Tomivosertib,1.0,1.0,0.0
NCI-H2347,Torkinib,1.0,1.0,0.0
NCI-H2347,Trametinib,1.0,1.0,0.0
NCI-H2347,Tubulin inhibitor 6,0.85,0.9,0.05
NCI-H2347,Tucatinib,1.0,0.9,-0.1
NCI-H2347,ULK-101,1.0,1.0,0.0
NCI-H2347,Vemurafenib,0.9,1.0,0.1
NCI-H2347,Volasertib,0.74,1.0,0.26
NCI-H2347,XRK3F2,0.9,1.0,0.1
NCI-H2347,c-Kit-IN-1,1.0,1.0,0.0
NCI-H2347,olaparib,1.0,1.0,0.0
NCI-H2347,palbociclib,1.0,1.0,0.0
NCI-H2347,venetoclax,1.0,1.0,0.0
NCI-H2347,vincristine,1.0,1.0,0.0
NCI-H460,4EGI-1,1.0,1.0,0.0
NCI-H460,9-ING-41,1.0,1.0,0.0
NCI-H460,APTO-253,1.0,1.0,0.0
NCI-H460,AT7519,1.0,1.0,0.0
NCI-H460,AZD-7648,1.0,1.0,0.0
NCI-H460,AZD-8055,1.0,1.0,0.0
NCI-H460,AZD1390,0.85,1.0,0.15
NCI-H460,AZD2858,0.8333333333333333,0.9,0.0666666666666666
NCI-H460,Abemaciclib,1.0,1.0,0.0
NCI-H460,Adagrasib,0.7666666666666667,0.8,0.0333333333333333
NCI-H460,Afatinib,1.0,1.0,0.0
NCI-H460,Alpelisib,1.0,1.0,0.0
NCI-H460,Anastrozole,1.0,1.0,0.0
NCI-H460,BAY1125976,1.0,1.0,0.0
NCI-H460,BI-3406,1.0,1.0,0.0
NCI-H460,BI-78D3,1.0,1.0,0.0
NCI-H460,Belumosudil (mesylate),1.0,1.0,0.0
NCI-H460,Belzutifan,1.0,1.0,0.0
NCI-H460,Bentamapimod,0.9,1.0,0.1
NCI-H460,Bimiralisib,1.0,1.0,0.0
NCI-H460,Binimetinib,1.0,1.0,0.0
NCI-H460,Bortezomib,1.0,1.0,0.0
NCI-H460,Brivudine,1.0,1.0,0.0
NCI-H460,CP21R7,0.9,1.0,0.1
NCI-H460,Capivasertib,0.7,0.7,0.0
NCI-H460,Capmatinib,1.0,1.0,0.0
NCI-H460,Celecoxib,0.8153846153846154,0.8285714285714285,0.0131868131868131
NCI-H460,DT-061,1.0,1.0,0.0
NCI-H460,DTP3,1.0,1.0,0.0
NCI-H460,Dabrafenib,1.0,1.0,0.0
NCI-H460,ERK5-IN-2,1.0,1.0,0.0
NCI-H460,ETC-206,0.4583333333333333,1.0,0.5416666666666667
NCI-H460,EX229,1.0,1.0,0.0
NCI-H460,Elimusertib hydrochloride,1.0,1.0,0.0
NCI-H460,Encorafenib,1.0,1.0,0.0
NCI-H460,Erdafitinib ,0.9,1.0,0.1
NCI-H460,Everolimus,1.0,1.0,0.0
NCI-H460,Futibatinib,1.0,1.0,0.0
NCI-H460,GSK1059615,1.0,1.0,0.0
NCI-H460,Gemcitabine,1.0,1.0,0.0
NCI-H460,HI-TOPK-032,1.0,1.0,0.0
NCI-H460,Hydroxyfasudil,0.8285714285714285,0.8666666666666666,0.0380952380952381
NCI-H460,IQ 1,1.0,1.0,0.0
NCI-H460,Infigratinib,1.0,1.0,0.0
NCI-H460,Ipatasertib,1.0,1.0,0.0
NCI-H460,Irinotecan,1.0,1.0,0.0
NCI-H460,Ixazomib,1.0,1.0,0.0
NCI-H460,LB-100,1.0,1.0,0.0
NCI-H460,LJI308,1.0,1.0,0.0
NCI-H460,LY-2584702 (tosylate salt),1.0,1.0,0.0
NCI-H460,LY2090314,0.8,1.0,0.2
NCI-H460,Lapatinib ditosylate,0.8,1.0,0.2
NCI-H460,Lonafarnib,1.0,1.0,0.0
NCI-H460,MK-3903,1.0,1.0,0.0
NCI-H460,MK-8353,1.0,0.8666666666666666,-0.1333333333333333
NCI-H460,ML264,1.0,0.9,-0.1
NCI-H460,Methylprednisolone succinate,0.9,0.9,0.0
NCI-H460,Minodronic acid,1.0,1.0,0.0
NCI-H460,NG25,1.0,1.0,0.0
NCI-H460,NVP-BHG712,0.9,0.9,0.0
NCI-H460,OTS514,1.0,1.0,0.0
NCI-H460,Oleic acid,1.0,1.0,0.0
NCI-H460,Oxaliplatin,1.0,0.75,-0.25
NCI-H460,PF-06260933,1.0,1.0,0.0
NCI-H460,PH-797804,1.0,1.0,0.0
NCI-H460,Paclitaxel,0.9,1.0,0.1
NCI-H460,Pemigatinib,0.6105263157894736,0.6722222222222223,0.0616959064327485
NCI-H460,Pimitespib,1.0,1.0,0.0
NCI-H460,Pralsetinib,1.0,1.0,0.0
NCI-H460,RMC-6236,1.0,1.0,0.0
NCI-H460,Ralimetinib dimesylate,0.85,0.8666666666666666,0.0166666666666666
NCI-H460,Regorafenib,1.0,1.0,0.0
NCI-H460,SBI-0640756,1.0,1.0,0.0
NCI-H460,Sapanisertib,1.0,1.0,0.0
NCI-H460,Sonidegib,1.0,1.0,0.0
NCI-H460,TAK-733,1.0,1.0,0.0
NCI-H460,TAK-901,1.0,1.0,0.0
NCI-H460,Temuterkib,0.7666666666666666,1.0,0.2333333333333333
NCI-H460,Tomivosertib,1.0,1.0,0.0
NCI-H460,Torkinib,0.74,0.9,0.16
NCI-H460,Trametinib,1.0,1.0,0.0
NCI-H460,Tubulin inhibitor 6,0.85,1.0,0.15
NCI-H460,Tucatinib,0.7181818181818181,0.85,0.1318181818181818
NCI-H460,ULK-101,1.0,1.0,0.0
NCI-H460,Vemurafenib,1.0,1.0,0.0
NCI-H460,Volasertib,0.9,0.8666666666666666,-0.0333333333333333
NCI-H460,XRK3F2,1.0,1.0,0.0
NCI-H460,c-Kit-IN-1,1.0,1.0,0.0
NCI-H460,olaparib,1.0,1.0,0.0
NCI-H460,palbociclib,1.0,1.0,0.0
NCI-H460,venetoclax,1.0,1.0,0.0
NCI-H460,vincristine,1.0,1.0,0.0
PANC-1,4EGI-1,1.0,1.0,0.0
PANC-1,9-ING-41,0.9,1.0,0.1
PANC-1,APTO-253,1.0,1.0,0.0
PANC-1,AT7519,0.8666666666666666,1.0,0.1333333333333333
PANC-1,AZD-7648,1.0,1.0,0.0
PANC-1,AZD-8055,0.8,1.0,0.2
PANC-1,AZD1390,1.0,1.0,0.0
PANC-1,AZD2858,1.0,1.0,0.0
PANC-1,Abemaciclib,1.0,1.0,0.0
PANC-1,Adagrasib,1.0,1.0,0.0
PANC-1,Afatinib,1.0,1.0,0.0
PANC-1,Alpelisib,1.0,1.0,0.0
PANC-1,Anastrozole,1.0,1.0,0.0
PANC-1,BAY1125976,1.0,1.0,0.0
PANC-1,BI-3406,1.0,1.0,0.0
PANC-1,BI-78D3,0.6666666666666666,1.0,0.3333333333333333
PANC-1,Belumosudil (mesylate),1.0,1.0,0.0
PANC-1,Belzutifan,1.0,1.0,0.0
PANC-1,Bentamapimod,1.0,1.0,0.0
PANC-1,Bimiralisib,1.0,1.0,0.0
PANC-1,Binimetinib,1.0,1.0,0.0
PANC-1,Bortezomib,1.0,1.0,0.0
PANC-1,Brivudine,1.0,1.0,0.0
PANC-1,CP21R7,1.0,1.0,0.0
PANC-1,Capivasertib,1.0,1.0,0.0
PANC-1,Capmatinib,0.8,0.9,0.1
PANC-1,Celecoxib,0.5288888888888889,0.8,0.2711111111111111
PANC-1,DT-061,1.0,1.0,0.0
PANC-1,DTP3,1.0,1.0,0.0
PANC-1,Dabrafenib,1.0,1.0,0.0
PANC-1,ERK5-IN-2,1.0,1.0,0.0
PANC-1,ETC-206,0.85,0.8666666666666666,0.0166666666666666
PANC-1,EX229,1.0,1.0,0.0
PANC-1,Elimusertib hydrochloride,1.0,1.0,0.0
PANC-1,Encorafenib,1.0,1.0,0.0
PANC-1,Erdafitinib ,1.0,1.0,0.0
PANC-1,Everolimus,1.0,1.0,0.0
PANC-1,Futibatinib,1.0,1.0,0.0
PANC-1,GSK1059615,1.0,1.0,0.0
PANC-1,Gemcitabine,0.8666666666666666,1.0,0.1333333333333333
PANC-1,HI-TOPK-032,1.0,1.0,0.0
PANC-1,Hydroxyfasudil,0.85,0.9,0.05
PANC-1,IQ 1,1.0,1.0,0.0
PANC-1,Infigratinib,1.0,1.0,0.0
PANC-1,Ipatasertib,1.0,1.0,0.0
PANC-1,Irinotecan,1.0,1.0,0.0
PANC-1,Ixazomib,1.0,1.0,0.0
PANC-1,LB-100,0.7166666666666666,0.8,0.0833333333333333
PANC-1,LJI308,1.0,1.0,0.0
PANC-1,LY-2584702 (tosylate salt),1.0,1.0,0.0
PANC-1,LY2090314,1.0,1.0,0.0
PANC-1,Lapatinib ditosylate,1.0,1.0,0.0
PANC-1,Lonafarnib,1.0,1.0,0.0
PANC-1,MK-3903,1.0,1.0,0.0
PANC-1,MK-8353,0.85,0.9,0.05
PANC-1,ML264,1.0,1.0,0.0
PANC-1,Methylprednisolone succinate,1.0,1.0,0.0
PANC-1,Minodronic acid,1.0,1.0,0.0
PANC-1,NG25,1.0,1.0,0.0
PANC-1,NVP-BHG712,0.8666666666666666,1.0,0.1333333333333333
PANC-1,OTS514,1.0,1.0,0.0
PANC-1,Oleic acid,0.9,0.8666666666666666,-0.0333333333333333
PANC-1,Oxaliplatin,0.9,1.0,0.1
PANC-1,PF-06260933,1.0,1.0,0.0
PANC-1,PH-797804,1.0,1.0,0.0
PANC-1,Paclitaxel,1.0,1.0,0.0
PANC-1,Pemigatinib,1.0,1.0,0.0
PANC-1,Pimitespib,1.0,1.0,0.0
PANC-1,Pralsetinib,1.0,1.0,0.0
PANC-1,RMC-6236,1.0,1.0,0.0
PANC-1,Ralimetinib dimesylate,1.0,1.0,0.0
PANC-1,Regorafenib,1.0,1.0,0.0
PANC-1,SBI-0640756,1.0,1.0,0.0
PANC-1,Sapanisertib,1.0,1.0,0.0
PANC-1,Sonidegib,0.7285714285714285,0.9,0.1714285714285714
PANC-1,TAK-733,1.0,1.0,0.0
PANC-1,TAK-901,1.0,1.0,0.0
PANC-1,Temuterkib,0.8,0.9,0.1
PANC-1,Tomivosertib,1.0,1.0,0.0
PANC-1,Torkinib,1.0,1.0,0.0
PANC-1,Trametinib,1.0,1.0,0.0
PANC-1,Tubulin inhibitor 6,1.0,1.0,0.0
PANC-1,Tucatinib,0.7666666666666667,1.0,0.2333333333333333
PANC-1,ULK-101,1.0,1.0,0.0
PANC-1,Vemurafenib,1.0,1.0,0.0
PANC-1,Volasertib,0.8666666666666666,0.8666666666666666,0.0
PANC-1,XRK3F2,1.0,1.0,0.0
PANC-1,c-Kit-IN-1,1.0,1.0,0.0
PANC-1,olaparib,1.0,1.0,0.0
PANC-1,palbociclib,1.0,1.0,0.0
PANC-1,venetoclax,1.0,1.0,0.0
PANC-1,vincristine,1.0,1.0,0.0
Panc 03.27,4EGI-1,1.0,1.0,0.0
Panc 03.27,9-ING-41,0.9,1.0,0.1
Panc 03.27,APTO-253,1.0,1.0,0.0
Panc 03.27,AT7519,1.0,1.0,0.0
Panc 03.27,AZD-7648,1.0,1.0,0.0
Panc 03.27,AZD-8055,1.0,1.0,0.0
Panc 03.27,AZD1390,1.0,1.0,0.0
Panc 03.27,AZD2858,0.8,0.9,0.1
Panc 03.27,Abemaciclib,1.0,1.0,0.0
Panc 03.27,Adagrasib,0.9,1.0,0.1
Panc 03.27,Afatinib,1.0,1.0,0.0
Panc 03.27,Alpelisib,1.0,1.0,0.0
Panc 03.27,Anastrozole,1.0,1.0,0.0
Panc 03.27,BAY1125976,1.0,1.0,0.0
Panc 03.27,BI-3406,0.9,1.0,0.1
Panc 03.27,BI-78D3,1.0,1.0,0.0
Panc 03.27,Belumosudil (mesylate),1.0,1.0,0.0
Panc 03.27,Belzutifan,1.0,1.0,0.0
Panc 03.27,Bentamapimod,1.0,1.0,0.0
Panc 03.27,Bimiralisib,1.0,1.0,0.0
Panc 03.27,Binimetinib,1.0,1.0,0.0
Panc 03.27,Bortezomib,1.0,1.0,0.0
Panc 03.27,Brivudine,1.0,1.0,0.0
Panc 03.27,CP21R7,0.9,1.0,0.1
Panc 03.27,Capivasertib,1.0,1.0,0.0
Panc 03.27,Capmatinib,0.9,1.0,0.1
Panc 03.27,Celecoxib,0.7666666666666667,0.9,0.1333333333333333
Panc 03.27,DT-061,1.0,1.0,0.0
Panc 03.27,DTP3,1.0,1.0,0.0
Panc 03.27,Dabrafenib,1.0,1.0,0.0
Panc 03.27,ERK5-IN-2,1.0,1.0,0.0
Panc 03.27,ETC-206,1.0,0.9,-0.1
Panc 03.27,EX229,1.0,1.0,0.0
Panc 03.27,Elimusertib hydrochloride,1.0,1.0,0.0
Panc 03.27,Encorafenib,1.0,1.0,0.0
Panc 03.27,Erdafitinib ,0.9,1.0,0.1
Panc 03.27,Everolimus,1.0,1.0,0.0
Panc 03.27,Futibatinib,1.0,1.0,0.0
Panc 03.27,GSK1059615,1.0,1.0,0.0
Panc 03.27,Gemcitabine,1.0,1.0,0.0
Panc 03.27,HI-TOPK-032,1.0,1.0,0.0
Panc 03.27,Hydroxyfasudil,1.0,1.0,0.0
Panc 03.27,IQ 1,1.0,1.0,0.0
Panc 03.27,Infigratinib,1.0,1.0,0.0
Panc 03.27,Ipatasertib,1.0,1.0,0.0
Panc 03.27,Irinotecan,1.0,1.0,0.0
Panc 03.27,Ixazomib,1.0,1.0,0.0
Panc 03.27,LB-100,1.0,1.0,0.0
Panc 03.27,LJI308,1.0,1.0,0.0
Panc 03.27,LY-2584702 (tosylate salt),1.0,1.0,0.0
Panc 03.27,LY2090314,1.0,1.0,0.0
Panc 03.27,Lapatinib ditosylate,1.0,1.0,0.0
Panc 03.27,MK-3903,1.0,1.0,0.0
Panc 03.27,MK-8353,1.0,1.0,0.0
Panc 03.27,ML264,0.9,1.0,0.1
Panc 03.27,Methylprednisolone succinate,1.0,1.0,0.0
Panc 03.27,Minodronic acid,1.0,1.0,0.0
Panc 03.27,NG25,1.0,1.0,0.0
Panc 03.27,NVP-BHG712,1.0,1.0,0.0
Panc 03.27,OTS514,1.0,1.0,0.0
Panc 03.27,Oleic acid,1.0,1.0,0.0
Panc 03.27,Oxaliplatin,1.0,1.0,0.0
Panc 03.27,PF-06260933,1.0,1.0,0.0
Panc 03.27,PH-797804,1.0,1.0,0.0
Panc 03.27,Paclitaxel,1.0,1.0,0.0
Panc 03.27,Pemigatinib,0.9,1.0,0.1
Panc 03.27,Pimitespib,0.5666666666666667,1.0,0.4333333333333334
Panc 03.27,Pralsetinib,1.0,1.0,0.0
Panc 03.27,RMC-6236,1.0,1.0,0.0
Panc 03.27,Ralimetinib dimesylate,1.0,1.0,0.0
Panc 03.27,Regorafenib,1.0,1.0,0.0
Panc 03.27,SBI-0640756,1.0,1.0,0.0
Panc 03.27,Sapanisertib,1.0,1.0,0.0
Panc 03.27,Sonidegib,1.0,1.0,0.0
Panc 03.27,TAK-733,1.0,1.0,0.0
Panc 03.27,TAK-901,1.0,1.0,0.0
Panc 03.27,Temuterkib,1.0,1.0,0.0
Panc 03.27,Tomivosertib,1.0,1.0,0.0
Panc 03.27,Torkinib,1.0,1.0,0.0
Panc 03.27,Trametinib,1.0,1.0,0.0
Panc 03.27,Tubulin inhibitor 6,0.9,0.8,-0.1
Panc 03.27,Tucatinib,1.0,1.0,0.0
Panc 03.27,ULK-101,1.0,1.0,0.0
Panc 03.27,Vemurafenib,1.0,1.0,0.0
Panc 03.27,Volasertib,0.9,1.0,0.1
Panc 03.27,XRK3F2,1.0,1.0,0.0
Panc 03.27,c-Kit-IN-1,1.0,1.0,0.0
Panc 03.27,olaparib,1.0,1.0,0.0
Panc 03.27,palbociclib,1.0,1.0,0.0
Panc 03.27,venetoclax,1.0,1.0,0.0
Panc 03.27,vincristine,1.0,1.0,0.0
RKO,4EGI-1,1.0,1.0,0.0
RKO,9-ING-41,1.0,1.0,0.0
RKO,APTO-253,1.0,1.0,0.0
RKO,AT7519,1.0,1.0,0.0
RKO,AZD-7648,0.8666666666666666,1.0,0.1333333333333333
RKO,AZD-8055,1.0,1.0,0.0
RKO,AZD1390,1.0,1.0,0.0
RKO,AZD2858,0.5833333333333333,0.7,0.1166666666666666
RKO,Abemaciclib,1.0,1.0,0.0
RKO,Adagrasib,0.9,0.9,0.0
RKO,Afatinib,1.0,1.0,0.0
RKO,Alpelisib,1.0,1.0,0.0
RKO,Anastrozole,0.7,0.6666666666666666,-0.0333333333333333
RKO,BAY1125976,1.0,1.0,0.0
RKO,BI-3406,0.8666666666666666,1.0,0.1333333333333333
RKO,BI-78D3,0.5166666666666666,0.85,0.3333333333333333
RKO,Belumosudil (mesylate),1.0,1.0,0.0
RKO,Belzutifan,1.0,1.0,0.0
RKO,Bentamapimod,1.0,1.0,0.0
RKO,Bimiralisib,1.0,1.0,0.0
RKO,Binimetinib,1.0,1.0,0.0
RKO,Bortezomib,1.0,1.0,0.0
RKO,Brivudine,1.0,1.0,0.0
RKO,CP21R7,0.9,1.0,0.1
RKO,Capivasertib,0.9,1.0,0.1
RKO,Capmatinib,1.0,1.0,0.0
RKO,Celecoxib,0.4015151515151515,0.8,0.3984848484848485
RKO,DT-061,0.7,1.0,0.3
RKO,DTP3,1.0,1.0,0.0
RKO,Dabrafenib,1.0,1.0,0.0
RKO,ERK5-IN-2,1.0,1.0,0.0
RKO,ETC-206,0.9,0.9,0.0
RKO,EX229,1.0,1.0,0.0
RKO,Elimusertib hydrochloride,1.0,1.0,0.0
RKO,Encorafenib,1.0,1.0,0.0
RKO,Erdafitinib ,0.8,0.9,0.1
RKO,Everolimus,0.8,1.0,0.2
RKO,Futibatinib,1.0,1.0,0.0
RKO,GSK1059615,1.0,1.0,0.0
RKO,Gemcitabine,0.8,1.0,0.2
RKO,HI-TOPK-032,1.0,1.0,0.0
RKO,Hydroxyfasudil,1.0,1.0,0.0
RKO,IQ 1,1.0,1.0,0.0
RKO,Infigratinib,1.0,1.0,0.0
RKO,Ipatasertib,1.0,1.0,0.0
RKO,Irinotecan,1.0,1.0,0.0
RKO,Ixazomib,1.0,1.0,0.0
RKO,LB-100,0.7066666666666667,1.0,0.2933333333333333
RKO,LJI308,1.0,0.8166666666666667,-0.1833333333333333
RKO,LY-2584702 (tosylate salt),1.0,1.0,0.0
RKO,LY2090314,1.0,0.8,-0.2
RKO,Lapatinib ditosylate,0.8,1.0,0.2
RKO,MK-3903,0.9,1.0,0.1
RKO,MK-8353,0.6848484848484848,0.75,0.0651515151515151
RKO,ML264,1.0,1.0,0.0
RKO,Methylprednisolone succinate,0.6848484848484848,0.9,0.2151515151515151
RKO,Minodronic acid,0.85,0.8,-0.05
RKO,NG25,1.0,1.0,0.0
RKO,NVP-BHG712,0.8666666666666666,0.9,0.0333333333333333
RKO,OTS514,1.0,1.0,0.0
RKO,Oleic acid,0.5166666666666666,0.6666666666666666,0.15
RKO,Oxaliplatin,1.0,0.8400000000000001,-0.16
RKO,PF-06260933,1.0,1.0,0.0
RKO,PH-797804,1.0,1.0,0.0
RKO,Paclitaxel,1.0,1.0,0.0
RKO,Pemigatinib,1.0,1.0,0.0
RKO,Pimitespib,0.8,1.0,0.2
RKO,Pralsetinib,1.0,1.0,0.0
RKO,RMC-6236,1.0,1.0,0.0
RKO,Ralimetinib dimesylate,0.7666666666666667,0.8,0.0333333333333333
RKO,Regorafenib,1.0,1.0,0.0
RKO,SBI-0640756,1.0,1.0,0.0
RKO,Sapanisertib,1.0,1.0,0.0
RKO,Sonidegib,0.85,1.0,0.15
RKO,TAK-733,1.0,1.0,0.0
RKO,TAK-901,1.0,1.0,0.0
RKO,Temuterkib,1.0,1.0,0.0
RKO,Tomivosertib,1.0,1.0,0.0
RKO,Torkinib,1.0,1.0,0.0
RKO,Trametinib,1.0,1.0,0.0
RKO,Tubulin inhibitor 6,0.6625,0.8400000000000001,0.1775
RKO,Tucatinib,0.9,1.0,0.1
RKO,ULK-101,1.0,1.0,0.0
RKO,Vemurafenib,1.0,1.0,0.0
RKO,Volasertib,0.9,0.9,0.0
RKO,XRK3F2,0.9,1.0,0.1
RKO,c-Kit-IN-1,1.0,1.0,0.0
RKO,olaparib,1.0,1.0,0.0
RKO,palbociclib,1.0,1.0,0.0
RKO,venetoclax,1.0,1.0,0.0
RKO,vincristine,1.0,1.0,0.0
RPMI-7951,4EGI-1,1.0,1.0,0.0
RPMI-7951,9-ING-41,1.0,1.0,0.0
RPMI-7951,APTO-253,1.0,1.0,0.0
RPMI-7951,AT7519,1.0,1.0,0.0
RPMI-7951,AZD-7648,1.0,1.0,0.0
RPMI-7951,AZD-8055,1.0,1.0,0.0
RPMI-7951,AZD1390,1.0,1.0,0.0
RPMI-7951,AZD2858,1.0,1.0,0.0
RPMI-7951,Abemaciclib,1.0,1.0,0.0
RPMI-7951,Adagrasib,0.4784313725490196,1.0,0.5215686274509804
RPMI-7951,Afatinib,1.0,1.0,0.0
RPMI-7951,Alpelisib,1.0,1.0,0.0
RPMI-7951,Anastrozole,1.0,1.0,0.0
RPMI-7951,BAY1125976,1.0,1.0,0.0
RPMI-7951,BI-3406,1.0,1.0,0.0
RPMI-7951,BI-78D3,1.0,1.0,0.0
RPMI-7951,Belumosudil (mesylate),1.0,1.0,0.0
RPMI-7951,Belzutifan,1.0,1.0,0.0
RPMI-7951,Bentamapimod,1.0,1.0,0.0
RPMI-7951,Bimiralisib,1.0,1.0,0.0
RPMI-7951,Binimetinib,1.0,1.0,0.0
RPMI-7951,Brivudine,1.0,1.0,0.0
RPMI-7951,CP21R7,1.0,1.0,0.0
RPMI-7951,Capivasertib,0.9,0.85,-0.05
RPMI-7951,Capmatinib,1.0,1.0,0.0
RPMI-7951,Celecoxib,0.6066666666666667,1.0,0.3933333333333333
RPMI-7951,DT-061,1.0,1.0,0.0
RPMI-7951,DTP3,1.0,1.0,0.0
RPMI-7951,Dabrafenib,1.0,1.0,0.0
RPMI-7951,ERK5-IN-2,1.0,1.0,0.0
RPMI-7951,ETC-206,0.7222222222222222,0.8666666666666666,0.1444444444444444
RPMI-7951,EX229,1.0,1.0,0.0
RPMI-7951,Elimusertib hydrochloride,1.0,1.0,0.0
RPMI-7951,Encorafenib,1.0,1.0,0.0
RPMI-7951,Erdafitinib ,1.0,1.0,0.0
RPMI-7951,Everolimus,0.8400000000000001,0.8666666666666666,0.0266666666666666
RPMI-7951,Futibatinib,1.0,1.0,0.0
RPMI-7951,GSK1059615,1.0,1.0,0.0
RPMI-7951,Gemcitabine,1.0,1.0,0.0
RPMI-7951,HI-TOPK-032,1.0,1.0,0.0
RPMI-7951,Hydroxyfasudil,1.0,1.0,0.0
RPMI-7951,IQ 1,1.0,1.0,0.0
RPMI-7951,Infigratinib,1.0,1.0,0.0
RPMI-7951,Ipatasertib,1.0,1.0,0.0
RPMI-7951,Irinotecan,1.0,1.0,0.0
RPMI-7951,Ixazomib,1.0,1.0,0.0
RPMI-7951,LB-100,0.575,0.8666666666666666,0.2916666666666666
RPMI-7951,LJI308,1.0,1.0,0.0
RPMI-7951,LY2090314,1.0,1.0,0.0
RPMI-7951,Lapatinib ditosylate,1.0,1.0,0.0
RPMI-7951,MK-3903,1.0,1.0,0.0
RPMI-7951,MK-8353,1.0,1.0,0.0
RPMI-7951,ML264,1.0,1.0,0.0
RPMI-7951,Methylprednisolone succinate,0.8285714285714285,1.0,0.1714285714285714
RPMI-7951,Minodronic acid,0.9,0.9,0.0
RPMI-7951,NG25,1.0,1.0,0.0
RPMI-7951,NVP-BHG712,1.0,1.0,0.0
RPMI-7951,OTS514,1.0,1.0,0.0
RPMI-7951,Oleic acid,0.9,0.9,0.0
RPMI-7951,Oxaliplatin,1.0,1.0,0.0
RPMI-7951,PF-06260933,1.0,1.0,0.0
RPMI-7951,PH-797804,1.0,1.0,0.0
RPMI-7951,Paclitaxel,1.0,1.0,0.0
RPMI-7951,Pemigatinib,1.0,1.0,0.0
RPMI-7951,Pimitespib,0.74,0.8,0.06
RPMI-7951,Pralsetinib,1.0,1.0,0.0
RPMI-7951,RMC-6236,1.0,1.0,0.0
RPMI-7951,Ralimetinib dimesylate,1.0,1.0,0.0
