dataset,sil_raw_k2
SciPlex3,0.0339172109961509
SciPlex3,0.0362161174416542
SciPlex3,0.0382422693073749
SciPlex3,0.0344915837049484
SciPlex3,0.0361011736094951
SciPlex3,0.0380863696336746
SciPlex3,0.0408103317022323
SciPlex3,0.0457588396966457
SciPlex3,0.0341096967458725
SciPlex3,0.040667574852705
SciPlex3,0.0423711128532886
SciPlex3,0.0607978962361812
SciPlex3,0.0440383963286876
SciPlex3,0.0459381826221942
SciPlex3,0.0401306711137294
SciPlex3,0.0408473052084445
SciPlex3,0.0435887984931468
SciPlex3,0.0863518938422203
SciPlex3,0.0390547402203083
SciPlex3,0.0472225733101367
SciPlex3,0.0406366921961307
SciPlex3,0.0387334339320659
SciPlex3,0.0408458188176155
SciPlex3,0.050634242594242
SciPlex3,0.034890066832304
SciPlex3,0.0423507839441299
SciPlex3,0.048032883554697
SciPlex3,0.0314286723732948
SciPlex3,0.0358339212834835
SciPlex3,0.0487622357904911
SciPlex3,0.041404191404581
SciPlex3,0.0410614162683486
SciPlex3,0.0490667484700679
SciPlex3,0.0471228323876857
SciPlex3,0.0497770719230175
SciPlex3,0.0400225631892681
SciPlex3,0.0498997420072555
SciPlex3,0.0378623642027378
SciPlex3,0.0570549629628658
SciPlex3,0.0475234799087047
SciPlex3,0.0530486516654491
SciPlex3,0.039366390556097
SciPlex3,0.0248167142271995
SciPlex3,0.0526783876121044
SciPlex3,0.0446253344416618
SciPlex3,0.0461616516113281
SciPlex3,0.03363973274827
SciPlex3,0.0365988239645957
SciPlex3,0.0307968128472566
SciPlex3,0.0297784823924303
SciPlex3,0.040383581072092
SciPlex3,0.0299323536455631
SciPlex3,0.0343665815889835
SciPlex3,0.0395337007939815
SciPlex3,0.0649186670780181
SciPlex3,0.0416148900985717
SciPlex3,0.0492085553705692
SciPlex3,0.0366599187254905
SciPlex3,0.0407335273921489
SciPlex3,0.0427752174437046
SciPlex3,0.0343105681240558
SciPlex3,0.0318020246922969
SciPlex3,0.0410061366856098
SciPlex3,0.0491556003689765
SciPlex3,0.0328755378723144
SciPlex3,0.0392463058233261
SciPlex3,0.0480684600770473
SciPlex3,0.0472553893923759
SciPlex3,0.0377193614840507
SciPlex3,0.048061616718769
SciPlex3,0.0354507826268672
SciPlex3,0.0470796041190624
SciPlex3,0.0413185581564903
SciPlex3,0.0443248115479946
SciPlex3,0.0342087186872959
SciPlex3,0.0422147400677204
SciPlex3,0.0796735733747482
SciPlex3,0.0414517447352409
SciPlex3,0.0546021796762943
SciPlex3,0.0499114282429218
SciPlex3,0.0269551575183868
SciPlex3,0.0411623045802116
SciPlex3,0.0460711680352687
SciPlex3,0.0393515080213546
SciPlex3,0.0255658589303493
SciPlex3,0.0380994752049446
SciPlex3,0.0341232903301715
SciPlex3,0.0456666573882103
SciPlex3,0.0381386131048202
SciPlex3,0.0368200689554214
SciPlex3,0.0430378131568431
SciPlex3,0.0546228215098381
