dataset,task_id,information_condition_mode,structure_reliability_score,preference_conflict,mean_vs_DART_disagreement,subpop_variance_ratio,response_diversity,bootstrap_rank_stability,observed_best_method,observed_dart_minority_cov,observed_mean_minority_cov,seed,HIR_predicted_regime,prediction_correct
cd34,CD34+:Neratinib:s0,observed,0.4937228320485701,0.6605042016806723,0.4487394957983193,0.1094717482962608,0.2666400851915829,0.4,mean_sufficient,0.9856224759692752,0.9848334400500336,0,DART_recommended,False
cd34,CD34+:Purmorphamine:s1,observed,0.4156757457438849,0.6453781512605041,0.4554621848739495,0.122390880036921,0.2626398103800251,0.2,mean_sufficient,0.9868698247441864,0.9859611141753988,1,DART_recommended,False
cd34,CD34+:Geldanamycin:s1,observed,0.4498265627309341,0.6655462184873949,0.3260504201680672,0.1209767814020127,0.2570891567211055,0.4,mean_sufficient,0.9876543038661074,0.9876543038661074,1,DART_recommended,False
cd34,CD34+:panobinostat:s1,observed,0.395525747418157,0.519327731092437,0.1764705882352941,0.1055902333022938,0.2376104153580401,0.4,mean_sufficient,0.9908443260833104,0.986970615217582,1,mean_sufficient,True
cd34,CD34+:Etomoxir:s1,observed,0.5399580589066657,0.7411764705882353,0.3529411764705882,0.1217628546408036,0.2642864714195979,0.6,mean_sufficient,0.9867225338039493,0.9867225338039493,1,DART_recommended,False
frangieh,Co-culture:LINC00518:s0,observed,0.3624749397240122,0.6220338983050847,0.3189022444420806,0.0711730850343308,0.2085915416928392,0.2,mean_sufficient,0.9961032691677054,0.9969207307228708,0,mean_sufficient,True
frangieh,Co-culture:SP100:s0,observed,0.3277772137740624,0.5728813559322034,0.2187710527248875,0.0686877016426237,0.2120734532035175,0.2,mean_sufficient,0.9955035021236848,0.9954403419370684,0,mean_sufficient,True
frangieh,Co-culture:PFDN4:s0,observed,0.3566368016183081,0.6090395480225989,0.3000035457220863,0.0582834849843431,0.2163556061557788,0.2,mean_sufficient,0.9960787954159932,0.9943686319901744,0,mean_sufficient,True
frangieh,Co-culture:SDCBP:s1,observed,0.3705220514009962,0.5401129943502825,0.342871325745488,0.0563215453155547,0.2051708739007537,0.2,mean_sufficient,0.9890191076762888,0.99195554767003,1,mean_sufficient,True
frangieh,Co-culture:LINC00518:s1,observed,0.3547699707251101,0.5932203389830508,0.2974506258199483,0.0774464367541088,0.2066225168812814,0.2,mean_sufficient,0.9957446507297578,0.9944823107966612,1,mean_sufficient,True
frangieh,Co-culture:TTLL1:s1,observed,0.3464177717118279,0.5214689265536723,0.2738715739460341,0.067341665783956,0.2056272083071608,0.2,mean_sufficient,0.9964938573994369,0.9964938573994369,1,mean_sufficient,True
frangieh,Co-culture:JMJD7:s1,observed,0.5247119131039286,0.6096045197740113,0.3256391164060561,0.0707545303665065,0.2073822236180904,0.6,mean_sufficient,0.9953170532348804,0.9941036677351348,1,DART_recommended,False
sciplex3_predicted_mean,A549:PF-573228:s0,predicted_mean,0.5380991780455472,0.6734463276836158,0.4048645851302397,0.0332030777431829,0.5678734002041457,0.6,mean_sufficient,0.9892891223240292,0.9888695298058352,0,no_DART,True
sciplex3_predicted_mean,"A549:Luminespib (AUY-922, NVP-AUY922):s0",predicted_mean,0.4331363449463425,0.5299435028248588,0.366223908918406,0.0284970665264324,0.5946677724560301,0.4,mean_sufficient,0.9873977587099309,0.9873977587099309,0,no_DART,True
sciplex3_predicted_mean,A549:TGX-221:s0,predicted_mean,0.4090248330245128,0.7231638418079096,0.493818641826232,0.0317428937158601,0.6095962723775126,0.2,mean_sufficient,0.9906464920219707,0.9906806299575472,0,no_DART,True
sciplex3_predicted_mean,A549:Lomustine:s1,predicted_mean,0.3673260769868823,0.5694915254237288,0.3715140014950261,0.0322804577167269,0.6045480331344222,0.2,mean_sufficient,0.9944384120673913,0.9944384120673913,1,no_DART,True
sciplex3_predicted_mean,A549:JNJ-7706621:s1,predicted_mean,0.4387557795884124,0.6231638418079096,0.3390834339600943,0.0344827534447629,0.5662831736809045,0.4,mean_sufficient,0.988640342464536,0.9902446890925684,1,no_DART,True
sciplex3_predicted_mean,A549:Ruxolitinib (INCB018424):s1,predicted_mean,0.4163591608292122,0.6485875706214689,0.2809499166235409,0.0325759768629541,0.6029875942211056,0.4,mean_sufficient,0.9950788407376858,0.9948159539097488,1,no_DART,True
