dataset,task_id,information_condition_mode,structure_reliability_score,preference_conflict,mean_vs_DART_disagreement,subpop_variance_ratio,response_diversity,bootstrap_rank_stability,observed_best_method,observed_dart_minority_cov,observed_mean_minority_cov,seed,HIR_predicted_regime,prediction_correct
sciplex3_within_line,A549:Dasatinib:s2,observed,0.35597792259407346,0.5508474576271186,0.3681789431315048,0.028461300117629974,0.6173139214515686,0.2,mean_sufficient,0.9890317618846893,0.9890317618846893,2,mean_sufficient,True
sciplex3_within_line,A549:GSK J1:s2,observed,0.35895583965654076,0.6423728813559322,0.3724340175953079,0.029567535534474276,0.5990132689476013,0.2,mean_sufficient,0.9931245446205139,0.9928432106971741,2,mean_sufficient,True
sciplex3_within_line,A549:Amisulpride:s2,observed,0.5874003132787585,0.6237288135593221,0.3147605083088954,0.032653996381889844,0.5927214622497559,0.8,mean_sufficient,0.9928823113441467,0.991271585226059,2,DART_recommended,False
sciplex3_within_line,A549:SRT2104 (GSK2245840):s2,observed,0.45292890048558115,0.6429378531073446,0.39641193720890117,0.031410042298889954,0.599545955657959,0.4,mean_sufficient,0.9862004518508911,0.9862004518508911,2,DART_recommended,False
sciplex3_within_line,A549:WP1066:s2,observed,0.35079719774128887,0.6807909604519774,0.34167097924213674,0.030546371972827523,0.5957323908805847,0.2,mean_sufficient,0.989255964756012,0.9899158477783203,2,mean_sufficient,True
sciplex3_within_line,A549:Costunolide:s2,observed,0.42132390276888887,0.568098335580991,0.3291357598757978,0.0286477795213562,0.6018304824829102,0.4,mean_sufficient,0.9867839217185974,0.9865325689315796,2,DART_recommended,False
sciplex3_within_line,A549:Alvespimycin (17-DMAG) HCl:s2,observed,0.6466971368936927,0.4497175141242938,0.26157207751135647,0.0327271524440285,0.5696545243263245,1.0,mean_sufficient,0.9917668402194977,0.9917668402194977,2,DART_recommended,False
sciplex3_within_line,A549:IOX2:s2,observed,0.5159516191135501,0.5096045197740113,0.35917598683118834,0.03022516031741617,0.5956454277038574,0.6,mean_sufficient,0.9759445786476135,0.9759445786476135,2,DART_recommended,False
sciplex3_within_line,A549:Ellagic acid:s2,observed,0.531230707425811,0.5016949152542373,0.4610131968442408,0.023145731101600602,0.604388952255249,0.6,mean_sufficient,0.9885580241680145,0.9842784404754639,2,DART_recommended,False
sciplex3_within_line,K562:Sirtinol:s0,observed,0.3585382473618087,0.6548022598870057,0.3688364336308455,0.0258528065633271,0.7188707590103149,0.2,mean_sufficient,0.9905565977096558,0.9890300929546356,0,mean_sufficient,True
sciplex3_within_line,K562:Zileuton:s0,observed,0.3948069811120843,0.7299435028248588,0.37588407797136447,0.03738723182569166,0.7108585834503174,0.2,mean_sufficient,0.9913659989833832,0.9920627474784851,0,mean_sufficient,True
sciplex3_within_line,K562:Ofloxacin:s0,observed,0.6034704924338341,0.7491525423728813,0.2623195905928354,0.0404925094017615,0.7018110752105713,0.8,mean_sufficient,0.9850736558437347,0.9835865497589111,0,DART_recommended,False
sciplex3_within_line,K562:Lapatinib (GW-572016) Ditosylate:s0,observed,0.4499055646611583,0.6440677966101696,0.3739865447645334,0.029793890575753327,0.6962860226631165,0.4,mean_sufficient,0.9898312091827393,0.9901884496212006,0,DART_recommended,False
sciplex3_within_line,K562:Curcumin:s0,observed,0.3157974424813458,0.6406779661016949,0.22231965716937874,0.029517386485642165,0.6943340301513672,0.2,mean_sufficient,0.9912753701210022,0.9911077618598938,0,mean_sufficient,True
sciplex3_within_line,K562:AICAR (Acadesine):s0,observed,0.4449733408930576,0.7418079096045198,0.5160140302455293,0.03782659528341967,0.708886444568634,0.2,mean_sufficient,0.9911980628967285,0.9918910562992096,0,DART_recommended,False
sciplex3_within_line,K562:ABT-737:s0,observed,0.47237306329283457,0.6858757062146893,0.3846817319303088,0.03571324701504798,0.7059471607208252,0.4,mean_sufficient,0.9897259771823883,0.9884262084960938,0,DART_recommended,False
sciplex3_within_line,K562:Disulfiram:s0,observed,0.5631901350034773,0.5903954802259888,0.45023287907538384,0.03144928439716777,0.712607741355896,0.6,mean_sufficient,0.9896713197231293,0.9881133735179901,0,DART_recommended,False
sciplex3_within_line,K562:Belinostat (PXD101):s0,observed,0.4530285785027521,0.7836158192090394,0.2712322465643149,0.04118725181306321,0.7453553676605225,0.4,mean_sufficient,0.988160103559494,0.988160103559494,0,DART_recommended,False
sciplex3_within_line,K562:Abexinostat (PCI-24781):s0,observed,0.48652854093949394,0.543502824858757,0.13838412821177487,0.040502864877651326,0.7658550143241882,0.6,mean_sufficient,0.9551585614681244,0.9786072373390198,0,DART_recommended,False
sciplex3_within_line,K562:Droxinostat:s1,observed,0.39473898391494844,0.6655367231638418,0.40336955896728194,0.033983749950826696,0.7160838842391968,0.2,mean_sufficient,0.9874743223190308,0.9857024252414703,1,mean_sufficient,True
