split_type,cell_line,heldout_drug,observed_library_fraction,seed,recommendation_mode,regret_reduction
leave_drug_out,K562,Regorafenib (BAY 73-4506),1.0,1,DART_recommended,-0.005556106567382785
leave_drug_out,K562,AG-14361,1.0,1,DART_recommended,0.7090473175048828
leave_drug_out,K562,Tofacitinib (CP-690550) Citrate,1.0,1,DART_recommended,-0.0882339477539063
leave_drug_out,K562,"Temsirolimus (CCI-779, NSC 683864)",1.0,1,DART_recommended,0.13048171997070312
leave_drug_out,K562,Alendronate sodium trihydrate,1.0,1,DART_recommended,-0.05515098571777341
leave_drug_out,K562,Divalproex Sodium,1.0,1,DART_recommended,0.6657962799072266
leave_drug_out,K562,GSK-LSD1 2HCl,1.0,1,DART_recommended,0.31345748901367193
leave_drug_out,K562,Aurora A Inhibitor I,1.0,1,DART_recommended,0.10207557678222656
leave_drug_out,K562,Curcumin,1.0,1,DART_recommended,0.6761360168457031
leave_drug_out,K562,Tucidinostat (Chidamide),1.0,1,DART_recommended,0.0
leave_drug_out,K562,SL-327,1.0,1,DART_recommended,0.168020248413086
leave_drug_out,K562,SNS-314,1.0,1,DART_recommended,0.0
leave_drug_out,K562,Azacitidine,1.0,1,DART_recommended,0.015689849853515597
leave_drug_out,K562,G007-LK,1.0,1,DART_recommended,0.15535736083984375
leave_drug_out,K562,Pracinostat (SB939),1.0,1,DART_recommended,1.4985904693603516
leave_drug_out,K562,Ruxolitinib (INCB018424),1.0,1,DART_recommended,1.0343551635742188
leave_drug_out,K562,Carmofur,1.0,1,DART_recommended,0.013490676879882812
leave_drug_out,K562,CYC116,1.0,1,mean_or_no_call,0.027965545654296903
leave_drug_out,K562,Prednisone,1.0,1,DART_recommended,0.8172397613525391
leave_drug_out,K562,CUDC-101,1.0,1,DART_recommended,0.5594520568847656
leave_drug_out,K562,Lenalidomide (CC-5013),1.0,1,DART_recommended,0.1663494110107422
leave_drug_out,K562,Lapatinib (GW-572016) Ditosylate,1.0,1,mean_or_no_call,-0.36114692687988287
leave_drug_out,K562,UNC0379,1.0,1,mean_or_no_call,1.1151103973388672
leave_drug_out,K562,SB431542,1.0,1,mean_or_no_call,0.1702213287353516
leave_drug_out,K562,Mocetinostat (MGCD0103),1.0,1,DART_recommended,0.20143699645996094
leave_drug_out,K562,Ki8751,1.0,1,DART_recommended,0.3816585540771484
leave_drug_out,K562,"Roscovitine (Seliciclib,CYC202)",1.0,1,mean_or_no_call,0.4126205444335937
leave_drug_out,K562,Ofloxacin,1.0,1,DART_recommended,-0.08120536804199222
leave_drug_out,K562,Daphnetin,1.0,1,mean_or_no_call,-0.04327392578125
leave_drug_out,K562,Filgotinib (GLPG0634),1.0,1,DART_recommended,0.2435665130615235
leave_MoA_out,K562,IOX2,0.9414893617021276,1,DART_recommended,0.09300994873046871
leave_MoA_out,K562,Fulvestrant,0.973404255319149,1,mean_or_no_call,0.9426593780517578
leave_MoA_out,K562,PF-3845,0.973404255319149,1,DART_recommended,0.37605285644531256
leave_MoA_out,K562,Trichostatin A (TSA),0.9787234042553192,1,DART_recommended,2.4498043060302734
leave_MoA_out,K562,Bisindolylmaleimide IX (Ro 31-8220 Mesylate),0.9840425531914894,1,DART_recommended,-0.06454277038574219
leave_MoA_out,K562,Tanespimycin (17-AAG),0.9361702127659576,1,DART_recommended,0.048694610595703194
leave_MoA_out,K562,Avagacestat (BMS-708163),0.9893617021276596,1,DART_recommended,0.14747238159179682
leave_MoA_out,K562,BMS-911543,0.8936170212765957,1,DART_recommended,0.055717468261718806
partial_library,K562,batch,0.2,1,DART_recommended,0.09189605712890629
partial_library,K562,batch,0.4,1,DART_recommended,0.16006088256835938
partial_library,K562,batch,0.6,1,DART_recommended,-0.0846405029296875
leave_drug_out,K562,AICAR (Acadesine),1.0,2,mean_or_no_call,0.9924583435058589
leave_drug_out,K562,"Patupilone (EPO906, Epothilone B)",1.0,2,DART_recommended,0.31198692321777355
leave_drug_out,K562,Pelitinib (EKB-569),1.0,2,DART_recommended,-0.18798828125
leave_drug_out,K562,CYC116,1.0,2,mean_or_no_call,0.0677375793457031
leave_drug_out,K562,Dacinostat (LAQ824),1.0,2,mean_sufficient,1.235605239868164
leave_drug_out,K562,"Tozasertib (VX-680, MK-0457)",1.0,2,DART_recommended,0.0
leave_drug_out,K562,BMS-265246,1.0,2,DART_recommended,0.11376190185546878
leave_drug_out,K562,UNC1999,1.0,2,mean_or_no_call,0.5952949523925781
leave_drug_out,K562,Filgotinib (GLPG0634),1.0,2,DART_recommended,2.5623950958251953
leave_drug_out,K562,Entacapone,1.0,2,DART_recommended,-0.012910842895507812
leave_drug_out,K562,Tofacitinib (CP-690550) Citrate,1.0,2,DART_recommended,0.5254898071289062
leave_drug_out,K562,Alendronate sodium trihydrate,1.0,2,DART_recommended,0.39328956604003906
leave_drug_out,K562,PD173074,1.0,2,DART_recommended,0.28031158447265625
leave_drug_out,K562,UNC0379,1.0,2,DART_recommended,0.3259658813476563
leave_drug_out,K562,Lomustine,1.0,2,DART_recommended,0.5339126586914062
leave_drug_out,K562,WP1066,1.0,2,DART_recommended,-0.29443931579589844
leave_drug_out,K562,AR-42,1.0,2,DART_recommended,1.027679443359375
leave_drug_out,K562,Danusertib (PHA-739358),1.0,2,DART_recommended,0.270822525024414
leave_drug_out,K562,Cimetidine,1.0,2,mean_or_no_call,1.1229534149169922
leave_drug_out,K562,Navitoclax (ABT-263),1.0,2,mean_or_no_call,0.35654640197753906
leave_drug_out,K562,"Fluorouracil (5-Fluoracil, 5-FU)",1.0,2,mean_or_no_call,-0.1607666015625
leave_drug_out,K562,Quercetin,1.0,2,mean_or_no_call,0.6024379730224609
leave_drug_out,K562,Altretamine,1.0,2,DART_recommended,0.7386341094970703
leave_drug_out,K562,Lapatinib (GW-572016) Ditosylate,1.0,2,DART_recommended,0.28490638732910156
leave_drug_out,K562,Thiotepa,1.0,2,mean_or_no_call,0.04597663879394531
leave_drug_out,K562,S3I-201,1.0,2,DART_recommended,0.0990772247314453
leave_drug_out,K562,TMP195,1.0,2,DART_recommended,0.16386032104492188
leave_drug_out,K562,"Fedratinib (SAR302503, TG101348)",1.0,2,DART_recommended,1.072713851928711
leave_drug_out,K562,PF-3845,1.0,2,DART_recommended,0.017908096313476507
leave_drug_out,K562,PD98059,1.0,2,DART_recommended,0.3263893127441406
leave_drug_out,K562,Linifanib (ABT-869),1.0,2,DART_recommended,0.9924392700195312
leave_drug_out,K562,TGX-221,1.0,2,DART_recommended,0.0
leave_drug_out,K562,GSK J1,1.0,2,DART_recommended,0.4926147460937501
leave_drug_out,K562,UNC0631,1.0,2,DART_recommended,0.3687858581542969
leave_drug_out,K562,Obatoclax Mesylate (GX15-070),1.0,2,DART_recommended,0.0
leave_drug_out,K562,Triamcinolone Acetonide,1.0,2,DART_recommended,0.7204856872558595
leave_drug_out,K562,Bisindolylmaleimide IX (Ro 31-8220 Mesylate),1.0,2,DART_recommended,0.8141956329345703
leave_drug_out,K562,"Cerdulatinib (PRT062070, PRT2070)",1.0,2,DART_recommended,-0.0977916717529297
leave_drug_out,K562,Busulfan,1.0,2,DART_recommended,-0.053417205810546875
leave_drug_out,K562,Barasertib (AZD1152-HQPA),1.0,2,DART_recommended,-0.09826278686523439
leave_MoA_out,K562,MK-0752,0.9893617021276596,2,mean_or_no_call,0.5604019165039062
leave_MoA_out,K562,JNJ-26854165 (Serdemetan),0.9680851063829788,2,DART_recommended,0.07308006286621091
leave_MoA_out,K562,Valproic acid sodium salt (Sodium valproate),0.9787234042553192,2,DART_recommended,0.0181121826171875
leave_MoA_out,K562,Prednisone,0.973404255319149,2,mean_or_no_call,-0.04496002197265622
leave_MoA_out,K562,Ki16425,0.9893617021276596,2,mean_or_no_call,-0.2599525451660157
leave_MoA_out,K562,PD98059,0.9787234042553192,2,DART_recommended,-0.0659847259521484
leave_MoA_out,K562,Clevudine,0.8723404255319149,2,DART_recommended,0.21752929687500003
leave_MoA_out,K562,ITSA-1 (ITSA1),0.7978723404255319,2,DART_recommended,-0.1107101440429688
partial_library,K562,batch,0.2,2,DART_recommended,0.012636184692382799
partial_library,K562,batch,0.4,2,DART_recommended,-0.07723426818847651
partial_library,K562,batch,0.6,2,DART_recommended,0.1202869415283203
leave_drug_out,K562,Selisistat (EX 527),1.0,3,mean_or_no_call,0.34410667419433594
leave_drug_out,K562,PHA-680632,1.0,3,DART_recommended,0.11607742309570312
leave_drug_out,K562,AG-490 (Tyrphostin B42),1.0,3,mean_or_no_call,0.5627651214599609
leave_drug_out,K562,GSK1070916,1.0,3,DART_recommended,0.0379638671875
leave_drug_out,K562,Busulfan,1.0,3,DART_recommended,-0.04553604125976561
leave_drug_out,K562,GSK-LSD1 2HCl,1.0,3,DART_recommended,0.1333141326904297
leave_drug_out,K562,"Fluorouracil (5-Fluoracil, 5-FU)",1.0,3,DART_recommended,0.0317363739013672
leave_drug_out,K562,Barasertib (AZD1152-HQPA),1.0,3,DART_recommended,0.0
leave_drug_out,K562,Epothilone A,1.0,3,DART_recommended,0.746044158935547
leave_drug_out,K562,Resminostat,1.0,3,DART_recommended,0.05978775024414057
leave_drug_out,K562,Decitabine,1.0,3,DART_recommended,1.1807518005371094
leave_drug_out,K562,JNJ-7706621,1.0,3,DART_recommended,0.45466232299804693
leave_drug_out,K562,PD173074,1.0,3,mean_or_no_call,-0.09177970886230472
leave_drug_out,K562,AG-14361,1.0,3,mean_or_no_call,-0.1047115325927735
leave_drug_out,K562,BMS-536924,1.0,3,mean_or_no_call,0.33580207824707037
leave_drug_out,K562,Alendronate sodium trihydrate,1.0,3,DART_recommended,0.5088825225830078
leave_drug_out,K562,Triamcinolone Acetonide,1.0,3,DART_recommended,0.36250877380371094
leave_drug_out,K562,G007-LK,1.0,3,mean_or_no_call,-0.4211273193359375
leave_drug_out,K562,Ki16425,1.0,3,DART_recommended,-0.1256542205810547
leave_drug_out,K562,S-Ruxolitinib (INCB018424),1.0,3,mean_or_no_call,-0.03870201110839841
leave_drug_out,K562,Celecoxib,1.0,3,mean_or_no_call,0.0
leave_drug_out,K562,Panobinostat (LBH589),1.0,3,mean_sufficient,0.5523853302001953
leave_drug_out,K562,Tazemetostat (EPZ-6438),1.0,3,DART_recommended,0.6100139617919923
leave_drug_out,K562,"Fedratinib (SAR302503, TG101348)",1.0,3,DART_recommended,1.597574234008789
leave_drug_out,K562,RG108,1.0,3,mean_or_no_call,0.07080841064453125
leave_drug_out,K562,PF-573228,1.0,3,DART_recommended,1.756845474243164
leave_drug_out,K562,MK-5108 (VX-689),1.0,3,DART_recommended,0.7514228820800782
leave_drug_out,K562,Regorafenib (BAY 73-4506),1.0,3,DART_recommended,0.3278236389160156
leave_drug_out,K562,Ofloxacin,1.0,3,mean_or_no_call,0.0
leave_drug_out,K562,Amisulpride,1.0,3,DART_recommended,0.9747619628906248
leave_drug_out,K562,Meprednisone,1.0,3,DART_recommended,0.3607006072998047
leave_drug_out,K562,AZD1480,1.0,3,DART_recommended,0.07694625854492192
leave_drug_out,K562,Droxinostat,1.0,3,mean_or_no_call,0.20228576660156256
leave_drug_out,K562,Sirtinol,1.0,3,DART_recommended,0.39101028442382807
leave_drug_out,K562,Danusertib (PHA-739358),1.0,3,DART_recommended,0.4005165100097656
leave_drug_out,K562,Dacinostat (LAQ824),1.0,3,mean_sufficient,1.3097171783447266
leave_drug_out,K562,XAV-939,1.0,3,DART_recommended,0.07195472717285162
leave_drug_out,K562,BMS-754807,1.0,3,mean_or_no_call,-0.02761459350585939
leave_drug_out,K562,PFI-1 (PF-6405761),1.0,3,DART_recommended,0.38475608825683594
leave_drug_out,K562,Quercetin,1.0,3,DART_recommended,0.1791400909423828
leave_MoA_out,K562,PD173074,0.9414893617021276,3,DART_recommended,0.32806396484375
leave_MoA_out,K562,Carmofur,0.8723404255319149,3,mean_or_no_call,0.1219387054443359
leave_MoA_out,K562,"Tozasertib (VX-680, MK-0457)",0.8882978723404256,3,DART_recommended,0.4631156921386719
leave_MoA_out,K562,Celecoxib,0.9787234042553192,3,mean_or_no_call,0.3772163391113281
leave_MoA_out,K562,SL-327,0.9787234042553192,3,DART_recommended,-0.12532615661621088
leave_MoA_out,K562,Disulfiram,0.973404255319149,3,DART_recommended,-0.1506271362304687
leave_MoA_out,K562,Divalproex Sodium,0.9893617021276596,3,DART_recommended,-0.2602996826171875
leave_MoA_out,K562,Enzastaurin (LY317615),0.9840425531914894,3,mean_or_no_call,0.04680633544921879
partial_library,K562,batch,0.2,3,DART_recommended,0.12962913513183588
partial_library,K562,batch,0.4,3,DART_recommended,-0.011295318603515597
partial_library,K562,batch,0.6,3,DART_recommended,0.2022705078125
leave_drug_out,K562,SRT3025 HCl,1.0,4,DART_recommended,0.1354255676269531
leave_drug_out,K562,Divalproex Sodium,1.0,4,mean_or_no_call,0.29022026062011724
leave_drug_out,K562,Ruxolitinib (INCB018424),1.0,4,DART_recommended,0.1291160583496094
leave_drug_out,K562,Ofloxacin,1.0,4,mean_or_no_call,0.4264907836914062
leave_drug_out,K562,Sorafenib Tosylate,1.0,4,DART_recommended,0.5736789703369142
leave_drug_out,K562,Epothilone A,1.0,4,DART_recommended,0.0
leave_drug_out,K562,Ki8751,1.0,4,DART_recommended,0.5416316986083984
leave_drug_out,K562,ENMD-2076,1.0,4,DART_recommended,0.4467964172363281
leave_drug_out,K562,AT9283,1.0,4,DART_recommended,0.5320892333984375
leave_drug_out,K562,CEP-33779,1.0,4,DART_recommended,-0.1661720275878906
leave_drug_out,K562,Ramelteon,1.0,4,mean_or_no_call,0.07809829711914068
leave_drug_out,K562,Motesanib Diphosphate (AMG-706),1.0,4,DART_recommended,0.4222660064697265
leave_drug_out,K562,Azacitidine,1.0,4,DART_recommended,0.0
leave_drug_out,K562,WP1066,1.0,4,DART_recommended,0.07645416259765628
leave_drug_out,K562,Tie2 kinase inhibitor,1.0,4,DART_recommended,0.366943359375
leave_drug_out,K562,Trametinib (GSK1120212),1.0,4,DART_recommended,-0.0036792755126953125
leave_drug_out,K562,SB431542,1.0,4,DART_recommended,-0.09057426452636722
leave_drug_out,K562,Cimetidine,1.0,4,mean_or_no_call,0.1454353332519531
leave_drug_out,K562,G007-LK,1.0,4,mean_or_no_call,0.10131645202636719
leave_drug_out,K562,UNC0379,1.0,4,mean_or_no_call,0.40819549560546886
leave_drug_out,K562,Streptozotocin (STZ),1.0,4,DART_recommended,-0.2204914093017579
leave_drug_out,K562,Raltitrexed,1.0,4,DART_recommended,0.0
leave_drug_out,K562,Flavopiridol HCl,1.0,4,DART_recommended,-0.5196437835693359
leave_drug_out,K562,Sodium Phenylbutyrate,1.0,4,DART_recommended,0.6842327117919923
leave_drug_out,K562,Ivosidenib (AG-120),1.0,4,mean_or_no_call,0.1937541961669922
leave_drug_out,K562,Lomustine,1.0,4,mean_or_no_call,0.15447616577148438
leave_drug_out,K562,Quercetin,1.0,4,DART_recommended,-0.15311622619628912
leave_drug_out,K562,NVP-BSK805 2HCl,1.0,4,DART_recommended,-0.0931015014648437
leave_drug_out,K562,Tucidinostat (Chidamide),1.0,4,DART_recommended,0.49630165100097656
leave_drug_out,K562,Linifanib (ABT-869),1.0,4,DART_recommended,0.22130966186523432
leave_drug_out,K562,Bisindolylmaleimide IX (Ro 31-8220 Mesylate),1.0,4,DART_recommended,0.5500583648681641
leave_drug_out,K562,Nilotinib (AMN-107),1.0,4,DART_recommended,0.1675014495849609
leave_drug_out,K562,S3I-201,1.0,4,DART_recommended,0.24293708801269528
leave_drug_out,K562,GSK1070916,1.0,4,DART_recommended,-0.0018215179443359097
leave_drug_out,K562,INO-1001 (3-Aminobenzamide),1.0,4,DART_recommended,-0.0943679809570312
leave_drug_out,K562,AZD1480,1.0,4,DART_recommended,0.016336441040039118
leave_drug_out,K562,Mercaptopurine (6-MP),1.0,4,DART_recommended,0.2844829559326172
leave_drug_out,K562,BMS-911543,1.0,4,mean_or_no_call,0.0382404327392578
leave_drug_out,K562,"Roscovitine (Seliciclib,CYC202)",1.0,4,DART_recommended,-0.06065940856933602
leave_drug_out,K562,MK-5108 (VX-689),1.0,4,DART_recommended,0.7749271392822267
leave_MoA_out,K562,Sorafenib Tosylate,0.9787234042553192,4,DART_recommended,0.7281169891357422
leave_MoA_out,K562,Givinostat (ITF2357),0.9361702127659576,4,DART_recommended,0.7503890991210938
leave_MoA_out,K562,CEP-33779,0.8936170212765957,4,DART_recommended,1.0825252532958984
leave_MoA_out,K562,SNS-314,0.8882978723404256,4,DART_recommended,-0.0517749786376953
leave_MoA_out,K562,Celecoxib,0.9787234042553192,4,DART_recommended,0.08666419982910159
leave_MoA_out,K562,Trichostatin A (TSA),0.9787234042553192,4,DART_recommended,0.4917564392089844
leave_MoA_out,K562,Divalproex Sodium,0.9893617021276596,4,DART_recommended,0.830272674560547
leave_MoA_out,K562,TGX-221,0.9840425531914894,4,mean_or_no_call,-0.032770156860351604
partial_library,K562,batch,0.2,4,DART_recommended,0.1413764953613281
partial_library,K562,batch,0.4,4,DART_recommended,0.065500259399414
partial_library,K562,batch,0.6,4,DART_recommended,0.2577457427978516
leave_drug_out,MCF7,Selisistat (EX 527),1.0,0,DART_recommended,-0.017771720886230497
leave_drug_out,MCF7,KW-2449,1.0,0,DART_recommended,-0.11284160614013669
leave_drug_out,MCF7,Lenalidomide (CC-5013),1.0,0,DART_recommended,0.08911800384521493
leave_drug_out,MCF7,MK-0752,1.0,0,DART_recommended,0.2229957580566406
leave_drug_out,MCF7,Resminostat,1.0,0,DART_recommended,0.0
leave_drug_out,MCF7,Alendronate sodium trihydrate,1.0,0,DART_recommended,-0.028273582458496094
leave_drug_out,MCF7,A-366,1.0,0,DART_recommended,0.2108564376831054
leave_drug_out,MCF7,Veliparib (ABT-888),1.0,0,DART_recommended,0.4665393829345704
leave_drug_out,MCF7,Quercetin,1.0,0,mean_or_no_call,0.3342905044555664
leave_drug_out,MCF7,Carmofur,1.0,0,DART_recommended,-0.07711982727050788
leave_drug_out,MCF7,AG-490 (Tyrphostin B42),1.0,0,DART_recommended,0.1016321182250976
leave_drug_out,MCF7,Meprednisone,1.0,0,DART_recommended,-0.04719257354736328
leave_drug_out,MCF7,AC480 (BMS-599626),1.0,0,DART_recommended,-0.01950168609619138
leave_drug_out,MCF7,"Baricitinib (LY3009104, INCB028050)",1.0,0,mean_or_no_call,-0.0621700286865234
leave_drug_out,MCF7,GSK1070916,1.0,0,DART_recommended,0.07071018218994142
leave_drug_out,MCF7,TGX-221,1.0,0,DART_recommended,0.1192941665649414
leave_drug_out,MCF7,AZ 960,1.0,0,mean_or_no_call,-0.0829544067382812
leave_drug_out,MCF7,AG-14361,1.0,0,DART_recommended,-0.04314994812011721
leave_drug_out,MCF7,Altretamine,1.0,0,DART_recommended,0.045161247253417997
leave_drug_out,MCF7,Givinostat (ITF2357),1.0,0,DART_recommended,0.0
leave_drug_out,MCF7,MC1568,1.0,0,DART_recommended,2.119564056396484
leave_drug_out,MCF7,SRT2104 (GSK2245840),1.0,0,DART_recommended,2.008460998535156
leave_drug_out,MCF7,PF-573228,1.0,0,DART_recommended,0.1002893447875977
leave_drug_out,MCF7,Prednisone,1.0,0,DART_recommended,0.2158346176147461
leave_drug_out,MCF7,Fasudil (HA-1077) HCl,1.0,0,DART_recommended,-0.04756164550781251
leave_drug_out,MCF7,Clevudine,1.0,0,DART_recommended,-0.2353420257568359
leave_drug_out,MCF7,M344,1.0,0,DART_recommended,0.0
leave_drug_out,MCF7,Hesperadin,1.0,0,DART_recommended,-0.1580743789672852
leave_drug_out,MCF7,SL-327,1.0,0,DART_recommended,0.01740550994873051
leave_drug_out,MCF7,Ofloxacin,1.0,0,DART_recommended,0.0602931976318359
leave_drug_out,MCF7,TG101209,1.0,0,DART_recommended,0.0
leave_drug_out,MCF7,BMS-754807,1.0,0,DART_recommended,0.0285158157348632
leave_drug_out,MCF7,"Roscovitine (Seliciclib,CYC202)",1.0,0,DART_recommended,0.027366638183593722
leave_drug_out,MCF7,Ki16425,1.0,0,DART_recommended,-0.11744785308837889
leave_drug_out,MCF7,(+)-JQ1,1.0,0,DART_recommended,0.0
leave_drug_out,MCF7,Decitabine,1.0,0,DART_recommended,-0.2133264541625976
leave_drug_out,MCF7,Costunolide,1.0,0,DART_recommended,-0.17789554595947268
leave_drug_out,MCF7,Pirarubicin,1.0,0,mean_or_no_call,0.3524351119995117
leave_drug_out,MCF7,Lomustine,1.0,0,mean_or_no_call,0.0844650268554687
leave_drug_out,MCF7,Mercaptopurine (6-MP),1.0,0,DART_recommended,0.1601800918579101
leave_MoA_out,MCF7,SRT3025 HCl,0.8723404255319149,0,DART_recommended,0.8213024139404297
leave_MoA_out,MCF7,Zileuton,0.973404255319149,0,DART_recommended,0.10848808288574219
leave_MoA_out,MCF7,Givinostat (ITF2357),0.9361702127659576,0,DART_recommended,0.0
leave_MoA_out,MCF7,TGX-221,0.9840425531914894,0,DART_recommended,0.1829996109008789
leave_MoA_out,MCF7,AT9283,0.8936170212765957,0,DART_recommended,-0.05369091033935541
leave_MoA_out,MCF7,PD98059,0.9787234042553192,0,DART_recommended,-0.035506248474121094
leave_MoA_out,MCF7,Valproic acid sodium salt (Sodium valproate),0.9787234042553192,0,DART_recommended,0.06637573242187499
leave_MoA_out,MCF7,Ramelteon,0.9893617021276596,0,DART_recommended,1.1715631484985352
partial_library,MCF7,batch,0.2,0,DART_recommended,0.2311296463012695
partial_library,MCF7,batch,0.4,0,DART_recommended,0.0487117767333984
partial_library,MCF7,batch,0.6,0,DART_recommended,0.8415613174438477
leave_drug_out,MCF7,Hesperadin,1.0,1,DART_recommended,0.0
leave_drug_out,MCF7,Celecoxib,1.0,1,DART_recommended,0.1707296371459961
leave_drug_out,MCF7,WHI-P154,1.0,1,DART_recommended,-0.011477470397949205
leave_drug_out,MCF7,Givinostat (ITF2357),1.0,1,DART_recommended,0.23488998413085926
leave_drug_out,MCF7,UNC1999,1.0,1,mean_or_no_call,0.3410472869873047
leave_drug_out,MCF7,FLLL32,1.0,1,DART_recommended,0.8350706100463867
leave_drug_out,MCF7,Zileuton,1.0,1,DART_recommended,0.1332550048828125
leave_drug_out,MCF7,S3I-201,1.0,1,DART_recommended,0.016089439392089913
leave_drug_out,MCF7,AC480 (BMS-599626),1.0,1,mean_or_no_call,-0.05170249938964849
leave_drug_out,MCF7,Andarine,1.0,1,DART_recommended,-0.011035919189453194
leave_drug_out,MCF7,Regorafenib (BAY 73-4506),1.0,1,DART_recommended,2.3859338760375977
leave_drug_out,MCF7,AG-14361,1.0,1,DART_recommended,-0.10707092285156251
leave_drug_out,MCF7,Tofacitinib (CP-690550) Citrate,1.0,1,DART_recommended,0.12926292419433588
leave_drug_out,MCF7,"Temsirolimus (CCI-779, NSC 683864)",1.0,1,DART_recommended,-0.011309623718261719
leave_drug_out,MCF7,Alendronate sodium trihydrate,1.0,1,DART_recommended,0.00021553039550779862
leave_drug_out,MCF7,Divalproex Sodium,1.0,1,DART_recommended,0.22195053100585938
leave_drug_out,MCF7,GSK-LSD1 2HCl,1.0,1,DART_recommended,0.3434762954711914
leave_drug_out,MCF7,Aurora A Inhibitor I,1.0,1,DART_recommended,0.9775571823120117
leave_drug_out,MCF7,Curcumin,1.0,1,DART_recommended,0.39730930328369146
leave_drug_out,MCF7,Tucidinostat (Chidamide),1.0,1,DART_recommended,0.040209770202636705
leave_drug_out,MCF7,SL-327,1.0,1,DART_recommended,-0.00604248046875
leave_drug_out,MCF7,SNS-314,1.0,1,DART_recommended,0.009378433227539007
leave_drug_out,MCF7,Azacitidine,1.0,1,DART_recommended,0.1512556076049805
leave_drug_out,MCF7,G007-LK,1.0,1,DART_recommended,0.3940982818603515
leave_drug_out,MCF7,Pracinostat (SB939),1.0,1,DART_recommended,0.0
leave_drug_out,MCF7,Ruxolitinib (INCB018424),1.0,1,DART_recommended,0.1486377716064453
leave_drug_out,MCF7,Carmofur,1.0,1,mean_or_no_call,0.45526218414306646
leave_drug_out,MCF7,CYC116,1.0,1,DART_recommended,-0.009706497192382806
leave_drug_out,MCF7,Prednisone,1.0,1,mean_or_no_call,0.3201465606689453
leave_drug_out,MCF7,CUDC-101,1.0,1,DART_recommended,-0.0805530548095703
leave_drug_out,MCF7,Lenalidomide (CC-5013),1.0,1,mean_or_no_call,0.20987319946289057
leave_drug_out,MCF7,Lapatinib (GW-572016) Ditosylate,1.0,1,DART_recommended,0.05291843414306639
leave_drug_out,MCF7,UNC0379,1.0,1,DART_recommended,0.3675260543823242
leave_drug_out,MCF7,SB431542,1.0,1,DART_recommended,-0.0799055099487305
leave_drug_out,MCF7,Mocetinostat (MGCD0103),1.0,1,DART_recommended,-1.0210018157958984
leave_drug_out,MCF7,Ki8751,1.0,1,DART_recommended,-0.16993427276611328
leave_drug_out,MCF7,"Roscovitine (Seliciclib,CYC202)",1.0,1,DART_recommended,-0.021544456481933594
leave_drug_out,MCF7,Ofloxacin,1.0,1,DART_recommended,0.09645652770996091
leave_drug_out,MCF7,Daphnetin,1.0,1,DART_recommended,0.0
leave_drug_out,MCF7,Filgotinib (GLPG0634),1.0,1,DART_recommended,0.2513160705566406
leave_MoA_out,MCF7,IOX2,0.9414893617021276,1,DART_recommended,-0.1260519027709961
leave_MoA_out,MCF7,Prednisone,0.973404255319149,1,DART_recommended,0.23007202148437506
leave_MoA_out,MCF7,Ivosidenib (AG-120),0.973404255319149,1,mean_or_no_call,0.0
leave_MoA_out,MCF7,Mesna,0.9787234042553192,1,DART_recommended,0.15348434448242193
leave_MoA_out,MCF7,Enzastaurin (LY317615),0.9840425531914894,1,DART_recommended,0.4893455505371094
leave_MoA_out,MCF7,M344,0.9361702127659576,1,DART_recommended,0.0
leave_MoA_out,MCF7,MK-0752,0.9893617021276596,1,mean_or_no_call,-0.22982597351074222
leave_MoA_out,MCF7,Filgotinib (GLPG0634),0.8936170212765957,1,DART_recommended,0.034116744995117104
partial_library,MCF7,batch,0.2,1,DART_recommended,0.005746841430664
partial_library,MCF7,batch,0.4,1,DART_recommended,0.0638771057128906
partial_library,MCF7,batch,0.6,1,DART_recommended,0.1245536804199218
leave_drug_out,MCF7,AICAR (Acadesine),1.0,2,DART_recommended,-0.1805391311645508
leave_drug_out,MCF7,"Patupilone (EPO906, Epothilone B)",1.0,2,DART_recommended,1.2542076110839844
leave_drug_out,MCF7,Pelitinib (EKB-569),1.0,2,DART_recommended,0.0879364013671875
leave_drug_out,MCF7,CYC116,1.0,2,DART_recommended,0.03448200225830078
leave_drug_out,MCF7,Dacinostat (LAQ824),1.0,2,mean_sufficient,0.0
leave_drug_out,MCF7,"Tozasertib (VX-680, MK-0457)",1.0,2,DART_recommended,-0.0640878677368165
leave_drug_out,MCF7,BMS-265246,1.0,2,DART_recommended,0.4218893051147461
leave_drug_out,MCF7,UNC1999,1.0,2,DART_recommended,0.3760633468627929
leave_drug_out,MCF7,Filgotinib (GLPG0634),1.0,2,DART_recommended,0.007616996765136698
leave_drug_out,MCF7,Entacapone,1.0,2,DART_recommended,0.14901447296142578
leave_drug_out,MCF7,Tofacitinib (CP-690550) Citrate,1.0,2,DART_recommended,0.156341552734375
leave_drug_out,MCF7,Alendronate sodium trihydrate,1.0,2,DART_recommended,-0.0205669403076172
leave_drug_out,MCF7,PD173074,1.0,2,DART_recommended,0.1694402694702148
leave_drug_out,MCF7,UNC0379,1.0,2,DART_recommended,0.20435428619384768
leave_drug_out,MCF7,Lomustine,1.0,2,DART_recommended,0.2135934829711914
leave_drug_out,MCF7,WP1066,1.0,2,DART_recommended,0.2687149047851563
leave_drug_out,MCF7,AR-42,1.0,2,DART_recommended,0.0
leave_drug_out,MCF7,Danusertib (PHA-739358),1.0,2,DART_recommended,0.0570707321166992
