metric,stratum,n,observed_mean_gap,sd_gap,achieved_power,n_for_80pct_power,data_sufficient
minority_state_coverage,Q4,191,0.005105237366491651,0.013641785035424315,0.999341090094651,56.04259019766798,True
moa_ndcg,Q4,143,0.014207965467812483,0.16894301917551954,0.17148011802962398,1109.7480515127106,False
