t_spread,energy,two_dmu
0.0,98.50160217285156,98.50164031982422
0.01,97.24986267089844,98.50164031982422
0.1,86.70838928222656,98.50164031982422
0.25,71.93505859375,98.50164031982422
0.5,53.98805236816406,98.50164031982422
1.0,34.111454010009766,98.50164031982422
