split_type,cell_line,heldout_drug,observed_library_fraction,seed,classA_regret_reduction,classB_moa_ndcg_gain
leave_drug_out,MCF7,Alendronate sodium trihydrate,1.0,0,-0.028273582458496094,0.1480409554829326
leave_drug_out,MCF7,A-366,1.0,0,0.2108564376831054,0.0982477826612917
leave_drug_out,MCF7,Veliparib (ABT-888),1.0,0,0.4665393829345704,-0.016390095390875395
leave_drug_out,MCF7,Carmofur,1.0,0,-0.07711982727050788,-0.015257518779489304
leave_drug_out,MCF7,AG-490 (Tyrphostin B42),1.0,0,0.1016321182250976,-0.1763001066034291
leave_drug_out,MCF7,Meprednisone,1.0,0,-0.04719257354736328,0.24630238874073
leave_drug_out,MCF7,AC480 (BMS-599626),1.0,0,-0.01950168609619138,-0.455778636183038
leave_drug_out,MCF7,GSK1070916,1.0,0,0.07071018218994142,-0.2677768360315111
leave_drug_out,MCF7,TGX-221,1.0,0,0.1192941665649414,0.1772392867840477
leave_drug_out,MCF7,AG-14361,1.0,0,-0.04314994812011721,-0.0851431176416209
leave_drug_out,MCF7,Altretamine,1.0,0,0.045161247253417997,0.07539998374121269
leave_drug_out,MCF7,Givinostat (ITF2357),1.0,0,0.0,0.06439687505746189
leave_drug_out,MCF7,MC1568,1.0,0,2.119564056396484,-0.11004588314904
leave_drug_out,MCF7,SRT2104 (GSK2245840),1.0,0,2.008460998535156,0.0851431176416209
leave_drug_out,MCF7,PF-573228,1.0,0,0.1002893447875977,-0.005810433737825499
leave_drug_out,MCF7,Prednisone,1.0,0,0.2158346176147461,0.0
leave_drug_out,MCF7,Fasudil (HA-1077) HCl,1.0,0,-0.04756164550781251,-0.1517621910780353
leave_drug_out,MCF7,Clevudine,1.0,0,-0.2353420257568359,0.1681522864689108
leave_drug_out,MCF7,M344,1.0,0,0.0,-0.15775133806078645
leave_drug_out,MCF7,Hesperadin,1.0,0,-0.1580743789672852,0.0249027655074191
leave_drug_out,MCF7,SL-327,1.0,0,0.01740550994873051,-0.2346393630113782
leave_drug_out,MCF7,Ofloxacin,1.0,0,0.0602931976318359,0.06625422345438908
leave_drug_out,MCF7,TG101209,1.0,0,0.0,0.0
leave_drug_out,MCF7,BMS-754807,1.0,0,0.0285158157348632,0.0909535513794465
leave_drug_out,MCF7,"Roscovitine (Seliciclib,CYC202)",1.0,0,0.027366638183593722,0.11508023002835539
leave_drug_out,MCF7,Ki16425,1.0,0,-0.11744785308837889,0.0
leave_drug_out,MCF7,(+)-JQ1,1.0,0,0.0,-0.06625422345438911
leave_drug_out,MCF7,Decitabine,1.0,0,-0.2133264541625976,0.03229488396174279
leave_drug_out,MCF7,Costunolide,1.0,0,-0.17789554595947268,0.3070147303424653
leave_drug_out,MCF7,Mercaptopurine (6-MP),1.0,0,0.1601800918579101,0.0
leave_drug_out,MCF7,Hesperadin,1.0,1,0.0,-0.028816560724514495
leave_drug_out,MCF7,Celecoxib,1.0,1,0.1707296371459961,0.0
leave_drug_out,MCF7,WHI-P154,1.0,1,-0.011477470397949205,0.0636207881989517
leave_drug_out,MCF7,Givinostat (ITF2357),1.0,1,0.23488998413085926,-0.0718510385061426
leave_drug_out,MCF7,FLLL32,1.0,1,0.8350706100463867,0.006744848662945613
leave_drug_out,MCF7,Zileuton,1.0,1,0.1332550048828125,0.1681275362711174
leave_drug_out,MCF7,S3I-201,1.0,1,0.016089439392089913,0.0
leave_drug_out,MCF7,Andarine,1.0,1,-0.011035919189453194,0.0
leave_drug_out,MCF7,Regorafenib (BAY 73-4506),1.0,1,2.3859338760375977,0.2051166673279436
leave_drug_out,MCF7,AG-14361,1.0,1,-0.10707092285156251,-0.1074124478936028
leave_drug_out,MCF7,Tofacitinib (CP-690550) Citrate,1.0,1,0.12926292419433588,0.05655037967778381
leave_drug_out,MCF7,"Temsirolimus (CCI-779, NSC 683864)",1.0,1,-0.011309623718261719,0.0
leave_drug_out,MCF7,Alendronate sodium trihydrate,1.0,1,0.00021553039550779862,0.0
leave_drug_out,MCF7,Divalproex Sodium,1.0,1,0.22195053100585938,0.3868528072345416
leave_drug_out,MCF7,GSK-LSD1 2HCl,1.0,1,0.3434762954711914,-0.003176998482388199
leave_drug_out,MCF7,Aurora A Inhibitor I,1.0,1,0.9775571823120117,-0.3967378179380472
leave_drug_out,MCF7,Curcumin,1.0,1,0.39730930328369146,0.2180164145324244
leave_drug_out,MCF7,Tucidinostat (Chidamide),1.0,1,0.040209770202636705,-0.3157061137039346
leave_drug_out,MCF7,SL-327,1.0,1,-0.00604248046875,-0.4692787260227564
leave_drug_out,MCF7,SNS-314,1.0,1,0.009378433227539007,0.07262712536465299
leave_drug_out,MCF7,Azacitidine,1.0,1,0.1512556076049805,0.0
leave_drug_out,MCF7,G007-LK,1.0,1,0.3940982818603515,0.2710884709729799
leave_drug_out,MCF7,Pracinostat (SB939),1.0,1,0.0,0.0026334352554374107
leave_drug_out,MCF7,Ruxolitinib (INCB018424),1.0,1,0.1486377716064453,0.0009344149251200862
leave_drug_out,MCF7,CYC116,1.0,1,-0.009706497192382806,-0.3348071463444101
leave_drug_out,MCF7,CUDC-101,1.0,1,-0.0805530548095703,-0.4985723557253838
leave_drug_out,MCF7,Lapatinib (GW-572016) Ditosylate,1.0,1,0.05291843414306639,-0.2680985459646667
leave_drug_out,MCF7,UNC0379,1.0,1,0.3675260543823242,0.195189000790661
leave_drug_out,MCF7,SB431542,1.0,1,-0.0799055099487305,0.0
leave_drug_out,MCF7,Mocetinostat (MGCD0103),1.0,1,-1.0210018157958984,0.16665485987549922
leave_drug_out,MCF7,Ki8751,1.0,1,-0.16993427276611328,0.0947883643695507
leave_drug_out,MCF7,"Roscovitine (Seliciclib,CYC202)",1.0,1,-0.021544456481933594,0.0
leave_drug_out,MCF7,Ofloxacin,1.0,1,0.09645652770996091,0.015711895704843687
leave_drug_out,MCF7,Daphnetin,1.0,1,0.0,0.025357142432773483
leave_drug_out,MCF7,Filgotinib (GLPG0634),1.0,1,0.2513160705566406,0.085143117641621
leave_drug_out,MCF7,AICAR (Acadesine),1.0,2,-0.1805391311645508,0.0
leave_drug_out,MCF7,"Patupilone (EPO906, Epothilone B)",1.0,2,1.2542076110839844,-0.11004588314904011
leave_drug_out,MCF7,Pelitinib (EKB-569),1.0,2,0.0879364013671875,-0.05349550347125631
leave_drug_out,MCF7,CYC116,1.0,2,0.03448200225830078,-0.43295704183322337
leave_drug_out,MCF7,"Tozasertib (VX-680, MK-0457)",1.0,2,-0.0640878677368165,-0.5580759111248786
leave_drug_out,MCF7,BMS-265246,1.0,2,0.4218893051147461,0.0
leave_drug_out,MCF7,UNC1999,1.0,2,0.3760633468627929,-0.0694312219367772
leave_drug_out,MCF7,Filgotinib (GLPG0634),1.0,2,0.007616996765136698,0.066254223454389
leave_drug_out,MCF7,Entacapone,1.0,2,0.14901447296142578,0.1681522864689108
leave_drug_out,MCF7,Tofacitinib (CP-690550) Citrate,1.0,2,0.156341552734375,-0.0687530222507456
leave_drug_out,MCF7,Alendronate sodium trihydrate,1.0,2,-0.0205669403076172,0.0
leave_drug_out,MCF7,PD173074,1.0,2,0.1694402694702148,0.1736666713479918
leave_drug_out,MCF7,UNC0379,1.0,2,0.20435428619384768,0.07336392209936
leave_drug_out,MCF7,Lomustine,1.0,2,0.2135934829711914,0.0851431176416209
leave_drug_out,MCF7,WP1066,1.0,2,0.2687149047851563,-0.10769486770295551
leave_drug_out,MCF7,AR-42,1.0,2,0.0,0.01751740318201922
leave_drug_out,MCF7,Danusertib (PHA-739358),1.0,2,0.0570707321166992,-0.30074991967928555
leave_drug_out,MCF7,Cimetidine,1.0,2,0.08322429656982429,0.1815417925373526
leave_drug_out,MCF7,Navitoclax (ABT-263),1.0,2,0.0862159729003906,0.0
leave_drug_out,MCF7,"Fluorouracil (5-Fluoracil, 5-FU)",1.0,2,0.1190042495727539,0.0
leave_drug_out,MCF7,Quercetin,1.0,2,-0.019442558288574198,0.07336392209936
leave_drug_out,MCF7,Altretamine,1.0,2,0.3480787277221679,0.0851431176416209
leave_drug_out,MCF7,Lapatinib (GW-572016) Ditosylate,1.0,2,-0.007547378540039007,-0.31104531767752674
leave_drug_out,MCF7,Thiotepa,1.0,2,2.0845746994018555,0.0
leave_drug_out,MCF7,TMP195,1.0,2,-0.005506515502929604,0.043791659694651
leave_drug_out,MCF7,"Fedratinib (SAR302503, TG101348)",1.0,2,0.8306026458740234,0.1100458831490401
leave_drug_out,MCF7,PF-3845,1.0,2,0.07816791534423831,0.1951900249960508
leave_drug_out,MCF7,PD98059,1.0,2,0.0570974349975585,0.0
leave_drug_out,MCF7,Linifanib (ABT-869),1.0,2,0.6405735015869142,0.11004588314904
leave_drug_out,MCF7,TGX-221,1.0,2,-0.2488317489624024,0.0
leave_drug_out,MCF7,UNC0631,1.0,2,0.22718715667724618,0.0533544762499083
leave_drug_out,MCF7,Obatoclax Mesylate (GX15-070),1.0,2,0.021385192871093698,-0.1069931323672637
leave_drug_out,MCF7,Triamcinolone Acetonide,1.0,2,0.20310020446777344,0.0
leave_drug_out,MCF7,Bisindolylmaleimide IX (Ro 31-8220 Mesylate),1.0,2,0.5930862426757812,0.0
leave_drug_out,MCF7,"Cerdulatinib (PRT062070, PRT2070)",1.0,2,0.1108865737915039,-0.04012099416310519
leave_drug_out,MCF7,Busulfan,1.0,2,0.09800910949707026,0.0
leave_drug_out,MCF7,Barasertib (AZD1152-HQPA),1.0,2,0.0509424209594727,-0.32177858207279725
leave_drug_out,MCF7,Selisistat (EX 527),1.0,3,0.0,-0.2336304230647896
leave_drug_out,MCF7,AG-490 (Tyrphostin B42),1.0,3,-0.1423616409301757,0.0
leave_drug_out,MCF7,GSK1070916,1.0,3,0.11329460144042969,-0.1730277617857634
leave_drug_out,MCF7,Busulfan,1.0,3,-0.0007858276367186945,0.1763001066034291
leave_drug_out,MCF7,GSK-LSD1 2HCl,1.0,3,1.785586357116699,0.01571189570484377
leave_drug_out,MCF7,"Fluorouracil (5-Fluoracil, 5-FU)",1.0,3,0.1915845870971679,0.0
leave_drug_out,MCF7,Barasertib (AZD1152-HQPA),1.0,3,0.041664123535156306,-0.3028838684936166
leave_drug_out,MCF7,Epothilone A,1.0,3,0.8851308822631835,0.0812293224245256
leave_drug_out,MCF7,Resminostat,1.0,3,0.6556081771850586,0.19836599927304938
leave_drug_out,MCF7,Decitabine,1.0,3,0.4367856979370117,-0.1042354494112146
leave_drug_out,MCF7,JNJ-7706621,1.0,3,0.0196733474731446,-0.3148801306676309
leave_drug_out,MCF7,PD173074,1.0,3,0.065333366394043,-0.0947883643695507
leave_drug_out,MCF7,BMS-536924,1.0,3,0.28005409240722656,-0.02467894274674179
leave_drug_out,MCF7,Alendronate sodium trihydrate,1.0,3,0.18442344665527338,-0.1480409554829326
leave_drug_out,MCF7,Triamcinolone Acetonide,1.0,3,0.4200773239135742,0.0
leave_drug_out,MCF7,G007-LK,1.0,3,0.21683025360107422,0.2837125544970318
leave_drug_out,MCF7,Ki16425,1.0,3,0.33194923400878906,0.0
leave_drug_out,MCF7,Celecoxib,1.0,3,0.0,0.0
leave_drug_out,MCF7,Tazemetostat (EPZ-6438),1.0,3,0.0627641677856445,-0.023104014159167352
leave_drug_out,MCF7,"Fedratinib (SAR302503, TG101348)",1.0,3,0.0,0.0
leave_drug_out,MCF7,RG108,1.0,3,0.0494594573974609,0.2805355560146436
leave_drug_out,MCF7,PF-573228,1.0,3,-0.04791259765625,-0.011779195542260895
leave_drug_out,MCF7,MK-5108 (VX-689),1.0,3,0.07952785491943361,-0.7312625444731048
leave_drug_out,MCF7,Regorafenib (BAY 73-4506),1.0,3,1.664396286010742,-0.0851431176416209
leave_drug_out,MCF7,Ofloxacin,1.0,3,0.1124610900878906,0.18068718369136627
leave_drug_out,MCF7,Amisulpride,1.0,3,0.1377458572387696,0.0
leave_drug_out,MCF7,Meprednisone,1.0,3,0.023366928100585903,0.0
leave_drug_out,MCF7,AZD1480,1.0,3,-0.1388654708862305,0.2200917662980801
leave_drug_out,MCF7,Droxinostat,1.0,3,0.13793754577636722,0.0
leave_drug_out,MCF7,Sirtinol,1.0,3,0.06497573852539071,-0.2429133606478949
leave_drug_out,MCF7,Danusertib (PHA-739358),1.0,3,0.2636356353759765,-0.4145046802302312
leave_drug_out,MCF7,XAV-939,1.0,3,0.010566711425781194,0.0
leave_drug_out,MCF7,BMS-754807,1.0,3,0.1156063079833984,0.1946367366928282
leave_drug_out,MCF7,PFI-1 (PF-6405761),1.0,3,1.0391731262207031,-0.2200917662980801
leave_drug_out,MCF7,Quercetin,1.0,3,2.275715827941894,0.230473809760717
leave_drug_out,MCF7,SRT3025 HCl,1.0,4,0.0,0.0636207881989517
leave_drug_out,MCF7,Divalproex Sodium,1.0,4,0.0704421997070312,0.0
leave_drug_out,MCF7,Ruxolitinib (INCB018424),1.0,4,0.10662364959716802,-0.04407407950400381
leave_drug_out,MCF7,Ofloxacin,1.0,4,0.12478446960449219,0.053975541471022
leave_drug_out,MCF7,Sorafenib Tosylate,1.0,4,0.0,0.0
leave_drug_out,MCF7,Epothilone A,1.0,4,0.21535873413085943,-0.0812293224245256
leave_drug_out,MCF7,Ki8751,1.0,4,0.150681495666504,-0.0783982689786753
leave_drug_out,MCF7,CEP-33779,1.0,4,0.09986209869384768,0.008967047041898102
leave_drug_out,MCF7,Ramelteon,1.0,4,0.0,-0.3154648767857287
leave_drug_out,MCF7,Motesanib Diphosphate (AMG-706),1.0,4,0.1518278121948242,0.07336392209936
leave_drug_out,MCF7,Azacitidine,1.0,4,1.125636100769043,0.0
leave_drug_out,MCF7,WP1066,1.0,4,1.569692611694336,-0.1763001066034291
leave_drug_out,MCF7,Tie2 kinase inhibitor,1.0,4,0.1182632446289063,0.0
leave_drug_out,MCF7,Trametinib (GSK1120212),1.0,4,0.0,0.0
leave_drug_out,MCF7,Cimetidine,1.0,4,0.0,0.2021073465005475
leave_drug_out,MCF7,G007-LK,1.0,4,0.08080005645751953,0.0
leave_drug_out,MCF7,UNC0379,1.0,4,-0.02011680603027341,-0.0636207881989517
leave_drug_out,MCF7,Streptozotocin (STZ),1.0,4,0.08149337768554688,-0.13961814555374907
leave_drug_out,MCF7,Raltitrexed,1.0,4,0.20312976837158203,0.008967047041898102
leave_drug_out,MCF7,Flavopiridol HCl,1.0,4,0.41554164886474615,0.3718350524306281
leave_drug_out,MCF7,Sodium Phenylbutyrate,1.0,4,0.016955375671386698,0.0
leave_drug_out,MCF7,Ivosidenib (AG-120),1.0,4,-0.021156311035156306,0.0
leave_drug_out,MCF7,Quercetin,1.0,4,-0.052985191345214885,0.2200917662980801
leave_drug_out,MCF7,NVP-BSK805 2HCl,1.0,4,0.015902519226074205,0.0
leave_drug_out,MCF7,Tucidinostat (Chidamide),1.0,4,0.2078084945678711,-0.24732664230609658
leave_drug_out,MCF7,Linifanib (ABT-869),1.0,4,0.8115444183349612,0.0
leave_drug_out,MCF7,Bisindolylmaleimide IX (Ro 31-8220 Mesylate),1.0,4,0.0,0.0
leave_drug_out,MCF7,Nilotinib (AMN-107),1.0,4,0.2060108184814453,-0.0947883643695507
leave_drug_out,MCF7,GSK1070916,1.0,4,-0.11322021484375001,-0.4035015715464805
leave_drug_out,MCF7,INO-1001 (3-Aminobenzamide),1.0,4,0.0683784484863282,-0.08233096914125809
leave_drug_out,MCF7,AZD1480,1.0,4,-0.08911037445068361,0.0694312219367772
leave_drug_out,MCF7,Mercaptopurine (6-MP),1.0,4,0.13932323455810539,0.0
leave_drug_out,MCF7,BMS-911543,1.0,4,0.2459917068481446,-0.38196033715832367
leave_drug_out,MCF7,"Roscovitine (Seliciclib,CYC202)",1.0,4,0.9275474548339844,-0.0783982689786754
leave_drug_out,MCF7,MK-5108 (VX-689),1.0,4,0.1285429000854493,-0.7876153059604757
