cell_line,drug,n_per_arm,A_sup,A_unsup
COLO 205,Tucatinib,300,0.7616666666666667,0.5166666666666666
COLO 205,ULK-101,214,0.7663551401869159,0.530373831775701
COLO 205,Vemurafenib,300,0.89,0.5233333333333333
COLO 205,Volasertib,300,0.73,0.5183333333333333
COLO 205,XRK3F2,300,0.86,0.6083333333333333
COLO 205,c-Kit-IN-1,300,0.93,0.5133333333333333
COLO 205,olaparib,300,0.7183333333333334,0.5033333333333333
COLO 205,palbociclib,300,0.8316666666666667,0.635
COLO 205,venetoclax,134,0.9552238805970148,0.6194029850746269
COLO 205,vincristine,160,0.878125,0.525
H4,4EGI-1,150,0.8733333333333333,0.6733333333333333
H4,9-ING-41,300,0.7816666666666666,0.54
H4,APTO-253,300,0.7466666666666667,0.5916666666666667
H4,AT7519,189,0.7301587301587301,0.6084656084656085
H4,AZD-7648,250,0.818,0.618
H4,AZD-8055,300,0.8716666666666667,0.515
H4,AZD1390,192,0.8046875,0.5520833333333333
H4,AZD2858,135,0.662962962962963,0.5259259259259259
H4,Abemaciclib,300,0.9366666666666666,0.78
H4,Adagrasib,163,0.6042944785276073,0.5429447852760736
H4,Afatinib,300,0.8966666666666666,0.5183333333333333
H4,Alpelisib,125,0.84,0.516
H4,Anastrozole,300,0.765,0.52
H4,BAY1125976,300,0.915,0.62
H4,BI-3406,300,0.9316666666666666,0.865
H4,BI-78D3,300,0.735,0.5133333333333333
H4,Belumosudil (mesylate),157,0.8662420382165605,0.5414012738853503
H4,Belzutifan,149,0.8489932885906041,0.5738255033557047
H4,Bentamapimod,300,0.7866666666666666,0.55
H4,Bimiralisib,300,0.95,0.92
H4,Binimetinib,213,0.9061032863849764,0.6009389671361502
H4,Brivudine,300,0.9766666666666668,0.8783333333333333
H4,CP21R7,184,0.7663043478260869,0.5135869565217391
H4,Capivasertib,209,0.7081339712918661,0.5358851674641149
H4,Capmatinib,192,0.7942708333333334,0.5026041666666666
H4,Celecoxib,203,0.6674876847290641,0.5615763546798029
H4,DT-061,182,0.7884615384615384,0.5796703296703297
H4,Dabrafenib,300,0.8383333333333334,0.6533333333333333
H4,ERK5-IN-2,300,0.86,0.65
H4,ETC-206,291,0.6941580756013745,0.5257731958762887
H4,EX229,276,0.9492753623188406,0.8804347826086957
H4,Encorafenib,300,0.905,0.6033333333333333
H4,Erdafitinib ,300,0.7583333333333333,0.6716666666666666
H4,Everolimus,300,0.665,0.5466666666666666
H4,Futibatinib,168,0.7619047619047619,0.6101190476190477
H4,GSK1059615,300,0.935,0.5083333333333333
H4,Gemcitabine,300,0.7166666666666667,0.5216666666666666
H4,HI-TOPK-032,214,0.9299065420560748,0.6074766355140186
H4,Hydroxyfasudil,130,0.7923076923076923,0.5
H4,IQ 1,198,0.7777777777777778,0.5227272727272727
H4,Infigratinib,236,0.8008474576271186,0.5847457627118644
H4,Ipatasertib,300,0.875,0.5733333333333333
H4,Irinotecan,300,0.7366666666666667,0.5116666666666667
H4,Ixazomib,109,0.8486238532110092,0.7981651376146789
H4,LB-100,276,0.6340579710144928,0.5326086956521738
H4,LJI308,137,0.8357664233576643,0.7372262773722628
H4,LY2090314,300,0.74,0.5316666666666666
H4,Lapatinib ditosylate,300,0.6766666666666666,0.5333333333333333
H4,MK-3903,211,0.8554502369668247,0.533175355450237
H4,MK-8353,266,0.6973684210526315,0.5225563909774437
H4,ML264,300,0.795,0.63
H4,Methylprednisolone succinate,213,0.6549295774647887,0.5046948356807511
H4,Minodronic acid,300,0.7733333333333333,0.5133333333333333
H4,NG25,112,0.9107142857142856,0.7857142857142857
H4,NVP-BHG712,300,0.7716666666666666,0.565
H4,OTS514,118,0.7542372881355932,0.5254237288135593
H4,Oleic acid,272,0.6764705882352942,0.5661764705882353
H4,Oxaliplatin,300,0.7766666666666666,0.5083333333333333
H4,PF-06260933,203,0.8719211822660099,0.7389162561576355
H4,PH-797804,300,0.915,0.6383333333333333
H4,Paclitaxel,300,0.8683333333333333,0.5066666666666666
H4,Pemigatinib,198,0.6994949494949495,0.5252525252525253
H4,Pimitespib,146,0.660958904109589,0.5273972602739726
H4,Pralsetinib,202,0.8465346534653465,0.5321782178217822
H4,RMC-6236,300,0.945,0.9033333333333332
H4,Ralimetinib dimesylate,300,0.795,0.5183333333333333
H4,Regorafenib,298,0.7919463087248322,0.5721476510067114
H4,SBI-0640756,185,0.6675675675675675,0.5675675675675675
H4,Sapanisertib,300,0.9583333333333334,0.8049999999999999
H4,TAK-733,288,0.9565972222222222,0.8871527777777778
H4,TAK-901,300,0.995,0.9916666666666668
H4,Temuterkib,300,0.81,0.6333333333333333
H4,Tomivosertib,300,0.7583333333333333,0.63
H4,Torkinib,133,0.7518796992481203,0.5
H4,Trametinib,300,0.9633333333333334,0.9033333333333332
H4,Tubulin inhibitor 6,225,0.6933333333333334,0.5488888888888889
H4,Tucatinib,300,0.765,0.56
H4,ULK-101,141,0.7375886524822695,0.6063829787234043
H4,Vemurafenib,300,0.7566666666666667,0.5866666666666667
H4,Volasertib,202,0.6905940594059405,0.6188118811881188
H4,XRK3F2,300,0.8216666666666667,0.5266666666666666
H4,c-Kit-IN-1,201,0.945273631840796,0.6169154228855721
H4,olaparib,186,0.8279569892473119,0.6048387096774194
H4,palbociclib,300,0.8,0.5333333333333333
H4,venetoclax,216,0.9351851851851852,0.8587962962962963
H4,vincristine,101,0.8762376237623762,0.7574257425742574
HCT15,4EGI-1,133,0.7142857142857143,0.5263157894736843
HCT15,9-ING-41,300,0.7083333333333334,0.5066666666666667
HCT15,APTO-253,300,0.6483333333333333,0.535
HCT15,AT7519,300,0.6283333333333333,0.56
HCT15,AZD-7648,206,0.7621359223300971,0.5121359223300971
HCT15,AZD-8055,300,0.7716666666666666,0.6
HCT15,AZD1390,199,0.7185929648241206,0.5552763819095478
HCT15,AZD2858,190,0.5631578947368421,0.5263157894736842
HCT15,Abemaciclib,300,0.8283333333333334,0.5783333333333334
HCT15,Adagrasib,221,0.6085972850678733,0.5452488687782805
HCT15,Afatinib,300,0.905,0.665
HCT15,Anastrozole,300,0.645,0.5016666666666667
HCT15,BAY1125976,300,0.825,0.6333333333333333
HCT15,BI-3406,300,0.865,0.5866666666666667
HCT15,BI-78D3,300,0.6483333333333333,0.515
HCT15,Belumosudil (mesylate),191,0.7486910994764397,0.5863874345549738
HCT15,Bentamapimod,300,0.6933333333333334,0.5233333333333333
HCT15,Bimiralisib,300,0.9283333333333332,0.66
HCT15,Binimetinib,172,0.8255813953488372,0.5901162790697674
HCT15,Bortezomib,240,0.9666666666666668,0.95
HCT15,Brivudine,300,0.9166666666666666,0.6016666666666667
HCT15,CP21R7,255,0.7,0.5431372549019607
HCT15,Capivasertib,232,0.6120689655172413,0.5431034482758621
HCT15,Capmatinib,167,0.7544910179640718,0.5568862275449101
HCT15,Celecoxib,230,0.6043478260869565,0.5304347826086957
HCT15,DT-061,172,0.7093023255813954,0.5436046511627907
HCT15,DTP3,183,0.6502732240437158,0.5437158469945356
HCT15,Dabrafenib,300,0.77,0.6116666666666667
HCT15,ERK5-IN-2,300,0.7683333333333333,0.5733333333333333
HCT15,ETC-206,300,0.61,0.5383333333333333
HCT15,EX229,300,0.8133333333333334,0.6066666666666667
HCT15,Elimusertib hydrochloride,124,0.8064516129032258,0.6612903225806451
HCT15,Encorafenib,300,0.7766666666666666,0.5933333333333334
HCT15,Erdafitinib ,300,0.615,0.5066666666666667
HCT15,Everolimus,300,0.6033333333333334,0.5283333333333333
HCT15,Futibatinib,148,0.6824324324324325,0.5405405405405406
HCT15,GSK1059615,300,0.905,0.5183333333333333
HCT15,Gemcitabine,300,0.6583333333333333,0.5116666666666667
HCT15,HI-TOPK-032,263,0.8574144486692015,0.5684410646387833
HCT15,Hydroxyfasudil,213,0.6126760563380281,0.5140845070422535
HCT15,IQ 1,134,0.6865671641791045,0.5261194029850746
HCT15,Infigratinib,300,0.8083333333333333,0.6416666666666667
HCT15,Ipatasertib,300,0.74,0.5733333333333333
HCT15,Irinotecan,300,0.7033333333333334,0.5016666666666667
HCT15,Ixazomib,230,0.7565217391304347,0.5826086956521739
HCT15,LB-100,300,0.655,0.5333333333333333
HCT15,LJI308,174,0.6379310344827587,0.5603448275862069
HCT15,LY2090314,300,0.6433333333333333,0.54
HCT15,Lapatinib ditosylate,300,0.5883333333333334,0.5216666666666667
HCT15,Lonafarnib,132,0.8598484848484849,0.5037878787878788
HCT15,MK-3903,197,0.7614213197969543,0.6421319796954315
HCT15,MK-8353,270,0.6370370370370371,0.5111111111111111
HCT15,ML264,300,0.705,0.56
HCT15,Methylprednisolone succinate,292,0.625,0.5154109589041096
HCT15,Minodronic acid,300,0.695,0.505
HCT15,NG25,178,0.8314606741573034,0.5955056179775281
HCT15,NVP-BHG712,300,0.6816666666666666,0.51
HCT15,Oleic acid,300,0.6416666666666667,0.5183333333333333
HCT15,Oxaliplatin,300,0.7133333333333334,0.5683333333333334
HCT15,PF-06260933,255,0.8549019607843137,0.6490196078431373
HCT15,PH-797804,269,0.8197026022304833,0.6319702602230484
HCT15,Paclitaxel,300,0.7666666666666667,0.5066666666666667
HCT15,Pemigatinib,197,0.6243654822335025,0.5
HCT15,Pimitespib,150,0.6633333333333333,0.5033333333333334
HCT15,Pralsetinib,190,0.7710526315789473,0.6026315789473684
HCT15,RMC-6236,300,0.9,0.6916666666666667
HCT15,Ralimetinib dimesylate,300,0.6916666666666667,0.5133333333333333
HCT15,Regorafenib,300,0.73,0.5266666666666666
HCT15,SBI-0640756,221,0.6312217194570136,0.5384615384615384
HCT15,Sapanisertib,300,0.8,0.6316666666666666
HCT15,TAK-733,300,0.8133333333333334,0.565
HCT15,TAK-901,300,0.9766666666666668,0.8916666666666666
HCT15,Temuterkib,300,0.6983333333333334,0.555
HCT15,Tomivosertib,300,0.7416666666666667,0.6033333333333334
HCT15,Torkinib,157,0.7356687898089171,0.5700636942675159
HCT15,Trametinib,300,0.9216666666666666,0.6233333333333333
HCT15,Tubulin inhibitor 6,250,0.614,0.502
HCT15,Tucatinib,300,0.655,0.5116666666666667
HCT15,ULK-101,159,0.6855345911949685,0.5408805031446541
HCT15,Vemurafenib,300,0.7516666666666667,0.5316666666666667
HCT15,Volasertib,300,0.6416666666666667,0.5333333333333333
HCT15,XRK3F2,300,0.7566666666666667,0.5316666666666667
HCT15,c-Kit-IN-1,300,0.77,0.5966666666666667
HCT15,olaparib,300,0.71,0.5616666666666666
HCT15,palbociclib,284,0.8133802816901409,0.6390845070422535
HCT15,venetoclax,230,0.9,0.7434782608695651
HCT15,vincristine,187,0.7914438502673797,0.5213903743315508
HEC-1-A,4EGI-1,300,0.785,0.5083333333333333
HEC-1-A,9-ING-41,300,0.7883333333333333,0.5266666666666666
HEC-1-A,APTO-253,300,0.6816666666666666,0.53
HEC-1-A,AT7519,300,0.6483333333333333,0.5166666666666666
HEC-1-A,AZD-7648,300,0.9233333333333332,0.545
HEC-1-A,AZD-8055,300,0.9066666666666666,0.7783333333333333
HEC-1-A,AZD1390,300,0.7566666666666667,0.5683333333333334
HEC-1-A,AZD2858,300,0.6933333333333334,0.525
HEC-1-A,Abemaciclib,300,0.895,0.7316666666666667
HEC-1-A,Adagrasib,300,0.6366666666666667,0.5733333333333333
HEC-1-A,Afatinib,300,0.9533333333333334,0.7883333333333333
HEC-1-A,Alpelisib,300,0.9333333333333332,0.7166666666666667
HEC-1-A,Anastrozole,300,0.665,0.5566666666666666
HEC-1-A,BAY1125976,300,0.8966666666666666,0.73
HEC-1-A,BI-3406,300,0.9316666666666666,0.71
HEC-1-A,BI-78D3,300,0.7066666666666667,0.5316666666666667
HEC-1-A,Belumosudil (mesylate),300,0.7333333333333333,0.51
HEC-1-A,Belzutifan,300,0.8666666666666667,0.515
HEC-1-A,Bentamapimod,300,0.7066666666666667,0.5216666666666666
HEC-1-A,Bimiralisib,300,0.945,0.8533333333333333
HEC-1-A,Binimetinib,300,0.92,0.7116666666666667
HEC-1-A,Bortezomib,300,0.98,0.9383333333333334
HEC-1-A,Brivudine,300,0.9283333333333332,0.8483333333333334
HEC-1-A,CP21R7,300,0.6816666666666666,0.5333333333333333
HEC-1-A,Capivasertib,300,0.6883333333333334,0.5333333333333333
HEC-1-A,Capmatinib,300,0.855,0.5283333333333333
HEC-1-A,Celecoxib,300,0.6533333333333333,0.525
HEC-1-A,DT-061,300,0.86,0.5116666666666667
HEC-1-A,DTP3,300,0.8533333333333334,0.5083333333333333
HEC-1-A,Dabrafenib,300,0.825,0.5883333333333334
HEC-1-A,ERK5-IN-2,300,0.8983333333333333,0.6466666666666666
HEC-1-A,ETC-206,300,0.6783333333333333,0.5333333333333333
HEC-1-A,EX229,300,0.9,0.7433333333333334
HEC-1-A,Elimusertib hydrochloride,300,0.9,0.5783333333333334
HEC-1-A,Encorafenib,300,0.8366666666666667,0.5133333333333333
HEC-1-A,Erdafitinib ,300,0.7483333333333333,0.5583333333333333
HEC-1-A,Everolimus,300,0.6866666666666666,0.5466666666666666
HEC-1-A,Futibatinib,300,0.735,0.585
HEC-1-A,GSK1059615,300,0.97,0.87
HEC-1-A,Gemcitabine,300,0.76,0.51
HEC-1-A,HI-TOPK-032,300,0.8983333333333333,0.7016666666666667
HEC-1-A,Hydroxyfasudil,300,0.6516666666666666,0.5233333333333333
HEC-1-A,IQ 1,300,0.86,0.5516666666666667
HEC-1-A,Infigratinib,300,0.8083333333333333,0.5416666666666667
HEC-1-A,Ipatasertib,300,0.8216666666666667,0.5083333333333333
HEC-1-A,Irinotecan,300,0.7583333333333333,0.5316666666666667
HEC-1-A,Ixazomib,300,0.8666666666666667,0.5483333333333333
HEC-1-A,LB-100,300,0.6683333333333333,0.515
HEC-1-A,LJI308,300,0.71,0.5983333333333334
HEC-1-A,LY-2584702 (tosylate salt),300,0.7366666666666667,0.5016666666666667
HEC-1-A,LY2090314,300,0.7033333333333334,0.5483333333333333
HEC-1-A,Lapatinib ditosylate,300,0.6883333333333334,0.5283333333333333
HEC-1-A,MK-3903,300,0.8883333333333333,0.535
HEC-1-A,MK-8353,300,0.6783333333333333,0.5516666666666667
HEC-1-A,ML264,300,0.7933333333333333,0.51
HEC-1-A,Methylprednisolone succinate,300,0.6716666666666666,0.56
HEC-1-A,Minodronic acid,300,0.755,0.5266666666666666
HEC-1-A,NG25,300,0.9366666666666666,0.5183333333333333
HEC-1-A,NVP-BHG712,300,0.7516666666666667,0.5433333333333333
HEC-1-A,OTS514,300,0.78,0.5533333333333333
HEC-1-A,Oleic acid,300,0.65,0.5433333333333333
HEC-1-A,Oxaliplatin,300,0.7183333333333334,0.565
HEC-1-A,PF-06260933,300,0.875,0.5466666666666666
HEC-1-A,PH-797804,300,0.98,0.9766666666666668
HEC-1-A,Paclitaxel,300,0.85,0.5416666666666667
HEC-1-A,Pemigatinib,300,0.7316666666666667,0.5033333333333333
HEC-1-A,Pimitespib,300,0.665,0.5533333333333333
HEC-1-A,Pralsetinib,300,0.8,0.5933333333333334
HEC-1-A,RMC-6236,300,0.9466666666666668,0.7
HEC-1-A,Ralimetinib dimesylate,300,0.7316666666666667,0.5133333333333333
HEC-1-A,Regorafenib,300,0.79,0.5133333333333333
HEC-1-A,SBI-0640756,300,0.72,0.5133333333333333
HEC-1-A,Sapanisertib,300,0.8933333333333333,0.6016666666666667
HEC-1-A,Sonidegib,300,0.6983333333333334,0.5966666666666667
HEC-1-A,TAK-733,300,0.93,0.84
HEC-1-A,TAK-901,300,0.9816666666666668,0.9683333333333334
HEC-1-A,Temuterkib,300,0.7766666666666666,0.555
HEC-1-A,Tomivosertib,300,0.7666666666666667,0.6416666666666666
HEC-1-A,Torkinib,300,0.7283333333333334,0.5483333333333333
HEC-1-A,Trametinib,300,0.9483333333333334,0.81
HEC-1-A,Tubulin inhibitor 6,300,0.7016666666666667,0.5433333333333333
HEC-1-A,Tucatinib,300,0.7416666666666667,0.5466666666666666
HEC-1-A,ULK-101,300,0.7683333333333333,0.5549999999999999
HEC-1-A,Vemurafenib,300,0.8716666666666667,0.5633333333333334
HEC-1-A,Volasertib,300,0.7,0.5083333333333333
HEC-1-A,XRK3F2,300,0.86,0.5666666666666667
HEC-1-A,c-Kit-IN-1,300,0.9083333333333332,0.7066666666666667
HEC-1-A,olaparib,300,0.7116666666666667,0.5733333333333334
HEC-1-A,palbociclib,300,0.9166666666666666,0.675
HEC-1-A,venetoclax,300,0.91,0.885
HEC-1-A,vincristine,300,0.765,0.5266666666666666
HOP62,4EGI-1,300,0.8683333333333333,0.51
HOP62,9-ING-41,300,0.8066666666666666,0.5883333333333334
HOP62,APTO-253,300,0.7783333333333333,0.5833333333333333
HOP62,AT7519,300,0.72,0.5366666666666666
HOP62,AZD-7648,300,0.9066666666666666,0.7983333333333333
HOP62,AZD-8055,300,0.9183333333333332,0.775
HOP62,AZD1390,300,0.7983333333333333,0.5133333333333333
HOP62,AZD2858,300,0.7466666666666667,0.5349999999999999
HOP62,Abemaciclib,300,0.9316666666666666,0.79
HOP62,Adagrasib,300,0.7983333333333333,0.6166666666666667
HOP62,Afatinib,300,0.9583333333333334,0.8583333333333334
HOP62,Alpelisib,300,0.93,0.8316666666666667
HOP62,Anastrozole,300,0.7483333333333333,0.515
HOP62,BAY1125976,300,0.9166666666666666,0.685
HOP62,BI-3406,300,0.9483333333333334,0.875
HOP62,BI-78D3,300,0.7366666666666667,0.52
HOP62,Belumosudil (mesylate),300,0.7766666666666666,0.5916666666666667
HOP62,Belzutifan,300,0.875,0.5133333333333333
HOP62,Bentamapimod,300,0.7816666666666666,0.505
HOP62,Bimiralisib,300,0.9733333333333334,0.9066666666666666
HOP62,Binimetinib,300,0.9566666666666668,0.8833333333333333
HOP62,Bortezomib,300,0.9666666666666668,0.955
HOP62,Brivudine,300,0.98,0.9283333333333332
HOP62,CP21R7,300,0.6866666666666666,0.53
HOP62,Capivasertib,300,0.7466666666666667,0.5316666666666666
HOP62,Capmatinib,300,0.9316666666666666,0.845
HOP62,Celecoxib,300,0.6866666666666666,0.5316666666666667
HOP62,DT-061,300,0.8433333333333334,0.6333333333333333
HOP62,DTP3,300,0.8366666666666667,0.565
HOP62,Dabrafenib,300,0.865,0.6516666666666666
HOP62,ERK5-IN-2,300,0.9266666666666666,0.8266666666666667
HOP62,ETC-206,300,0.7183333333333334,0.51
HOP62,EX229,300,0.9216666666666666,0.8233333333333334
HOP62,Elimusertib hydrochloride,300,0.9533333333333334,0.9083333333333332
HOP62,Encorafenib,300,0.9016666666666666,0.6516666666666666
HOP62,Erdafitinib ,300,0.78,0.5083333333333333
HOP62,Everolimus,300,0.6733333333333333,0.505
HOP62,Futibatinib,300,0.815,0.5983333333333334
HOP62,GSK1059615,300,0.9516666666666668,0.8533333333333333
HOP62,Gemcitabine,300,0.7416666666666667,0.5800000000000001
HOP62,HI-TOPK-032,300,0.9516666666666668,0.8966666666666666
HOP62,Hydroxyfasudil,300,0.7483333333333333,0.615
HOP62,IQ 1,300,0.8766666666666667,0.6966666666666667
HOP62,Infigratinib,300,0.8666666666666667,0.5016666666666667
HOP62,Ipatasertib,300,0.885,0.5583333333333333
HOP62,Irinotecan,300,0.83,0.6166666666666667
HOP62,Ixazomib,300,0.93,0.8816666666666667
HOP62,LB-100,300,0.7,0.5133333333333333
HOP62,LJI308,300,0.77,0.595
HOP62,LY-2584702 (tosylate salt),300,0.825,0.625
HOP62,LY2090314,300,0.7216666666666667,0.5166666666666666
HOP62,Lapatinib ditosylate,300,0.7516666666666667,0.6133333333333333
HOP62,Lonafarnib,129,0.9806201550387597,0.9767441860465116
HOP62,MK-3903,300,0.8783333333333333,0.6416666666666667
HOP62,MK-8353,300,0.74,0.5116666666666667
HOP62,ML264,300,0.8116666666666666,0.5133333333333333
HOP62,Methylprednisolone succinate,300,0.7133333333333334,0.545
HOP62,Minodronic acid,300,0.7616666666666667,0.5183333333333333
HOP62,NG25,300,0.9633333333333334,0.9083333333333332
HOP62,NVP-BHG712,300,0.8266666666666667,0.555
HOP62,OTS514,300,0.7933333333333333,0.5166666666666666
HOP62,Oleic acid,300,0.7166666666666667,0.5183333333333333
HOP62,Oxaliplatin,300,0.7616666666666667,0.5349999999999999
HOP62,PF-06260933,300,0.9433333333333334,0.7016666666666667
HOP62,PH-797804,300,0.9883333333333332,0.98
HOP62,Paclitaxel,300,0.9133333333333332,0.6599999999999999
HOP62,Pemigatinib,300,0.73,0.5066666666666667
HOP62,Pimitespib,300,0.775,0.54
HOP62,Pralsetinib,300,0.91,0.7116666666666667
HOP62,RMC-6236,300,0.9633333333333334,0.9133333333333332
HOP62,Ralimetinib dimesylate,300,0.8016666666666666,0.52
HOP62,Regorafenib,300,0.875,0.7883333333333333
HOP62,SBI-0640756,300,0.7783333333333333,0.5466666666666666
HOP62,Sapanisertib,300,0.8983333333333333,0.5449999999999999
HOP62,Sonidegib,300,0.785,0.7133333333333334
HOP62,TAK-733,300,0.975,0.8866666666666667
HOP62,TAK-901,300,0.995,0.9666666666666668
HOP62,Temuterkib,300,0.815,0.58
HOP62,Tomivosertib,300,0.745,0.65
HOP62,Torkinib,300,0.8166666666666667,0.6233333333333333
HOP62,Trametinib,300,0.98,0.95
HOP62,Tubulin inhibitor 6,300,0.7083333333333334,0.5766666666666667
HOP62,Tucatinib,300,0.7716666666666666,0.5583333333333333
HOP62,ULK-101,300,0.8083333333333333,0.6166666666666667
HOP62,Vemurafenib,300,0.8883333333333333,0.5683333333333334
HOP62,Volasertib,300,0.7066666666666667,0.5183333333333333
HOP62,XRK3F2,300,0.915,0.6366666666666667
HOP62,c-Kit-IN-1,300,0.9166666666666666,0.7533333333333333
HOP62,olaparib,300,0.845,0.6633333333333333
HOP62,palbociclib,300,0.8766666666666667,0.5066666666666667
HOP62,venetoclax,300,0.9716666666666668,0.8833333333333333
HOP62,vincristine,300,0.9,0.6816666666666666
HS-578T,4EGI-1,300,0.8983333333333333,0.5516666666666667
HS-578T,9-ING-41,300,0.7883333333333333,0.5766666666666667
HS-578T,APTO-253,300,0.7683333333333333,0.5783333333333334
HS-578T,AT7519,300,0.7383333333333333,0.5116666666666667
HS-578T,AZD-7648,300,0.8883333333333333,0.5133333333333333
HS-578T,AZD-8055,300,0.8966666666666666,0.53
HS-578T,AZD1390,300,0.83,0.5083333333333333
HS-578T,AZD2858,214,0.7453271028037384,0.5654205607476636
HS-578T,Abemaciclib,300,0.945,0.5666666666666667
HS-578T,Adagrasib,300,0.6166666666666667,0.5433333333333333
HS-578T,Afatinib,300,0.9283333333333332,0.5633333333333334
HS-578T,Alpelisib,300,0.9166666666666666,0.53
HS-578T,Anastrozole,300,0.76,0.5116666666666667
HS-578T,BAY1125976,300,0.9566666666666668,0.5716666666666667
HS-578T,BI-3406,300,0.9266666666666666,0.52
HS-578T,BI-78D3,300,0.76,0.5416666666666667
HS-578T,Belumosudil (mesylate),300,0.8933333333333333,0.5066666666666667
HS-578T,Belzutifan,300,0.8966666666666666,0.5833333333333333
HS-578T,Bentamapimod,300,0.835,0.5466666666666666
HS-578T,Bimiralisib,300,0.9633333333333334,0.7666666666666667
HS-578T,Binimetinib,300,0.9116666666666666,0.5383333333333333
HS-578T,Bortezomib,117,0.9615384615384616,0.9615384615384616
HS-578T,Brivudine,300,0.98,0.8
HS-578T,CP21R7,300,0.7733333333333333,0.515
HS-578T,Capivasertib,300,0.7283333333333334,0.5266666666666666
HS-578T,Capmatinib,300,0.8533333333333334,0.5083333333333333
HS-578T,Celecoxib,300,0.6783333333333333,0.5016666666666667
HS-578T,DT-061,300,0.8016666666666666,0.5316666666666667
HS-578T,DTP3,300,0.8716666666666667,0.5233333333333333
HS-578T,Dabrafenib,300,0.8833333333333333,0.6116666666666667
HS-578T,ERK5-IN-2,300,0.9066666666666666,0.5183333333333333
HS-578T,ETC-206,300,0.735,0.5033333333333334
HS-578T,EX229,300,0.9533333333333334,0.52
HS-578T,Elimusertib hydrochloride,300,0.9333333333333332,0.5733333333333333
HS-578T,Encorafenib,300,0.8916666666666667,0.5833333333333334
HS-578T,Erdafitinib ,300,0.79,0.565
HS-578T,Everolimus,300,0.795,0.5066666666666667
HS-578T,Futibatinib,300,0.8116666666666666,0.655
HS-578T,GSK1059615,300,0.9683333333333334,0.515
HS-578T,Gemcitabine,300,0.7816666666666666,0.51
HS-578T,HI-TOPK-032,300,0.955,0.5900000000000001
HS-578T,Hydroxyfasudil,300,0.8216666666666667,0.585
HS-578T,IQ 1,300,0.8916666666666667,0.5683333333333334
HS-578T,Infigratinib,300,0.8716666666666667,0.505
HS-578T,Ipatasertib,300,0.9033333333333332,0.53
HS-578T,Irinotecan,300,0.8166666666666667,0.5033333333333334
HS-578T,Ixazomib,300,0.95,0.5549999999999999
HS-578T,LB-100,300,0.6966666666666667,0.5016666666666667
HS-578T,LJI308,300,0.8383333333333334,0.5633333333333334
HS-578T,LY-2584702 (tosylate salt),300,0.8133333333333334,0.5233333333333333
HS-578T,LY2090314,300,0.7183333333333334,0.5833333333333334
HS-578T,Lapatinib ditosylate,300,0.7666666666666667,0.575
HS-578T,MK-3903,300,0.85,0.5116666666666667
HS-578T,MK-8353,300,0.715,0.5316666666666666
HS-578T,ML264,300,0.8166666666666667,0.5283333333333333
HS-578T,Methylprednisolone succinate,300,0.7216666666666667,0.5116666666666667
HS-578T,Minodronic acid,300,0.83,0.5316666666666666
HS-578T,NG25,300,0.9516666666666668,0.71
HS-578T,NVP-BHG712,300,0.855,0.515
HS-578T,OTS514,300,0.85,0.56
HS-578T,Oleic acid,300,0.7216666666666667,0.5166666666666667
HS-578T,Oxaliplatin,300,0.8233333333333334,0.53
HS-578T,PF-06260933,300,0.8933333333333333,0.5449999999999999
HS-578T,PH-797804,300,0.98,0.92
HS-578T,Paclitaxel,300,0.8683333333333333,0.5016666666666667
HS-578T,Pemigatinib,300,0.8133333333333334,0.5116666666666667
HS-578T,Pimitespib,300,0.7466666666666667,0.5316666666666667
HS-578T,Pralsetinib,270,0.9333333333333332,0.7166666666666667
HS-578T,RMC-6236,300,0.9666666666666668,0.5616666666666666
HS-578T,Ralimetinib dimesylate,300,0.8416666666666667,0.5466666666666666
HS-578T,Regorafenib,300,0.8116666666666666,0.5233333333333333
HS-578T,SBI-0640756,300,0.7816666666666666,0.515
HS-578T,Sapanisertib,300,0.9466666666666668,0.52
HS-578T,Sonidegib,300,0.8066666666666666,0.5583333333333333
HS-578T,TAK-733,300,0.9516666666666668,0.5116666666666667
HS-578T,TAK-901,300,0.99,0.98
HS-578T,Temuterkib,300,0.8366666666666667,0.5466666666666666
HS-578T,Tomivosertib,300,0.76,0.6083333333333334
HS-578T,Torkinib,257,0.7626459143968871,0.5038910505836576
HS-578T,Trametinib,300,0.9683333333333334,0.8166666666666667
HS-578T,Tubulin inhibitor 6,300,0.75,0.5066666666666667
HS-578T,Tucatinib,300,0.8116666666666666,0.5266666666666666
HS-578T,ULK-101,300,0.775,0.56
HS-578T,Vemurafenib,300,0.785,0.5583333333333333
HS-578T,Volasertib,300,0.7233333333333334,0.5033333333333334
HS-578T,XRK3F2,300,0.8216666666666667,0.5533333333333333
HS-578T,c-Kit-IN-1,300,0.9566666666666668,0.5816666666666667
HS-578T,olaparib,300,0.88,0.505
HS-578T,palbociclib,300,0.83,0.55
HS-578T,venetoclax,300,0.945,0.7683333333333333
HS-578T,vincristine,300,0.84,0.5083333333333333
HT-29,4EGI-1,300,0.845,0.5766666666666667
HT-29,9-ING-41,300,0.7816666666666666,0.5333333333333333
HT-29,APTO-253,300,0.72,0.5466666666666666
HT-29,AT7519,300,0.7183333333333334,0.5666666666666667
HT-29,AZD-7648,300,0.87,0.5333333333333333
HT-29,AZD-8055,300,0.8466666666666667,0.5366666666666666
HT-29,AZD1390,300,0.85,0.5133333333333333
