energy_welfare_regret_reduction,delta_cosine_welfare_regret_reduction,frac_dart_better_energy_welfare,frac_dart_better_cosine_welfare,confirmed_circularity,n_queries
0.16060956319173178,0.10196346845865871,0.5666666666666667,0.5666666666666667,False,30
