cell_line,query_drug,gdsc_drug,n_cand,query_magnitude,query_auc,energy_rho,energy_rho_uncentered,mean_cosine_ctrl_rho,mean_cosine_ctrl_rho_uncentered,mean_cosine_raw_rho,mean_cosine_raw_rho_uncentered,magnitude_only_rho,magnitude_only_rho_uncentered,magnitude_match_rho,magnitude_match_rho_uncentered,potency_match_rho,potency_match_rho_uncentered,energy_rho_partial_magmatch,oracle_vs_potencymatch_rho
K562,Veliparib (ABT-888),Veliparib,33,1.8140531908845492,0.986578,0.5147058823529412,0.5511363636363636,0.29445187165775405,0.28743315508021394,0.39438502673796794,0.4391711229946524,-0.4839572192513369,-0.5227272727272728,0.500668449197861,0.5397727272727273,0.5080213903743316,0.5,-0.011697860962566845,0.5080213903743316
K562,XAV-939,XAV939,33,1.8362427628748192,0.9691,0.5207219251336899,0.5143716577540107,0.4057486631016043,0.3820187165775401,0.44719251336898397,0.4495320855614973,-0.5150401069518717,-0.5106951871657754,0.5457887700534759,0.5401069518716578,0.42446524064171126,0.43048128342245995,-0.08790106951871658,0.42446524064171126
K562,ZM 447439,ZM447439,33,3.1965652357777037,0.941913,-0.4107620320855615,-0.3572860962566845,-0.15508021390374332,-0.12834224598930483,-0.4007352941176471,-0.3178475935828877,0.5147058823529412,0.43014705882352944,0.06918449197860962,0.027072192513368988,-0.34291443850267384,-0.2647058823529412,-0.438836898395722,-0.34291443850267384
MCF7,(+)-JQ1,JQ1,34,5.585752288575289,0.679716,-0.27547746371275783,-0.05087853323147441,0.0013750954927425514,0.10404889228418639,-0.07990832696715049,0.04629488158899923,0.45301757066462944,0.38242933537051177,0.44965622612681433,0.38365164247517186,0.414209320091673,0.3203972498090145,-0.25286478227654696,0.414209320091673
MCF7,A-366,A-366,33,1.2397156069228497,0.9825,0.4445187165775401,0.32620320855614976,-0.11163101604278076,-0.3897058823529412,0.4375,0.32486631016042783,-0.4391711229946524,-0.37299465240641716,0.3673128342245989,0.3255347593582888,0.5,0.48629679144385035,0.11397058823529413,0.5
MCF7,ABT-737,ABT737,34,1.2979756368035975,0.894256,0.07318563789152024,-0.1144385026737968,0.1067990832696715,0.03437738731856379,0.0750190985485103,-0.1229946524064171,-0.009931245225362872,0.15844155844155844,0.08785332314744079,-0.07104660045836517,0.19511077158135978,0.29809014514896864,0.03162719633307868,0.19511077158135978
MCF7,AZ 960,AZ960,34,1.6864377240405388,0.969584,0.0826585179526356,0.13246753246753246,0.37967914438502676,0.2641711229946524,0.07410236822001527,0.12605042016806722,0.36501145912910615,0.26844919786096255,0.08113063407181054,0.07563025210084033,-0.4802139037433155,-0.31581359816653937,0.00748663101604278,-0.4802139037433155
MCF7,Alisertib (MLN8237),Alisertib,34,1.5594008920273303,0.945417,0.01145912910618793,0.11779984721161191,0.6110007639419404,0.6204736440030557,0.048128342245989296,0.1367456073338426,0.38915202444614205,0.28617265087853316,-0.026126814362108473,-0.002902979373567609,0.05576776165011458,0.11107715813598167,0.13705118411000763,0.05576776165011458
MCF7,Avagacestat (BMS-708163),Avagacestat,34,1.2505884673163472,0.97997,0.4062643239113827,0.3952635599694423,-0.14805194805194805,0.10129870129870129,0.4197097020626432,0.3937356760886172,-0.43407181054239874,-0.41879297173414815,0.3503437738731856,0.3842627960275019,0.5055767761650114,0.6403361344537815,0.06707410236822,0.5055767761650114
MCF7,BMS-536924,BMS-536924,34,1.9901456841333531,0.927373,0.3952635599694423,0.42796027501909845,0.6693659281894575,0.7705118411000763,0.45821237585943464,0.4829640947288006,0.10832696715049654,0.2568372803666921,0.2751718869365928,0.33414820473644,-0.057906799083269664,0.04201680672268907,0.2189457601222307,-0.057906799083269664
MCF7,BMS-754807,BMS-754807,34,2.2218615204133094,0.827285,0.2082505729564553,0.18716577540106952,0.42368220015278835,0.31764705882352934,0.19786096256684488,0.2085561497326203,0.3537051184110008,0.27731092436974786,0.306951871657754,0.19511077158135978,0.32742551566080974,0.28953399541634833,-0.009320091673032849,0.32742551566080974
MCF7,Bosutinib (SKI-606),Bosutinib,34,2.5815831169253762,0.977086,0.31122994652406416,0.19052711993888463,-0.06860198624904508,0.34484339190221536,0.14866310160427806,0.2696715049656226,-0.37448433919022156,0.09977081741787625,-0.25133689839572193,0.13582887700534757,0.4884644766997708,-0.004430863254392665,0.31336898395721924,0.4884644766997708
