cell_line,query_drug,query_auc,query_ic50,n_candidates,dart_top1_drug,dart_top1_auc,mean_top1_drug,mean_top1_auc,most_potent_drug,most_potent_auc,dart_spearman_rho,dart_spearman_p,mean_spearman_rho,mean_spearman_p,dart_hit1,mean_hit1,dart_hit3,mean_hit3
A549,Panobinostat (LBH589),0.530702,-2.537043,48,Alisertib (MLN8237),0.756616,Dacinostat (LAQ824),0.59779,"Luminespib (AUY-922, NVP-AUY922)",0.509277,-0.14730785931393833,0.3177265118848512,0.13352149370386454,0.3656031934901166,0,0,0,0
A549,Pelitinib (EKB-569),0.985549,4.286288,48,Panobinostat (LBH589),0.530702,Cediranib (AZD2171),0.830452,"Luminespib (AUY-922, NVP-AUY922)",0.509277,0.5912939643942684,9.629704144025528e-06,-0.5147633521493704,0.00018161003263006504,0,0,0,0
A549,"Rucaparib (AG-014699,PF-01367338) phosphate",0.981276,5.257695,48,Panobinostat (LBH589),0.530702,Lenalidomide (CC-5013),0.972176,"Luminespib (AUY-922, NVP-AUY922)",0.509277,0.6302648719062092,1.5822763289321402e-06,-0.6160442900564481,3.145817126754715e-06,0,0,0,0
A549,Ruxolitinib (INCB018424),0.942,4.093999,48,Panobinostat (LBH589),0.530702,Nilotinib (AMN-107),0.960452,"Luminespib (AUY-922, NVP-AUY922)",0.509277,0.7501085540599217,8.41538697832546e-10,-0.7511940946591401,7.712529606236774e-10,0,0,0,0
A549,Selisistat (EX 527),0.980356,5.967618,48,Panobinostat (LBH589),0.530702,Lenalidomide (CC-5013),0.972176,"Luminespib (AUY-922, NVP-AUY922)",0.509277,0.726118106817195,5.1998713542642515e-09,-0.7313287016934433,3.559198917059557e-09,0,0,0,0
A549,Sorafenib Tosylate,0.855526,2.378921,48,Panobinostat (LBH589),0.530702,Nilotinib (AMN-107),0.960452,"Luminespib (AUY-922, NVP-AUY922)",0.509277,0.7059270516717325,2.0907716962385887e-08,-0.680959617889709,1.0032895134450842e-07,0,0,0,0
A549,Tanespimycin (17-AAG),0.527859,-3.217094,48,Panobinostat (LBH589),0.530702,"Luminespib (AUY-922, NVP-AUY922)",0.509277,"Luminespib (AUY-922, NVP-AUY922)",0.509277,0.5261615284411637,0.00012253200710405762,-0.5151975683890577,0.00017895343556998048,0,1,0,1
A549,"Temsirolimus (CCI-779, NSC 683864)",0.774519,-0.931052,48,Panobinostat (LBH589),0.530702,BMS-754807,0.744667,"Luminespib (AUY-922, NVP-AUY922)",0.509277,0.5399478940512376,7.46873304595851e-05,-0.5357142857142857,8.714964226844831e-05,0,0,0,0
A549,Trametinib (GSK1120212),0.534255,-3.162699,48,Panobinostat (LBH589),0.530702,Pelitinib (EKB-569),0.985549,"Luminespib (AUY-922, NVP-AUY922)",0.509277,0.05308293530178028,0.7200979595833397,-0.06534954407294832,0.6590011303638346,0,0,0,1
A549,Trichostatin A (TSA),0.7418,-0.978506,48,Panobinostat (LBH589),0.530702,Belinostat (PXD101),0.652181,"Luminespib (AUY-922, NVP-AUY922)",0.509277,0.4165219279201042,0.0032317504389326505,-0.3380373425966131,0.018778568948741376,0,0,0,0
A549,Tubastatin A HCl,0.978638,5.858043,48,Panobinostat (LBH589),0.530702,Lenalidomide (CC-5013),0.972176,"Luminespib (AUY-922, NVP-AUY922)",0.509277,0.7612896222318714,3.353177867163362e-10,-0.7531480677377334,6.58460461031189e-10,0,0,0,0
A549,UNC0379,0.899843,3.107152,48,Panobinostat (LBH589),0.530702,AZ 960,0.747144,"Luminespib (AUY-922, NVP-AUY922)",0.509277,0.5437472861485019,6.491333894671544e-05,-0.4820885801128962,0.0005211759611734032,0,0,0,0
A549,Veliparib (ABT-888),0.977367,5.649375,48,Panobinostat (LBH589),0.530702,PD173074,0.959716,"Luminespib (AUY-922, NVP-AUY922)",0.509277,0.748588797221016,9.50124933852877e-10,-0.7613981762917933,3.322545990049913e-10,0,0,0,0
A549,XAV-939,0.942597,4.111877,48,Panobinostat (LBH589),0.530702,Obatoclax Mesylate (GX15-070),0.671246,"Luminespib (AUY-922, NVP-AUY922)",0.509277,0.6936604429005645,4.607335382842874e-08,-0.6477420755536257,6.475836110509535e-07,0,0,0,0
A549,ZM 447439,0.828413,2.009312,48,Panobinostat (LBH589),0.530702,"Rucaparib (AG-014699,PF-01367338) phosphate",0.981276,"Luminespib (AUY-922, NVP-AUY922)",0.509277,0.48393399913156754,0.0004924114575295918,-0.4973947025618758,0.00032227028608208764,0,0,0,0
K562,(+)-JQ1,0.892312,2.42795,51,Dasatinib,0.204693,PFI-1 (PF-6405761),0.951003,Dasatinib,0.204693,0.12669683257918551,0.3756482392160826,-0.20190045248868774,0.1553773376136826,1,0,1,0
K562,A-366,0.967305,4.095786,51,Panobinostat (LBH589),0.342774,Ruxolitinib (INCB018424),0.960993,Dasatinib,0.204693,0.7541176470588234,1.6718715796150464e-10,-0.7401809954751132,5.401507097318522e-10,0,0,1,0
K562,ABT-737,0.853671,1.91914,51,Panobinostat (LBH589),0.342774,XAV-939,0.9691,Dasatinib,0.204693,0.7229864253393664,2.0807016303267583e-09,-0.7118552036199094,4.728248257207321e-09,0,0,1,0
K562,AR-42,0.433041,-1.56929,51,Dasatinib,0.204693,Belinostat (PXD101),0.354895,Dasatinib,0.204693,-0.011131221719457011,0.9382063384309307,-0.26443438914027145,0.06077157350037557,1,0,1,0
K562,AZ 960,0.881096,2.269065,51,Panobinostat (LBH589),0.342774,ZM 447439,0.941913,Dasatinib,0.204693,0.7190950226244344,2.784598341805087e-09,-0.6508597285067873,2.331371629507603e-07,0,0,1,0
K562,AZD1480,0.839407,0.60041,51,Panobinostat (LBH589),0.342774,BMS-754807,0.933815,Dasatinib,0.204693,0.6506787330316742,2.3554299375906517e-07,-0.6036199095022625,2.7465604173513276e-06,0,0,1,0
K562,Alisertib (MLN8237),0.889695,2.050588,51,Panobinostat (LBH589),0.342774,"Tozasertib (VX-680, MK-0457)",0.70345,Dasatinib,0.204693,0.4224434389140271,0.0020149189661494357,-0.3316742081447963,0.017423747121767152,0,0,0,0
K562,Avagacestat (BMS-708163),0.980039,4.716153,51,Panobinostat (LBH589),0.342774,Ruxolitinib (INCB018424),0.960993,Dasatinib,0.204693,0.7486877828054299,2.664174523716093e-10,-0.7438009049773755,4.0120002731871803e-10,0,0,1,0
K562,BMS-536924,0.890638,2.403518,51,Panobinostat (LBH589),0.342774,Ruxolitinib (INCB018424),0.960993,Dasatinib,0.204693,0.7436199095022624,4.072578821827524e-10,-0.7195475113122172,2.6924980523365534e-09,0,0,1,0
K562,BMS-754807,0.933815,3.151979,51,Panobinostat (LBH589),0.342774,ABT-737,0.853671,Dasatinib,0.204693,0.6928506787330316,1.7636483799306398e-08,-0.709683257918552,5.5249210184348e-09,0,0,1,0
K562,Belinostat (PXD101),0.354895,-0.721114,51,Dasatinib,0.204693,CUDC-101,0.460299,Dasatinib,0.204693,0.2253393665158371,0.11186325309270333,-0.3161990950226244,0.02379186495790508,1,0,1,0
K562,Bosutinib (SKI-606),0.612954,-1.887658,51,Panobinostat (LBH589),0.342774,Nilotinib (AMN-107),0.411218,Dasatinib,0.204693,-0.2195475113122172,0.12163019075715033,0.24352941176470586,0.08505785863466417,0,0,0,1
K562,CUDC-101,0.460299,-1.393724,51,Panobinostat (LBH589),0.342774,Trichostatin A (TSA),0.770205,Dasatinib,0.204693,0.46009049773755656,0.0006815307878706788,-0.4677828054298642,0.0005376647104945731,0,0,1,0
K562,Cediranib (AZD2171),0.839265,1.751866,51,Panobinostat (LBH589),0.342774,Ruxolitinib (INCB018424),0.960993,Dasatinib,0.204693,0.6120361990950225,1.8225184580554224e-06,-0.6638009049773755,1.0988947023830965e-07,0,0,1,0
K562,Crizotinib (PF-02341066),0.768596,0.372622,51,Panobinostat (LBH589),0.342774,"Tozasertib (VX-680, MK-0457)",0.70345,Dasatinib,0.204693,0.3010859728506788,0.031795459412557174,-0.2392760180995475,0.09082287593362963,0,0,0,0
K562,Dacinostat (LAQ824),0.469534,-2.943911,51,Dasatinib,0.204693,Panobinostat (LBH589),0.342774,Dasatinib,0.204693,-0.13954751131221718,0.32874147378114793,0.09918552036199095,0.48863812654394134,1,0,1,0
K562,Dasatinib,0.204693,-5.70066,51,Panobinostat (LBH589),0.342774,Bosutinib (SKI-606),0.612954,Panobinostat (LBH589),0.342774,-0.2784615384615384,0.04785646884480328,0.25013574660633486,0.07667675721305375,1,0,1,0
K562,Entinostat (MS-275),0.905502,2.630706,51,Panobinostat (LBH589),0.342774,Belinostat (PXD101),0.354895,Dasatinib,0.204693,0.3198190045248869,0.02214957383891759,-0.24153846153846154,0.08771961427374794,0,0,1,0
K562,Enzastaurin (LY317615),0.692338,1.492621,51,Panobinostat (LBH589),0.342774,ABT-737,0.853671,Dasatinib,0.204693,0.7067873303167421,6.7849606156273764e-09,-0.647420814479638,2.830241403966263e-07,0,0,1,0
K562,"Fedratinib (SAR302503, TG101348)",0.762607,1.344092,51,Panobinostat (LBH589),0.342774,GSK1070916,0.922582,Dasatinib,0.204693,0.6153846153846153,1.5429940679625916e-06,-0.6829864253393665,3.359942644764772e-08,0,0,1,0
K562,Flavopiridol HCl,0.610383,-1.119571,51,Panobinostat (LBH589),0.342774,Linifanib (ABT-869),0.984369,Dasatinib,0.204693,0.3980090497737556,0.003822694209057848,-0.58841628959276,5.596801503990044e-06,0,0,1,0
K562,"Fluorouracil (5-Fluoracil, 5-FU)",0.967441,5.180899,51,Panobinostat (LBH589),0.342774,Fulvestrant,0.9906,Dasatinib,0.204693,0.7457634790026115,3.4075229766994336e-10,-0.7211764705882353,2.384156096462798e-09,0,0,1,0
K562,Fulvestrant,0.9906,3.328126,51,Panobinostat (LBH589),0.342774,XAV-939,0.9691,Dasatinib,0.204693,0.7320361990950226,1.036352248856692e-09,-0.7294117647058824,1.2721243360800676e-09,0,0,1,0
K562,GSK-LSD1 2HCl,0.959105,1.502932,51,Panobinostat (LBH589),0.342774,Veliparib (ABT-888),0.986578,Dasatinib,0.204693,0.7334841628959275,9.245865626775436e-10,-0.7574660633484163,1.2468104184124964e-10,0,0,1,0
K562,GSK1070916,0.922582,1.649476,51,Panobinostat (LBH589),0.342774,BMS-754807,0.933815,Dasatinib,0.204693,0.6139366515837104,1.6585745657828283e-06,-0.6372850678733031,4.943073591012829e-07,0,0,1,0
K562,IOX2,0.971812,-0.387384,51,Panobinostat (LBH589),0.342774,Ruxolitinib (INCB018424),0.960993,Dasatinib,0.204693,0.7613574660633483,8.813455346319038e-11,-0.7796380090497737,1.575328666100063e-11,0,0,1,0
K562,Lenalidomide (CC-5013),0.984845,5.054076,51,Panobinostat (LBH589),0.342774,Fulvestrant,0.9906,Dasatinib,0.204693,0.7681447963800905,4.736393432720514e-11,-0.7661538461538461,5.6950092541030995e-11,0,0,1,0
K562,Linifanib (ABT-869),0.984369,2.594029,51,Panobinostat (LBH589),0.342774,Fulvestrant,0.9906,Dasatinib,0.204693,0.7514027149321266,2.1136243251266976e-10,-0.7542081447963801,1.658770143558173e-10,0,0,1,0
K562,"Luminespib (AUY-922, NVP-AUY922)",0.657193,-2.747725,51,Panobinostat (LBH589),0.342774,Tanespimycin (17-AAG),0.789399,Dasatinib,0.204693,-0.29131221719457007,0.03807656714329783,0.26597285067873305,0.05923126038153012,0,0,0,0
K562,Navitoclax (ABT-263),0.879968,1.904837,51,Panobinostat (LBH589),0.342774,"Fluorouracil (5-Fluoracil, 5-FU)",0.967441,Dasatinib,0.204693,0.6580090497737556,1.5455898616009836e-07,-0.6624434389140271,1.1911448590284163e-07,0,0,1,0
K562,Nilotinib (AMN-107),0.411218,-3.444128,51,Panobinostat (LBH589),0.342774,Bosutinib (SKI-606),0.612954,Dasatinib,0.204693,-0.2369230769230769,0.09414034024442793,0.1856108597285068,0.1922232646213988,0,0,0,1
K562,Obatoclax Mesylate (GX15-070),0.836853,1.724757,51,Panobinostat (LBH589),0.342774,Fulvestrant,0.9906,Dasatinib,0.204693,0.5881447963800904,5.666545350469918e-06,-0.6868778280542986,2.6134043556717045e-08,0,0,1,0
K562,PCI-34051,0.985863,5.138615,51,Panobinostat (LBH589),0.342774,"Fluorouracil (5-Fluoracil, 5-FU)",0.967441,Dasatinib,0.204693,0.6690497737556561,8.01478514935906e-08,-0.624524886877828,9.69737132002969e-07,0,0,1,0
K562,PD173074,0.980083,4.461042,51,Panobinostat (LBH589),0.342774,XAV-939,0.9691,Dasatinib,0.204693,0.7285067873303167,1.3645491091210997e-09,-0.7396380090497737,5.645536959903684e-10,0,0,1,0
K562,PFI-1 (PF-6405761),0.951003,3.565527,51,Panobinostat (LBH589),0.342774,"Fedratinib (SAR302503, TG101348)",0.762607,Dasatinib,0.204693,0.3324886877828054,0.01713322357842371,-0.5144796380090497,0.00011236747294113525,0,0,1,0
K562,Panobinostat (LBH589),0.342774,-3.775234,51,Dasatinib,0.204693,Dacinostat (LAQ824),0.469534,Dasatinib,0.204693,-0.15954751131221717,0.2634251673118328,0.12841628959276016,0.3691500830525326,1,0,1,0
K562,Pelitinib (EKB-569),0.869369,0.912742,51,Panobinostat (LBH589),0.342774,Sorafenib Tosylate,0.811684,Dasatinib,0.204693,0.6375565610859728,4.871075791867173e-07,-0.5694117647058823,1.2971863756390817e-05,0,0,1,0
K562,"Rucaparib (AG-014699,PF-01367338) phosphate",0.965869,3.347427,51,Panobinostat (LBH589),0.342774,Selisistat (EX 527),0.975166,Dasatinib,0.204693,0.7476923076923077,2.898061829348944e-10,-0.7327601809954751,9.789652748997882e-10,0,0,1,0
K562,Ruxolitinib (INCB018424),0.960993,3.867414,51,Panobinostat (LBH589),0.342774,Avagacestat (BMS-708163),0.980039,Dasatinib,0.204693,0.754027149321267,1.6850708121672012e-10,-0.7444343891402715,3.8066105116641486e-10,0,0,1,0
