dataset,cell_line,perturbation,moa,n_cells,sil_raw_k2,var_ratio_k2,gap_best_k,gap_k2,gap_k3,gap_k4,gap_k5,sil_raw_kmeans_k2,sil_pca10_kmeans_k2,sil_pca50_kmeans_k2,sil_gmm2_raw,sil_gmm2_pca50,sil_raw_kmeans_bestk3,sil_response_kmeans_k2,sil_raw_kmeans_bestk4,sil_raw_kmeans_bestk5
SciPlex3,A549,Lomustine ,DNA/RNA Synthesis,120,0.020249223336577415,0.0293387564743509,2,0.8166469427548737,0.7855925835476629,0.7776999710829315,0.7882163800402981,0.020249223336577415,0.10503990203142166,0.033192381262779236,0.02075742930173874,0.033192381262779236,0.017761508002877235,0.020249223336577415,,
SciPlex3,A549,Daphnetin,"PKA,EGFR,PKC",120,0.02487313747406006,0.033941006828554776,2,0.8763143781384741,0.868628451099676,0.8336388619290549,0.8327300117481631,0.02487313747406006,0.11126245558261871,0.03957352787256241,0.022692376747727394,0.03885464742779732,0.014208517037332058,0.024873139336705208,,
SciPlex3,A549,PD98059,MEK,120,0.022349735721945763,0.03004852619708288,2,0.8602887123394911,0.8409180643228016,0.8086482713088223,0.8416433829336896,0.022349735721945763,0.10526234656572342,0.03436694294214249,0.016246652230620384,0.035597339272499084,0.016396336257457733,0.022349735721945763,,
SciPlex3,A549,Regorafenib (BAY 73-4506),"c-RET,VEGFR",120,0.017336444929242134,0.02632986613823728,2,0.8455900532560428,0.8368908138944455,0.8185385011864152,0.802092284894588,0.017336444929242134,0.0945097953081131,0.02302141673862934,0.010314485989511013,0.03264995291829109,0.018262529745697975,0.017336444929242134,,
SciPlex3,A549,JNJ-26854165 (Serdemetan),"E3 Ligase ,p53",120,0.021345853805541992,0.02995183347495843,2,0.7945335314988871,0.7766903497665236,0.7624129594516447,0.7724750960953362,0.021345853805541992,0.10792967677116394,0.03492062911391258,0.011286946013569832,0.03277183696627617,,0.02134585566818714,0.01447820570319891,
SciPlex3,A549,TGX-221,PI3K,120,0.025831367820501328,0.03516432422251016,2,0.8914211025155154,0.8490574694896669,0.8370834487475154,0.8278914961292454,0.025831367820501328,0.12652648985385895,0.0432148315012455,0.022673193365335464,0.0432148315012455,0.013187123462557793,0.025831369683146477,,
SciPlex3,A549,Entacapone,Histone Methyltransferase,120,0.026974892243742943,0.03441278208133384,2,0.8513049345715054,0.8302238568113651,0.8171341367134826,0.8172509326282924,0.026974892243742943,0.12339615821838379,0.043640848249197006,0.024288680404424667,0.04224053770303726,,0.026974888518452644,,0.020612744614481926
SciPlex3,A549,A-366,Histone Methyltransferase,120,0.023079073056578636,0.03109574754963753,2,0.8626002823624201,0.867717860892018,0.8391357263952699,0.8341157572971323,0.023079073056578636,0.11237043887376785,0.03571450710296631,0.008955908939242363,-1.0,0.014586948789656162,0.023079073056578636,,
SciPlex3,A549,Ivosidenib (AG-120),IDH1,120,0.059906765818595886,0.07148231396590228,2,0.9821183141685506,0.9751089985724413,0.9407832294362795,0.9582818824934893,0.059906765818595886,0.22041021287441254,0.08203829079866409,0.058298125863075256,0.08292260020971298,0.043813738971948624,0.05990676209330559,,
SciPlex3,A549,MC1568,HDAC,120,0.024670949205756187,0.03256392325921448,2,0.8444772240462548,0.8432647141812915,0.8322847797135733,0.8392984630163003,0.024670949205756187,0.1125073954463005,0.0366300605237484,0.019164910539984703,0.032585978507995605,,0.02467094175517559,,0.01132512278854847
SciPlex3,A549,Cyclocytidine HCl,DNA/RNA Synthesis,120,0.04349691420793533,0.04512543365073517,3,0.8981566778974059,0.9146199533526058,0.8999857816068673,0.9097406500850731,0.04349691420793533,0.14778445661067963,0.06184038892388344,0.03940233215689659,0.04454321786761284,0.031561050564050674,0.04349691793322563,,
SciPlex3,A549,Nintedanib (BIBF 1120),"FGFR,PDGFR,VEGFR",120,0.029345456510782242,0.03550952567381325,2,0.8511657922343208,0.8382997811469188,0.8191558867839408,0.8391431377521936,0.029345456510782242,0.132090225815773,0.04342275112867355,0.023359250277280807,0.04342275112867355,0.02449720725417137,0.029345456510782242,,
SciPlex3,A549,AMG-900,Aurora Kinase,120,0.04215935245156288,0.04383621777272487,2,0.8183864020985734,0.8294540910533161,0.8010223581929381,0.8145089199341768,0.04215935245156288,0.16301791369915009,0.062043447047472,0.040693365037441254,0.062043447047472,,0.04215935245156288,0.021428300067782402,
SciPlex3,A549,(+)-JQ1,Epigenetic Reader Domain,120,0.021079953759908676,0.029817325530511744,2,0.8742430549895683,0.8157266861781487,0.8378642017833027,0.8390926926826108,0.021079953759908676,0.10957083851099014,0.03394763544201851,0.019019408151507378,0.03394763544201851,0.01438275258988142,0.021079950034618378,,
SciPlex3,A549,Altretamine,DNA alkylator,120,0.024420754984021187,0.03173682852430308,2,0.7694608175906481,0.7571992719930911,0.7301931615235233,0.723388863977382,0.024420754984021187,0.11228097230195999,0.025604823604226112,0.0004828420060221106,-0.002125363564118743,,0.024420756846666336,0.016557030379772186,
SciPlex3,A549,CEP-33779,JAK,120,0.024931101128458977,0.03417757762027324,2,0.8108188662120241,0.8181695684251125,0.7919418199239576,0.7968269495960438,0.024931101128458977,0.11990712583065033,0.04674896225333214,0.021618664264678955,0.047191862016916275,,0.024931101128458977,,0.00936888437718153
SciPlex3,A549,Prednisone ,"Glucocorticoid Receptor,Immunology & Inflammation related",120,0.022235151380300522,0.033847971178162906,2,0.904478362411087,0.8870743041028035,0.8617922046929642,0.8604581878541389,0.022235151380300522,0.11381368339061737,0.0352240726351738,0.025237269699573517,0.0516335628926754,,0.022235151380300522,0.020588180050253868,
SciPlex3,A549,Triamcinolone Acetonide,Glucocorticoid Receptor,120,0.02669224701821804,0.03052169694375504,2,0.8171809338704534,0.8226910322783922,0.8025647570120178,0.8122956735290625,0.02669224701821804,0.11519242078065872,0.03258078545331955,0.025116361677646637,0.03186003491282463,0.021225610747933388,0.02669224888086319,,
SciPlex3,A549,SGI-1776 free base,Pim,120,0.02924804762005806,0.031726236425830355,2,0.8197230573502523,0.8017199276009794,0.7913634410813373,0.8052556645761602,0.02924804762005806,0.11686263233423233,0.0348101444542408,0.014025219716131687,0.0348101444542408,0.017820676788687706,0.029248051345348358,,
SciPlex3,A549,INO-1001 (3-Aminobenzamide),PARP,120,0.02415180578827858,0.03318192126843436,2,0.8969193312094124,0.873154255319653,0.8526978957858784,0.8714433210260921,0.02415180578827858,0.12233049422502518,0.03960100933909416,0.02330705337226391,0.03646894916892052,0.02013086900115013,0.024151809513568878,,
SciPlex3,A549,Navitoclax (ABT-263),Bcl-2,120,0.03529737889766693,0.04452264686870579,2,0.7810760747975998,0.782568251717576,0.7453548179938938,0.7600258390540588,0.03529737889766693,0.14786913990974426,0.05296105518937111,0.02461450919508934,0.054910942912101746,0.02882707118988037,0.03529738262295723,,
SciPlex3,A549,GSK1070916,Aurora Kinase,120,0.035508349537849426,0.03891276419942486,3,0.8165697385675497,0.8343003039592283,0.8167117887916806,0.8169331209558397,0.035508349537849426,0.14463549852371216,0.04470870643854141,0.03894587233662605,0.055318061262369156,0.02600499428808689,0.035508349537849426,,
SciPlex3,A549,Pelitinib (EKB-569),EGFR,120,0.01744803600013256,0.025805788808245397,2,0.8433948886225284,0.8365203601473681,0.8105042048731672,0.8167906089968522,0.01744803600013256,0.1008375957608223,0.02850867435336113,0.014773563481867313,0.028558438643813133,,0.01744803413748741,0.008003953844308853,
SciPlex3,A549,Tranylcypromine (2-PCPA) HCl,MAO,120,0.02907559834420681,0.026968099959372802,2,0.8696776619684083,0.8390887567764231,0.8325000442220727,0.83318897069244,0.02907559834420681,0.10683958232402802,0.03458607941865921,0.02907559834420681,0.0404343381524086,0.01661127246916294,0.02907559834420681,,
SciPlex3,A549,Tubastatin A HCl,HDAC,120,0.031300388276576996,0.03687535878108591,2,0.8010223619422554,0.7751717071467219,0.7869680348192922,0.7900601782798162,0.031300388276576996,0.1381087601184845,0.05133422836661339,0.030605018138885498,0.05133422836661339,0.027062924578785896,0.031300388276576996,,
SciPlex3,A549,Raltitrexed,DNA/RNA Synthesis,120,0.025484930723905563,0.035729951655507644,2,0.8266422514221787,0.8271366698382554,0.8044029940064696,0.8202388416291893,0.025484930723905563,0.1421482264995575,0.03184535726904869,0.0113253528252244,0.03572709113359451,,0.025484926998615265,0.025581030175089836,
SciPlex3,A549,Clevudine ,DNA/RNA Synthesis,120,0.022444013506174088,0.03170867832823469,2,0.8695503387683967,0.8666796296401351,0.8451480466359254,0.8559207792519299,0.022444013506174088,0.11896757781505585,0.0399094820022583,0.00020127420430071652,0.008839049376547337,0.020956525579094887,0.022444013506174088,,
SciPlex3,A549,Mercaptopurine (6-MP),DNA/RNA Synthesis,120,0.01914490945637226,0.02552121583323252,2,0.8505815771872225,0.8377796831592406,0.8283641061643241,0.8257794089791943,0.01914490945637226,0.1080225482583046,0.034088071435689926,0.007882918231189251,0.022558413445949554,0.012578981928527355,0.01914490945637226,,
SciPlex3,A549,Filgotinib (GLPG0634),JAK,120,0.02474946901202202,0.03233124482598336,2,0.8350463078943768,0.8246326890040425,0.7987365242585867,0.8120206863223078,0.02474946901202202,0.10977959632873535,0.0356282964348793,0.017007384449243546,0.03160281479358673,0.023489052429795265,0.024749470874667168,,
SciPlex3,A549,Zileuton,Lipoxygenase,120,0.04008912295103073,0.04846329442704561,2,0.8622251319035303,0.8564505197433068,0.8328225337571951,0.8355273681520661,0.04008912295103073,0.1557798534631729,0.060407139360904694,0.041206520050764084,0.060407139360904694,0.029601577669382095,0.04008912295103073,,
SciPlex3,A549,EED226,Epigenetic Reader Domain,120,0.02470918744802475,0.032831248263886156,2,0.8098516915539111,0.7538538689761065,0.7796118617292489,0.7530302682976284,0.02470918744802475,0.11637505888938904,0.03620173782110214,0.021617095917463303,0.03545374795794487,,0.02470918744802475,0.01973724365234375,
SciPlex3,A549,S3I-201,STAT,120,0.017651693895459175,0.028985994030752284,2,0.8402974928265952,0.8225323564376446,0.7839841604191786,0.7953525137165265,0.017651693895459175,0.10780660063028336,0.03270378336310387,0.00672919861972332,0.016211461275815964,0.012347928248345852,0.017651697620749474,,
SciPlex3,A549,Iniparib (BSI-201),PARP,120,0.020732970908284187,0.02950278958520645,2,0.8264767654879872,0.8348933261927005,0.8226227493250455,0.8247579569299965,0.020732970908284187,0.12010420113801956,0.03886503353714943,0.016713928431272507,0.03886503353714943,0.01993902586400509,0.020732970908284187,,
SciPlex3,A549,Anacardic Acid,Histone Acetyltransferase,120,0.03110072761774063,0.038890114707344436,2,0.8515979775865148,0.8405690267255732,0.8235116255006538,0.8189303733569027,0.03110072761774063,0.13358399271965027,0.04327308386564255,0.021161209791898727,0.03340388461947441,0.021566100418567657,0.03110072761774063,,
SciPlex3,A549,CYC116,"Aurora Kinase,VEGFR",120,0.04600343480706215,0.05510934116450676,2,1.027522535575807,0.9894191211921353,0.9756003987343469,0.9795334530299957,0.04600343480706215,0.17731055617332458,0.06563279777765274,0.04504039138555527,0.074215367436409,0.04005957394838333,0.04600343853235245,,
SciPlex3,A549,Motesanib Diphosphate (AMG-706),"VEGFR,PDGFR,c-Kit",120,0.033238623291254044,0.041166661480424714,3,0.8059405309217933,0.8269459661617269,0.8190512018859017,0.8049727133547186,0.033238623291254044,0.14384587109088898,0.0523347407579422,0.030173297971487045,0.05199006572365761,0.025413570925593376,0.033238623291254044,,
SciPlex3,A549,TAK-901,Aurora Kinase,120,0.03177021071314812,0.0366774328807742,2,0.7986633613101883,0.7861556236476783,0.7582441917057228,0.7880420891298989,0.03177021071314812,0.13451223075389862,0.0469396598637104,0.025731634348630905,0.04678541421890259,0.018914250656962395,0.03177021071314812,,
SciPlex3,A549,Panobinostat (LBH589),HDAC,120,0.033404018729925156,0.04176963436849433,3,0.8225011017555772,0.8485860497632611,0.8358050402348898,0.8389214523559101,0.033404018729925156,0.1535162329673767,0.048302095383405685,0.030997101217508316,0.04561314731836319,,0.033404018729925156,0.02413966692984104,
SciPlex3,A549,Ellagic acid,Topoisomerase,120,0.01975971832871437,0.028086145012063055,2,0.793945277719768,0.7853162347973797,0.771419864536977,0.7697349964787552,0.01975971832871437,0.1046745553612709,0.031712256371974945,-0.004088634625077248,0.019057685509324074,0.015352720394730568,0.01975971832871437,,
SciPlex3,A549,Entinostat (MS-275),HDAC,120,0.023932790383696556,0.03334297122299964,2,0.8404164221846067,0.8569592173405898,0.8332001879291653,0.847770746903711,0.023932790383696556,0.13451644778251648,0.04239329323172569,0.02626045234501362,0.040328025817871094,0.020609935745596886,0.023932788521051407,,
SciPlex3,A549,Roxadustat (FG-4592),HIF,120,0.016450360417366028,0.032541261007431405,2,0.9015605430837965,0.8812221653814003,0.8779949206807807,0.8758069244813882,0.016450360417366028,0.11090562492609024,0.02857852727174759,0.018612882122397423,0.03271441161632538,0.022293834015727043,0.016450362280011177,,
SciPlex3,A549,CUDC-101,"EGFR,HDAC,HER2",120,0.03602244704961777,0.045198615375405156,2,0.8220648565055484,0.8009606805224401,0.8076317131467121,0.7941300023791147,0.03602244704961777,0.14637380838394165,0.053920116275548935,0.03583751991391182,0.052458763122558594,0.029911750927567482,0.03602244704961777,,
SciPlex3,A549,Vandetanib (ZD6474),VEGFR,120,0.03813837468624115,0.04174998357453994,2,0.926908298508458,0.9146966047917608,0.8915515170744275,0.884679550405286,0.03813837468624115,0.13696898519992828,0.05427691712975502,0.027523327618837357,0.054349638521671295,0.028179114684462547,0.03813837468624115,,
SciPlex3,A549,ITSA-1 (ITSA1),HDAC,120,0.013810466043651104,0.02589169791423818,2,0.8455761027564517,0.8541134555059156,0.8075825049666783,0.8308077291739391,0.013810466043651104,0.112874336540699,0.031483545899391174,-0.0021283701062202454,0.022365432232618332,0.015042867511510849,0.013810467906296253,,
SciPlex3,A549,Dasatinib,"Bcr-Abl,c-Kit,Src",120,0.02202739007771015,0.029756901134246866,2,0.869038005547532,0.8646409449825736,0.8478557341353454,0.8498583099652652,0.02202739007771015,0.10985017567873001,0.027861498296260834,0.013803192414343357,0.027861498296260834,0.01736973412334919,0.02202739007771015,,
SciPlex3,A549,Veliparib (ABT-888),PARP,120,0.028938256204128265,0.03556357574030466,2,0.947517546352918,0.9231605905736195,0.8992941041733538,0.8810939719996949,0.028938256204128265,0.14172525703907013,0.04385349899530411,0.009148758836090565,0.047594595700502396,0.02386205457150936,0.028938256204128265,,
SciPlex3,A549,"Patupilone (EPO906, Epothilone B)",Microtubule Associated,120,0.038987137377262115,0.04805372856681444,2,0.9911873072091559,0.9642780807788451,0.9716712236077196,0.9583797167271264,0.038987137377262115,0.15923766791820526,0.06776178628206253,0.04681730270385742,0.06776178628206253,0.04469159618020058,0.038987141102552414,,
SciPlex3,A549,Tie2 kinase inhibitor,Tie-2,120,0.022917162626981735,0.027148938692580483,2,0.8688794985361632,0.8648595043701572,0.8377160245169915,0.8363152967204535,0.022917162626981735,0.11535094678401947,0.03117281198501587,0.009524962864816189,0.025961654260754585,,0.022917162626981735,0.01941169984638691,
SciPlex3,A549,MLN8054,Aurora Kinase,120,0.04170834273099899,0.0402648732864812,2,0.8988436592371336,0.9079561377028948,0.8849767645974786,0.903780543186917,0.04170834273099899,0.15153884887695312,0.06214619427919388,0.02023172378540039,0.06214619427919388,,0.04170834273099899,,0.026074163615703583
SciPlex3,A549,Costunolide,Telomerase,120,0.029507119208574295,0.03513073151985536,2,0.860742998002392,0.8602989873318272,0.8413035578860981,0.8522465314926002,0.029507119208574295,0.13123659789562225,0.04183487966656685,0.024799730628728867,0.037425924092531204,0.018092269077897072,0.029507119208574295,,
SciPlex3,A549,Ramelteon,MT Receptor,120,0.026998162269592285,0.03316935672761522,2,0.8524472276147002,0.8402595096449446,0.826276807086268,0.8184859052775906,0.026998162269592285,0.1169552132487297,0.03750681132078171,0.023484405130147934,0.018511736765503883,0.018845895305275917,0.026998162269592285,,
SciPlex3,A549,ZM 447439,Aurora Kinase,120,0.03776026517152786,0.040466857651721186,3,0.8648788866383423,0.8910457345699747,0.8452884461861938,0.8746993368044382,0.03776026517152786,0.14911985397338867,0.061259675770998,-0.00763006741181016,0.05813609063625336,,0.03776026889681816,0.030457790940999985,
SciPlex3,A549,Meprednisone,Glucocorticoid Receptor,120,0.02271019108593464,0.03112318582577917,2,0.8487244757727037,0.8131958698452202,0.8322708981345546,0.8208856131385929,0.02271019108593464,0.13819938898086548,0.045340266078710556,0.0369066558778286,-1.0,0.025089461356401443,0.022710192948579788,,
SciPlex3,A549,SB431542,TGF-beta/Smad,120,0.030620016157627106,0.03867549530851137,2,0.8332755164943872,0.8327958021345108,0.8214776037632596,0.817562699158092,0.030620016157627106,0.13305379450321198,0.046588338911533356,0.027376018464565277,0.044414035975933075,0.013833756558597088,0.030620014294981956,,
SciPlex3,A549,Mesna ,Others,120,0.025562774389982224,0.03259287663679131,2,0.8370360590365671,0.8295444302067772,0.7860216559777289,0.8196226145669367,0.025562774389982224,0.11245311051607132,0.036962009966373444,0.017878465354442596,0.02520900033414364,,0.025562774389982224,0.01935119554400444,
SciPlex3,A549,AG-14361,PARP,120,0.03389827534556389,0.03879977603153523,2,0.8203736713833703,0.8327363509583598,0.8196614892918319,0.8280369482739971,0.03389827534556389,0.13067755103111267,0.04694554582238197,0.031495727598667145,0.04335284233093262,0.027994371950626373,0.03389827534556389,,
SciPlex3,A549,Gandotinib (LY2784544),JAK,120,0.0532367005944252,0.03748772173349236,2,0.8954587257857796,0.9014095565049018,0.8848054226107056,0.8739731459486002,0.0532367005944252,0.15366493165493011,0.07853341102600098,0.06925404816865921,0.0790911614894867,0.023257995024323463,0.0532367005944252,,
SciPlex3,A549,BRD4770,Histone Methyltransferase,120,0.021647779271006584,0.028519088846011276,2,0.7848907247879016,0.7833605335170262,0.7659271438194803,0.7589983277335186,0.021647779271006584,0.09983430802822113,0.031081339344382286,0.011066869832575321,0.0318838469684124,0.019577136263251305,0.021647779271006584,,
SciPlex3,A549,2-Methoxyestradiol (2-MeOE2),HIF,120,0.03063710778951645,0.03881528880862404,2,0.8366757274768872,0.8133623306968563,0.8001567052030918,0.8213763595309,0.03063710778951645,0.13227249681949615,0.04394105449318886,0.028804926201701164,0.040209729224443436,0.019774725660681725,0.0306371059268713,,
SciPlex3,A549,Amisulpride,Dopamine Receptor,120,0.030872223898768425,0.033296324244411236,2,0.8363028791177864,0.84782499912804,0.8155722298947623,0.8235486236879588,0.030872223898768425,0.1278773844242096,0.044629890471696854,0.02837524376809597,0.04419548436999321,0.012772323563694954,0.030872225761413574,,
SciPlex3,A549,XAV-939,Wnt/beta-catenin,120,0.034368038177490234,0.03767106414679859,2,0.8527676896566518,0.8299724640878345,0.809195890633621,0.8126883420521267,0.034368038177490234,0.1315794289112091,0.04622041434049606,0.0545867457985878,0.05969333276152611,0.02401474304497242,0.034368038177490234,,
SciPlex3,A549,Glesatinib?(MGCD265),"c-Met,Tie-2,VEGFR",120,0.014662365429103374,0.029601447190964608,2,0.8911604069439729,0.8806425062883996,0.8441501451140461,0.8534933920080778,0.014662365429103374,0.0996885821223259,0.025790613144636154,0.06486774981021881,0.03238079696893692,0.006904061418026686,0.014662369154393673,,
SciPlex3,A549,AZ 960,JAK,120,0.04738719388842583,0.04369935504408433,2,0.8980069028626474,0.8624810871566293,0.8421853790733778,0.8436406424325966,0.04738719388842583,0.156879261136055,0.05969691276550293,0.042714644223451614,0.06882954388856888,0.0332917757332325,0.04738719016313553,,
SciPlex3,A549,Aminoglutethimide ,Aromatase,120,0.021136052906513214,0.031882050220839085,2,0.8229534827868736,0.8000332245051798,0.7792458185053999,0.7872682310425176,0.021136052906513214,0.11589981615543365,0.042064566165208817,0.02315252274274826,0.042064566165208817,,0.021136049181222916,0.011583340354263783,
SciPlex3,A549,BMS-536924,IGF-1R,120,0.028360432013869286,0.029528294323192702,2,0.8270404162071738,0.7971076274616529,0.7936263383867459,0.805755127419042,0.028360432013869286,0.10557131469249725,0.040353067219257355,0.05092297121882439,-1.0,0.021331889554858208,0.028360433876514435,,
SciPlex3,A549,Azacitidine ,DNA Methyltransferase,120,0.05058065801858902,0.043049837433690945,2,0.9172468077174862,0.8626280971319513,0.8626001928266103,0.8585169824620849,0.05058065801858902,0.1635705977678299,0.06477415561676025,0.03622676432132721,0.08616569638252258,0.04887949675321579,0.05058065429329872,,
SciPlex3,A549,WHI-P154,"EGFR,JAK",120,0.023202288895845413,0.033042315399994755,3,0.8106970883307323,0.8269547807633302,0.7854387743844988,0.8135556003020543,0.023202288895845413,0.10966712981462479,0.028965866193175316,0.028138672932982445,0.03514926880598068,0.021182948723435402,0.023202288895845413,,
SciPlex3,A549,Carmofur,DNA/RNA Synthesis,120,0.0424962043762207,0.05112333039062293,2,1.0239375877980734,0.9872522809392521,0.9527084380994051,0.9518788742455069,0.0424962043762207,0.16255071759223938,0.06003584340214729,0.023399170488119125,0.06003584340214729,0.04328585043549538,0.042496200650930405,,
SciPlex3,A549,GSK-LSD1 2HCl,Histone Demethylase,120,0.026434775441884995,0.030596619961327155,2,0.8976100629810038,0.8712278914601139,0.8129599688138356,0.8539142318740218,0.026434775441884995,0.12701623141765594,0.04471392557024956,0.02789655141532421,0.04471392557024956,0.019911257550120354,0.026434773579239845,,
SciPlex3,A549,SRT1720 HCl,Sirtuin,120,0.023046644404530525,0.031547808404795485,2,0.9509676960285489,0.9232317281604328,0.9107459866209915,0.8980422246753328,0.023046644404530525,0.11361601948738098,0.033914580941200256,0.015198441222310066,0.03175923600792885,0.0203862264752388,0.023046648129820824,,
SciPlex3,A549,UNC0379,Histone Methyltransferase,120,0.015672734007239342,0.023941268038157985,2,0.9001375426264993,0.8842577678102117,0.873753669838365,0.8375258397228187,0.015672734007239342,0.0930158793926239,0.028697248548269272,0.009334397502243519,0.0219917930662632,0.013996670953929424,0.015672734007239342,,
SciPlex3,A549,PCI-34051,HDAC,120,0.025364616885781288,0.03400835717291057,2,0.8500063157340296,0.8254116506913558,0.8208867032161447,0.8177400391023539,0.025364616885781288,0.12487541884183884,0.0362044982612133,0.005435305647552013,-1.0,0.020778588950634003,0.02536461502313614,,
SciPlex3,A549,WP1066,JAK,120,0.029838822782039642,0.03342412289732399,2,0.8235451354274641,0.8161391920407848,0.8107783621419795,0.8318668417063417,0.029838822782039642,0.12907956540584564,0.04297151416540146,0.026645226404070854,0.04358835518360138,0.02101460099220276,0.02983882464468479,,
SciPlex3,A549,Ofloxacin,Topoisomerase,120,0.024630703032016754,0.033875213947210464,2,0.9095729113733704,0.8955521350021556,0.8764822969014805,0.8886500665694896,0.024630703032016754,0.12812499701976776,0.03791513293981552,0.006392494775354862,0.04046732187271118,0.026248237118124962,0.024630701169371605,,
SciPlex3,A549,"Baricitinib (LY3009104, INCB028050)",JAK,120,0.028229249641299248,0.037639126555646746,2,0.8385873220936162,0.837153276312554,0.8338157653305949,0.8392694821805833,0.028229249641299248,0.13330009579658508,0.04418909549713135,0.005203787703067064,0.04418909549713135,,0.0282292477786541,0.015378243289887905,
SciPlex3,A549,BMS-911543,JAK,120,0.023150742053985596,0.022565777083808723,2,0.8034049513688242,0.7730337526599875,0.7606908281376761,0.7839921696505421,0.023150742053985596,0.10141909122467041,0.02809416875243187,0.019983811303973198,0.02809416875243187,0.015783125534653664,0.023150742053985596,,
SciPlex3,A549,"Luminespib (AUY-922, NVP-AUY922)",HSP (e.g. HSP90),120,0.01948259212076664,0.027801540029811438,2,0.8495069384446268,0.8454682321145448,0.8343801922897089,0.8371871400154127,0.01948259212076664,0.09443349391222,0.029214410111308098,0.016767945140600204,0.029214410111308098,0.013878223486244678,0.01948259212076664,,
SciPlex3,A549,PFI-1 (PF-6405761),Epigenetic Reader Domain,120,0.02000453881919384,0.03126816009731003,2,0.8136236978146556,0.7989570789055325,0.7484192500762639,0.7932594795675687,0.02000453881919384,0.1048356369137764,0.03565415367484093,0.0033345012925565243,0.030420131981372833,0.021085740998387337,0.02000453509390354,,
SciPlex3,A549,Sodium Phenylbutyrate,HDAC,120,0.03521334379911423,0.03896062752940626,2,0.8567565506981865,0.8533268059688588,0.8426647140524004,0.8328887932800022,0.03521334379911423,0.13264325261116028,0.044811565428972244,0.02020326443016529,0.044811565428972244,,0.03521334379911423,0.015058597549796104,
SciPlex3,A549,Mocetinostat (MGCD0103),HDAC,120,0.017267199233174324,0.02712959713625399,2,0.8897701181976672,0.8750091199872276,0.8596580029175307,0.8606548794606059,0.017267199233174324,0.11794577538967133,0.03827281296253204,0.01262600813060999,0.0268650334328413,0.01560236606746912,0.017267199233174324,,
SciPlex3,A549,M344,HDAC,120,0.021334370598196983,0.030085186402968613,2,0.8772847540466504,0.8606976626031724,0.8543436632056327,0.8632414223936724,0.021334370598196983,0.12291423231363297,0.03479858115315437,0.07925692945718765,-1.0,0.020979218184947968,0.021334366872906685,,
SciPlex3,A549,MK-0752,"Beta Amyloid,Gamma-secretase",120,0.019395118579268456,0.032183417318073615,2,0.8621677795924008,0.8056728074586701,0.8240518770697314,0.8321022738163979,0.019395118579268456,0.12132825702428818,0.03649250045418739,0.024242309853434563,0.023837903514504433,,0.019395120441913605,0.01960611343383789,
SciPlex3,A549,SRT2104 (GSK2245840),Sirtuin,120,0.022520314902067184,0.030696071156164618,2,0.8513978771868267,0.836451437897054,0.8081474589256477,0.8150501528827601,0.022520314902067184,0.11835719645023346,0.0382060743868351,0.01979992166161537,0.0382060743868351,0.015562455169856548,0.022520314902067184,,
SciPlex3,A549,Droxinostat,HDAC,120,0.020323054865002632,0.032838817907947834,2,0.832607499835575,0.8192727312872243,0.7948631049872805,0.8042560182943159,0.020323054865002632,0.11467642337083817,0.034263111650943756,0.01954076625406742,0.034263111650943756,,0.020323051139712334,0.017257658764719963,
SciPlex3,A549,Tacedinaline (CI994),HDAC,120,0.03149240091443062,0.03002808010629641,2,0.865159579991218,0.8743249760623879,0.8461674575828262,0.8612251795117434,0.03149240091443062,0.11963342130184174,0.04045635834336281,0.033971335738897324,0.05158070847392082,0.01680118218064308,0.03149240091443062,,
SciPlex3,A549,Ki16425,LPA Receptor,120,0.02319733239710331,0.02774093063246725,2,0.8226763021376282,0.83174499309008,0.8068550089711568,0.816914422751422,0.02319733239710331,0.12626558542251587,0.03213512524962425,0.016419924795627594,-1.0,0.015964964404702187,0.02319733239710331,,
SciPlex3,A549,Thalidomide,"E3 Ligase ,TNF-alpha",120,0.014368426986038685,0.03307746193886749,3,0.8956008445117103,0.9081202818116108,0.8521763127955673,0.869684418391973,0.014368426986038685,0.10867340117692947,0.03326422721147537,0.04189211130142212,-1.0,0.01857551746070385,0.014368424192070961,,
SciPlex3,A549,"Tozasertib (VX-680, MK-0457)",Aurora Kinase,120,0.05711338669061661,0.04841302426578858,3,0.8811392895941648,0.8978837416422394,0.8827453449275282,0.8855861872330983,0.05711338669061661,0.19220897555351257,0.08453059196472168,0.05711338669061661,0.09285351634025574,0.04606232792139053,0.05711338669061661,,
SciPlex3,A549,ABT-737,Bcl-2,120,0.024562248960137367,0.033660843021205186,2,0.8180397855405808,0.808109817787777,0.7880925537246899,0.8159480918539312,0.024562248960137367,0.10538140684366226,0.036924444139003754,0.0178262647241354,0.036924444139003754,0.0196062084287405,0.024562250822782516,,
SciPlex3,A549,"Cerdulatinib (PRT062070, PRT2070)",JAK,120,0.040310151875019073,0.041831189523056304,2,1.0401022015019858,1.0101476916887737,0.9944029803628016,1.0018692404631935,0.040310151875019073,0.16468818485736847,0.055390361696481705,0.02591102011501789,-0.016621610149741173,0.06935637444257736,0.040310151875019073,,
SciPlex3,A549,"Fluorouracil (5-Fluoracil, 5-FU)",DNA/RNA Synthesis,120,0.039562832564115524,0.04983338073194393,2,0.8883257859935387,0.8833530733387178,0.8306004640151592,0.8702315812060757,0.039562832564115524,0.15304811298847198,0.05613819137215614,0.0348256453871727,0.05327259749174118,0.030589917674660683,0.039562832564115524,,
