condition,query,n_cand,query_magnitude,energy_rho,mean_cosine_ctrl_rho,magnitude_match_rho,magnitude_only_rho,energy_rho_partial_magmatch
Co-culture,TIMP2,218,0.8335050940513611,0.2770762664992537,0.41819306421786684,-0.06581516202584281,-0.24425468923111493,0.3194792980009486
Co-culture,TIMP3,218,0.7213736772537231,0.4426586682218769,0.6209198172898222,0.12298303843990945,-0.11249811052378886,0.481018075844299
Co-culture,TM4SF1,218,0.964353084564209,0.43295906742983165,0.5591928736775839,0.2090887135866805,0.25278440743419844,0.3956815116273009
Co-culture,TMEM173,218,1.0445715188980103,0.5658032894550142,0.6572510423248461,0.3052901279863135,0.03712292280686107,0.5568195178114624
Co-culture,TOP1MT,218,1.086402416229248,0.5226276721247675,0.7039814811061067,0.3427750194159969,0.11494907246264338,0.5033327175040496
Co-culture,TP53,218,1.1225687265396118,0.536252326373035,0.5798430388221483,0.2638693345395093,-0.010731066579639757,0.5440481064986977
Co-culture,TPP1,218,0.7369117736816406,0.010113692896554,0.21973696174541849,-0.15006408292498444,0.2531585382027476,0.164821978039798
Co-culture,TPRKB,218,2.464827537536621,0.29811098710870465,0.338024832784975,0.0434426053864406,0.14027297646508974,0.31487853201742777
Co-culture,TRIM22,218,0.8625357747077942,0.09048578505781942,0.1663740994944601,0.06692133813718784,0.258478608233541,0.07787421908889312
Co-culture,TSC22D3,218,0.8123030662536621,0.28416969320697827,0.4636528483455717,0.12324481414793453,0.0968297919288526,0.2676639240062803
Co-culture,TTLL1,218,0.7951544523239136,0.2882967146569493,0.32930862834741337,0.15952854889964432,-0.16607294160027197,0.2523732110786723
Co-culture,TXNDC17,218,1.8470021486282349,0.3085403166443597,0.27051102440595154,0.18827754479868464,0.09635141419693061,0.36097653922089296
Co-culture,TYR,218,0.6696509718894958,0.3830325227548729,0.6185615193184101,-0.09306531825150043,0.10305333564221052,0.5751831995593828
Co-culture,UBC,218,1.5229848623275757,-0.07941130564436993,-0.07402287294206358,0.20369103748315395,0.28470598591855184,0.026712126064694506
Co-culture,UCN2,218,1.0477896928787231,0.3045870401333434,0.5076589664840221,0.27404152156551137,0.11226181740681045,0.31252950044276
Co-culture,UQCRFS1,218,1.0385034084320068,0.0189746847832445,-0.024649194489505515,0.07623175026597453,0.1364922865934351,0.04412600214632915
Co-culture,UQCRH,218,1.4511120319366455,0.4025201124245585,0.4317266366628462,0.07929776928872874,-0.12808650644680594,0.41777260146559647
Co-culture,VAT1,218,0.8266483545303345,0.3708881088384629,0.6112422241900445,0.1892644160519474,0.04717117177640879,0.35383330563066806
Co-culture,VDAC2,218,1.011739730834961,0.13884595136647498,0.2694870875657117,0.172079883289733,0.20662616865189565,0.11892204006674123
Co-culture,WBP2,218,0.933851957321167,0.5696940177880069,0.665534042714614,0.2768944134631478,0.01845808316475248,0.5337056494325201
Co-culture,WNT7A,218,0.8768404126167297,0.27713765637768445,0.5167608846860632,0.09967457572933781,0.24585314266949831,0.25684656410695966
Co-culture,XAGE1A,218,1.0637829303741455,0.5490855514287915,0.7010278171438763,0.3625842590560206,0.163053254561239,0.5325716741309422
Control,A2M,212,0.6393944621086121,0.2943534434036225,0.18594496425031456,0.261245376218682,-0.261245376218682,0.14334635191997916
Control,ACSL3,212,0.9336671829223633,0.2333761128876451,0.2808526019750804,0.027561955835882685,-0.2478560894113676,0.23425521383689782
Control,ACTA2,212,0.7770570516586304,0.31031832469504567,0.14336776268808415,0.32449404465782444,-0.33663143125946954,0.18465402087927726
Control,AEBP1,212,0.8868584036827087,0.10458530490822966,0.11597583354009418,0.0680068967862437,-0.14349496783976684,0.08108257881366712
Control,AGA,212,0.6938198804855347,0.33899669140659927,0.27004394245289315,0.33724478679283065,-0.33792993137219096,0.1579686470787526
Control,AHNAK,212,0.8311895728111267,0.08851211534610506,0.24081068724787247,-0.05746650159384277,0.0844642207173111,0.1881779814179722
Control,APOC2,212,0.7880196571350098,0.15582631081130438,0.05174352922506874,0.19038832836057748,-0.2013241930344474,0.02715137287104546
Control,APOD,212,0.7167860865592957,0.3767589890590975,0.36800702273193847,0.3017633656719896,-0.3038062048405968,0.24598705530149512
Control,APOE,212,0.7199728488922119,0.2700628343071035,0.1013787275202678,0.36162787329359325,-0.36427399233998287,0.0005365286595725655
Control,ARMC6,212,0.9067012667655945,0.23247182279944534,0.30240316980124504,-0.10923899832870064,0.22063418695127032,0.3032306330156563
Control,ATP1B1,212,0.9915017485618591,0.2690855804413964,0.3995664949187209,-0.04800797991921843,0.12738399456922164,0.31337178035574625
Control,ATP5MD,212,1.1333156824111938,0.4328400880108515,0.37922500576201557,0.3760851795922634,0.2945328233372334,0.3532247765408511
Control,B2M,212,1.017896294593811,0.3418023469995671,0.21693642135384064,-0.006211641664347166,-0.23966332196883347,0.3582021503967919
Control,BOLA2,212,0.8645870089530945,0.2451898190538204,0.20595395677291867,0.1801363488091205,-0.2761749788726097,0.15364996920627763
Control,BOLA2B,212,0.8323270082473755,0.30070038400842325,0.42636899821534946,0.29160080756379464,-0.3294714185137652,0.10935234945396245
Control,BZW2,212,0.7730391025543213,0.37841643440181455,0.4890357975448146,0.32420436955993315,-0.3359072435147413,0.2306040481465202
Control,C19orf48,212,0.6969374418258667,-0.012279709103137887,0.08495289001288424,-0.03679251580303605,0.036242133117042594,-0.0064584952260284415
Control,C1QBP,212,1.5229815244674683,0.23781443917011863,0.3250280544035023,0.09020608494029544,0.09854494938872256,0.2605690478379532
Control,C6orf226,212,0.94762122631073,0.06773424568423662,0.2207676893876898,-0.10496188253548834,0.08513173289940844,0.12146580637360783
Control,CCND1,212,1.2000092267990112,0.24021748302566898,0.34915043331616274,-0.19096012181467595,-0.04590342736019083,0.2226505775239832
Control,CCND2,212,0.835719108581543,0.20107362441282733,0.16989318545629495,0.19234804337065944,-0.23069095067588757,0.12686635776385938
Control,CCR10,212,0.8344693779945374,0.10721882938514571,0.22783954014707938,0.003176350421225376,-0.015056807805610377,0.153483720889227
Control,CD151,212,0.8719819784164429,0.04912511823152093,0.21206106351063547,-0.06898423537738999,0.06625499217247506,0.0715799761458854
Control,CD274,212,0.8038914799690247,0.08163991421836436,-0.09491267555255524,-0.06056602514127959,0.059271303399400246,0.17402294478666688
Control,CD44,212,0.7395362854003906,-0.03226980590508984,0.1674246498394822,-0.22198180588493857,0.21861149909382072,0.10428807306865426
Control,CD47,212,0.7188581824302673,0.14749248419066666,0.108342264982185,0.16236667073891078,-0.16021173990198906,0.06429905553323519
Control,CD58,212,0.9664720296859741,0.12584686698966074,0.1456738283586883,0.08680051335465173,0.15779736093391253,0.11125538890141348
Control,CD59,212,0.7774677872657776,0.05813403208027062,0.14905924863317435,-0.1952133079258885,0.19735690365028405,0.20135316054423655
Control,CD63,212,1.2660882472991943,-0.0004886694494376923,-0.17361614019267171,0.22420978522480678,0.13342812845957078,0.12928073673193594
Control,CDC123,212,1.1978111267089844,0.011467355505653073,0.09227537270479715,-0.3092218697142166,-0.2123469602376847,0.01861981150967326
Control,CDH19,212,0.7515485882759094,0.05483549603082143,-0.03114133248026116,-0.009264565304731905,0.008677658367265204,0.09859658712356408
Control,CDK4,212,0.819354236125946,-0.091494509397438,0.2226530964378779,-0.23991521335830418,0.26592803714894214,0.06631040827815862
Control,CDK6,212,1.6448396444320679,0.08503727362835692,0.22862796019612266,0.17024835231544863,0.1712067990523846,0.19562892871851517
Control,CDKN1A,212,1.390798568725586,0.23255746587186535,0.19998413084246333,-0.25822645791587584,-0.2604922209641647,0.19480398441799865
Control,CDKN2A,212,0.9267043471336365,0.22352841901628853,0.09210030818911501,0.10641403639578687,-0.3273013741934752,0.1902686799505789
Control,CDKN2B,212,1.0676671266555786,0.31118158472429863,0.1805821965684836,-0.1282366469225799,-0.27010187747247144,0.334341738529181
Control,CGAS,212,1.0312012434005737,0.2602466268594308,0.3167609790010743,0.061213386012219255,0.23413052759910982,0.24406764291372848
Control,CHCHD2,212,0.9372735619544983,0.07847300872709868,-0.11718743112344819,0.03915777595016581,-0.22584330088552418,0.05982420499928841
Control,CITED1,212,1.0222657918930054,0.001109581570618381,-0.05533550043892074,-0.013066865828791942,0.09213305406974621,0.004063008112162198
Control,CKS1B,212,0.8135179877281189,-0.21309388530311943,-0.1537897689274339,-0.3337888369292928,0.36117069042170397,0.03634666804367293
Control,CMSS1,212,0.9070616960525513,0.11655518373587676,0.3047671704914275,0.031094732573209084,-0.06800059950150694,0.11031835293258253
Control,CORO1A,212,0.6983867883682251,0.2408333574729248,0.26964721351447685,0.3283870260820939,-0.32897897084735006,-0.02190321577142368
Control,CSPG4,212,0.7762141823768616,0.32526871309594807,0.11588515263988473,0.350544652156883,-0.3621392128142188,0.10115958201142831
Control,CST3,212,0.6985771656036377,0.12585753274902928,0.20661517167027924,0.3329550764301448,-0.3335583563079272,-0.2109565197678065
Control,CTPS1,212,1.4692648649215698,0.36208001833769315,0.4031786174437306,-0.1935873490068552,-0.20181664070086258,0.2821107994654865
Control,CTSA,212,0.7020419836044312,-0.022670239328461628,0.34720709124639637,-0.053593671480730944,0.05347654198462706,-0.0001599510323138869
Control,CTSB,212,0.7735665440559387,-0.11476742073527059,0.020493883447335177,-0.2558372680867464,0.2590576995011291,0.09347941354646704
Control,CTSD,212,1.2640572786331177,0.3492272601899513,0.2657000754414711,0.40824163437209143,0.3372158192830415,0.3043439929571168
Control,CTSL,212,1.0497791767120361,0.3506957869905654,0.3227232481898455,-0.13146337562169944,-0.31508590126109426,0.36870224296687754
Control,CTSO,212,0.8197548389434814,0.18267037618719562,0.2568498714724185,-0.15762607478907245,0.18315904548276873,0.23817842222790378
Control,CXCR4,212,1.1490193605422974,0.22247047518051166,0.3519401304545506,0.16727729337664185,0.24563944518402556,0.1871313726947215
Control,CYP27A1,212,0.8489043712615967,0.19526884699796376,0.3163403203806583,-0.20724867851479797,0.2635967823393909,0.32885554406650935
Control,DAG1,212,0.7304384708404541,0.139222889874344,0.15966891395767974,-0.26093554980963307,0.264352456507803,0.37041510441527825
Control,DDR1,212,0.9962987899780273,0.06341995458398247,0.16435913162962396,-0.06284690167293666,-0.2844168651360906,0.08370224926416227
Control,DDX17,212,1.1286388635635376,-0.10793168201734775,-0.09297059293973625,-0.42483372019652565,-0.2972192450059384,-0.015553033842867632
Control,DDX39A,212,0.935352087020874,0.13633243618016783,0.06315798753893297,0.041415982256770525,-0.29677591616046994,0.08088610352988
Control,DLL3,212,0.9796148538589478,0.34696149714166247,0.22029539303243226,0.076481782584985,0.3269688775593739,0.3269739153871634
Control,DNMT1,212,1.4328495264053345,0.08474573602845031,-0.10305758363108995,0.2648033420949555,0.2427389158342706,0.20798294191510502
Control,E2F1,212,0.9075180292129517,0.18653187118778122,0.3085228711084354,0.09536230168276043,-0.23403606832805832,0.13829844847498657
Control,EEA1,212,0.9602309465408325,0.16281068057612166,0.3428329972682379,-0.0257735269706408,-0.013265860026473786,0.18701046482777556
Control,EIF3K,212,1.4042725563049316,0.2610388252793161,0.3983334865672619,-0.0023249575248144505,0.03027986392827141,0.26390912766233454
Control,EMP1,212,1.0033985376358032,0.26546959482010546,0.386976963272976,0.01350515684647094,0.08597934742497731,0.27501879739493923
Control,ENPP1,212,1.1557846069335938,0.32913776605644446,0.20339851862673852,0.3295885480098691,0.3020517813129335,0.24604876869191541
Control,EVA1A,212,0.8476830124855042,0.20284813594074505,0.3056639038379431,-0.22973880122368837,0.2761031898266106,0.3550509891145136
Control,FBL,212,1.0689880847930908,-0.02097247708732948,-0.03609981448199165,0.18802810604123715,0.23088868541662205,-0.07428654912574797
Control,FBXO32,212,0.974197268486023,0.0806316932265146,0.01093964304471198,-0.06353456516619164,-0.13336011778441373,0.11038636360773962
Control,FGFR1,212,0.710989236831665,0.08939625412314718,0.18283284613340417,-0.037787486791445266,0.04036055733488834,0.13645082513321907
Control,FKBP4,212,1.0031148195266724,0.23666077660634285,0.2183847968432971,0.09794796679567704,0.3053162937204736,0.22286594466198065
Control,FMN1,212,0.9629135131835938,0.301123561542734,0.4270516238808151,0.06173983901621299,0.18344998003760737,0.3061991730405684
Control,FOS,212,0.8738631010055542,0.008614690944815418,0.2354101358576209,-0.05174101031117403,0.05778262528762849,0.04519939092662025
Control,FOXM1,212,1.369285225868225,0.02614885337429218,0.09969861195249832,0.3611203121438098,0.38090512132978505,0.20278264417948272
Control,FRZB,212,0.7636045813560486,-0.05473160806569349,0.02407955737645042,-0.19838587997627183,0.2067587497622775,0.16688056443822552
Control,FSTL3,212,0.8082455396652222,0.25774156699114475,0.22157877966178544,-0.3096551229041062,0.3210519488207075,0.3495295298573161
Control,GAA,212,0.8797776103019714,0.11167730697877688,-0.013403140833735309,0.1788617783783988,-0.28489671823303225,0.007612157789804191
Control,GAS5,212,1.0277680158615112,0.09293532814521036,0.25104125603122446,0.02987179987732889,0.14015236910149084,0.08536977026245823
Control,GPATCH4,212,0.9961531162261963,0.15509209624395953,0.36827402760477734,0.12101869915729736,0.2412237891266044,0.13086765248560125
Control,GPNMB,212,1.0519952774047852,0.1187101145727985,0.22174628743578345,0.0646176981409156,0.21862283420634693,0.09069727314976328
Control,GRN,212,1.0088682174682617,0.02459279382588943,0.2495475400916633,0.006345144100766632,0.18869561822333447,0.006719202814130603
Control,GSEC,212,1.3578623533248901,0.5361004442104653,0.37941896213190796,0.32383282976046385,0.33618432404315907,0.5795114062718437
Control,GSN,212,1.002851128578186,0.22923627790169432,0.22856372789180762,0.04182656522160774,0.303860361489333,0.2167840270632109
Control,HASPIN,212,1.1029694080352783,0.28739422135963416,0.35481043283756913,0.20699426821143257,0.27521527267872636,0.2262652189628876
Control,HLA-A,212,0.9511497020721436,-0.05366294161283538,-0.09783335621346788,0.021093384954275415,0.17508718590718053,-0.07356488029491444
Control,HLA-B,212,1.2525370121002197,0.19068178182931084,0.0008791009492527012,0.3096538634471589,0.1775821701198877,0.16524578932056075
Control,HLA-C,212,1.1767255067825317,0.3427083110304499,0.2820579022736976,-0.11731715518902558,-0.26461820192369456,0.30465004099532367
Control,HLA-DRB5,212,1.0289530754089355,-0.006372852153608407,0.06788472946235043,-0.07587094596551859,0.034255969511066214,0.02523951722496294
Control,HLA-E,212,1.174107551574707,0.21405730277219068,0.22012536634453958,0.24199583623533205,0.11048208233573847,0.18644244974451915
Control,HLA-F,212,0.7407807111740112,0.0662701056558433,0.017087052404744126,-0.28314985144705307,0.287717901795104,0.3567311046822831
Control,HLA-H,212,1.0055023431777954,0.12562201429987419,0.11651488111356145,-0.05969825930455306,-0.2960026095947949,0.15369530965638234
Control,HNRNPA1,212,1.0864802598953247,0.34096155160108627,0.2836800828218889,0.30864629788927606,0.26282851360150533,0.27984125804635557
Control,HNRNPC,212,1.262723684310913,0.41317870560571696,0.3719541608049441,0.3384160817538694,0.33109611797585115,0.42136517576351423
Control,HSPA1A,212,1.159416913986206,0.3098793062407351,0.44689688700026325,0.21234066295294796,0.2236455485123924,0.2786624063436327
Control,IDH2,212,0.8576509356498718,0.2318823969480839,0.25397201234771594,0.0022934711011306144,0.0011952246430384146,0.2817820812022272
Control,IDI2-AS1,212,0.9655695557594299,0.2513971317748303,0.5225713576819947,-0.030520420205215913,0.3044686791949048,0.28570403013628587
Control,IFNGR1,212,1.200027346611023,0.2262891486448873,0.08089366027156411,0.21700821039983978,0.24876037949956736,0.15997622145283394
Control,IFNGR2,212,0.9354559779167175,0.2769024024463837,0.11611689271819776,0.010541654649348295,0.18983542676068932,0.29021540492170583
Control,IRF3,212,0.982082724571228,0.3258958202402288,0.26536757880736983,0.07714677585318762,0.3384286763233429,0.3089284162454833
Control,IRF4,212,0.9544742703437805,0.09542215593278876,0.1563754340403505,-0.06088466774896001,0.3200028211835621,0.13521529786786532
Control,ISYNA1,212,0.9122531414031982,0.076022080799201,0.29234514661968053,-0.09961674725092036,0.1881049329150257,0.12972406557740435
Control,ITGA3,212,0.9853829145431519,0.055953281689287725,-0.11186496606393255,-0.056480346804065024,-0.3216010720497536,0.06663282925668111
Control,JAK1,212,1.4051755666732788,0.23554749083037507,0.31456952391267934,0.08137099445461106,0.07853973523696053,0.24083587638681953
Control,JAK2,212,0.9711374044418335,0.15417642221027136,0.23058893466315195,-0.008510150593267193,0.38069227310568227,0.16349514416373948
Control,JMJD7,212,0.9119294285774231,0.44531878744522935,0.3017872953539893,-0.15233509615324065,0.3442788538437996,0.5297855270764351
Control,JPT1,212,0.920412003993988,0.06486142348277432,0.0745800025944813,-0.08612418497392293,0.2624229684644575,0.14255541295704122
Control,KCNN4,212,0.9656840562820435,0.17563001185148988,0.24924023259650904,-0.05291230527221273,0.3905550804604071,0.21082805515917646
Control,KDR,212,0.8757800459861755,0.1641437644916265,0.13616996623395924,-0.10330191827887651,0.1528325816474453,0.2725628563476
Control,KLF4,212,1.1216793060302734,0.21765815871745503,0.1580001335024364,0.3880412043934896,0.30266387738934725,0.08072489304061874
Control,LAMP2,212,0.8208572864532471,0.14700255543814617,0.009178922232311872,-0.08352466583458544,0.09406757994088108,0.2240523531063876
Control,LCP1,212,1.005350947380066,0.40189900918521954,0.29147360241211195,0.14382998338776287,0.33062256216364627,0.3794025891915924
Control,LEF1-AS1,212,1.061584234237671,0.43208315438549205,0.3577940863458494,0.28104277997413074,0.2965630679363672,0.3301427090667046
Control,LGALS3,212,0.8649606108665466,0.2206518888239328,0.18059605059490447,-0.26504263891495267,0.3432070559816019,0.39717352671874945
Control,LGALS3BP,212,0.9896940588951111,0.05989727236174683,0.17130251778038344,0.13431226723661294,0.11207025754635117,0.016992593133692613
Control,LINC00518,212,0.7908921837806702,0.09798826941799235,-0.06304463641367115,0.38226785374682143,-0.3948825745315135,-0.24086988172439808
Control,LRPAP1,212,1.011709451675415,0.18711122138356384,0.20600181613691806,0.17440833861255703,0.35754975169806286,0.12107537471992826
Control,LRRC75A-AS1,212,1.307308554649353,0.5201544598000234,0.3191728390552561,0.38810165832696253,0.35288220425117095,0.4754588516523445
Control,LY96,212,0.9006332755088806,0.2075950291753202,0.12039148959751535,-0.11298336383318242,0.24511803000782123,0.30677348540856153
Control,MC1R,212,1.1515226364135742,0.36575637316701787,0.27901505428889173,0.3429967266713938,0.25519998287138557,0.26927945208584964
Control,MDH2,212,1.1942355632781982,0.39437249446783534,0.4538843541441801,0.30282256896471377,0.36497676931660605,0.408047678002199
Control,MFGE8,212,0.9580596089363098,0.128326068365842,0.1512255145826223,-0.013438405628261206,0.24475026857919405,0.14291813655787897
Control,MIA,212,1.2457350492477417,0.3426667489511872,0.2476999167498958,0.33316540574035286,0.2877796151855243,0.29996738006506357
Control,MRPL47,212,1.6988437175750732,0.2466508667742995,0.2585211708415565,0.3273593092130535,0.32785553525031075,0.42300372925202107
Control,MT2A,212,1.440470576286316,0.12759558333637702,0.04218299153770877,0.33112130711479826,0.3265570351375894,0.1513892439857782
Control,NDUFA13,212,1.6167339086532593,0.5565603223202219,0.4253576542866247,0.3226854644814249,0.3248278007488731,0.5396634479145281
Control,NEAT1,212,1.1302119493484497,0.29915260561259754,0.22236845916777603,0.35124239130571683,0.19892240863584437,0.180776152938376
Control,NGFR,212,0.9653642773628235,0.4098791865163267,0.5763627639034601,0.005939598963718823,0.3693886470031852,0.4325541912838023
Control,NME1,212,1.0814961194992065,0.026944821931679498,-0.011899349238595303,0.23836608131305945,0.22416192586080733,-0.033816419036439865
Control,NMRK1,212,1.2263576984405518,0.34129520033551936,0.24925912445071935,0.29201516889947393,0.25675163383052496,0.28020146273329866
Control,NOLC1,212,1.2545956373214722,0.24318358070651097,0.3521139355132854,0.29889936057370786,0.3517801794222367,0.30273062860755695
Control,NONO,212,1.1709667444229126,0.056375811877434685,0.20217432647391098,0.13473796368481838,0.23875903188063372,0.008322491508111532
Control,NPC1,212,1.1992312669754028,0.4665607883192925,0.36460648897408415,0.2896914708316068,0.3011134858871552,0.44696993550320974
Control,NPC2,212,1.104333519935608,0.5400689930515761,0.5405488461485177,0.3150657499499366,0.36099814481991654,0.46610990273214
Control,NSG1,212,0.8585665225982666,0.16882395966462746,0.07128904159104678,-0.13383745196746066,0.1736715562983553,0.30382005886701774
Control,NT5E,212,0.7714353799819946,0.33336691885192943,0.19865288484911076,-0.28951388740203,0.29445095863565546,0.5745529242701133
Control,NUP50-AS1,212,1.11226487159729,0.5217728619773726,0.33294374131761867,0.372573813623042,0.38335224617849273,0.4376902567151096
Control,P2RX4,212,1.129386067390442,0.3666135490532054,0.39312059426216606,0.33337069722277146,0.3244902662869823,0.3525736372990694
Control,PAICS,212,1.4304883480072021,-0.015107186083504514,0.016740701744221927,-0.2951260275594369,-0.27831353676921583,-0.18790593871734385
Control,PET100,212,1.3369005918502808,0.35254666997905704,0.3615006681419105,0.2607340366980565,0.2789193355608929,0.45269542678587843
Control,PFDN4,212,1.0684255361557007,0.33589464894526777,0.17746504062378382,0.326951245162111,0.3583432095748955,0.21878278523866077
Control,PFN1,212,1.4837419986724854,0.3586517765269971,0.4405328510452863,0.33506718573085653,0.3442826322146417,0.4905257351135337
Control,PIK3IP1,212,1.091003179550171,0.49366430182633847,0.42941940294183956,0.3270721530290569,0.40328315237036094,0.40550231551159766
Control,PPIA,212,0.9127564430236816,0.18980588928552242,0.07383818245249013,-0.2297199093694781,0.3294537861165023,0.36609138871501384
Control,PROS1,212,1.1362733840942383,0.474441210438883,0.2715250638229808,0.3648029642578713,0.3354311687886417,0.3651442770906041
Control,PSAP,212,1.2198818922042847,0.32026352877166425,0.23789378495780186,0.3159410725283472,0.34317682901486535,0.24730570672537414
Control,PSMB8-AS1,212,0.9927332401275635,0.4344899766118845,0.34899677956858566,0.07421601953669617,0.2983628319141352,0.4522974383905148
Control,PTMA,212,1.4975489377975464,0.3646619050797677,0.35911525668362315,0.14325693047671706,0.13460949907618833,0.3866835098042426
Control,PYGB,212,0.8898026347160339,0.14552899080974263,0.12533359865893023,-0.07917450153842667,0.12240032342854408,0.28036897050729664
Control,RAB27A,212,0.916778564453125,-0.12373408833579136,-0.26173656442814985,0.026356655537265444,-0.1099379969344818,-0.1537922878413286
Control,RB1,212,0.9479090571403503,0.16348380905121332,0.2695640893559515,0.03790335683060178,0.04936189613762337,0.18742104779261276
Control,RBP7,212,1.105211853981018,0.22464429787164372,0.025381835860013878,0.29571671286774565,0.2896322763550812,0.1299583245696121
Control,RNASEH2A,212,1.6418826580047607,-0.07345530754049469,0.03290079383571392,-0.02511860935801701,-0.02399139539013568,-0.07295530313239537
Control,RNF213,212,1.0142531394958496,0.4887612359302916,0.49133304701678726,0.17563127130843723,0.3340734741993947,0.4531626853133466
Control,RPSA,212,1.4143778085708618,0.2373617391342797,0.16943852149830035,0.20234309370485634,0.1727105906475246,0.3206413658558703
Control,RTP4,212,0.9591541886329651,0.15243217032909503,0.12232475601170287,-0.05643248744006559,0.27422156114726454,0.20968950607876896
Control,S100A6,212,1.0226129293441772,0.25430073061097513,0.33003313631228487,0.1650656869770892,0.19496267599336514,0.2377363528393827
Control,S100B,212,0.8771423697471619,0.19337450078275248,-0.04245629369528447,-0.18044869413206416,0.22950076386063853,0.33257597988899146
Control,SAT1,212,0.9811757802963257,0.18218926363330656,0.1850079282814836,0.07029658951653227,0.34569070508178285,0.17376475611245942
Control,SCARB2,212,1.1898266077041626,0.45522518939879225,0.4175087185907181,0.39089387437924517,0.392717568039013,0.3554061559736673
Control,SDC3,212,0.9510049223899841,0.29881875532907726,0.029432249402702546,-0.03752803866029046,0.21161521575127235,0.33081399961964403
Control,SDCBP,212,1.1250951290130615,0.3716984910446314,0.36180671618011745,0.35406861269557793,0.2536105482038255,0.2957633127747978
Control,SEC11C,212,1.02232825756073,0.3631336684119777,0.3385495841902888,0.1689322198054643,0.32848652318093485,0.3249852328672923
Control,SERPINA3,212,1.0194402933120728,0.37452935638568247,0.3422637227280341,0.13117621943770286,0.3915500514488163,0.3379714934514536
Control,SERPINE2,212,1.1154531240463257,0.06166553105631914,0.14719651180803858,0.41204393489615143,0.35420715295978683,0.07067820497158035
Control,SERPINF1,212,0.9944164752960205,0.3900525571384131,0.2848085562467175,0.12086882378056231,0.30194472747240847,0.3879404478377013
Control,SET,212,1.309396743774414,0.36753472637668094,0.07844401650896167,0.31078737469977696,0.26705525111682343,0.3765914812850995
Control,SGK1,212,1.1893776655197144,0.38817974465769856,0.24630821682307022,0.41569384112958174,0.28245211229821926,0.29397488390955584
Control,SHMT2,212,1.0727639198303223,0.4018662633045883,0.2687252910290141,0.35191620077255087,0.2794319345384657,0.2929106427890422
Control,SINHCAF,212,1.4796017408370972,0.3925135360135417,0.564560392849811,0.29830741580845166,0.3203265016190319,0.4685129465876903
Control,SLC19A1,212,1.135028600692749,0.3229789179501582,0.06874619801434016,0.33628508059894735,0.288551662294252,0.22854357658064994
Control,SLC22A18,212,0.9767136573791504,0.15019779771358185,0.1251182315209328,0.0423933208479168,0.3607475128873932,0.15160209220988094
Control,SLC25A13,212,1.3722875118255615,0.48069645472206,0.35078772734772223,0.34619322840377686,0.3442813727576943,0.47833545132009975
Control,SLC26A2,212,1.0189142227172852,0.4035942382363572,0.18478122603095995,0.1775821701198877,0.26454137504990594,0.36100570156160067
Control,SLC5A3,212,1.0822467803955078,0.4058889687944352,0.18534042491558492,0.33583419501179484,0.33026865476143996,0.2886524188500402
Control,SLC7A5P1,212,0.9501352906227112,0.44451980197554386,0.35055472781246183,-0.04009355246204942,0.32989963387586546,0.5130952036101074
Control,SLIRP,212,1.6727125644683838,0.5041543187408453,0.3987780748696777,0.2547818431648642,0.2550778155474922,0.5381747698027565
Control,SMAD3,212,1.2590389251708984,0.5692795780315444,0.4455706788347001,0.4066093781683214,0.35033180393278024,0.522276644756314
Control,SMAD4,212,1.319583773612976,0.24066710915587416,0.4811503375974347,0.14561337442521535,0.2351582444681502,0.26410182457527964
Control,SNHG6,212,0.9829241633415222,0.19099286769530713,0.3020492623990388,0.07185327830346112,0.3404639587502661,0.19424982336116312
Control,SOX4,212,0.919856071472168,0.3849819834683681,0.15158697872651272,-0.11167604752182954,0.3183793811784235,0.49277260630761227
Control,SP100,212,1.1617610454559326,0.45522063796532214,0.3445131128360074,0.33667047442483755,0.340506780286476,0.3550623242270398
Control,SPESP1,212,1.0376871824264526,0.4125892797543555,0.22997683858673817,0.21463791242492064,0.3180191764914804,0.3542839798335754
Control,SPINT1,212,0.9778775572776794,0.5121632054690658,0.441183990287068,0.06958499634127757,0.3268303372951651,0.5230978106859884
Control,SSR2,212,1.5203200578689575,0.4971103325565877,0.6007181423513809,0.2359139186365623,0.2469442425814837,0.4951605366797945
Control,ST3GAL6-AS1,212,0.8957241773605347,0.1415327339157902,-0.02647378503336931,-0.06382172135018822,0.11055890920952705,0.21822358635403588
Control,ST6GALNAC2,212,1.1117069721221924,0.35957873684024927,0.3735524116711356,0.36097043676707474,0.32337564688857456,0.2707379032308849
Control,STAT1,212,1.1319085359573364,0.1366233707350065,0.013444702912997973,0.3648042237148187,0.3174461235804346,0.03329374440328819
Control,STAT3,212,1.576676607131958,0.1078737469977695,0.3633923724768354,0.09178544395227665,0.09221869714216624,0.10544047617548265
Control,STOM,212,1.0503675937652588,0.5107420691184147,0.2824382582717984,0.2483951369848349,0.30167646314262214,0.46599403269298345
Control,STX7,212,0.9837465882301331,0.38524269105647024,0.17477861895507896,0.12111693679919092,0.21699687528731362,0.36747301298626056
Control,TAPBP,212,1.4285740852355957,0.34905345513121655,0.10385985770655408,0.27257796983096827,0.2582453497700861,0.32597138765707007
Control,TAPBPL,212,1.2944915294647217,0.4775238816727468,0.3353354500606428,0.4017529121793265,0.32996512563712777,0.4279811031079619
Control,TFAP2A,212,1.2909187078475952,0.4806591493879669,0.3481945054931215,0.3798648098912711,0.34664033562008734,0.4931882271002389
