condition,query,n_cand,query_magnitude,energy_rho,mean_cosine_ctrl_rho,magnitude_match_rho,magnitude_only_rho,energy_rho_partial_magmatch
Co-culture,DNMT1,218,1.4093432426452637,0.3070113611815582,0.5393662595436647,-0.18128257355636776,0.011127205040456507,0.3284167376607792
Co-culture,E2F1,218,1.0492445230484009,0.4767288924513036,0.6555379172267527,0.2572021620820203,0.0013349402809687322,0.48742694749254195
Co-culture,EEA1,218,0.6640333533287048,0.27869788592949774,0.3372256060657833,0.2217570362356653,-0.23258018763295107,0.17160382215699707
Co-culture,EIF3K,218,1.5226942300796509,0.20568447108276108,0.26242146004822,0.005405205050881205,-0.05796189078508967,0.20851651358772297
Co-culture,EMP1,218,0.7479495406150818,0.3321170218834849,0.49915936407035744,0.09864948058950498,-0.06775878874294958,0.3804892541651006
Co-culture,ENPP1,218,0.6728695034980774,0.1804839782506098,0.24325044348395664,0.1900057277914875,-0.21016014071023453,0.07523329601678144
Co-culture,EVA1A,218,0.6904932856559753,0.2335056690077832,0.24369870542645983,0.2357979439023924,-0.2170995135720859,0.12269230524205854
Co-culture,FBL,218,1.1568390130996704,0.2324122341919615,0.3309649967654484,0.07907537576686671,-0.02686733821016072,0.24451067344117489
Co-culture,FBXO32,218,0.6396651268005371,0.3105974567215835,0.5942221699700405,-0.02064958599476796,0.047971556795193514,0.44839688440575465
Co-culture,FGFR1,218,0.7019969820976257,0.14604825823594444,0.09566801743704208,0.09733133565263521,-0.10116414900597624,0.08515992352906088
Co-culture,FKBP4,218,0.8291654586791992,0.43013744962120704,0.40225370351816125,0.07480472516735981,-0.35816997930697775,0.42495290064279834
Co-culture,FMN1,218,0.5298804044723511,0.30955284976619113,0.18174010189561518,0.3261777445474494,-0.3261209878673909,0.06960048509586955
Co-culture,FOS,218,0.8121897578239441,0.1168208846049822,0.33078082713015633,-0.010250372248531708,0.08456455753824269,0.14481930236773807
Co-culture,FOXM1,218,1.267197847366333,0.08112209114775328,0.017754995311782394,0.02608780258405056,-0.20666670913765173,0.06358659360885033
Co-culture,FRZB,218,0.731778085231781,0.12426411778980219,0.2548241730175268,-0.030379302576232038,-0.01770866332806114,0.18623546261617016
Co-culture,FSTL3,218,0.5861961245536804,0.16311580273926268,0.42792278079933094,-0.22159950749101304,0.22847517387524766,0.4391432289570265
Co-culture,GAA,218,0.5905981063842773,0.1649980395779388,-0.11124367206453581,0.3338746453431433,-0.33644838703885915,-0.08617691057174248
Co-culture,GAS5,218,0.5984548330307007,0.2617160555960638,0.19992540550620874,0.2865210413808321,-0.28898126971643084,0.07366032516944475
Co-culture,GPATCH4,218,0.810878574848175,-0.017604416364688312,0.1679273792487153,-0.03325072726735698,0.03231250459700151,-0.011382030950923425
Co-culture,GPNMB,218,0.8074953556060791,0.37424554858099696,0.3561742291081846,0.04590862522000452,-0.2950866668712996,0.390823603134127
Co-culture,GRN,218,0.6579563021659851,0.17582814077278272,0.02399128032066366,0.20625782938131162,-0.2093111071085425,0.030335287191696845
Co-culture,GSEC,218,0.9350478053092957,0.10881355951835585,-0.025343015945731347,-0.008208290066017285,-0.36650857807721104,0.11656953359329436
Co-culture,GSN,218,0.5812565088272095,0.20381960873798047,0.0889012312145524,0.3068040255544056,-0.3100275733218121,-0.10235256438842648
Co-culture,HASPIN,218,0.9353774785995483,-0.06577114664130762,0.10384213766506492,-0.0938564368735409,0.19113043669632104,-0.05878775839492108
Co-culture,HLA-A,218,0.6447388529777527,-0.0437704041712685,0.26905040861913887,-0.09084601623125219,0.0846966036918483,0.0605680648694104
Co-culture,HLA-B,218,1.3730013370513916,0.16736560394609504,0.2630330422333406,-0.23242034228911274,-0.06190010940139656,0.10870236275742484
Co-culture,HLA-C,218,1.574474573135376,0.017479320008640914,0.29358666889832385,0.19611575814472837,0.3340182744926792,0.17190613835077828
Co-culture,HLA-DRB5,218,0.5492796897888184,-0.06599933166113484,0.05454259038646086,-0.13144905016537622,0.13184055542782086,0.031118297716586096
Co-culture,HLA-E,218,0.9906627535820007,0.17314204401654282,0.10358731175459801,0.21069411682262204,-0.07167152476820977,0.17794087923047208
Co-culture,HLA-F,218,0.6742115020751953,0.2196975795592554,0.15709032825631317,0.18751538366646991,-0.23287207913039498,0.1212618052446647
Co-culture,HLA-H,218,0.6882803440093994,0.2867203519378623,0.27256005638602415,0.2596623904176191,-0.2913777915744129,0.12435099025927956
Co-culture,HNRNPA1,218,0.9395943284034729,0.15878839545969725,0.40840311605756513,-0.10569773361310128,0.07955607009797477,0.15951349100493492
Co-culture,HSPA1A,218,0.9463668465614319,0.2760871585947274,0.27381217824609116,-0.04700437663501227,-0.24043461717329723,0.27248940011084927
Co-culture,IDH2,218,0.6842319965362549,-0.06252211628285444,-0.020144567372206254,-0.10708074332718083,0.14102355460137408,0.01640441798630774
Co-culture,IDI2-AS1,218,0.8528692126274109,0.5227157028938377,0.6600888763277732,0.13012279713135522,0.11779153966394254,0.5218226539076105
Co-culture,IFNGR1,218,4.928093433380127,0.2912237377285397,0.2881310778151458,0.20841574152312922,0.20842037472150132,0.32609434697675116
Co-culture,IFNGR2,218,4.695130348205566,0.39487417681095793,0.40212629056292776,0.10237457208069409,0.10237920527906623,0.4103733836653116
Co-culture,IRF3,218,0.7881778478622437,0.3868413691332849,0.6051206108408733,0.15616253028229496,-0.02625807262422618,0.3952876897656702
Co-culture,IRF4,218,0.7265599370002747,0.1032004396905255,0.26187474264030913,0.03628431390150631,-0.12429191698003496,0.07110279966803135
Co-culture,ISYNA1,218,0.8772656321525574,0.037385299316377456,0.17680806222848733,-0.13399730927004538,-0.06074180980836512,0.05919547985166815
Co-culture,ITGA3,218,0.6278819441795349,0.20993195569040735,0.3363962635571728,0.12185137973751772,-0.15062469992801167,0.18544434399412973
Co-culture,JAK1,218,5.067576885223389,0.3843452335103022,0.38827650232905087,0.12185253803711076,0.12185022143792469,0.3983919326749944
Co-culture,JAK2,218,4.934987545013428,0.3944143318725245,0.4108506030976406,0.14040386431910226,0.14040965581706744,0.4147366982322611
Co-culture,JMJD7,218,0.6182140111923218,0.15050539506992944,0.09016030287217758,0.18505168043209205,-0.1822648116112584,-7.528947354704346e-06
Co-culture,JPT1,218,0.8726958632469177,-0.108118579762537,-0.018645727698823573,-0.161615804766287,0.1000649226921894,-0.07998116604861731
Co-culture,KCNN4,218,0.7747483849525452,0.41749808446204795,0.5587121793464758,0.1731814262027059,-0.13910309387612796,0.41713901158820826
Co-culture,KDR,218,0.6992336511611938,0.39786258976097905,0.47141461391847533,0.21167751317710573,-0.22975162002676827,0.3583970060272119
Co-culture,KLF4,218,0.8352243304252625,-0.015357315154207319,0.09461743970616256,-0.07776881382592725,0.24810603537794443,0.01056658803742929
Co-culture,LAMP2,218,0.6638407707214355,0.07418850978386708,0.3962942521120145,-0.12742975057755712,0.16399611042996656,0.24846394995219118
Co-culture,LCP1,218,0.7631266713142395,0.41274743820254434,0.5550426862357521,0.037209795276338435,0.0942143514477876,0.45958490017484527
Co-culture,LEF1-AS1,218,0.5954179167747498,0.2768805138680314,0.39605564239585,0.21979835162384914,-0.22500143339574638,0.22585278359662447
Co-culture,LGALS3,218,0.8526610136032104,0.3708128193649159,0.43496292572577605,0.1439714270656391,-0.26855928959169356,0.3490541615098203
Co-culture,LGALS3BP,218,0.9619947075843811,0.3937668424000199,0.5957812412222608,0.17876906343948953,0.1576995938422477,0.38251396185371944
Co-culture,LINC00518,218,0.565139889717102,0.22473386618975608,0.16306136265839022,0.264816823606609,-0.26180176976594816,-0.004792464566167575
Co-culture,LRPAP1,218,0.7293513417243958,0.3056248765686995,0.37837999060619026,0.06853369117068761,-0.046576964085183664,0.3338468461529106
Co-culture,LRRC75A-AS1,218,0.8237985372543335,0.2363400281119311,0.2658222276533603,0.10585294575856749,0.12497299714073745,0.23134544026677956
Co-culture,LY96,218,0.908115565776825,0.37638029534912304,0.5303245729204613,0.18208064197596643,0.2158010597282977,0.344731387428627
Co-culture,MC1R,218,0.7421224117279053,0.15806677481323866,0.22298946700265077,-0.04495534465493965,-0.0978653117650227,0.20773350306283367
Co-culture,MDH2,218,0.9618440270423889,-0.0785993146341308,0.022560780323269834,0.10191125224348152,0.2515925171529691,-0.07827383244848896
Co-culture,MFGE8,218,0.5699771046638489,0.2918248952173231,0.3597186258628608,0.2682534984991333,-0.27039056124827626,0.11411046355728863
Co-culture,MIA,218,0.651388943195343,0.2656901814997547,0.4447077002019495,0.07682132475882755,-0.07124758711716025,0.31731791096035195
Co-culture,MRPL47,218,1.7261065244674683,0.09698268747513275,0.13795406067984078,0.24501569206373658,0.23213192569044788,0.19737367150276047
Co-culture,MT2A,218,0.8162574172019958,0.20730151734395746,0.04736460780844504,0.08326957859323356,-0.33646691983234767,0.17738605372541003
Co-culture,MYC,218,2.3249430656433105,0.06280126648477502,0.08137228385984806,-0.1160587234727675,-0.2220998929152026,0.04999626448381247
Co-culture,NDUFA13,218,1.3574647903442383,0.5392546397875673,0.7187903414030136,0.2702399823011822,0.09076261866055392,0.5624662283274907
Co-culture,NEAT1,218,0.8922312259674072,0.46603083741006524,0.5436693425317763,0.1050050704564685,-0.17749377558756194,0.4680370123051957
