seed,candidate,candidate_type,mean_based_coverage,cell_level_coverage,energy_score,cosine_score,nn_threshold,n_minority_cells
10,distractor:INO-1001 (3-Aminobenzamide),distractor,0.987992,0.35,-0.903927,-0.042623,22.500802,120
10,distractor:Zileuton,distractor,0.986693,0.591667,-0.808905,-0.011141,22.500802,120
10,distractor:Epothilone A,distractor,0.985233,0.633333,-0.843756,0.124791,22.500802,120
10,distractor:Resveratrol,distractor,0.98506,0.55,-0.773247,0.141034,22.500802,120
10,distractor:Nintedanib (BIBF 1120),distractor,0.96418,0.541667,-1.124002,0.26614,22.500802,120
10,distractor:AG-14361,distractor,0.985432,0.666667,-0.728001,0.219701,22.500802,120
10,distractor:AG-490 (Tyrphostin B42),distractor,0.985867,0.466667,-0.664778,0.288922,22.500802,120
10,distractor:CYC116,distractor,0.990059,0.525,-1.067337,-0.267723,22.500802,120
10,distractor:PHA-680632,distractor,0.946339,0.266667,-1.708466,0.153732,22.500802,120
10,distractor:Sirtinol,distractor,0.987646,0.591667,-0.765171,0.027248,22.500802,120
10,distractor:Daphnetin,distractor,0.987244,0.375,-0.68112,0.220614,22.500802,120
10,distractor:Lenalidomide (CC-5013),distractor,0.987943,0.358333,-0.909084,-0.103679,22.500802,120
10,distractor:Trametinib (GSK1120212),distractor,0.951481,0.741667,-1.34989,0.233972,22.500802,120
10,distractor:Cyclocytidine HCl,distractor,0.985588,0.375,-1.282541,-0.239415,22.500802,120
10,distractor:Navitoclax (ABT-263),distractor,0.97935,0.675,-1.138149,0.012508,22.500802,120
11,covers-both,key,0.98338,0.8,-0.175646,0.913302,22.346889,120
11,majority-only,key,0.967867,0.708333,-0.211304,0.931422,22.346889,120
11,minority-only,key,0.993862,0.683333,-0.480982,0.357696,22.346889,120
11,distractor:Raltitrexed,distractor,0.98727,0.483333,-1.293036,-0.240389,22.346889,120
11,distractor:ABT-737,distractor,0.983938,0.416667,-0.988173,-0.101178,22.346889,120
11,distractor:PFI-1 (PF-6405761),distractor,0.952239,0.558333,-0.794573,0.731847,22.346889,120
11,distractor:Carmofur,distractor,0.984214,0.4,-0.724691,0.194748,22.346889,120
11,distractor:YM155 (Sepantronium Bromide),distractor,0.979891,0.725,-0.803249,0.551816,22.346889,120
11,distractor:Daphnetin,distractor,0.988355,0.425,-0.736494,0.132095,22.346889,120
11,distractor:SRT2104 (GSK2245840),distractor,0.986976,0.45,-0.824594,0.054105,22.346889,120
11,distractor:Tranylcypromine (2-PCPA) HCl,distractor,0.981885,0.583333,-0.743111,0.246831,22.346889,120
11,distractor:Cyclocytidine HCl,distractor,0.986364,0.45,-1.51379,-0.238764,22.346889,120
11,distractor:CUDC-907,distractor,0.918427,0.516667,-1.24707,0.850779,22.346889,120
11,distractor:S3I-201,distractor,0.989008,0.391667,-0.709749,0.157144,22.346889,120
11,distractor:Maraviroc,distractor,0.988145,0.383333,-0.836607,-0.100513,22.346889,120
11,distractor:AC480 (BMS-599626),distractor,0.986022,0.5,-0.867044,-0.063812,22.346889,120
11,distractor:AT9283,distractor,0.95232,0.466667,-1.379185,0.310945,22.346889,120
11,distractor:Anacardic Acid,distractor,0.986838,0.666667,-0.673058,0.329228,22.346889,120
11,distractor:Costunolide,distractor,0.987525,0.391667,-0.805073,-0.001395,22.346889,120
11,distractor:Ki16425,distractor,0.98778,0.383333,-0.666243,0.20877,22.346889,120
11,distractor:A-366,distractor,0.988411,0.558333,-0.735321,0.106245,22.346889,120
11,distractor:Alvespimycin (17-DMAG) HCl,distractor,0.956859,0.475,-1.270729,0.252259,22.346889,120
11,distractor:Roxadustat (FG-4592),distractor,0.987132,0.408333,-0.714878,0.104004,22.346889,120
11,"distractor:Patupilone (EPO906, Epothilone B)",distractor,0.985824,0.533333,-0.764641,0.191611,22.346889,120
11,distractor:Triamcinolone Acetonide,distractor,0.985576,0.416667,-0.880152,0.007048,22.346889,120
11,distractor:INO-1001 (3-Aminobenzamide),distractor,0.987034,0.358333,-0.775705,-0.015021,22.346889,120
11,distractor:Ramelteon,distractor,0.987782,0.566667,-0.748217,0.046348,22.346889,120
11,distractor:Aurora A Inhibitor I,distractor,0.988737,0.483333,-0.744875,0.101194,22.346889,120
11,distractor:Ofloxacin,distractor,0.985922,0.4,-0.733873,0.092332,22.346889,120
11,distractor:AICAR (Acadesine),distractor,0.987933,0.408333,-0.75827,-0.039317,22.346889,120
11,distractor:Bosutinib (SKI-606),distractor,0.964492,0.7,-1.135384,0.303566,22.346889,120
11,distractor:Disulfiram,distractor,0.988525,0.583333,-0.747301,0.084324,22.346889,120
11,distractor:BMS-754807,distractor,0.988133,0.625,-1.110064,-0.17621,22.346889,120
11,distractor:XAV-939,distractor,0.986241,0.408333,-0.833332,-0.125795,22.346889,120
11,distractor:Regorafenib (BAY 73-4506),distractor,0.950483,0.358333,-1.300024,0.243327,22.346889,120
11,distractor:JNJ-26854165 (Serdemetan),distractor,0.983011,0.408333,-0.775143,0.269031,22.346889,120
11,distractor:Valproic acid sodium salt (Sodium valproate),distractor,0.986148,0.383333,-0.682981,0.165857,22.346889,120
11,distractor:Motesanib Diphosphate (AMG-706),distractor,0.986617,0.55,-0.768202,0.131968,22.346889,120
11,distractor:Flavopiridol HCl,distractor,0.955287,0.641667,-1.419807,0.492955,22.346889,120
11,distractor:Fulvestrant,distractor,0.98802,0.533333,-0.889832,-0.103871,22.346889,120
11,distractor:PF-573228,distractor,0.987367,0.425,-0.891687,-0.02195,22.346889,120
11,distractor:Alendronate sodium trihydrate,distractor,0.986516,0.408333,-0.737816,0.054951,22.346889,120
11,distractor:Bisindolylmaleimide IX (Ro 31-8220 Mesylate),distractor,0.952223,0.483333,-1.391335,0.490299,22.346889,120
12,covers-both,key,0.983541,0.683333,-0.179873,0.919657,22.078451,120
12,majority-only,key,0.968482,0.558333,-0.29389,0.92094,22.078451,120
12,minority-only,key,0.994539,0.633333,-0.485788,0.28707,22.078451,120
12,distractor:PF-573228,distractor,0.989442,0.458333,-1.030823,-0.081366,22.078451,120
12,distractor:IOX2,distractor,0.987159,0.441667,-0.784698,0.05573,22.078451,120
12,"distractor:Temsirolimus (CCI-779, NSC 683864)",distractor,0.983597,0.266667,-0.781868,0.140899,22.078451,120
12,distractor:RG108,distractor,0.988626,0.458333,-0.787308,-0.003202,22.078451,120
12,distractor:Rigosertib (ON-01910),distractor,0.969395,0.333333,-1.093056,0.275122,22.078451,120
12,distractor:Lapatinib (GW-572016) Ditosylate,distractor,0.988332,0.4,-1.048134,-0.301113,22.078451,120
12,distractor:SRT1720 HCl,distractor,0.984021,0.725,-0.823013,0.371651,22.078451,120
12,distractor:ABT-737,distractor,0.985197,0.45,-0.930275,-0.072535,22.078451,120
12,distractor:Amisulpride,distractor,0.988632,0.45,-0.7251,0.099366,22.078451,120
12,distractor:Costunolide,distractor,0.987195,0.35,-0.830999,0.049791,22.078451,120
12,distractor:Capecitabine,distractor,0.988458,0.408333,-1.000553,-0.172994,22.078451,120
12,distractor:SL-327,distractor,0.984327,0.533333,-0.77294,0.145795,22.078451,120
12,distractor:AG-14361,distractor,0.987566,0.658333,-0.830379,0.018904,22.078451,120
12,distractor:Toremifene Citrate,distractor,0.988816,0.391667,-0.898178,-0.018041,22.078451,120
12,distractor:AG-490 (Tyrphostin B42),distractor,0.986453,0.466667,-0.702696,0.275787,22.078451,120
12,distractor:TAK-901,distractor,0.954254,0.633333,-1.204182,0.403472,22.078451,120
12,distractor:Lomustine,distractor,0.986984,0.483333,-0.779343,-0.003753,22.078451,120
12,distractor:Ramelteon,distractor,0.989056,0.566667,-0.782421,0.088377,22.078451,120
12,distractor:Busulfan,distractor,0.988937,0.55,-0.741066,0.095478,22.078451,120
12,distractor:Ki16425,distractor,0.987349,0.416667,-0.763815,0.042482,22.078451,120
12,distractor:SB431542,distractor,0.988099,0.458333,-0.8524,-0.029445,22.078451,120
12,distractor:Andarine,distractor,0.987617,0.341667,-0.777084,0.015609,22.078451,120
12,distractor:BRD4770,distractor,0.989819,0.591667,-0.846239,-0.12403,22.078451,120
12,distractor:Vandetanib (ZD6474),distractor,0.967981,0.541667,-1.042702,0.261527,22.078451,120
12,distractor:XAV-939,distractor,0.988762,0.408333,-0.832413,-0.053418,22.078451,120
12,distractor:Roxadustat (FG-4592),distractor,0.986957,0.458333,-0.7362,0.095825,22.078451,120
12,distractor:Ivosidenib (AG-120),distractor,0.990058,0.491667,-0.694794,0.182626,22.078451,120
12,distractor:Trametinib (GSK1120212),distractor,0.952397,0.683333,-1.348722,0.228069,22.078451,120
12,distractor:Anacardic Acid,distractor,0.988099,0.633333,-0.676302,0.2238,22.078451,120
12,distractor:Hesperadin,distractor,0.952924,0.375,-1.265574,0.325653,22.078451,120
12,"distractor:Luminespib (AUY-922, NVP-AUY922)",distractor,0.95472,0.558333,-1.299162,0.261288,22.078451,120
12,distractor:Altretamine,distractor,0.988569,0.65,-0.782682,0.088891,22.078451,120
12,distractor:Tanespimycin (17-AAG),distractor,0.951203,0.425,-1.376966,0.265618,22.078451,120
12,distractor:BMS-754807,distractor,0.991128,0.65,-1.023634,-0.152358,22.078451,120
12,distractor:Crizotinib (PF-02341066),distractor,0.967794,0.583333,-1.519396,0.043902,22.078451,120
12,distractor:Prednisone,distractor,0.987555,0.333333,-0.814625,-0.041782,22.078451,120
12,distractor:Resveratrol,distractor,0.987802,0.483333,-0.75746,0.19407,22.078451,120
12,distractor:AMG-900,distractor,0.986991,0.541667,-0.970743,-0.073981,22.078451,120
12,distractor:Avagacestat (BMS-708163),distractor,0.987831,0.475,-0.789694,0.003699,22.078451,120
12,distractor:Aurora A Inhibitor I,distractor,0.991044,0.5,-0.638447,0.243925,22.078451,120
13,covers-both,key,0.986264,0.7,-0.170382,0.91748,22.658943,120
13,majority-only,key,0.969038,0.633333,-0.253586,0.933811,22.658943,120
13,minority-only,key,0.993708,0.633333,-0.488323,0.261871,22.658943,120
13,distractor:BMS-536924,distractor,0.986622,0.558333,-0.723913,0.218805,22.658943,120
13,distractor:Meprednisone,distractor,0.98883,0.558333,-0.747604,0.01597,22.658943,120
13,distractor:CUDC-101,distractor,0.906013,0.466667,-1.117947,0.899189,22.658943,120
13,distractor:CYC116,distractor,0.989668,0.533333,-1.069218,-0.330263,22.658943,120
13,distractor:Azacitidine,distractor,0.924169,0.341667,-1.557808,0.38429,22.658943,120
13,distractor:AT9283,distractor,0.953805,0.475,-1.313513,0.317811,22.658943,120
13,distractor:Dasatinib,distractor,0.964343,0.666667,-1.096518,0.272027,22.658943,120
13,distractor:PF-3845,distractor,0.988379,0.475,-0.724091,0.146197,22.658943,120
13,distractor:Bosutinib (SKI-606),distractor,0.969701,0.658333,-1.041559,0.311169,22.658943,120
13,distractor:SRT3025 HCl,distractor,0.98825,0.3,-0.707468,0.126425,22.658943,120
13,distractor:Disulfiram,distractor,0.987146,0.575,-0.673607,0.156205,22.658943,120
13,distractor:BMS-265246,distractor,0.98446,0.541667,-0.979738,-0.060897,22.658943,120
13,distractor:Barasertib (AZD1152-HQPA),distractor,0.98761,0.525,-1.095009,-0.218386,22.658943,120
13,distractor:Rigosertib (ON-01910),distractor,0.96789,0.316667,-1.021868,0.300844,22.658943,120
13,distractor:Linifanib (ABT-869),distractor,0.98483,0.641667,-1.046223,-0.196182,22.658943,120
13,distractor:Tazemetostat (EPZ-6438),distractor,0.988577,0.641667,-0.78322,0.057509,22.658943,120
13,distractor:Entacapone,distractor,0.988401,0.383333,-0.640635,0.287394,22.658943,120
13,"distractor:Roscovitine (Seliciclib,CYC202)",distractor,0.989184,0.616667,-0.631542,0.263485,22.658943,120
13,distractor:Nilotinib (AMN-107),distractor,0.951312,0.341667,-1.560738,0.155935,22.658943,120
13,distractor:UNC1999,distractor,0.987354,0.483333,-0.653297,0.241188,22.658943,120
13,distractor:Flavopiridol HCl,distractor,0.955959,0.591667,-1.404192,0.529308,22.658943,120
13,distractor:Ivosidenib (AG-120),distractor,0.988294,0.508333,-0.708122,0.154965,22.658943,120
13,distractor:Ofloxacin,distractor,0.987183,0.358333,-0.74069,0.099223,22.658943,120
13,distractor:JNJ-7706621,distractor,0.948941,0.658333,-1.437368,0.529371,22.658943,120
13,distractor:Andarine,distractor,0.987115,0.4,-0.68185,0.128275,22.658943,120
13,distractor:MLN8054,distractor,0.988075,0.341667,-1.145283,-0.11527,22.658943,120
13,distractor:Tanespimycin (17-AAG),distractor,0.953288,0.483333,-1.335329,0.30912,22.658943,120
13,distractor:PFI-1 (PF-6405761),distractor,0.953677,0.558333,-0.804026,0.717234,22.658943,120
13,distractor:(+)-JQ1,distractor,0.945335,0.6,-0.90399,0.694958,22.658943,120
13,distractor:Zileuton,distractor,0.990281,0.591667,-0.722841,0.028067,22.658943,120
13,distractor:SL-327,distractor,0.984082,0.583333,-0.779766,0.105945,22.658943,120
13,distractor:Lenalidomide (CC-5013),distractor,0.987765,0.416667,-0.790249,-0.074329,22.658943,120
13,distractor:YM155 (Sepantronium Bromide),distractor,0.983605,0.716667,-0.776098,0.55479,22.658943,120
13,distractor:XAV-939,distractor,0.986088,0.366667,-0.759407,0.06895,22.658943,120
13,distractor:Hesperadin,distractor,0.957021,0.4,-1.08956,0.435859,22.658943,120
13,distractor:Selisistat (EX 527),distractor,0.985289,0.291667,-0.725243,0.106567,22.658943,120
13,distractor:INO-1001 (3-Aminobenzamide),distractor,0.98775,0.341667,-0.836405,-0.086602,22.658943,120
13,distractor:PJ34,distractor,0.988023,0.425,-0.621544,0.343526,22.658943,120
13,distractor:Daphnetin,distractor,0.988424,0.4,-0.649742,0.252145,22.658943,120
13,distractor:Mercaptopurine (6-MP),distractor,0.980355,0.4,-0.947235,0.111373,22.658943,120
14,covers-both,key,0.980298,0.741667,-0.181435,0.919324,22.483772,120
14,majority-only,key,0.963384,0.566667,-0.278072,0.937042,22.483772,120
14,minority-only,key,0.993744,0.683333,-0.476334,0.229198,22.483772,120
14,distractor:SNS-314,distractor,0.986584,0.691667,-1.059549,-0.153896,22.483772,120
14,distractor:Glesatinib?(MGCD265),distractor,0.952534,0.758333,-1.632244,0.068253,22.483772,120
14,distractor:Toremifene Citrate,distractor,0.988557,0.383333,-0.857332,-0.028506,22.483772,120
14,distractor:AG-14361,distractor,0.987991,0.675,-0.74522,0.01367,22.483772,120
14,"distractor:Tozasertib (VX-680, MK-0457)",distractor,0.961043,0.441667,-1.562572,0.083408,22.483772,120
14,distractor:Ki8751,distractor,0.979777,0.3,-0.891277,0.132499,22.483772,120
14,distractor:Azacitidine,distractor,0.930136,0.325,-1.644258,0.349919,22.483772,120
14,distractor:MK-5108 (VX-689),distractor,0.971718,0.466667,-0.934401,0.418822,22.483772,120
14,distractor:Decitabine,distractor,0.985366,0.375,-0.688547,0.22896,22.483772,120
14,distractor:2-Methoxyestradiol (2-MeOE2),distractor,0.978754,0.475,-0.712578,0.445378,22.483772,120
14,distractor:ENMD-2076,distractor,0.980991,0.441667,-0.977823,0.066358,22.483772,120
14,distractor:Sirtinol,distractor,0.988742,0.566667,-0.815596,-2.1e-05,22.483772,120
14,distractor:Daphnetin,distractor,0.98803,0.391667,-0.73525,0.125308,22.483772,120
14,distractor:Alvespimycin (17-DMAG) HCl,distractor,0.958293,0.441667,-1.239389,0.289807,22.483772,120
14,distractor:SL-327,distractor,0.983384,0.575,-0.852938,0.009779,22.483772,120
14,distractor:Tie2 kinase inhibitor,distractor,0.986482,0.608333,-0.658333,0.249253,22.483772,120
14,distractor:Cediranib (AZD2171),distractor,0.976334,0.658333,-0.880024,0.300794,22.483772,120
14,distractor:GSK-LSD1 2HCl,distractor,0.983441,0.566667,-0.770741,0.185397,22.483772,120
14,distractor:Enzastaurin (LY317615),distractor,0.977008,0.5,-0.829041,0.317831,22.483772,120
14,distractor:GSK J1,distractor,0.987718,0.508333,-0.888784,-0.181648,22.483772,120
14,distractor:Valproic acid sodium salt (Sodium valproate),distractor,0.988311,0.366667,-0.689829,0.064525,22.483772,120
14,distractor:Alendronate sodium trihydrate,distractor,0.987534,0.416667,-0.710428,0.124675,22.483772,120
14,distractor:Prednisone,distractor,0.988176,0.366667,-0.752594,-0.013017,22.483772,120
14,distractor:Thalidomide,distractor,0.987512,0.408333,-0.814842,-0.065789,22.483772,120
14,distractor:Amisulpride,distractor,0.987097,0.433333,-0.757536,0.100138,22.483772,120
14,distractor:G007-LK,distractor,0.988925,0.283333,-0.692783,0.079114,22.483772,120
14,distractor:XAV-939,distractor,0.987718,0.358333,-0.753288,-0.028663,22.483772,120
14,distractor:AG-490 (Tyrphostin B42),distractor,0.983983,0.441667,-0.770475,0.256391,22.483772,120
14,distractor:(+)-JQ1,distractor,0.946618,0.6,-0.940065,0.688331,22.483772,120
14,distractor:AMG-900,distractor,0.986682,0.483333,-0.891169,-0.071523,22.483772,120
14,"distractor:Rucaparib (AG-014699,PF-01367338) phosphate",distractor,0.988804,0.4,-0.762474,0.035237,22.483772,120
14,distractor:Busulfan,distractor,0.987853,0.525,-0.70015,0.130411,22.483772,120
14,distractor:UNC0379,distractor,0.974033,0.5,-0.862289,0.401263,22.483772,120
14,distractor:GSK1070916,distractor,0.984828,0.558333,-0.657173,0.334852,22.483772,120
14,distractor:Altretamine,distractor,0.989016,0.633333,-0.705568,0.062108,22.483772,120
14,distractor:PF-3845,distractor,0.988502,0.408333,-0.743509,0.050823,22.483772,120
14,distractor:PJ34,distractor,0.988066,0.45,-0.666849,0.244905,22.483772,120
14,distractor:Crizotinib (PF-02341066),distractor,0.964741,0.6,-1.389273,0.083496,22.483772,120
14,distractor:Trametinib (GSK1120212),distractor,0.955015,0.666667,-1.284752,0.243722,22.483772,120
14,distractor:Celecoxib,distractor,0.98719,0.458333,-0.69906,0.198971,22.483772,120
15,covers-both,key,0.975086,0.608333,-0.209095,0.901506,22.268638,120
15,majority-only,key,0.96577,0.633333,-0.268597,0.91363,22.268638,120
15,minority-only,key,0.993237,0.758333,-0.397387,0.381112,22.268638,120
15,distractor:BMS-536924,distractor,0.985179,0.516667,-0.627729,0.286649,22.268638,120
15,distractor:Alendronate sodium trihydrate,distractor,0.988203,0.458333,-0.698023,0.018237,22.268638,120
15,distractor:Crizotinib (PF-02341066),distractor,0.962917,0.575,-1.406384,0.118011,22.268638,120
15,"distractor:Rucaparib (AG-014699,PF-01367338) phosphate",distractor,0.989092,0.425,-0.722582,0.05322,22.268638,120
15,distractor:Toremifene Citrate,distractor,0.988561,0.4,-0.81019,-0.015403,22.268638,120
15,distractor:PF-3845,distractor,0.989612,0.483333,-0.738947,0.062264,22.268638,120
15,distractor:INO-1001 (3-Aminobenzamide),distractor,0.987668,0.358333,-0.82106,-0.044295,22.268638,120
15,distractor:G007-LK,distractor,0.987319,0.3,-0.628536,0.199505,22.268638,120
15,distractor:Enzastaurin (LY317615),distractor,0.974098,0.525,-0.785723,0.325186,22.268638,120
15,distractor:Rigosertib (ON-01910),distractor,0.964683,0.308333,-1.090061,0.232177,22.268638,120
15,distractor:GSK1070916,distractor,0.98337,0.575,-0.672443,0.317467,22.268638,120
15,distractor:TGX-221,distractor,0.984769,0.491667,-0.814932,-0.054048,22.268638,120
15,distractor:2-Methoxyestradiol (2-MeOE2),distractor,0.974182,0.483333,-0.819792,0.374071,22.268638,120
15,distractor:Barasertib (AZD1152-HQPA),distractor,0.986625,0.458333,-0.962818,-0.150516,22.268638,120
15,distractor:AT9283,distractor,0.953067,0.458333,-1.245909,0.339341,22.268638,120
15,distractor:Bisindolylmaleimide IX (Ro 31-8220 Mesylate),distractor,0.956149,0.508333,-1.320143,0.509141,22.268638,120
15,distractor:Pelitinib (EKB-569),distractor,0.97587,0.491667,-0.797884,0.26913,22.268638,120
15,distractor:Azacitidine,distractor,0.922626,0.341667,-1.643463,0.365724,22.268638,120
15,distractor:Capecitabine,distractor,0.988386,0.4,-0.753471,-0.047452,22.268638,120
15,distractor:Celecoxib,distractor,0.986302,0.55,-0.594095,0.27388,22.268638,120
15,distractor:Hesperadin,distractor,0.952015,0.383333,-1.157658,0.355348,22.268638,120
15,distractor:Trametinib (GSK1120212),distractor,0.956713,0.716667,-1.234695,0.217448,22.268638,120
15,distractor:Daphnetin,distractor,0.988245,0.433333,-0.699615,0.066023,22.268638,120
15,distractor:JNJ-26854165 (Serdemetan),distractor,0.984495,0.466667,-0.729099,0.22416,22.268638,120
15,distractor:PJ34,distractor,0.986584,0.458333,-0.598284,0.325953,22.268638,120
15,distractor:Obatoclax Mesylate (GX15-070),distractor,0.969415,0.616667,-0.733627,0.544905,22.268638,120
15,distractor:Iniparib (BSI-201),distractor,0.987158,0.441667,-0.7237,0.139642,22.268638,120
15,distractor:Fasudil (HA-1077) HCl,distractor,0.986491,0.508333,-0.652042,0.17501,22.268638,120
15,distractor:(+)-JQ1,distractor,0.945746,0.641667,-0.904512,0.677918,22.268638,120
15,distractor:EED226,distractor,0.987902,0.358333,-0.722567,0.004665,22.268638,120
15,distractor:SB431542,distractor,0.987401,0.533333,-0.738379,0.03486,22.268638,120
15,distractor:ENMD-2076,distractor,0.978141,0.633333,-1.053503,0.116267,22.268638,120
15,distractor:AMG-900,distractor,0.985515,0.55,-0.817118,-0.013041,22.268638,120
15,distractor:Linifanib (ABT-869),distractor,0.985955,0.7,-0.86528,-0.122602,22.268638,120
15,distractor:Maraviroc,distractor,0.988527,0.466667,-0.784311,-0.125544,22.268638,120
15,distractor:Ellagic acid,distractor,0.987683,0.5,-0.660206,0.085242,22.268638,120
15,distractor:Thalidomide,distractor,0.987459,0.475,-0.726955,0.02495,22.268638,120
15,distractor:Triamcinolone Acetonide,distractor,0.984874,0.475,-0.790016,-0.01288,22.268638,120
15,distractor:Resveratrol,distractor,0.986135,0.433333,-0.717478,0.175663,22.268638,120
15,distractor:Alisertib (MLN8237),distractor,0.97014,0.6,-1.231264,0.118086,22.268638,120
16,covers-both,key,0.983296,0.516667,-0.169519,0.912683,22.252251,120
16,majority-only,key,0.965855,0.708333,-0.291899,0.922321,22.252251,120
16,minority-only,key,0.994571,0.625,-0.406969,0.347009,22.252251,120
16,distractor:Fulvestrant,distractor,0.989874,0.541667,-0.757349,-0.152706,22.252251,120
16,distractor:Aminoglutethimide,distractor,0.987711,0.416667,-0.58831,0.335614,22.252251,120
16,distractor:Ivosidenib (AG-120),distractor,0.989433,0.408333,-0.61718,0.141895,22.252251,120
16,distractor:RG108,distractor,0.989025,0.541667,-0.643782,0.063427,22.252251,120
16,distractor:Alisertib (MLN8237),distractor,0.969002,0.583333,-1.242771,0.084666,22.252251,120
16,distractor:Nintedanib (BIBF 1120),distractor,0.966913,0.575,-0.982883,0.340079,22.252251,120
16,distractor:Sirtinol,distractor,0.985996,0.6,-0.674597,0.064494,22.252251,120
16,distractor:Cediranib (AZD2171),distractor,0.980221,0.65,-0.762226,0.349888,22.252251,120
16,distractor:TGX-221,distractor,0.989233,0.425,-0.758013,-0.07529,22.252251,120
16,distractor:Ki16425,distractor,0.987409,0.383333,-0.566307,0.244201,22.252251,120
16,distractor:Sorafenib Tosylate,distractor,0.972709,0.65,-0.915201,0.209235,22.252251,120
16,distractor:Costunolide,distractor,0.987408,0.383333,-0.684206,0.041947,22.252251,120
16,distractor:SRT3025 HCl,distractor,0.990105,0.241667,-0.639357,0.030804,22.252251,120
16,distractor:BMS-536924,distractor,0.985679,0.525,-0.665018,0.270413,22.252251,120
16,distractor:Ofloxacin,distractor,0.987112,0.383333,-0.605907,0.192948,22.252251,120
16,distractor:Zileuton,distractor,0.988724,0.558333,-0.744772,-0.105448,22.252251,120
16,distractor:IOX2,distractor,0.987758,0.408333,-0.643778,0.078284,22.252251,120
16,distractor:CYC116,distractor,0.990964,0.525,-0.813608,-0.232375,22.252251,120
16,distractor:CUDC-907,distractor,0.914233,0.533333,-1.26059,0.846085,22.252251,120
16,distractor:Crizotinib (PF-02341066),distractor,0.968068,0.608333,-1.282377,0.138799,22.252251,120
16,distractor:Clevudine,distractor,0.988196,0.3,-0.59309,0.158672,22.252251,120
16,distractor:Dasatinib,distractor,0.965781,0.658333,-1.026064,0.28958,22.252251,120
16,distractor:Streptozotocin (STZ),distractor,0.989414,0.375,-0.619642,0.03618,22.252251,120
16,distractor:MK-0752,distractor,0.989635,0.675,-0.74773,-0.170737,22.252251,120
16,distractor:PD173074,distractor,0.989102,0.575,-0.687979,-0.057374,22.252251,120
16,distractor:Glesatinib?(MGCD265),distractor,0.953188,0.741667,-1.678133,0.064592,22.252251,120
16,distractor:Pirarubicin,distractor,0.980633,0.516667,-0.794041,0.195987,22.252251,120
16,distractor:Hesperadin,distractor,0.95741,0.291667,-1.127649,0.399039,22.252251,120
16,distractor:Enzastaurin (LY317615),distractor,0.975116,0.508333,-0.842691,0.282192,22.252251,120
16,distractor:PJ34,distractor,0.987871,0.416667,-0.54995,0.304902,22.252251,120
16,distractor:INO-1001 (3-Aminobenzamide),distractor,0.987466,0.333333,-0.663004,-0.002415,22.252251,120
16,distractor:Bosutinib (SKI-606),distractor,0.969038,0.633333,-1.008451,0.40248,22.252251,120
16,distractor:Entacapone,distractor,0.98794,0.316667,-0.560606,0.351947,22.252251,120
16,distractor:KW-2449,distractor,0.976375,0.575,-0.806742,0.28104,22.252251,120
16,distractor:AC480 (BMS-599626),distractor,0.989247,0.55,-0.721218,0.099216,22.252251,120
16,distractor:Iniparib (BSI-201),distractor,0.987388,0.325,-0.662107,0.059607,22.252251,120
16,distractor:Motesanib Diphosphate (AMG-706),distractor,0.989592,0.516667,-0.589951,0.222057,22.252251,120
16,distractor:Aurora A Inhibitor I,distractor,0.989353,0.525,-0.649651,0.055966,22.252251,120
16,distractor:UNC0379,distractor,0.974711,0.441667,-0.819975,0.385225,22.252251,120
16,distractor:Barasertib (AZD1152-HQPA),distractor,0.988094,0.433333,-0.766949,-0.013087,22.252251,120
17,covers-both,key,0.979897,0.658333,-0.191393,0.91134,22.22987,120
17,majority-only,key,0.968433,0.616667,-0.274769,0.92508,22.22987,120
17,minority-only,key,0.994841,0.558333,-0.377871,0.448339,22.22987,120
17,"distractor:Fluorouracil (5-Fluoracil, 5-FU)",distractor,0.989154,0.416667,-0.655903,0.145571,22.22987,120
17,distractor:YM155 (Sepantronium Bromide),distractor,0.982185,0.625,-0.829052,0.490958,22.22987,120
17,distractor:Nintedanib (BIBF 1120),distractor,0.967335,0.541667,-1.072226,0.293541,22.22987,120
17,distractor:Rigosertib (ON-01910),distractor,0.968127,0.291667,-1.118143,0.226809,22.22987,120
17,distractor:Crizotinib (PF-02341066),distractor,0.96594,0.5,-1.396788,0.11877,22.22987,120
17,distractor:CYC116,distractor,0.992075,0.508333,-0.830797,-0.197107,22.22987,120
17,distractor:ENMD-2076 L-(+)-Tartaric acid,distractor,0.981056,0.675,-0.882805,0.19116,22.22987,120
17,distractor:Capecitabine,distractor,0.99037,0.408333,-0.681992,0.054023,22.22987,120
17,"distractor:Luminespib (AUY-922, NVP-AUY922)",distractor,0.952403,0.516667,-1.306274,0.289429,22.22987,120
17,distractor:Mesna,distractor,0.990399,0.383333,-0.748041,-0.055474,22.22987,120
17,distractor:Vandetanib (ZD6474),distractor,0.969338,0.516667,-0.940933,0.302184,22.22987,120
17,distractor:PHA-680632,distractor,0.951819,0.3,-1.674023,0.1702,22.22987,120
17,distractor:Flavopiridol HCl,distractor,0.958333,0.591667,-1.4135,0.504588,22.22987,120
17,distractor:PD173074,distractor,0.989055,0.508333,-0.703735,-0.041993,22.22987,120
17,distractor:WHI-P154,distractor,0.983974,0.55,-0.748898,0.170677,22.22987,120
17,distractor:GSK1070916,distractor,0.986011,0.516667,-0.642927,0.363043,22.22987,120
17,distractor:Lomustine,distractor,0.987961,0.433333,-0.783024,-0.073701,22.22987,120
17,distractor:BMS-754807,distractor,0.990605,0.616667,-0.908443,-0.17402,22.22987,120
