seed,candidate,candidate_type,mean_based_coverage,cell_level_coverage,energy_score,cosine_score,nn_threshold,n_minority_cells
17,distractor:ABT-737,distractor,0.986063,0.433333,-0.880939,-0.15485,22.22987,120
17,distractor:MK-5108 (VX-689),distractor,0.97246,0.466667,-0.881989,0.415942,22.22987,120
17,distractor:UNC0631,distractor,0.988555,0.591667,-0.77109,-0.085457,22.22987,120
17,distractor:Veliparib (ABT-888),distractor,0.989758,0.275,-0.665482,0.104079,22.22987,120
17,distractor:BMS-536924,distractor,0.987457,0.483333,-0.671406,0.244032,22.22987,120
17,distractor:Pelitinib (EKB-569),distractor,0.978346,0.458333,-0.866379,0.254625,22.22987,120
17,distractor:Linifanib (ABT-869),distractor,0.986874,0.6,-0.87372,-0.147931,22.22987,120
17,distractor:Glesatinib?(MGCD265),distractor,0.956664,0.733333,-1.585955,0.119881,22.22987,120
17,distractor:Amisulpride,distractor,0.987718,0.433333,-0.697269,0.035816,22.22987,120
17,distractor:ZM 447439,distractor,0.99185,0.5,-1.176504,-0.33686,22.22987,120
17,distractor:Roxadustat (FG-4592),distractor,0.988231,0.408333,-0.67453,0.032409,22.22987,120
17,distractor:Cimetidine,distractor,0.989731,0.45,-0.656897,0.168082,22.22987,120
17,distractor:BRD4770,distractor,0.99039,0.566667,-0.777588,-0.088435,22.22987,120
17,distractor:Altretamine,distractor,0.989349,0.533333,-0.645056,0.123515,22.22987,120
17,distractor:UNC0379,distractor,0.973525,0.441667,-0.835773,0.388667,22.22987,120
17,distractor:SRT1720 HCl,distractor,0.980082,0.7,-0.900421,0.393758,22.22987,120
17,"distractor:Tozasertib (VX-680, MK-0457)",distractor,0.960833,0.483333,-1.412046,0.152383,22.22987,120
17,distractor:G007-LK,distractor,0.986526,0.291667,-0.741154,0.086627,22.22987,120
17,"distractor:Rucaparib (AG-014699,PF-01367338) phosphate",distractor,0.986367,0.4,-0.740253,-0.030953,22.22987,120
17,distractor:AG-14361,distractor,0.988258,0.65,-0.726126,0.017543,22.22987,120
17,distractor:Aurora A Inhibitor I,distractor,0.99063,0.466667,-0.702854,0.090912,22.22987,120
17,distractor:JNJ-26854165 (Serdemetan),distractor,0.982637,0.4,-0.743481,0.225704,22.22987,120
18,covers-both,key,0.985812,0.666667,-0.173067,0.915523,22.245426,120
18,majority-only,key,0.961383,0.616667,-0.298815,0.943769,22.245426,120
18,minority-only,key,0.994364,0.7,-0.409698,0.457701,22.245426,120
18,distractor:Pirarubicin,distractor,0.979446,0.516667,-0.886349,0.188319,22.245426,120
18,distractor:Zileuton,distractor,0.988786,0.483333,-0.79011,-0.027806,22.245426,120
18,"distractor:Tozasertib (VX-680, MK-0457)",distractor,0.962215,0.483333,-1.458187,0.068384,22.245426,120
18,distractor:Tazemetostat (EPZ-6438),distractor,0.988208,0.583333,-0.778893,0.040727,22.245426,120
18,distractor:Quercetin,distractor,0.988122,0.591667,-0.749649,0.048227,22.245426,120
18,distractor:ENMD-2076 L-(+)-Tartaric acid,distractor,0.979142,0.625,-1.022079,0.148055,22.245426,120
18,distractor:SNS-314,distractor,0.985403,0.625,-1.055044,-0.169356,22.245426,120
18,"distractor:Fluorouracil (5-Fluoracil, 5-FU)",distractor,0.989576,0.416667,-0.663143,0.147889,22.245426,120
18,distractor:AG-14361,distractor,0.98724,0.583333,-0.720623,0.084629,22.245426,120
18,distractor:Dasatinib,distractor,0.962938,0.608333,-1.09877,0.248944,22.245426,120
18,distractor:Sorafenib Tosylate,distractor,0.969259,0.591667,-0.961601,0.255686,22.245426,120
18,distractor:Vandetanib (ZD6474),distractor,0.962118,0.508333,-1.105659,0.254734,22.245426,120
18,distractor:PHA-680632,distractor,0.946886,0.275,-1.688316,0.150171,22.245426,120
18,distractor:Ofloxacin,distractor,0.987713,0.358333,-0.666271,0.149113,22.245426,120
18,distractor:Navitoclax (ABT-263),distractor,0.980401,0.6,-1.025864,0.013264,22.245426,120
18,distractor:Tie2 kinase inhibitor,distractor,0.987074,0.5,-0.6961,0.183527,22.245426,120
18,distractor:Cediranib (AZD2171),distractor,0.976426,0.575,-0.880125,0.286372,22.245426,120
18,distractor:Capecitabine,distractor,0.988933,0.366667,-0.810577,-0.021921,22.245426,120
18,distractor:Maraviroc,distractor,0.988236,0.4,-0.780861,0.008738,22.245426,120
18,distractor:Cimetidine,distractor,0.988861,0.483333,-0.667953,0.138292,22.245426,120
18,distractor:ABT-737,distractor,0.984163,0.375,-1.004507,-0.188719,22.245426,120
18,distractor:Altretamine,distractor,0.988472,0.641667,-0.863161,-0.079237,22.245426,120
18,distractor:Nilotinib (AMN-107),distractor,0.943258,0.241667,-1.570499,0.158631,22.245426,120
18,distractor:TAK-901,distractor,0.947031,0.575,-1.318512,0.39019,22.245426,120
18,distractor:Bosutinib (SKI-606),distractor,0.96624,0.608333,-1.034088,0.349054,22.245426,120
18,distractor:A-366,distractor,0.988026,0.483333,-0.681528,0.094477,22.245426,120
18,distractor:BMS-536924,distractor,0.986382,0.491667,-0.752703,0.18259,22.245426,120
18,distractor:BMS-754807,distractor,0.989861,0.625,-0.95042,-0.13705,22.245426,120
18,distractor:Amisulpride,distractor,0.988024,0.466667,-0.788109,-0.054436,22.245426,120
18,distractor:Lapatinib (GW-572016) Ditosylate,distractor,0.988169,0.383333,-0.969795,-0.246796,22.245426,120
18,distractor:SL-327,distractor,0.983407,0.533333,-0.834047,0.070472,22.245426,120
18,distractor:Aurora A Inhibitor I,distractor,0.989924,0.475,-0.699123,0.223509,22.245426,120
18,distractor:SRT3025 HCl,distractor,0.989601,0.3,-0.743061,0.157126,22.245426,120
18,distractor:CUDC-907,distractor,0.918689,0.491667,-1.105659,0.850901,22.245426,120
18,distractor:TG101209,distractor,0.958839,0.441667,-0.807781,0.643387,22.245426,120
18,distractor:Cyclocytidine HCl,distractor,0.98805,0.441667,-1.414291,-0.203147,22.245426,120
18,distractor:GSK1070916,distractor,0.985316,0.566667,-0.712706,0.334831,22.245426,120
18,distractor:Clevudine,distractor,0.988303,0.308333,-0.632435,0.255746,22.245426,120
18,distractor:Thalidomide,distractor,0.989143,0.383333,-0.789429,0.02531,22.245426,120
18,distractor:Fulvestrant,distractor,0.990044,0.508333,-0.849897,-0.060399,22.245426,120
19,covers-both,key,0.982316,0.725,-0.172518,0.924824,22.270602,120
19,majority-only,key,0.963005,0.583333,-0.263073,0.937898,22.270602,120
19,minority-only,key,0.994764,0.683333,-0.541489,0.300754,22.270602,120
19,"distractor:Roscovitine (Seliciclib,CYC202)",distractor,0.989073,0.65,-0.747583,0.198678,22.270602,120
19,distractor:Toremifene Citrate,distractor,0.988531,0.341667,-1.039991,-0.154128,22.270602,120
19,distractor:Regorafenib (BAY 73-4506),distractor,0.953744,0.45,-1.396799,0.243532,22.270602,120
19,distractor:Glesatinib?(MGCD265),distractor,0.952363,0.741667,-1.683708,0.069819,22.270602,120
19,distractor:Linifanib (ABT-869),distractor,0.984939,0.666667,-1.127964,-0.258372,22.270602,120
19,distractor:PF-573228,distractor,0.987707,0.408333,-0.99929,-0.080695,22.270602,120
19,distractor:Alvespimycin (17-DMAG) HCl,distractor,0.957151,0.508333,-1.277374,0.196564,22.270602,120
19,distractor:INO-1001 (3-Aminobenzamide),distractor,0.987678,0.358333,-0.879406,-0.043739,22.270602,120
19,distractor:SRT2104 (GSK2245840),distractor,0.98709,0.5,-0.828712,0.062297,22.270602,120
19,distractor:Decitabine,distractor,0.985121,0.341667,-0.742155,0.27454,22.270602,120
19,distractor:WHI-P154,distractor,0.985825,0.616667,-0.770414,0.280343,22.270602,120
19,distractor:Tranylcypromine (2-PCPA) HCl,distractor,0.986585,0.6,-0.741255,0.261791,22.270602,120
19,"distractor:Rucaparib (AG-014699,PF-01367338) phosphate",distractor,0.987035,0.383333,-0.758749,0.148773,22.270602,120
19,distractor:Mercaptopurine (6-MP),distractor,0.97914,0.441667,-1.013107,0.121479,22.270602,120
19,distractor:Zileuton,distractor,0.989335,0.583333,-0.801653,0.015166,22.270602,120
19,distractor:ABT-737,distractor,0.985832,0.4,-1.182861,-0.207201,22.270602,120
19,distractor:Busulfan,distractor,0.989295,0.575,-0.808252,0.039362,22.270602,120
19,distractor:Curcumin,distractor,0.98963,0.583333,-0.837049,-0.072361,22.270602,120
19,distractor:MLN8054,distractor,0.988142,0.308333,-1.217428,-0.196547,22.270602,120
19,"distractor:Tozasertib (VX-680, MK-0457)",distractor,0.962144,0.491667,-1.466158,0.11006,22.270602,120
19,distractor:Obatoclax Mesylate (GX15-070),distractor,0.973563,0.658333,-0.717014,0.549154,22.270602,120
19,distractor:Dasatinib,distractor,0.961027,0.683333,-1.108912,0.318733,22.270602,120
19,distractor:Celecoxib,distractor,0.987231,0.4,-0.678061,0.342887,22.270602,120
19,distractor:SL-327,distractor,0.984607,0.591667,-0.927813,-0.042332,22.270602,120
19,distractor:S3I-201,distractor,0.988843,0.475,-0.713469,0.208827,22.270602,120
19,distractor:PF-3845,distractor,0.989306,0.441667,-0.802885,0.011981,22.270602,120
19,distractor:Sirtinol,distractor,0.985444,0.583333,-0.785698,0.076019,22.270602,120
19,distractor:Maraviroc,distractor,0.98849,0.358333,-0.855017,-0.167528,22.270602,120
19,distractor:PJ34,distractor,0.988293,0.433333,-0.66139,0.33983,22.270602,120
19,"distractor:Luminespib (AUY-922, NVP-AUY922)",distractor,0.952193,0.6,-1.450754,0.211848,22.270602,120
19,distractor:Andarine,distractor,0.988228,0.391667,-0.691589,0.216473,22.270602,120
19,distractor:Clevudine,distractor,0.989443,0.316667,-0.738316,0.158405,22.270602,120
19,distractor:Aminoglutethimide,distractor,0.988672,0.433333,-0.661406,0.277541,22.270602,120
19,distractor:Nintedanib (BIBF 1120),distractor,0.963708,0.575,-1.250303,0.207295,22.270602,120
19,distractor:Daphnetin,distractor,0.988803,0.416667,-0.724768,0.159017,22.270602,120
19,distractor:UNC0631,distractor,0.989017,0.566667,-0.83103,-0.077899,22.270602,120
19,distractor:Triamcinolone Acetonide,distractor,0.985185,0.433333,-1.00256,-0.091035,22.270602,120
19,distractor:Cyclocytidine HCl,distractor,0.987095,0.4,-1.367229,-0.261638,22.270602,120
19,distractor:Aurora A Inhibitor I,distractor,0.990845,0.558333,-0.782955,0.076903,22.270602,120
19,distractor:SRT3025 HCl,distractor,0.990118,0.241667,-0.777784,0.088385,22.270602,120
