separation_scale,cells_per_source,seed,n_total,ari_kmeans_k2,acc_kmeans_k2,k_kmeans_k2,ari_gmm_k2,acc_gmm_k2,k_gmm_k2,ari_leiden,acc_leiden,k_leiden,ari_hdbscan,acc_hdbscan,k_hdbscan,probe_linear_acc,probe_linear_auc,probe_linear_ari,probe_forest_acc,probe_forest_auc,probe_forest_ari,probe_knn_acc,probe_knn_auc,probe_knn_ari,probe_acc,probe_auc,probe_ari
1.5,200,5,400,0.16619834710743803,0.705,2,0.1581790082757966,0.7,2,0.07136112397340107,0.665,5,0.0,0.5,0,0.83,0.89125,0.43418702745402304,0.7425,0.81705,0.23340096501544244,0.68,0.7697625,0.12741306532663316,0.83,0.89125,0.43418702745402304
1.5,200,6,400,0.17449326564817383,0.71,2,0.16212039886908342,0.7025,2,0.10864800116595166,0.705,5,0.0,0.5,0,0.8475,0.9162249999999998,0.48174042415031093,0.7725,0.8687874999999999,0.2952747114214307,0.745,0.786625,0.23825271510560447,0.8475,0.9162249999999998,0.48174042415031093
1.5,200,7,400,0.13853984541153466,0.6875,2,0.16213344801161067,0.7025,2,0.1630099566692645,0.735,4,0.013599230617237409,0.5625,2,0.83,0.92405,0.43419100798379123,0.79,0.85265,0.33476091090604443,0.6375,0.810825,0.07396841304265545,0.83,0.92405,0.43419100798379123
1.5,200,8,400,0.20056131108924802,0.725,2,0.17449326564817383,0.71,2,0.1300116854811152,0.7275,5,0.0,0.5,0,0.8425,0.9212999999999999,0.46790907513186275,0.78,0.8714375000000001,0.3120309477756286,0.745,0.8079000000000001,0.2383407389097223,0.8425,0.9212999999999999,0.46790907513186275
1.5,200,9,400,0.10021797220527776,0.66,2,0.08200633022683312,0.645,2,0.06342700623189379,0.66,6,0.002381068920725164,0.535,2,0.84,0.9002249999999999,0.4610504649612601,0.7425,0.8213375,0.23342869673114336,0.66,0.7334999999999999,0.10022633625442516,0.84,0.9002249999999999,0.4610504649612601
1.5,400,0,800,0.25668292802805764,0.75375,2,0.27745494504720014,0.76375,2,0.10302337468178711,0.71875,7,0.0,0.5,0,0.87875,0.95206875,0.5732746090445646,0.80375,0.907196875,0.36831024436125187,0.7175,0.812103125,0.1882350328109775,0.87875,0.95206875,0.5732746090445646
1.5,400,1,800,0.2060617661132992,0.7275,2,0.20164509078808296,0.725,2,0.11979922726610898,0.7325,6,0.0,0.5,0,0.86625,0.9332562499999999,0.5359804686931262,0.80625,0.8801531250000001,0.374397937499977,0.68625,0.806925,0.13776630670891113,0.86625,0.9332562499999999,0.5359804686931262
1.5,400,2,800,0.14912487673477742,0.69375,2,0.13051228413731794,0.68125,2,0.1313073821635428,0.7225,5,0.0,0.5,0,0.855,0.9300624999999999,0.503482071319986,0.805,0.8755124999999999,0.3713415972034348,0.72375,0.79220625,0.1992952100887109,0.855,0.9300624999999999,0.503482071319986
1.5,400,3,800,0.19928567826516186,0.72375,2,0.2016339126841888,0.725,2,0.14056777504222467,0.73375,6,0.0,0.5,0,0.82625,0.92309375,0.425044972523855,0.795,0.874871875,0.347314183431297,0.70875,0.794765625,0.1732911324743442,0.82625,0.92309375,0.425044972523855
1.5,400,4,800,0.1358782219613937,0.685,2,0.15513257573918582,0.6975,2,0.08375430196234394,0.6875,6,0.0,0.5,0,0.8325,0.91949375,0.44152899065164725,0.7925,0.8832843749999999,0.34143051298055316,0.7,0.7858468750000001,0.1589532968517609,0.8325,0.91949375,0.44152899065164725
1.5,400,5,800,0.16712538555363957,0.705,2,0.14933433688953582,0.69375,2,0.08827668878137035,0.68375,6,0.0,0.5,0,0.845,0.9128625,0.47544670465056044,0.77375,0.854025,0.2989096384185769,0.67125,0.7686968750000001,0.11622936192783408,0.845,0.9128625,0.47544670465056044
1.5,400,6,800,0.18828042356798863,0.7175,2,0.13236887937985367,0.6825,2,0.10152458526698525,0.70875,7,0.0,0.5,0,0.835,0.9230625,0.4482185429946979,0.78625,0.8663937500000001,0.3269614126977632,0.72625,0.8059375,0.2037814116299038,0.835,0.9230625,0.4482185429946979
1.5,400,7,800,0.12494832502920677,0.6775,2,0.1397120611472425,0.6875,2,0.10123392158185263,0.7025,6,0.0,0.5,0,0.8275,0.9126687499999999,0.4283130028399575,0.77375,0.84786875,0.2989113076038316,0.68875,0.7721687500000001,0.14147801815423666,0.8275,0.9126687499999999,0.4283130028399575
1.5,400,8,800,0.1733006113217088,0.70875,2,0.14728851147536876,0.6925,2,0.1250866611202191,0.7275,7,0.0,0.5,0,0.8425,0.9233875,0.4685652626834239,0.78375,0.87606875,0.32125267454274653,0.73875,0.8041843750000001,0.2271081441013329,0.8425,0.9233875,0.4685652626834239
1.5,400,9,800,0.13041101819840134,0.68125,2,0.15513678335170894,0.6975,2,0.09513072013565445,0.69875,7,0.0,0.5,0,0.82875,0.9144812499999999,0.43159970228637384,0.77125,0.866625,0.2934718625974315,0.67625,0.75839375,0.12316081145461694,0.82875,0.9144812499999999,0.43159970228637384
2.0,50,0,100,0.2635442666275143,0.76,2,0.3071501982087799,0.78,2,0.15633169550257947,0.73,3,0.0,0.5,0,0.88,0.9803999999999999,0.5733524869815048,0.87,0.954,0.5430303030303031,0.66,0.8623999999999999,0.09655957706384709,0.88,0.9803999999999999,0.5733524869815048
2.0,50,1,100,0.37868895911917627,0.81,2,0.37868895911917627,0.81,2,0.2835014409221902,0.78,3,0.0,0.5,0,0.87,0.9552,0.5430750584576962,0.81,0.9026000000000001,0.37814121113918264,0.72,0.8004,0.18570379436964504,0.87,0.9552,0.5430750584576962
2.0,50,2,100,0.3077261613691932,0.78,2,0.24304210419002956,0.75,2,0.23101837255295365,0.77,3,0.0,0.5,0,0.88,0.974,0.5733524869815048,0.8,0.9044,0.35346938775510206,0.53,0.8848,0.001684040076915292,0.88,0.974,0.5733524869815048
2.0,50,3,100,0.3068788249694002,0.78,2,0.24346167483829947,0.75,2,0.19211635077202766,0.73,3,0.0,0.5,0,0.89,0.9472,0.6044444444444445,0.76,0.8500000000000001,0.26296713523044524,0.68,0.8512,0.12245197242997508,0.89,0.9472,0.6044444444444445
2.0,50,4,100,0.15177478580171358,0.7,2,0.1359550515951869,0.69,2,0.15022328829363538,0.73,3,0.0,0.5,0,0.87,0.9463999999999999,0.5430303030303031,0.81,0.8852,0.37842534911329506,0.73,0.8119999999999999,0.20428585992455908,0.87,0.9463999999999999,0.5430303030303031
2.0,50,5,100,0.26325581395348835,0.76,2,0.2631475859367349,0.76,2,0.15223673800671453,0.73,4,0.0,0.5,0,0.82,0.9180000000000001,0.4035755102040816,0.8,0.8400000000000001,0.3535116074052307,0.64,0.7672,0.0719656283566058,0.82,0.9180000000000001,0.4035755102040816
2.0,50,6,100,0.3306148898969274,0.79,2,0.3306148898969274,0.79,2,0.2447080792651714,0.79,3,0.0,0.5,0,0.91,0.9796,0.6690909090909091,0.81,0.9096,0.3781818181818182,0.62,0.7276,0.047983673469387755,0.91,0.9796,0.6690909090909091
2.0,50,7,100,0.4300292556338517,0.83,2,0.33083307189915295,0.79,2,0.24468952073615713,0.79,3,0.0,0.5,0,0.92,0.9904,0.7026153394064061,0.85,0.9578000000000001,0.48505024049347056,0.77,0.9087999999999999,0.2856572455294755,0.92,0.9904,0.7026153394064061
2.0,50,8,100,0.4847980212325664,0.85,2,0.403925855823516,0.82,2,0.34155690977000197,0.84,3,0.0,0.5,0,0.91,0.9847999999999999,0.6690909090909091,0.83,0.9284,0.42984314349737346,0.72,0.8068,0.1855841739300754,0.91,0.9847999999999999,0.6690909090909091
2.0,50,9,100,0.24235003122436236,0.75,2,0.13722238745767823,0.69,2,0.14993796602257792,0.73,3,0.009903090025124808,0.58,2,0.85,0.9384,0.4848148435363599,0.88,0.911,0.5732967625018367,0.67,0.7673999999999999,0.1076281447598547,0.88,0.9384,0.5732967625018367
2.0,100,0,200,0.2569339411492485,0.755,2,0.24660175747492205,0.75,2,0.15142267723762004,0.745,5,0.0,0.5,0,0.89,0.9715,0.6064349435169772,0.815,0.91,0.39385434653820883,0.745,0.8469,0.2363087912304349,0.89,0.9715,0.6064349435169772
2.0,100,1,200,0.3570222699698705,0.8,2,0.3333124661750095,0.79,2,0.13428822680780017,0.74,5,-0.0007021653629695542,0.53,2,0.925,0.9865000000000002,0.7211098939891852,0.87,0.9328500000000001,0.5453381142366547,0.75,0.8369999999999999,0.24621212121212122,0.925,0.9865000000000002,0.7211098939891852
2.0,100,2,200,0.2674314407730623,0.76,2,0.23690997693372445,0.745,2,0.18797701957788274,0.745,4,0.0,0.5,0,0.915,0.969,0.6873365255102273,0.815,0.9043000000000001,0.39386904061465144,0.695,0.8354,0.14868833642360718,0.915,0.969,0.6873365255102273
2.0,100,3,200,0.20793180881913423,0.73,2,0.20781182781582683,0.73,2,0.13077381485818904,0.715,4,0.0,0.5,0,0.93,0.9902,0.7382933076910645,0.875,0.9380000000000001,0.5603083914243913,0.74,0.8332,0.2266396811834831,0.93,0.9902,0.7382933076910645
2.0,100,4,200,0.23697466355913088,0.745,2,0.22713766653209527,0.74,2,0.2082916013589736,0.79,4,0.0,0.5,0,0.92,0.9752,0.7041280743396798,0.81,0.9047,0.3813708934602395,0.775,0.8580500000000001,0.2989776267789764,0.92,0.9752,0.7041280743396798
2.0,100,5,200,0.24639633544123557,0.75,2,0.28834570144883637,0.77,2,0.15898271148043136,0.75,4,0.0,0.5,0,0.89,0.9655,0.6064293780517122,0.825,0.8945,0.41964928227852893,0.725,0.8179,0.1987672215633739,0.89,0.9655,0.6064293780517122
2.0,100,6,200,0.2883040250729004,0.77,2,0.246469387219313,0.75,2,0.21007713587063576,0.785,5,0.0,0.5,0,0.91,0.9740000000000001,0.6707481151667462,0.86,0.94225,0.5159764771953641,0.75,0.8435999999999999,0.24625018938437454,0.91,0.9740000000000001,0.6707481151667462
2.0,100,7,200,0.2564265979317927,0.755,2,0.28819621870209505,0.77,2,0.19999463780659985,0.76,3,0.005595598962575146,0.555,2,0.92,0.9848,0.704151382447522,0.815,0.931,0.39390577268909877,0.665,0.8109999999999999,0.10515920574502152,0.92,0.9848,0.704151382447522
2.0,100,8,200,0.3939890155778435,0.815,2,0.3690693133499054,0.805,2,0.2694471466490218,0.795,3,0.0,0.5,0,0.92,0.9786999999999999,0.7041185109765681,0.84,0.93575,0.4597546983824314,0.695,0.79945,0.14791450466487394,0.92,0.9786999999999999,0.7041185109765681
2.0,100,9,200,0.21713951589570202,0.735,2,0.1987672215633739,0.725,2,0.1321076896518731,0.725,4,0.004260241692604307,0.545,2,0.905,0.9757,0.6543772704247958,0.835,0.9153,0.4461974994558875,0.75,0.84655,0.24676145275869518,0.905,0.9757,0.6543772704247958
2.0,200,0,400,0.3407263917773993,0.7925,2,0.24836033291671858,0.75,2,0.11177739662580903,0.7425,6,0.0,0.5,0,0.9575,0.9918,0.8368165198486512,0.8775,0.9610749999999999,0.5689459875406162,0.7875,0.8978375,0.32898905344979856,0.9575,0.9918,0.8368165198486512
2.0,200,1,400,0.3290999635072732,0.7875,2,0.2847120045464589,0.7675,2,0.14361400692680917,0.78,5,0.0,0.5,0,0.95,0.98755,0.809523043792112,0.8725,0.9456125,0.5539193292447112,0.725,0.8412,0.20056874238291453,0.95,0.98755,0.809523043792112
2.0,200,2,400,0.2337020548545069,0.7425,2,0.1918086103634221,0.72,2,0.11720499759776844,0.6975,6,0.0,0.5,0,0.94,0.98325,0.7738345864661654,0.845,0.9444125000000001,0.4747968644003919,0.785,0.86,0.32320802005012533,0.94,0.98325,0.7738345864661654
