spearman_rho,spearman_p,mean_raw_dist,mean_delta_dist,ratio_raw_over_delta,hit1_raw_alpha05,hit1_raw_alpha07,hit1_raw_alpha09,hit1_delta_alpha05,hit1_delta_alpha07,hit1_delta_alpha09,hit1_raw_mean,hit1_delta_mean
0.9999999999999999,0.0,0.25216064453125,0.25213182237413195,1.0001143138412543,1.0,1.0,0.55,1.0,1.0,0.55,0.85,0.85
