drug,n_a,n_b,eff_a,eff_b,cross_cos,rel_a,rel_b,reliable,clears_gate,pair
Filgotinib (GLPG0634),480,480,0.8229195475578308,0.5545489192008972,-0.04192325472831726,0.20439361333847045,0.14198774415999652,False,False,A549+MCF7
Busulfan,480,480,0.8215558528900146,0.6227680444717407,-0.039885517209768295,0.2735451549291611,0.22210336178541185,False,False,A549+MCF7
PF-573228,480,480,0.7924189567565918,0.7134285569190979,-0.03745364770293236,0.13120397133752704,0.3915220260620117,False,False,A549+MCF7
IOX2,480,480,0.7163761854171753,0.6108816266059875,-0.03520260006189346,0.034148575738072395,0.25402470529079435,False,False,A549+MCF7
Fasudil (HA-1077) HCl,480,480,0.7636141180992126,0.6803592443466187,-0.03318025544285774,0.12964435890316964,0.3107375890016556,False,False,A549+MCF7
Droxinostat,480,480,0.9011736512184143,0.565775990486145,-0.031775545328855515,0.28242466449737547,0.18842617720365523,False,False,A549+MCF7
Gandotinib (LY2784544),480,480,1.053615927696228,0.64415442943573,-0.028225533664226532,0.4884652256965637,0.30056528747081757,False,False,A549+MCF7
Sodium Phenylbutyrate,480,480,0.8063008785247803,0.4947080910205841,-0.02810932695865631,0.19021224975585938,0.04553131191059947,False,False,A549+MCF7
GSK-LSD1 2HCl,480,480,0.8293973207473755,0.675643265247345,-0.02172330766916275,0.25296956598758696,0.37165738344192506,False,False,A549+MCF7
Selisistat (EX 527),480,480,0.8162702322006226,0.5710409879684448,-0.01834927313029766,0.1814681515097618,0.11519320085644721,False,False,A549+MCF7
PD98059,480,480,0.852107584476471,0.5962022542953491,-0.015527566894888878,0.2676851212978363,0.24181649088859558,False,False,A549+MCF7
Mesna,480,480,0.766372561454773,0.5966145992279053,-0.015157222747802734,0.17294311225414277,0.19130026698112487,False,False,A549+MCF7
Quercetin,480,480,0.8169390559196472,0.7099252343177795,-0.014627719298005104,0.2853638708591461,0.416263610124588,False,False,A549+MCF7
Daphnetin,480,480,0.7846863269805908,0.5588551759719849,-0.012910920195281506,0.14669899940490722,0.14514707028865814,False,False,A549+MCF7
MC1568,480,480,0.7169739603996277,0.5231320858001709,-0.011899705976247787,0.0943673387169838,0.030056685209274292,False,False,A549+MCF7
UNC1999,480,480,0.8804808259010315,0.6782554984092712,-0.011419150978326797,0.26354534924030304,0.34414440393447876,False,False,A549+MCF7
Ramelteon,480,480,0.7558712363243103,0.5900309085845947,-0.011103760451078415,0.13440606237272731,0.2153674304485321,False,False,A549+MCF7
MK-0752,480,480,0.8497070074081421,0.770031750202179,-0.00922457966953516,0.25746139883995056,0.44905403852462766,False,False,A549+MCF7
Ki16425,480,480,0.7367209196090698,0.5233278870582581,-0.006219953764230013,0.08920919820666313,0.11928955167531967,False,False,A549+MCF7
GSK J1,480,480,0.7586839199066162,0.524062991142273,-0.005485655274242163,0.12563347779214382,0.07786408066749573,False,False,A549+MCF7
WHI-P154,480,480,0.7850978374481201,0.7283947467803955,-0.0041977702639997005,0.16445848792791368,0.400934499502182,False,False,A549+MCF7
BMS-265246,480,480,1.4658399820327759,1.081746220588684,-0.0013653612695634365,0.6684599161148072,0.64262535572052,True,True,A549+MCF7
Veliparib (ABT-888),480,480,0.7558352947235107,0.5429614782333374,-0.0011054357746616006,0.09389011096209288,0.1475936233997345,False,False,A549+MCF7
Anacardic Acid,480,480,0.750410258769989,0.6674638986587524,-0.0006051851669326425,0.13397911787033082,0.313548868894577,False,False,A549+MCF7
Navitoclax (ABT-263),480,480,1.2364486455917358,0.7467271685600281,0.0023610484786331654,0.5209254920482635,0.3379767000675201,False,False,A549+MCF7
A-366,480,480,0.9963008165359497,0.716397225856781,0.00261321640573442,0.37660799622535707,0.36680238246917723,False,False,A549+MCF7
AG-14361,480,480,0.8966658115386963,0.5861833691596985,0.006658276077359915,0.2881806880235672,0.1573143981397152,False,False,A549+MCF7
S3I-201,480,480,0.793938159942627,0.46260303258895874,0.010826063342392445,0.15743572413921356,-0.05856877751648426,False,False,A549+MCF7
Maraviroc,480,480,0.7921971678733826,0.552579939365387,0.011130936443805695,0.171060511469841,0.12788582583889366,False,False,A549+MCF7
PJ34,480,480,0.9096761345863342,0.6099226474761963,0.012085214257240295,0.3337851822376251,0.22292343378067017,False,False,A549+MCF7
YM155 (Sepantronium Bromide),221,82,5.439176559448242,4.809384822845459,0.012154294177889824,0.9530619740486145,0.8775189995765686,True,True,A549+MCF7
Altretamine,480,480,0.8286339044570923,0.5790541172027588,0.012865116819739342,0.21290127336978912,0.18462377935647964,False,False,A549+MCF7
Decitabine,480,480,1.2845265865325928,0.7629812359809875,0.01845252327620983,0.5897724509239197,0.4502053141593933,False,False,A549+MCF7
PD173074,480,480,0.7513121962547302,0.5471170544624329,0.019509611651301384,0.1360641598701477,0.14564666152000427,False,False,A549+MCF7
Alendronate sodium trihydrate,480,480,1.3500310182571411,0.9965090751647949,0.020090412348508835,0.6291274070739746,0.6226399064064025,True,True,A549+MCF7
Aurora A Inhibitor I,480,480,0.9825153946876526,0.7353050112724304,0.023037543520331383,0.3674283593893051,0.39216853976249694,False,False,A549+MCF7
S-Ruxolitinib (INCB018424),480,480,1.0789012908935547,0.6280166506767273,0.023137882351875305,0.45985387563705443,0.22717363834381105,False,False,A549+MCF7
NVP-BSK805 2HCl,480,480,0.8618665337562561,0.7056687474250793,0.02415243163704872,0.2862390637397766,0.4003765106201172,False,False,A549+MCF7
CEP-33779,480,480,0.9292923212051392,0.6774415969848633,0.024818183854222298,0.3196678400039673,0.31136112809181216,False,False,A549+MCF7
Streptozotocin (STZ),480,480,0.7605630159378052,0.6677358746528625,0.02582920715212822,0.1337382446974516,0.32460997700691224,False,False,A549+MCF7
Linifanib (ABT-869),480,480,0.9749036431312561,0.9931224584579468,0.027045106515288353,0.3893412470817566,0.6209061145782471,False,False,A549+MCF7
Capecitabine,480,480,0.8342441916465759,0.5318212509155273,0.027304774150252342,0.23250708281993865,0.06741350963711738,False,False,A549+MCF7
Lomustine,480,480,0.8578500151634216,0.5629956126213074,0.027317533269524574,0.24450794458389283,0.18358583580702542,False,False,A549+MCF7
RG108,480,480,0.7204201817512512,0.5894657969474792,0.027910729870200157,0.12703530341386796,0.2161673218011856,False,False,A549+MCF7
SGI-1776 free base,480,480,0.9529132843017578,0.7394864559173584,0.028526222333312035,0.38484947681427,0.3724653571844101,False,False,A549+MCF7
Regorafenib (BAY 73-4506),480,480,1.0243237018585205,0.8766860365867615,0.02971542440354824,0.41678457260131835,0.5424935162067414,False,False,A549+MCF7
Tofacitinib (CP-690550) Citrate,480,480,1.0697109699249268,0.6880340576171875,0.030795682221651077,0.47207693457603456,0.3540432393550873,False,False,A549+MCF7
Thalidomide,480,480,0.9164210557937622,0.5380874276161194,0.0316128209233284,0.3281905114650726,0.12158164009451866,False,False,A549+MCF7
Ellagic acid,480,480,0.6885577440261841,0.5127050280570984,0.032036956399679184,-0.0009627483785152435,-0.03550487011671066,False,False,A549+MCF7
Meprednisone,480,480,0.938647985458374,0.5717616081237793,0.03512788191437721,0.340805721282959,0.18164491504430771,False,False,A549+MCF7
Ki8751,480,480,0.9369381666183472,0.6003333926200867,0.03768380731344223,0.34596818685531616,0.20408328175544738,False,False,A549+MCF7
Tazemetostat (EPZ-6438),480,480,0.9798120260238647,0.6321319937705994,0.03778938576579094,0.3693510413169861,0.28172295689582827,False,False,A549+MCF7
Fulvestrant,480,480,0.8120648860931396,3.2466044425964355,0.038316983729600906,0.18009198121726513,0.95440114736557,False,False,A549+MCF7
Nilotinib (AMN-107),480,480,0.8062450289726257,0.8506797552108765,0.038499779999256134,0.23994652032852173,0.491363525390625,False,False,A549+MCF7
Sirtinol,480,480,0.8234235644340515,0.5097447037696838,0.040013063699007034,0.21255067884922027,0.076128638535738,False,False,A549+MCF7
Tubastatin A HCl,480,480,0.8738008737564087,0.816133439540863,0.04131319373846054,0.2616015672683716,0.46619477272033694,False,False,A549+MCF7
AC480 (BMS-599626),480,480,0.9803189039230347,0.8945097923278809,0.044683635234832764,0.3575377881526947,0.5626957416534424,False,False,A549+MCF7
SRT3025 HCl,480,480,0.7571491003036499,0.6199358105659485,0.04604712501168251,0.144544880092144,0.19242689311504363,False,False,A549+MCF7
ABT-737,480,480,0.8760555982589722,0.755472719669342,0.04760924354195595,0.28001026511192323,0.4161686420440674,False,False,A549+MCF7
SRT1720 HCl,480,480,0.9252141714096069,0.5437785387039185,0.04886356368660927,0.3564716577529907,0.12553271576762198,False,False,A549+MCF7
Ruxolitinib (INCB018424),480,480,0.8359178304672241,0.7267528176307678,0.049572039395570755,0.2177175149321556,0.3856064736843109,False,False,A549+MCF7
Andarine,480,480,0.9396793842315674,0.5492510795593262,0.049818750470876694,0.2926244169473648,0.09260967019945383,False,False,A549+MCF7
Momelotinib (CYT387),480,480,1.4739258289337158,0.8971133232116699,0.0502927340567112,0.7022092342376709,0.5437234818935395,True,True,A549+MCF7
Mercaptopurine (6-MP),480,480,1.071144938468933,0.7800761461257935,0.051266200840473175,0.44057019948959353,0.39601237773895265,False,False,A549+MCF7
"Patupilone (EPO906, Epothilone B)",437,480,2.8928234577178955,1.5101195573806763,0.057309433817863464,0.9141743302345275,0.8243825435638428,True,True,A549+MCF7
AG-490 (Tyrphostin B42),480,480,0.8287348747253418,0.5270736217498779,0.05733203887939453,0.2423011213541031,0.06334153972566128,False,False,A549+MCF7
Iniparib (BSI-201),480,480,0.6711267232894897,0.5205387473106384,0.06068633124232292,0.020907003432512283,0.020126884430646898,False,False,A549+MCF7
Glesatinib?(MGCD265),480,480,0.8656592965126038,0.7201948761940002,0.06194602698087692,0.25419285595417024,0.35649319887161257,False,False,A549+MCF7
Celecoxib,480,480,0.8149276971817017,0.6090242862701416,0.06785907596349716,0.1428106389939785,0.2138195440173149,False,False,A549+MCF7
INO-1001 (3-Aminobenzamide),480,480,1.0060869455337524,0.626271665096283,0.07087907195091248,0.3852222800254822,0.2553978681564331,False,False,A549+MCF7
Epothilone A,345,480,3.9140396118164062,1.4590717554092407,0.07256248593330383,0.9344701647758484,0.8188748836517334,True,True,A549+MCF7
ITSA-1 (ITSA1),480,480,1.023416519165039,0.7146231532096863,0.07475601881742477,0.4189079165458679,0.41104285717010497,False,False,A549+MCF7
Toremifene Citrate,433,480,1.0712432861328125,1.174649715423584,0.07510263472795486,0.41960601806640624,0.7074857950210571,False,False,A549+MCF7
Resveratrol,480,480,0.7581420540809631,0.6183618307113647,0.07520198822021484,0.14824078977108002,0.2781937211751938,False,False,A549+MCF7
Entacapone,480,480,0.794434130191803,0.4876149296760559,0.0757800042629242,0.1640241950750351,0.01750575053592911,False,False,A549+MCF7
Divalproex Sodium,480,480,0.7412060499191284,0.5345288515090942,0.07719483226537704,0.14719449132680892,0.021976432483643293,False,False,A549+MCF7
Ivosidenib (AG-120),480,480,0.7152419090270996,0.63283371925354,0.07821106910705566,0.05611874014139175,0.28862951695919037,False,False,A549+MCF7
"Fluorouracil (5-Fluoracil, 5-FU)",480,480,1.4328211545944214,0.5311105251312256,0.07867953181266785,0.6495890855789185,0.08562259417958558,False,False,A549+MCF7
G007-LK,480,480,0.8514001369476318,0.6296372413635254,0.07891953736543655,0.24374825209379197,0.2747814774513245,False,False,A549+MCF7
SB431542,480,480,0.9239634275436401,1.0144520998001099,0.07971818745136261,0.2825595855712891,0.6281177520751953,False,False,A549+MCF7
JNJ-7706621,476,480,1.4158552885055542,0.8071257472038269,0.08027027547359467,0.6376306056976319,0.42731025218963625,False,False,A549+MCF7
Vandetanib (ZD6474),480,480,0.9595972895622253,1.2020518779754639,0.08055873960256577,0.3707486271858215,0.7079961419105529,False,False,A549+MCF7
Zileuton,480,480,0.7643939852714539,0.5609496235847473,0.08155990391969681,0.17008495330810547,0.11406515166163445,False,False,A549+MCF7
BMS-536924,480,480,1.3000702857971191,0.8517516255378723,0.08552789688110352,0.5766268372535706,0.4941646337509155,False,False,A549+MCF7
UNC0631,480,480,1.2506955862045288,0.8635997772216797,0.08758869022130966,0.5790400505065918,0.5180278718471527,True,True,A549+MCF7
Cimetidine,480,480,0.9787811636924744,0.6899476647377014,0.08905703574419022,0.3939584195613861,0.336166524887085,False,False,A549+MCF7
EED226,480,480,0.7474206686019897,0.6092157363891602,0.08909377455711365,0.10730243399739266,0.2737420260906219,False,False,A549+MCF7
Aminoglutethimide,480,480,0.8496909737586975,0.5480794310569763,0.09167955815792084,0.2808345973491669,0.15066915452480317,False,False,A549+MCF7
Avagacestat (BMS-708163),480,480,0.729644775390625,0.8971856832504272,0.09328370541334152,0.07552294060587883,0.5660054683685303,False,False,A549+MCF7
Cediranib (AZD2171),480,480,1.0806759595870972,0.9626637697219849,0.09484465420246124,0.4628585696220398,0.5819146752357482,False,False,A549+MCF7
Azacitidine,480,480,1.3523008823394775,0.7308335304260254,0.09513940662145615,0.6156258702278137,0.38910275101661684,False,False,A549+MCF7
XAV-939,480,480,1.193991780281067,0.7080388069152832,0.09518849849700928,0.543166434764862,0.3529005467891693,False,False,A549+MCF7
BMS-911543,480,480,0.7737191319465637,0.5601610541343689,0.09563972800970078,0.2023923873901367,0.16330402642488479,False,False,A549+MCF7
JNJ-26854165 (Serdemetan),480,480,1.0625420808792114,0.726611316204071,0.09626347571611404,0.4585765480995178,0.39432709813117983,False,False,A549+MCF7
Ofloxacin,480,480,1.0834875106811523,0.7307341694831848,0.10039976239204407,0.4208724021911621,0.35078303813934325,False,False,A549+MCF7
(+)-JQ1,480,480,2.5340707302093506,3.442594528198242,0.10284168273210526,0.8888240694999695,0.9635798573493958,True,True,A549+MCF7
Enzastaurin (LY317615),480,480,0.9687585234642029,0.6461038589477539,0.10333441942930222,0.3420031189918518,0.3060742437839508,False,False,A549+MCF7
Bosutinib (SKI-606),480,480,1.2697511911392212,1.1433595418930054,0.10525096952915192,0.5859246015548706,0.6530598521232605,True,True,A549+MCF7
SRT2104 (GSK2245840),480,480,1.0035123825073242,0.770028829574585,0.1052628830075264,0.4218596041202545,0.4138263285160065,False,False,A549+MCF7
Lapatinib (GW-572016) Ditosylate,480,480,1.2388584613800049,0.9037511348724365,0.10823740810155869,0.5464167714118957,0.49979293942451475,False,False,A549+MCF7
Crizotinib (PF-02341066),478,480,1.294177532196045,0.7208386659622192,0.10854250192642212,0.5671304523944855,0.3934778034687042,False,False,A549+MCF7
Obatoclax Mesylate (GX15-070),480,480,1.012320637702942,1.232635736465454,0.1101982593536377,0.40065949559211733,0.744762909412384,False,False,A549+MCF7
Sorafenib Tosylate,480,480,1.1561436653137207,0.9255920052528381,0.11028590053319931,0.48131300806999205,0.5527206420898437,False,False,A549+MCF7
Thiotepa,480,480,1.044079303741455,0.5527263283729553,0.1115269586443901,0.40258381366729734,0.10825202390551567,False,False,A549+MCF7
PFI-1 (PF-6405761),480,480,1.1551976203918457,1.8677364587783813,0.11197404563426971,0.5180257141590119,0.8861785292625427,True,True,A549+MCF7
Tranylcypromine (2-PCPA) HCl,480,480,0.7417365908622742,0.6644462943077087,0.11272897571325302,0.1270395338535309,0.2557045012712479,False,False,A549+MCF7
Amisulpride,480,480,0.6958229541778564,0.5672034621238708,0.11321233958005905,0.01710034245625138,0.1429867424070835,False,False,A549+MCF7
Valproic acid sodium salt (Sodium valproate),480,480,0.8896304368972778,0.5274379253387451,0.11463630944490433,0.30703690052032473,0.06018033698201179,False,False,A549+MCF7
Trametinib (GSK1120212),480,480,4.344142436981201,2.2255337238311768,0.11709574609994888,0.9529550909996033,0.9142767667770386,True,True,A549+MCF7
Tie2 kinase inhibitor,480,480,0.9145786762237549,0.7240344882011414,0.11868197470903397,0.3089121878147125,0.3888008177280426,False,False,A549+MCF7
TGX-221,480,480,0.7876701354980469,0.6933414936065674,0.11893187463283539,0.1313164487481117,0.31522718667984007,False,False,A549+MCF7
AZ 960,480,480,1.438547134399414,0.7961328625679016,0.1222066730260849,0.6552544116973877,0.48668835759162904,False,False,A549+MCF7
Flavopiridol HCl,480,310,1.9387770891189575,3.3373687267303467,0.1225784569978714,0.80914466381073,0.942807412147522,True,True,A549+MCF7
Prednisone,480,480,0.7629138827323914,0.6705867648124695,0.12261015176773071,0.13586942702531815,0.3507871627807617,False,False,A549+MCF7
Rigosertib (ON-01910),394,480,1.915067434310913,1.3855650424957275,0.12269513309001923,0.7430434465408325,0.7664929866790772,True,True,A549+MCF7
Triamcinolone Acetonide,480,480,4.120830535888672,1.63657546043396,0.12369897961616516,0.9564338326454163,0.8306744694709778,True,True,A549+MCF7
Motesanib Diphosphate (AMG-706),480,480,0.9648271203041077,0.6532906293869019,0.12400178611278534,0.3580560624599457,0.2565316677093506,False,False,A549+MCF7
PF-3845,480,480,0.840208113193512,0.6077980399131775,0.12507478892803192,0.1641000084578991,0.21663379073143005,False,False,A549+MCF7
Bisindolylmaleimide IX (Ro 31-8220 Mesylate),384,403,1.1510347127914429,1.2357964515686035,0.1256425529718399,0.462659615278244,0.6683963537216187,False,False,A549+MCF7
Alvespimycin (17-DMAG) HCl,423,386,2.942953586578369,2.154212713241577,0.12634961307048798,0.8967240214347839,0.881970489025116,True,True,A549+MCF7
Tanespimycin (17-AAG),463,480,2.3680803775787354,2.3480968475341797,0.13053642213344574,0.8514169692993164,0.9102001309394836,True,True,A549+MCF7
Pelitinib (EKB-569),480,480,1.3740001916885376,1.1609622240066528,0.13194821774959564,0.6389995574951172,0.7025298476219177,True,True,A549+MCF7
Lenalidomide (CC-5013),480,480,0.7555060386657715,0.538122296333313,0.13201068341732025,0.12876451015472412,0.12118268609046937,False,False,A549+MCF7
Disulfiram,480,480,0.820393443107605,0.625078022480011,0.13811932504177094,0.1975409746170044,0.2439940392971039,False,False,A549+MCF7
"Luminespib (AUY-922, NVP-AUY922)",480,480,1.3977235555648804,2.5233614444732666,0.13980409502983093,0.6307949423789978,0.9291770815849304,True,True,A549+MCF7
"Roscovitine (Seliciclib,CYC202)",480,480,0.9499006271362305,0.7548930048942566,0.13984644412994385,0.3826362669467926,0.4435194730758667,False,False,A549+MCF7
TG101209,480,480,1.2442870140075684,1.6566513776779175,0.14030273258686066,0.5663489580154419,0.8363646030426025,True,True,A549+MCF7
"Cerdulatinib (PRT062070, PRT2070)",480,480,1.349849820137024,0.6872157454490662,0.14245638251304626,0.6468176245689392,0.38717893958091737,False,False,A549+MCF7
Dasatinib,480,480,1.6249314546585083,1.7988985776901245,0.14880573749542236,0.7076710939407349,0.8616959095001221,True,True,A549+MCF7
ENMD-2076 L-(+)-Tartaric acid,480,480,1.8692625761032104,1.2008558511734009,0.15123218297958374,0.7763736844062805,0.7102151393890381,True,True,A549+MCF7
"Temsirolimus (CCI-779, NSC 683864)",480,480,1.729645848274231,1.3947839736938477,0.15305761992931366,0.711510705947876,0.7600319981575012,True,True,A549+MCF7
Roxadustat (FG-4592),480,480,0.8465362787246704,0.640971302986145,0.15493732690811157,0.23053110241889954,0.2720827698707581,False,False,A549+MCF7
Nintedanib (BIBF 1120),480,480,1.0368419885635376,1.0546549558639526,0.15951478481292725,0.42229137420654295,0.6762146592140198,False,False,A549+MCF7
SL-327,480,480,1.4144097566604614,1.060031771659851,0.16035096347332,0.6345738053321839,0.6321358203887939,True,True,A549+MCF7
Tacedinaline (CI994),480,480,1.302019476890564,1.251097559928894,0.1606687754392624,0.6084110498428345,0.7265275835990905,True,True,A549+MCF7
PCI-34051,480,480,1.2140557765960693,0.7445881962776184,0.16262847185134888,0.5485812902450562,0.4386094868183136,False,False,A549+MCF7
CYC116,480,480,1.4623929262161255,1.0583946704864502,0.17060059309005737,0.6616915583610534,0.6742966175079346,True,True,A549+MCF7
ZM 447439,480,480,1.4954643249511719,0.8274885416030884,0.17166294157505035,0.6882893562316894,0.5042127966880798,True,True,A549+MCF7
"Fedratinib (SAR302503, TG101348)",476,480,1.2977102994918823,1.6082594394683838,0.17268800735473633,0.6252493143081665,0.834666085243225,True,True,A549+MCF7
BMS-754807,480,480,1.5368152856826782,1.215694546699524,0.18346485495567322,0.6767746567726135,0.7190733671188354,True,True,A549+MCF7
Tucidinostat (Chidamide),480,480,1.035693645477295,1.1259191036224365,0.19036860764026642,0.414844685792923,0.6721206665039062,False,False,A549+MCF7
Mocetinostat (MGCD0103),480,480,2.491219997406006,2.851635694503784,0.1985381543636322,0.8588431000709533,0.9299304485321045,True,True,A549+MCF7
ENMD-2076,480,480,1.5995796918869019,1.163711667060852,0.2036871612071991,0.697540009021759,0.7124212741851806,True,True,A549+MCF7
AT9283,445,480,2.4082348346710205,0.9243469834327698,0.20603595674037933,0.8633650660514831,0.568339055776596,True,True,A549+MCF7
Carmofur,480,480,1.4987668991088867,0.7264381647109985,0.2078244686126709,0.6955592513084412,0.4249212801456451,False,False,A549+MCF7
FLLL32,480,480,0.7258769869804382,1.378402590751648,0.21194672584533691,0.0939493827521801,0.7639810562133789,False,False,A549+MCF7
UNC0379,480,480,2.071593761444092,1.1063417196273804,0.22028137743473053,0.8343823671340942,0.6683817982673645,True,True,A549+MCF7
KW-2449,479,480,1.7292619943618774,0.830044150352478,0.23828552663326263,0.762892997264862,0.49553787112236025,False,False,A549+MCF7
Entinostat (MS-275),480,480,2.0327162742614746,2.1048107147216797,0.24300311505794525,0.8067126512527466,0.8930858016014099,True,True,A549+MCF7
Danusertib (PHA-739358),476,480,1.7633274793624878,1.1337984800338745,0.24972210824489594,0.7609608769416809,0.7054591655731202,True,True,A549+MCF7
TAK-901,480,480,2.3362553119659424,1.7005126476287842,0.25008365511894226,0.8570803999900818,0.8192099690437317,True,True,A549+MCF7
Cyclocytidine HCl,480,480,2.1135056018829346,0.6818467974662781,0.2513604760169983,0.823422086238861,0.39376348853111265,False,False,A549+MCF7
AZD1480,480,480,1.4721453189849854,0.9720752835273743,0.2572680115699768,0.6845252633094787,0.5472753584384918,True,True,A549+MCF7
Pirarubicin,480,480,1.8065214157104492,0.9320484399795532,0.26693248748779297,0.7581761479377747,0.5777384757995605,True,True,A549+MCF7
Hesperadin,476,480,2.230616569519043,1.73500394821167,0.27038633823394775,0.8603965640068054,0.8441884398460389,True,True,A549+MCF7
"Tozasertib (VX-680, MK-0457)",462,480,1.9069185256958008,0.9527974724769592,0.28081396222114563,0.7985801815986633,0.5797309517860413,True,True,A549+MCF7
PHA-680632,480,480,1.459402322769165,1.0193836688995361,0.28083544969558716,0.6587064146995545,0.617135202884674,True,True,A549+MCF7
MK-5108 (VX-689),480,480,1.6174365282058716,0.765608549118042,0.28230759501457214,0.74860600233078,0.4456135153770447,False,False,A549+MCF7
CUDC-101,480,480,1.847092866897583,1.1956305503845215,0.295166552066803,0.7937280297279358,0.6999743938446045,True,True,A549+MCF7
Belinostat (PXD101),466,480,3.3579254150390625,3.0521397590637207,0.31565263867378235,0.9196054577827454,0.9445055842399597,True,True,A549+MCF7
M344,480,480,2.834937810897827,1.957822322845459,0.32016509771347046,0.899487566947937,0.8588733673095703,True,True,A549+MCF7
Barasertib (AZD1152-HQPA),475,480,2.583326578140259,0.9661076664924622,0.33287543058395386,0.8775833964347839,0.6075543284416198,True,True,A549+MCF7
GSK1070916,480,480,2.7186925411224365,1.1718828678131104,0.33416467905044556,0.9089707374572754,0.7270244240760804,True,True,A549+MCF7
Resminostat,480,480,2.3838343620300293,1.7395492792129517,0.3373744487762451,0.8553462266921997,0.8481576800346374,True,True,A549+MCF7
CUDC-907,430,480,5.20922327041626,4.412402629852295,0.3379167318344116,0.9653096079826355,0.9667716503143311,True,True,A549+MCF7
MLN8054,469,480,2.2621877193450928,1.06711745262146,0.3417552709579468,0.8547059178352356,0.6750051856040955,True,True,A549+MCF7
SNS-314,480,480,2.5168325901031494,1.1269749402999878,0.3469347059726715,0.8783696293830872,0.7056907296180726,True,True,A549+MCF7
Abexinostat (PCI-24781),480,480,5.044774055480957,4.484719276428223,0.3469832241535187,0.9649255275726318,0.9722299933433532,True,True,A549+MCF7
Pracinostat (SB939),480,480,4.4589056968688965,3.9924137592315674,0.37479665875434875,0.9573850393295288,0.9606735348701477,True,True,A549+MCF7
AMG-900,480,480,2.8294894695281982,1.0469684600830078,0.37792402505874634,0.9065433263778686,0.6734260320663452,True,True,A549+MCF7
AR-42,480,480,4.877026557922363,3.8187546730041504,0.38042810559272766,0.9637021899223328,0.9631173253059387,True,True,A549+MCF7
Raltitrexed,480,480,2.82307767868042,1.729854702949524,0.3911305069923401,0.8947332978248597,0.8639200091361999,True,True,A549+MCF7
Alisertib (MLN8237),445,480,2.5404279232025146,1.0731854438781738,0.40387582778930664,0.8705928206443787,0.6762181282043457,True,True,A549+MCF7
Dacinostat (LAQ824),463,480,7.410774230957031,6.951588153839111,0.405804842710495,0.9846012711524963,0.9873422622680664,True,True,A549+MCF7
Givinostat (ITF2357),480,480,4.010783672332764,3.176067352294922,0.4193837344646454,0.9447972536087036,0.9503473162651062,True,True,A549+MCF7
Panobinostat (LBH589),473,480,8.823115348815918,8.517428398132324,0.45915085077285767,0.9881668210029602,0.9909706950187683,True,True,A549+MCF7
Quisinostat (JNJ-26481585) 2HCl,457,480,10.11129379272461,9.742202758789062,0.4668087959289551,0.9916547298431396,0.9930693626403808,True,True,A549+MCF7
Trichostatin A (TSA),480,480,2.999145984649658,3.368346929550171,0.5328618288040161,0.9099850177764892,0.9500291228294373,True,True,A549+MCF7
Ki16425,480,480,0.958134114742279,0.5233278870582581,-0.07496451586484909,0.07990617211908102,0.08974268436431884,False,False,K562+MCF7
GSK J1,480,480,0.8908946514129639,0.524062991142273,-0.05027404800057411,-0.013664007745683193,0.029715272784233093,False,False,K562+MCF7
Tranylcypromine (2-PCPA) HCl,480,480,1.378363847732544,0.6644462943077087,-0.049645815044641495,0.4475174307823181,0.3322127640247345,False,False,K562+MCF7
2-Methoxyestradiol (2-MeOE2),443,480,1.3333442211151123,0.9671352505683899,-0.04569844529032707,0.4000040769577026,0.596457040309906,False,False,K562+MCF7
Altretamine,480,480,0.988086998462677,0.5790541172027588,-0.04560716822743416,0.11012368127703667,0.16748040914535522,False,False,K562+MCF7
Costunolide,480,480,0.9990795254707336,0.5643746852874756,-0.04519059136509895,0.17785657048225403,0.15279219895601273,False,False,K562+MCF7
Daphnetin,480,480,0.9860190749168396,0.5588551759719849,-0.04345964640378952,0.13298382498323918,0.07591361105442047,False,False,K562+MCF7
Droxinostat,480,480,1.17340087890625,0.565775990486145,-0.04191155359148979,0.2481577843427658,0.21408080756664277,False,False,K562+MCF7
Toremifene Citrate,480,480,1.0992145538330078,1.174649715423584,-0.03589443489909172,0.24450197517871858,0.7058694124221802,False,False,K562+MCF7
INO-1001 (3-Aminobenzamide),480,480,1.01939857006073,0.626271665096283,-0.032960616052150726,0.1605063259601593,0.2504321843385696,False,False,K562+MCF7
Filgotinib (GLPG0634),480,480,1.033642292022705,0.5545489192008972,-0.029596582055091858,0.17477650791406632,0.11306558549404144,False,False,K562+MCF7
Anacardic Acid,480,480,0.9348704814910889,0.6674638986587524,-0.029105152934789658,0.07057652436196804,0.278982600569725,False,False,K562+MCF7
Clevudine,480,480,0.9883911609649658,0.5879662036895752,-0.027860164642333984,0.1389569729566574,0.2548489153385162,False,False,K562+MCF7
AG-490 (Tyrphostin B42),480,480,1.2055854797363281,0.5270736217498779,-0.02696092240512371,0.36891948580741885,0.09942092001438141,False,False,K562+MCF7
Tofacitinib (CP-690550) Citrate,480,480,0.975385844707489,0.6880340576171875,-0.026326412335038185,0.14400021135807037,0.3311476409435272,False,False,K562+MCF7
SL-327,480,480,1.3122981786727905,1.060031771659851,-0.025144079700112343,0.42094054222106936,0.6591208219528198,False,False,K562+MCF7
Celecoxib,480,480,1.0273144245147705,0.6090242862701416,-0.02499314583837986,0.16628775149583816,0.26926648020744326,False,False,K562+MCF7
Ofloxacin,480,480,1.0355433225631714,0.7307341694831848,-0.023465540260076523,0.22651808857917785,0.34863620102405546,False,False,K562+MCF7
