drug,n_a,n_b,eff_a,eff_b,cross_cos,rel_a,rel_b,reliable,clears_gate,pair
AT9283,447,445,2.2279481887817383,2.4082348346710205,0.09780645370483398,0.7314863681793213,0.882945454120636,True,True,K562+A549
Cediranib (AZD2171),480,480,1.4388437271118164,1.0806759595870972,0.10153121501207352,0.4552045464515686,0.4694511592388153,False,False,K562+A549
Triamcinolone Acetonide,480,480,1.7008280754089355,4.120830535888672,0.10591837018728256,0.6005854368209839,0.9559999942779541,True,True,K562+A549
Resminostat,480,480,2.196307897567749,2.3838343620300293,0.11469234526157379,0.7398981809616089,0.8628859758377075,True,True,K562+A549
Alisertib (MLN8237),480,445,2.067350387573242,2.5404279232025146,0.11655243486166,0.7009905219078064,0.8746435523033143,True,True,K562+A549
Crizotinib (PF-02341066),474,478,2.2138710021972656,1.294177532196045,0.118545763194561,0.7393267273902893,0.6034857988357544,True,True,K562+A549
ENMD-2076 L-(+)-Tartaric acid,480,480,1.522851586341858,1.8692625761032104,0.1197715774178505,0.5138647794723511,0.7773436546325684,True,True,K562+A549
Belinostat (PXD101),449,466,2.9360909461975098,3.3579254150390625,0.1211908683180809,0.8378765940666199,0.9245359778404236,True,True,K562+A549
Azacitidine,480,480,2.6135826110839844,1.3523008823394775,0.12135722488164902,0.816296374797821,0.6557997584342956,True,True,K562+A549
TAK-901,462,480,2.4746015071868896,2.3362553119659424,0.12174168974161148,0.781158983707428,0.8529199361801147,True,True,K562+A549
Mocetinostat (MGCD0103),446,480,3.350344181060791,2.491219997406006,0.12735527753829956,0.869223690032959,0.870732045173645,True,True,K562+A549
AR-42,464,480,3.852529764175415,4.877026557922363,0.132478728890419,0.9123537302017212,0.9627342939376831,True,True,K562+A549
SB431542,480,480,1.0157543420791626,0.9239634275436401,0.1359117031097412,0.1328282468020916,0.3346445202827454,False,False,K562+A549
CYC116,480,480,1.0847437381744385,1.4623929262161255,0.1366664469242096,0.2268555223941803,0.6657904744148254,False,False,K562+A549
Raltitrexed,480,480,2.6139838695526123,2.82307767868042,0.1389850527048111,0.8060920476913452,0.8987013220787048,True,True,K562+A549
Pracinostat (SB939),456,480,3.9827558994293213,4.4589056968688965,0.14358064532279968,0.9089749336242676,0.9528378844261169,True,True,K562+A549
CUDC-101,454,480,2.165018081665039,1.847092866897583,0.14390896260738373,0.7068327903747559,0.779485285282135,True,True,K562+A549
Nintedanib (BIBF 1120),457,480,2.172159194946289,1.0368419885635376,0.14496389031410217,0.7222562909126282,0.4029378056526184,False,False,K562+A549
GSK1070916,480,480,1.7546095848083496,2.7186925411224365,0.14572729170322418,0.6173308730125427,0.9051993370056153,True,True,K562+A549
ENMD-2076,480,480,1.4984748363494873,1.5995796918869019,0.14797033369541168,0.5001058101654052,0.7026771426200866,True,True,K562+A549
Givinostat (ITF2357),463,480,3.1791038513183594,4.010783672332764,0.1499713808298111,0.8578520655632019,0.9504381418228149,True,True,K562+A549
Trichostatin A (TSA),456,480,1.7629995346069336,2.999145984649658,0.15027952194213867,0.5946191549301147,0.904285728931427,True,True,K562+A549
CUDC-907,400,430,5.357332229614258,5.20922327041626,0.1537817120552063,0.9435574054718018,0.9634374737739563,True,True,K562+A549
Hesperadin,480,476,2.399604082107544,2.230616569519043,0.1647544652223587,0.7957605600357056,0.8503720760345459,True,True,K562+A549
SNS-314,480,480,1.8879197835922241,2.5168325901031494,0.16521337628364563,0.6601584196090698,0.8784698605537414,True,True,K562+A549
Abexinostat (PCI-24781),456,480,4.327332496643066,5.044774055480957,0.17355358600616455,0.9262177348136902,0.9639251589775085,True,True,K562+A549
Cyclocytidine HCl,480,480,2.577430248260498,2.1135056018829346,0.17386731505393982,0.8106385469436646,0.8172074913978576,True,True,K562+A549
Dacinostat (LAQ824),450,463,6.784978866577148,7.410774230957031,0.17515020072460175,0.9703436613082885,0.9812823057174682,True,True,K562+A549
M344,440,480,2.8733386993408203,2.834937810897827,0.18007978796958923,0.8087010383605957,0.9001636624336242,True,True,K562+A549
Barasertib (AZD1152-HQPA),480,475,2.2835123538970947,2.583326578140259,0.18423804640769958,0.7627413868904114,0.891401469707489,True,True,K562+A549
Entinostat (MS-275),480,480,3.104401111602783,2.0327162742614746,0.18777458369731903,0.8416675329208374,0.7888820052146912,True,True,K562+A549
Panobinostat (LBH589),395,473,6.867352485656738,8.823115348815918,0.18845123052597046,0.9656150937080383,0.9885777354240417,True,True,K562+A549
AMG-900,480,480,2.1656064987182617,2.8294894695281982,0.20071515440940857,0.7444444537162781,0.9104051470756531,True,True,K562+A549
Quisinostat (JNJ-26481585) 2HCl,436,457,7.81016206741333,10.11129379272461,0.20513175427913666,0.9782033443450928,0.9914502620697021,True,True,K562+A549
Clevudine,480,480,0.7657020092010498,0.5879662036895752,-0.12086402624845505,0.1777975767850876,0.24127468168735505,False,False,A549+MCF7
"Rucaparib (AG-014699,PF-01367338) phosphate",473,480,0.9879685640335083,0.6729020476341248,-0.08826901018619537,0.3907625377178192,0.2751897305250168,False,False,A549+MCF7
WP1066,480,480,0.9041250348091125,0.5886565446853638,-0.06743105500936508,0.29751830697059634,0.15684184208512306,False,False,A549+MCF7
2-Methoxyestradiol (2-MeOE2),480,480,1.0894910097122192,0.9671352505683899,-0.06466229259967804,0.49329794049263,0.6069189071655273,False,False,A549+MCF7
Costunolide,480,480,0.7858462929725647,0.5643746852874756,-0.06108687445521355,0.15065032243728638,0.17879764586687089,False,False,A549+MCF7
"Baricitinib (LY3009104, INCB028050)",480,480,0.9597743153572083,0.6242465972900391,-0.05893530696630478,0.3739762485027313,0.2409290224313736,False,False,A549+MCF7
AICAR (Acadesine),480,480,0.7961195111274719,0.5204827785491943,-0.04672175645828247,0.21066656559705735,-0.0005565233528614044,False,False,A549+MCF7
Curcumin,480,480,0.7901268005371094,0.5415128469467163,-0.04500262811779976,0.18548065423965454,0.13821331560611724,False,False,A549+MCF7
BRD4770,480,480,0.7503954172134399,0.510055661201477,-0.04311351478099823,0.13459183573722838,0.04967445582151413,False,False,A549+MCF7
TMP195,480,480,0.7799137234687805,0.4747306704521179,-0.042938414961099625,0.18181049674749375,-0.02325785458087921,False,False,A549+MCF7
