fpr,tpr
0.39,0.6212962962962963
0.39,0.6214120370370371
0.39,0.6216435185185185
0.39,0.6224537037037037
0.39,0.6229166666666667
0.39,0.625
0.395,0.625
0.3954166666666667,0.625
0.39645833333333336,0.625
0.396875,0.625
0.3975,0.625
0.3975,0.6296296296296297
0.3975,0.6298611111111111
0.3975,0.633912037037037
0.3975,0.6341435185185185
0.3975,0.6358796296296296
0.3975,0.6361111111111111
0.3975,0.6364583333333333
0.3975,0.6369212962962963
0.3975,0.6424768518518519
0.3975,0.6427083333333333
0.3975,0.6444444444444445
0.3975,0.6446759259259259
0.3975,0.6462962962962963
0.3975,0.6465277777777778
0.3975,0.6474537037037037
0.3975,0.6476851851851851
0.3975,0.6489583333333333
0.3975,0.6491898148148149
0.3975,0.65
0.421875,0.65
0.4222916666666667,0.65
0.4270833333333333,0.65
0.4275,0.65
0.4425,0.65
0.4425,0.6587962962962963
0.4425,0.6590277777777778
0.4425,0.6594907407407408
0.4425,0.6597222222222222
0.4425,0.6598379629629629
0.4425,0.6600694444444445
0.4425,0.6609953703703704
0.4425,0.6612268518518518
0.4425,0.6625
0.45,0.6625
0.45,0.665162037037037
0.45,0.6653935185185185
0.45,0.6655092592592593
0.45,0.6657407407407407
0.45,0.6680555555555555
0.45,0.6682870370370371
0.45,0.6694444444444444
0.45,0.669675925925926
0.45,0.6710648148148148
0.45,0.6712962962962963
0.45,0.6717592592592593
0.45,0.6719907407407407
0.45,0.6725694444444444
0.45,0.6728009259259259
0.45,0.6766203703703704
0.45,0.6768518518518518
0.45,0.6805555555555556
0.45,0.6810185185185185
0.45,0.6825231481481482
0.45,0.6827546296296296
0.45,0.6840277777777778
0.45,0.6842592592592592
0.45,0.6865740740740741
0.45,0.6868055555555556
0.45,0.6884259259259259
0.45,0.6886574074074074
0.45,0.6903935185185185
0.45,0.690625
0.45,0.6943287037037037
0.45,0.6945601851851851
0.45,0.6967592592592593
0.45,0.6969907407407407
0.45,0.6974537037037037
0.45,0.6976851851851852
0.45,0.7037037037037037
0.45,0.7039351851851852
0.45,0.7075231481481481
0.45,0.7079861111111111
0.45,0.7083333333333334
0.45,0.7085648148148148
0.45,0.7090277777777778
0.45,0.7092592592592593
0.45,0.7109953703703704
0.45,0.7112268518518519
0.45,0.7114583333333333
0.45,0.7116898148148149
0.45,0.7125
0.45,0.7127314814814815
0.45,0.7155092592592592
0.45,0.7157407407407408
0.45,0.7159722222222222
0.45,0.7162037037037037
0.45,0.7179398148148148
0.45,0.7181712962962963
0.45,0.7211805555555556
0.45,0.721412037037037
0.45,0.7217592592592592
0.45,0.7219907407407408
0.45,0.7224537037037037
0.45,0.7226851851851852
0.45,0.7231481481481481
0.45,0.7233796296296297
0.45,0.7236111111111111
0.45,0.7239583333333334
0.45,0.725
0.465,0.725
0.465,0.7256944444444444
0.465,0.725925925925926
0.465,0.7359953703703703
0.465,0.7362268518518519
0.465,0.7444444444444445
0.465,0.7446759259259259
0.465,0.7460648148148148
0.465,0.7462962962962963
0.465,0.75
0.48,0.75
0.48,0.7609953703703703
0.48,0.7612268518518519
0.48,0.7613425925925926
0.48,0.7615740740740741
0.48,0.7697916666666667
0.48,0.7700231481481481
0.48,0.7710648148148148
0.48,0.7712962962962963
0.48,0.7864583333333334
0.48,0.7866898148148148
0.48,0.7880787037037037
0.48,0.7883101851851851
0.48,0.7974537037037037
0.48,0.7976851851851852
0.48,0.8
0.4995833333333333,0.8
0.5,0.8
0.5070833333333333,0.8
0.5075,0.8
0.525,0.8
0.525,0.809837962962963
0.525,0.8100694444444444
0.525,0.8210648148148149
0.525,0.8212962962962963
0.525,0.825
0.54,0.825
0.54,0.8336805555555555
0.54,0.8339120370370371
0.54,0.8362268518518519
0.54,0.8364583333333333
0.54,0.8439814814814814
0.54,0.844212962962963
0.54,0.8461805555555556
0.54,0.846412037037037
0.54,0.8474537037037037
0.54,0.8476851851851852
0.54,0.8489583333333334
0.54,0.8491898148148148
0.54,0.8586805555555556
0.54,0.858912037037037
0.54,0.8597222222222223
0.54,0.8599537037037037
0.54,0.861574074074074
0.54,0.8618055555555556
0.54,0.8680555555555556
0.54,0.868287037037037
0.54,0.8711805555555555
0.54,0.8714120370370371
0.54,0.8724537037037037
0.54,0.8726851851851852
0.54,0.875
0.555,0.875
0.555,0.8774305555555556
