seed,n_per_source,acc_kmeans_k2,acc_gmm_k2,acc_leiden,acc_hdbscan,best_unsup,ceiling_infold,ceiling_infold_auc,ceiling_matched,ceiling_matched_auc,sup_linear,sup_forest,sup_knn,gap_infold,gap_matched,arm,unit,patient,compartment,drug_a,drug_b
0,88,0.6477272727272727,0.6420454545454546,0.7045454545454546,0.5,0.7045454545454546,0.8181818181818182,0.9309142561983471,0.8522727272727273,0.9308496900826447,0.8181818181818182,0.8522727272727273,0.6022727272727273,0.11363636363636365,0.1477272727272727,constructed_drug,"K562 Belinostat (PXD101) vs Fedratinib (SAR302503, TG101348)",-,K562,Belinostat (PXD101),"Fedratinib (SAR302503, TG101348)"
1,88,0.6534090909090909,0.6079545454545454,0.7045454545454546,0.5,0.7045454545454546,0.8352272727272727,0.912448347107438,0.8409090909090909,0.9094783057851239,0.8125,0.8409090909090909,0.6647727272727273,0.13068181818181812,0.13636363636363635,constructed_drug,"K562 Belinostat (PXD101) vs Fedratinib (SAR302503, TG101348)",-,K562,Belinostat (PXD101),"Fedratinib (SAR302503, TG101348)"
2,88,0.6420454545454546,0.6590909090909091,0.7159090909090909,0.5,0.7159090909090909,0.8693181818181818,0.9270402892561983,0.8465909090909091,0.9203254132231404,0.8238636363636364,0.8465909090909091,0.6931818181818182,0.15340909090909083,0.13068181818181812,constructed_drug,"K562 Belinostat (PXD101) vs Fedratinib (SAR302503, TG101348)",-,K562,Belinostat (PXD101),"Fedratinib (SAR302503, TG101348)"
3,88,0.6420454545454546,0.6420454545454546,0.7386363636363636,0.5,0.7386363636363636,0.8465909090909091,0.9147727272727273,0.8295454545454546,0.9047004132231404,0.8295454545454546,0.8068181818181818,0.6477272727272727,0.10795454545454541,0.09090909090909094,constructed_drug,"K562 Belinostat (PXD101) vs Fedratinib (SAR302503, TG101348)",-,K562,Belinostat (PXD101),"Fedratinib (SAR302503, TG101348)"
4,88,0.6534090909090909,0.6363636363636364,0.7159090909090909,0.5,0.7159090909090909,0.8352272727272727,0.9296229338842975,0.8409090909090909,0.9094137396694214,0.8068181818181818,0.8409090909090909,0.6761363636363636,0.11931818181818177,0.125,constructed_drug,"K562 Belinostat (PXD101) vs Fedratinib (SAR302503, TG101348)",-,K562,Belinostat (PXD101),"Fedratinib (SAR302503, TG101348)"
0,57,0.7192982456140351,0.7192982456140351,0.7719298245614035,0.5,0.7719298245614035,0.8771929824561403,0.9599876885195444,0.8596491228070176,0.9273622653124038,0.8596491228070176,0.8508771929824561,0.7105263157894737,0.10526315789473684,0.08771929824561409,constructed_drug,K562 CUDC-907 vs AT9283,-,K562,CUDC-907,AT9283
1,57,0.7192982456140351,0.7631578947368421,0.7456140350877193,0.5,0.7631578947368421,0.868421052631579,0.9476762080640196,0.8771929824561403,0.925207756232687,0.8596491228070176,0.8771929824561403,0.7280701754385965,0.10526315789473684,0.11403508771929816,constructed_drug,K562 CUDC-907 vs AT9283,-,K562,CUDC-907,AT9283
2,57,0.7368421052631579,0.7631578947368421,0.7719298245614035,0.5,0.7719298245614035,0.8771929824561403,0.9584487534626038,0.8596491228070176,0.9270544783010157,0.8596491228070176,0.8070175438596491,0.7631578947368421,0.10526315789473684,0.08771929824561409,constructed_drug,K562 CUDC-907 vs AT9283,-,K562,CUDC-907,AT9283
3,57,0.7719298245614035,0.7719298245614035,0.7807017543859649,0.5,0.7807017543859649,0.8596491228070176,0.9344413665743305,0.8508771929824561,0.9212065250846415,0.8421052631578947,0.8508771929824561,0.5964912280701754,0.07894736842105265,0.07017543859649122,constructed_drug,K562 CUDC-907 vs AT9283,-,K562,CUDC-907,AT9283
4,57,0.7631578947368421,0.7280701754385965,0.7543859649122807,0.5,0.7631578947368421,0.8596491228070176,0.9553708833487227,0.8859649122807017,0.9336718990458603,0.8596491228070176,0.8859649122807017,0.6578947368421053,0.0964912280701754,0.12280701754385959,constructed_drug,K562 CUDC-907 vs AT9283,-,K562,CUDC-907,AT9283
0,57,0.7807017543859649,0.5526315789473685,0.7894736842105263,0.5,0.7894736842105263,0.8157894736842105,0.8673437980917205,0.7631578947368421,0.8354878424130502,0.7631578947368421,0.7631578947368421,0.5087719298245614,0.02631578947368418,-0.02631578947368418,constructed_drug,K562 CUDC-907 vs S-Ruxolitinib (INCB018424),-,K562,CUDC-907,S-Ruxolitinib (INCB018424)
1,57,0.7807017543859649,0.7807017543859649,0.7719298245614035,0.5,0.7807017543859649,0.8157894736842105,0.8775007694675285,0.8245614035087719,0.8287165281625115,0.6754385964912281,0.8245614035087719,0.5,0.03508771929824561,0.04385964912280704,constructed_drug,K562 CUDC-907 vs S-Ruxolitinib (INCB018424),-,K562,CUDC-907,S-Ruxolitinib (INCB018424)
2,57,0.7982456140350878,0.7807017543859649,0.7543859649122807,0.5,0.7982456140350878,0.7456140350877193,0.8211757463835025,0.7017543859649122,0.7666974453678055,0.7017543859649122,0.6929824561403509,0.5350877192982456,-0.052631578947368474,-0.09649122807017552,constructed_drug,K562 CUDC-907 vs S-Ruxolitinib (INCB018424),-,K562,CUDC-907,S-Ruxolitinib (INCB018424)
3,57,0.8070175438596491,0.7982456140350878,0.7894736842105263,0.5,0.8070175438596491,0.7982456140350878,0.8633425669436751,0.7631578947368421,0.814404432132964,0.7631578947368421,0.7631578947368421,0.5,-0.00877192982456132,-0.04385964912280693,constructed_drug,K562 CUDC-907 vs S-Ruxolitinib (INCB018424),-,K562,CUDC-907,S-Ruxolitinib (INCB018424)
4,57,0.7631578947368421,0.7631578947368421,0.7719298245614035,0.5,0.7719298245614035,0.8070175438596491,0.8799630655586335,0.7543859649122807,0.8210218528778086,0.6842105263157895,0.7543859649122807,0.5701754385964912,0.03508771929824561,-0.01754385964912275,constructed_drug,K562 CUDC-907 vs S-Ruxolitinib (INCB018424),-,K562,CUDC-907,S-Ruxolitinib (INCB018424)
0,120,0.5625,0.5125,0.5583333333333333,0.5,0.5625,0.575,0.5950694444444444,0.5791666666666667,0.6306944444444443,0.5791666666666667,0.575,0.49583333333333335,0.012499999999999956,0.01666666666666672,constructed_drug,K562 Curcumin vs CEP-33779,-,K562,Curcumin,CEP-33779
1,120,0.575,0.5083333333333333,0.5666666666666667,0.5,0.575,0.5375,0.5680555555555554,0.5958333333333333,0.641875,0.5958333333333333,0.5916666666666667,0.5458333333333333,-0.03749999999999998,0.02083333333333337,constructed_drug,K562 Curcumin vs CEP-33779,-,K562,Curcumin,CEP-33779
2,120,0.5625,0.5125,0.55,0.5,0.5625,0.5625,0.6213888888888889,0.5791666666666667,0.5891319444444445,0.5333333333333333,0.5791666666666667,0.4875,0.0,0.01666666666666672,constructed_drug,K562 Curcumin vs CEP-33779,-,K562,Curcumin,CEP-33779
