seed,n_per_source,acc_kmeans_k2,acc_gmm_k2,acc_leiden,acc_hdbscan,best_unsup,ceiling_infold,ceiling_infold_auc,ceiling_matched,ceiling_matched_auc,sup_linear,sup_forest,sup_knn,gap_infold,gap_matched,arm,unit,patient,compartment,drug_a,drug_b
3,120,0.5833333333333334,0.5541666666666667,0.5541666666666667,0.5,0.5833333333333334,0.5208333333333334,0.54625,0.5666666666666667,0.6049305555555555,0.5666666666666667,0.5375,0.5125,-0.0625,-0.01666666666666672,constructed_drug,K562 Curcumin vs CEP-33779,-,K562,Curcumin,CEP-33779
4,120,0.5583333333333333,0.5041666666666667,0.5416666666666666,0.5,0.5583333333333333,0.5666666666666667,0.60875,0.5583333333333333,0.5840277777777778,0.5583333333333333,0.5208333333333334,0.5291666666666667,0.008333333333333304,0.0,constructed_drug,K562 Curcumin vs CEP-33779,-,K562,Curcumin,CEP-33779
0,94,0.898936170212766,0.9095744680851063,0.8404255319148937,0.5,0.9095744680851063,0.9202127659574468,0.9540516070620189,0.9042553191489362,0.963388411045722,0.8829787234042553,0.9042553191489362,0.574468085106383,0.010638297872340496,-0.005319148936170137,constructed_drug,K562 Dacinostat (LAQ824) vs WP1066,-,K562,Dacinostat (LAQ824),WP1066
1,94,0.9148936170212766,0.8936170212765957,0.851063829787234,0.5,0.9148936170212766,0.9148936170212766,0.9355477591670439,0.9148936170212766,0.9610683567224988,0.8563829787234043,0.9148936170212766,0.5585106382978723,0.0,0.0,constructed_drug,K562 Dacinostat (LAQ824) vs WP1066,-,K562,Dacinostat (LAQ824),WP1066
2,94,0.898936170212766,0.8936170212765957,0.8563829787234043,0.5,0.898936170212766,0.925531914893617,0.9497510185604345,0.9095744680851063,0.9341330918967858,0.8882978723404256,0.9095744680851063,0.5638297872340425,0.02659574468085102,0.010638297872340385,constructed_drug,K562 Dacinostat (LAQ824) vs WP1066,-,K562,Dacinostat (LAQ824),WP1066
3,94,0.8936170212765957,0.9148936170212766,0.851063829787234,0.5,0.9148936170212766,0.9095744680851063,0.9414893617021276,0.9095744680851063,0.9492983250339521,0.8776595744680851,0.9095744680851063,0.5638297872340425,-0.005319148936170248,-0.005319148936170248,constructed_drug,K562 Dacinostat (LAQ824) vs WP1066,-,K562,Dacinostat (LAQ824),WP1066
4,94,0.9095744680851063,0.8882978723404256,0.8936170212765957,0.5,0.9095744680851063,0.9148936170212766,0.9514486192847442,0.925531914893617,0.9359438660027162,0.8723404255319149,0.925531914893617,0.5478723404255319,0.005319148936170248,0.015957446808510634,constructed_drug,K562 Dacinostat (LAQ824) vs WP1066,-,K562,Dacinostat (LAQ824),WP1066
0,120,0.5166666666666667,0.5083333333333333,0.5791666666666667,0.5,0.5791666666666667,0.6958333333333333,0.7633333333333332,0.6916666666666667,0.7721527777777778,0.6916666666666667,0.65,0.5875,0.11666666666666659,0.11249999999999993,constructed_drug,K562 ITSA-1 (ITSA1) vs Momelotinib (CYT387),-,K562,ITSA-1 (ITSA1),Momelotinib (CYT387)
1,120,0.5291666666666667,0.5,0.5791666666666667,0.5,0.5791666666666667,0.6666666666666666,0.7165972222222221,0.725,0.7588194444444445,0.6583333333333333,0.725,0.5708333333333333,0.08749999999999991,0.14583333333333326,constructed_drug,K562 ITSA-1 (ITSA1) vs Momelotinib (CYT387),-,K562,ITSA-1 (ITSA1),Momelotinib (CYT387)
2,120,0.525,0.5166666666666667,0.5875,0.5,0.5875,0.7,0.7575,0.6625,0.7445486111111111,0.6583333333333333,0.6625,0.5916666666666667,0.11249999999999993,0.07499999999999996,constructed_drug,K562 ITSA-1 (ITSA1) vs Momelotinib (CYT387),-,K562,ITSA-1 (ITSA1),Momelotinib (CYT387)
3,120,0.5125,0.5,0.55,0.5583333333333333,0.5583333333333333,0.6916666666666667,0.7414583333333333,0.6916666666666667,0.7618055555555555,0.6916666666666667,0.6458333333333334,0.575,0.1333333333333333,0.1333333333333333,constructed_drug,K562 ITSA-1 (ITSA1) vs Momelotinib (CYT387),-,K562,ITSA-1 (ITSA1),Momelotinib (CYT387)
4,120,0.5208333333333334,0.5333333333333333,0.5791666666666667,0.5,0.5791666666666667,0.6791666666666667,0.7656249999999999,0.7,0.7770138888888888,0.6875,0.7,0.6333333333333333,0.09999999999999998,0.12083333333333324,constructed_drug,K562 ITSA-1 (ITSA1) vs Momelotinib (CYT387),-,K562,ITSA-1 (ITSA1),Momelotinib (CYT387)
0,120,0.5166666666666667,0.5083333333333333,0.5625,0.5,0.5625,0.5083333333333333,0.49083333333333334,0.45416666666666666,0.43461805555555555,0.4166666666666667,0.45416666666666666,0.4375,-0.054166666666666696,-0.10833333333333334,constructed_drug,K562 ITSA-1 (ITSA1) vs Tofacitinib (CP-690550) Citrate,-,K562,ITSA-1 (ITSA1),Tofacitinib (CP-690550) Citrate
1,120,0.5166666666666667,0.5041666666666667,0.5416666666666666,0.5,0.5416666666666666,0.5166666666666667,0.5159722222222222,0.4791666666666667,0.4585416666666666,0.45416666666666666,0.4625,0.4791666666666667,-0.02499999999999991,-0.062499999999999944,constructed_drug,K562 ITSA-1 (ITSA1) vs Tofacitinib (CP-690550) Citrate,-,K562,ITSA-1 (ITSA1),Tofacitinib (CP-690550) Citrate
2,120,0.5166666666666667,0.5083333333333333,0.55,0.5,0.55,0.5083333333333333,0.5125,0.5,0.49840277777777775,0.5,0.5,0.43333333333333335,-0.04166666666666674,-0.050000000000000044,constructed_drug,K562 ITSA-1 (ITSA1) vs Tofacitinib (CP-690550) Citrate,-,K562,ITSA-1 (ITSA1),Tofacitinib (CP-690550) Citrate
3,120,0.5166666666666667,0.5166666666666667,0.5291666666666667,0.5,0.5291666666666667,0.49583333333333335,0.5153472222222222,0.5375,0.5173263888888888,0.48333333333333334,0.5375,0.45416666666666666,-0.033333333333333326,0.008333333333333304,constructed_drug,K562 ITSA-1 (ITSA1) vs Tofacitinib (CP-690550) Citrate,-,K562,ITSA-1 (ITSA1),Tofacitinib (CP-690550) Citrate
4,120,0.5125,0.5041666666666667,0.5458333333333333,0.5,0.5458333333333333,0.5083333333333333,0.5168055555555555,0.49583333333333335,0.5045138888888889,0.49583333333333335,0.44583333333333336,0.42083333333333334,-0.03749999999999998,-0.04999999999999993,constructed_drug,K562 ITSA-1 (ITSA1) vs Tofacitinib (CP-690550) Citrate,-,K562,ITSA-1 (ITSA1),Tofacitinib (CP-690550) Citrate
