split_type,cell_line,heldout_drug,observed_library_fraction,seed,heldout_MoA,recommendation_mode,true_divergence,true_div_min_cos,true_div_minority_frac,structure_reliability_score,preference_conflict,minority_state_coverage_gap,moa_ndcg_gap,minority_state_coverage_dart,minority_state_coverage_mean,moa_ndcg_dart,moa_ndcg_mean,decision_regret__DART_coverage_mean,decision_regret__DART_coverage_worst,decision_regret__DART_energy,decision_regret__DART_mmd,decision_regret__DART_sliced_wasserstein,decision_regret__cmap_match,decision_regret__cmap_reverse,decision_regret__mean_cosine,decision_regret__mean_l2,moa_ndcg__DART_coverage_mean,moa_ndcg__DART_coverage_worst,moa_ndcg__DART_energy,moa_ndcg__DART_mmd,moa_ndcg__DART_sliced_wasserstein,moa_ndcg__cmap_match,moa_ndcg__cmap_reverse,moa_ndcg__mean_cosine,moa_ndcg__mean_l2,minority_state_coverage__DART_coverage_mean,minority_state_coverage__DART_coverage_worst,minority_state_coverage__DART_energy,minority_state_coverage__DART_mmd,minority_state_coverage__DART_sliced_wasserstein,minority_state_coverage__cmap_match,minority_state_coverage__cmap_reverse,minority_state_coverage__mean_cosine,minority_state_coverage__mean_l2,formal_drug_cluster,moa_evaluable
leave_drug_out,A549,AG-490 (Tyrphostin B42),1.0,0,Protein Tyrosine Kinase,DART_recommended,1.6755304121681034,-0.6755304121681034,0.475,0.528102867252078,0.6112994350282486,-0.0027331758477241,0.0,0.9887435160875012,0.9914766919352254,0.0,0.0,0.1829376220703125,0.2332305908203125,0.0258865356445312,0.0258865356445312,0.0695514678955078,0.0272979736328125,0.3588161468505859,0.0272979736328125,0.0272979736328125,0.0,0.0,0.07336392209936,0.0,0.0,0.0,0.142019057177627,0.0,0.0694312219367772,0.9882804883660656,0.9887435160875012,0.9900090115405432,0.9900090115405432,0.9898009435006736,0.9914766919352254,0.9792214290318966,0.9914766919352254,0.9914766919352254,True,True
leave_drug_out,A549,Meprednisone,1.0,0,Endocrinology & Hormones,DART_recommended,1.6789643493627433,-0.6789643493627434,0.465,0.5426850652053721,0.6344632768361582,-0.00114973666772,-0.3071837157818931,0.986384487049538,0.987534223717258,0.0,0.3071837157818931,0.1309642791748047,0.1309642791748047,0.1060295104980468,0.1060295104980468,0.0317096710205078,0.1449337005615234,0.2477893829345703,0.1449337005615234,0.1060295104980468,0.0,0.0,0.24630238874073,0.24630238874073,0.3342462045068264,0.3071837157818931,0.0,0.3071837157818931,0.3853585682515056,0.986384487049538,0.986384487049538,0.989299124423137,0.989299124423137,0.986925111022304,0.987534223717258,0.9827427853740296,0.987534223717258,0.989299124423137,True,True
leave_drug_out,A549,AC480 (BMS-599626),1.0,0,Protein Tyrosine Kinase,mean_or_no_call,1.6043570087129384,-0.6043570087129384,0.36,0.3821266485813854,0.5903954802259888,0.0041316784898355,-0.0916113658871624,0.9865019743746412,0.9823702958848056,0.1388624438735545,0.230473809760717,0.2093391418457031,0.2093391418457031,0.024728775024414,0.024728775024414,0.024728775024414,0.1229305267333984,0.5182228088378906,0.1229305267333984,0.024728775024414,0.11004588314904,0.1388624438735545,0.1884441521277154,0.1731866333482261,0.07336392209936,0.230473809760717,0.0,0.230473809760717,0.3030820301798826,0.9865019743746412,0.9865019743746412,0.986428210710085,0.986428210710085,0.986428210710085,0.9823702958848056,0.9831727037822836,0.9823702958848056,0.986428210710085,True,True
leave_drug_out,A549,"Baricitinib (LY3009104, INCB028050)",1.0,0,Epigenetics,mean_or_no_call,1.592902612010964,-0.592902612010964,0.475,0.3149315851130938,0.5570621468926553,-0.0029819990952032,0.0654985217741945,0.9865358501674496,0.9895178492626528,0.1388624438735545,0.07336392209936,0.0561237335205078,0.1134605407714843,0.1014652252197265,0.1014652252197265,0.1014652252197265,0.0627250671386718,1.1531848907470703,0.0627250671386718,0.1014652252197265,0.3570764765963919,0.1388624438735545,0.2368074215471778,0.2435522702101235,0.2992268320114626,0.07336392209936,0.0947883643695507,0.07336392209936,0.2528410271851773,0.98617734556934,0.9865358501674496,0.9879960210887256,0.9879960210887256,0.9879960210887256,0.9895178492626528,0.9446228350290584,0.9895178492626528,0.9879960210887256,True,True
leave_drug_out,A549,GSK1070916,1.0,0,Cell Cycle,mean_or_no_call,1.0970215003463673,-0.0970215003463671,0.41,0.3783796976641672,0.5548022598870056,0.0018775429196294,0.066254223454389,0.988858526980469,0.9869809840608396,1.0,0.933745776545611,0.1222381591796875,0.1222381591796875,0.0082168579101562,0.0082168579101562,0.172433853149414,0.172433853149414,3.682880401611328,0.172433853149414,0.0082168579101562,0.9363792118010484,1.0,0.933745776545611,0.933745776545611,0.8701249883466593,0.933745776545611,0.0636207881989517,0.933745776545611,0.933745776545611,0.988858526980469,0.988858526980469,0.9888241854561224,0.9888241854561224,0.9869809840608396,0.9869809840608396,0.9496689904115232,0.9869809840608396,0.9888241854561224,True,True
leave_drug_out,A549,TGX-221,1.0,0,PI3K/Akt/mTOR,DART_recommended,1.6809733344102922,-0.6809733344102921,0.485,0.4590951579674207,0.5757062146892655,0.0018214522974864,-0.1845756967795681,0.987880314240641,0.9860588619431546,0.0,0.1845756967795681,0.1525173187255859,0.2638931274414062,0.0551090240478515,0.0551090240478515,0.0551090240478515,0.114206314086914,0.492767333984375,0.114206314086914,0.0551090240478515,0.0,0.0,0.0,0.0,0.0,0.1845756967795681,0.0,0.1845756967795681,0.0,0.9862396009732576,0.987880314240641,0.9885718290847092,0.9885718290847092,0.9885718290847092,0.9860588619431546,0.9830635331351671,0.9860588619431546,0.9885718290847092,True,True
leave_drug_out,A549,AZ 960,1.0,0,JAK/STAT,DART_recommended,1.5228826477962238,-0.5228826477962237,0.39,0.4057730449299811,0.7197740112994351,0.0018452217782664,0.0273036771312971,0.9857166843543592,0.9838714625760928,0.2520649403266671,0.22476126319537,0.417755126953125,0.3170814514160156,0.0,0.0486259460449218,0.0,0.417755126953125,0.3858661651611328,0.417755126953125,0.0,0.0,0.2520649403266671,0.3667028183788343,0.467122359745432,0.3476293915547282,0.22476126319537,0.0,0.22476126319537,0.2685529228900211,0.9838714625760928,0.9857166843543592,0.98727261362632,0.9884104966107912,0.98727261362632,0.9838714625760928,0.9828455329708372,0.9838714625760928,0.98727261362632,True,True
leave_drug_out,A549,AG-14361,1.0,0,DNA Damage,mean_or_no_call,1.6798482036785345,-0.6798482036785343,0.41,0.3955180184451378,0.6711864406779661,-6.275343760786534e-05,0.0729990721173345,0.9933695749027668,0.9934323283403746,0.2208285630327872,0.1478294909154526,0.0662975311279296,0.0662975311279296,0.0359306335449218,0.0359306335449218,0.0873527526855468,0.1158523559570312,0.5803337097167969,0.1158523559570312,0.1020832061767578,0.2742654694553681,0.2208285630327872,0.4440973278132557,0.4537425745411855,0.3030616450015668,0.1478294909154526,0.0,0.1478294909154526,0.297271596442057,0.9933695749027668,0.9933695749027668,0.993830733705132,0.993830733705132,0.9931909918199088,0.9934323283403746,0.9781917936584216,0.9934323283403746,0.9929939412818444,True,True
leave_drug_out,A549,Altretamine,1.0,0,DNA Damage,mean_or_no_call,1.6711115073114038,-0.6711115073114038,0.495,0.3487378255420792,0.6073446327683616,0.0041484988051123,0.1912752055735657,0.9896310835653992,0.9854825847602868,0.3301376494471202,0.1388624438735545,0.0804176330566406,0.0804176330566406,0.1108894348144531,0.1108894348144531,0.1809654235839843,0.0507144927978515,0.5120391845703125,0.0507144927978515,0.0247936248779296,0.2984900352767555,0.3301376494471202,0.2745478892647208,0.1487639058405727,0.3971921948634016,0.1388624438735545,0.3995688713838975,0.1388624438735545,0.2051166673279436,0.9896310835653992,0.9896310835653992,0.9886836002387528,0.9886836002387528,0.9876724284557924,0.9854825847602868,0.9748975186938872,0.9854825847602868,0.9890015050950556,True,True
leave_drug_out,A549,Givinostat (ITF2357),1.0,0,Cytoskeletal Signaling,DART_recommended,0.7256706103156477,0.2743293896843523,0.265,0.5281096217770801,0.4361581920903954,0.0,-0.0510858909764962,0.8745010965893724,0.8745010965893724,0.4448530294934502,0.4959389204699464,1.3493690490722656,1.3493690490722656,1.9212646484375,1.3493690490722656,1.3493690490722656,1.3493690490722656,4.4324951171875,1.3493690490722656,1.3493690490722656,0.4315420454124844,0.4448530294934502,0.3967378179380472,0.4779671403625728,0.5036067026046991,0.4959389204699464,0.0636207881989517,0.4959389204699464,0.4779671403625728,0.8745010965893724,0.8745010965893724,0.847479880294361,0.8745010965893724,0.8745010965893724,0.8745010965893724,0.7504743426191516,0.8745010965893724,0.8745010965893724,True,True
