setting,alpha,method,reference,hit@1,mrr,population_minus_mean_hit@1,population_minus_mean_mrr
crossline:K562+A549,0.7,sliced_wasserstein,raw_normalized_expression,0.7466666666666667,0.8353249559082893,0.23333333333333334,0.10876940035273369
crossline:K562+A549,0.8,coverage_mean,matched_control_referenced,0.82,0.8766974506974508,0.4,0.20680856180856183
crossline:K562+A549,0.8,coverage_mean,raw_normalized_expression,0.82,0.8766974506974508,0.4,0.20680856180856183
crossline:K562+A549,0.8,coverage_worst,matched_control_referenced,0.7933333333333333,0.8472980349734736,0.37333333333333335,0.1774091460845847
crossline:K562+A549,0.8,coverage_worst,raw_normalized_expression,0.7933333333333333,0.8472821619576006,0.37333333333333335,0.17739327306871167
crossline:K562+A549,0.8,global_energy,matched_control_referenced,0.8933333333333333,0.9227314102564104,0.47333333333333333,0.2528425213675214
crossline:K562+A549,0.8,global_energy,raw_normalized_expression,0.8933333333333333,0.9227314102564104,0.47333333333333333,0.2528425213675214
crossline:K562+A549,0.8,mmd_rbf,matched_control_referenced,0.8933333333333333,0.9197106444321327,0.47333333333333333,0.2498217555432437
crossline:K562+A549,0.8,mmd_rbf,raw_normalized_expression,0.8933333333333333,0.9197106444321327,0.47333333333333333,0.2498217555432437
crossline:K562+A549,0.8,sliced_wasserstein,matched_control_referenced,0.7533333333333333,0.8276050927784799,0.3333333333333333,0.157716203889591
crossline:K562+A549,0.8,sliced_wasserstein,raw_normalized_expression,0.7533333333333333,0.8276050927784799,0.3333333333333333,0.157716203889591
crossline:K562+A549,0.9,coverage_mean,matched_control_referenced,0.5066666666666667,0.6230848553873081,0.15333333333333332,-0.01686752556507284
crossline:K562+A549,0.9,coverage_mean,raw_normalized_expression,0.5066666666666667,0.6230848553873081,0.15333333333333332,-0.01686752556507284
crossline:K562+A549,0.9,coverage_worst,matched_control_referenced,0.64,0.6903524139515275,0.2866666666666667,0.05040003299914648
crossline:K562+A549,0.9,coverage_worst,raw_normalized_expression,0.64,0.6903524139515275,0.2866666666666667,0.05040003299914648
crossline:K562+A549,0.9,global_energy,matched_control_referenced,0.8133333333333334,0.8439870128076886,0.46,0.20403463185530774
crossline:K562+A549,0.9,global_energy,raw_normalized_expression,0.8266666666666667,0.8507142855349614,0.47333333333333333,0.21076190458258048
crossline:K562+A549,0.9,mmd_rbf,matched_control_referenced,0.8266666666666667,0.8496012810934683,0.47333333333333333,0.20964890014108736
crossline:K562+A549,0.9,mmd_rbf,raw_normalized_expression,0.8266666666666667,0.8496012810934683,0.47333333333333333,0.20964890014108736
