split_type,cell_line,heldout_drug,heldout_MoA,observed_library_fraction,seed,method,reference,n_candidates,top1,top1_is_mean_top1,decision_regret,population_minus_mean_regret_reduction,minority_state_coverage,population_minus_mean_minority_coverage,moa_ndcg,population_minus_mean_moa_ndcg,target_mrr,batch_coverage,candidate_assignment_changed_fraction,raw_vs_referenced_top1_changed,batch_coverage_minus_mean
leave_drug_out,A549,Ofloxacin,DNA Damage,1.0,3,DART_coverage_worst,raw_normalized_expression,187,Costunolide,0,0.254547119140625,0.1854724884033203,0.9823159502390496,0.0018926071536687905,0.2200917662980801,0.2200917662980801,-1.0,,1.0,1,
leave_drug_out,A549,Ofloxacin,DNA Damage,1.0,3,DART_coverage_worst,matched_control_referenced,187,PCI-34051,0,0.06722450256347656,0.37279510498046875,0.9836994111537933,0.0032760680684125187,0.21408371436984167,0.21408371436984167,,,1.0,1,
leave_drug_out,A549,Amisulpride,Neuronal Signaling,1.0,3,DART_coverage_mean,raw_normalized_expression,187,Glesatinib?(MGCD265),0,0.0746269226074218,0.08393096923828129,0.993908799231502,-0.0009147051500667525,0.0,0.0,-1.0,,1.0,1,
leave_drug_out,A549,Amisulpride,Neuronal Signaling,1.0,3,DART_coverage_mean,matched_control_referenced,187,S3I-201,0,0.11304283142089844,0.04551506042480466,0.9941782355308533,-0.0006452688507154747,0.0,0.0,,,1.0,1,
leave_drug_out,A549,Amisulpride,Neuronal Signaling,1.0,3,DART_coverage_worst,raw_normalized_expression,187,Entacapone,0,0.0,0.1585578918457031,0.9925980110018906,-0.002225493379678145,0.1671604549662022,0.1671604549662022,-1.0,,1.0,1,
leave_drug_out,A549,Amisulpride,Neuronal Signaling,1.0,3,DART_coverage_worst,matched_control_referenced,187,S3I-201,0,0.11304283142089844,0.04551506042480466,0.9941782355308533,-0.0006452688507154747,0.0,0.0,,,1.0,1,
leave_drug_out,A549,Meprednisone,Endocrinology & Hormones,1.0,3,DART_coverage_mean,raw_normalized_expression,187,Bisindolylmaleimide IX (Ro 31-8220 Mesylate),0,0.0380935668945312,0.1015243530273438,0.9854652105489016,-0.0007778327910118454,0.0,-0.1681275362711174,-1.0,,1.0,1,
leave_drug_out,A549,Meprednisone,Endocrinology & Hormones,1.0,3,DART_coverage_mean,matched_control_referenced,187,Avagacestat (BMS-708163),0,0.1695537567138672,-0.029935836791992188,0.9847898483276367,-0.001453195012276698,0.0,-0.1681275362711174,,,1.0,1,
leave_drug_out,A549,Meprednisone,Endocrinology & Hormones,1.0,3,DART_coverage_worst,raw_normalized_expression,187,Avagacestat (BMS-708163),0,0.1695480346679687,-0.029930114746093694,0.9847897900078508,-0.0014532533320625873,0.0,-0.1681275362711174,-1.0,,1.0,0,
leave_drug_out,A549,Meprednisone,Endocrinology & Hormones,1.0,3,DART_coverage_worst,matched_control_referenced,187,Avagacestat (BMS-708163),0,0.1695537567138672,-0.029935836791992188,0.9847898483276367,-0.001453195012276698,0.0,-0.1681275362711174,,,1.0,0,
leave_drug_out,A549,AZD1480,JAK/STAT,1.0,3,DART_coverage_mean,raw_normalized_expression,187,"Tozasertib (VX-680, MK-0457)",0,0.1525497436523437,-0.06203842163085939,0.993778748904072,-0.0004711593612332088,0.1635413866202963,0.1635413866202963,0.0135135135135135,,1.0,0,
leave_drug_out,A549,AZD1480,JAK/STAT,1.0,3,DART_coverage_mean,matched_control_referenced,187,"Tozasertib (VX-680, MK-0457)",0,0.15254974365234375,-0.062038421630859444,0.993778795003891,-0.0004711132614142466,0.08514311764162098,0.08514311764162098,0.012195121951219513,,1.0,0,
leave_drug_out,A549,AZD1480,JAK/STAT,1.0,3,DART_coverage_worst,raw_normalized_expression,187,"Tozasertib (VX-680, MK-0457)",0,0.1525497436523437,-0.06203842163085939,0.993778748904072,-0.0004711593612332088,0.1369847102983117,0.1369847102983117,0.0117647058823529,,1.0,0,
leave_drug_out,A549,AZD1480,JAK/STAT,1.0,3,DART_coverage_worst,matched_control_referenced,187,"Tozasertib (VX-680, MK-0457)",0,0.15254974365234375,-0.062038421630859444,0.993778795003891,-0.0004711132614142466,0.07839826897867533,0.07839826897867533,0.014084507042253521,,1.0,0,
leave_drug_out,A549,Droxinostat,Cytoskeletal Signaling,1.0,3,DART_coverage_mean,raw_normalized_expression,187,Valproic acid sodium salt (Sodium valproate),0,0.1169624328613281,0.1894111633300781,0.9843123033765884,-0.0014759151371540602,0.0,0.0,0.2,,1.0,1,
leave_drug_out,A549,Droxinostat,Cytoskeletal Signaling,1.0,3,DART_coverage_mean,matched_control_referenced,187,Maraviroc,0,0.22755813598632812,0.07881546020507807,0.9861705601215363,0.00038234160779382353,0.07839826897867533,0.07839826897867533,0.16666666666666666,,1.0,1,
leave_drug_out,A549,Droxinostat,Cytoskeletal Signaling,1.0,3,DART_coverage_worst,raw_normalized_expression,187,Valproic acid sodium salt (Sodium valproate),0,0.1169624328613281,0.1894111633300781,0.9843123033765884,-0.0014759151371540602,0.0,0.0,0.25,,1.0,1,
leave_drug_out,A549,Droxinostat,Cytoskeletal Signaling,1.0,3,DART_coverage_worst,matched_control_referenced,187,Maraviroc,0,0.22755813598632812,0.07881546020507807,0.9861705601215363,0.00038234160779382353,0.06943122193677727,0.06943122193677727,0.125,,1.0,1,
leave_drug_out,A549,Sirtinol,Epigenetics,1.0,3,DART_coverage_mean,raw_normalized_expression,187,GSK-LSD1 2HCl,0,0.2039089202880859,0.08551979064941409,0.9794917735060464,-0.0012043103131493815,0.3932783996463063,0.0338698125493172,0.0454545454545454,,1.0,1,
leave_drug_out,A549,Sirtinol,Epigenetics,1.0,3,DART_coverage_mean,matched_control_referenced,187,WHI-P154,0,0.08314323425292969,0.2062854766845703,0.9841738939285278,0.0034778101093320135,0.32149616226344435,-0.03791242483354473,0.05,,1.0,1,
leave_drug_out,A549,Sirtinol,Epigenetics,1.0,3,DART_coverage_worst,raw_normalized_expression,187,Tubastatin A HCl,0,0.1273517608642578,0.1620769500732422,0.9851456049585724,0.004449521139376578,0.5771493379489847,0.21774075085199562,0.025,,1.0,1,
leave_drug_out,A549,Sirtinol,Epigenetics,1.0,3,DART_coverage_worst,matched_control_referenced,187,Andarine,0,0.04738807678222656,0.24204063415527344,0.9861117601394653,0.0054156763202695135,0.3436966913921454,-0.01571189570484366,0.02564102564102564,,1.0,1,
leave_drug_out,A549,Danusertib (PHA-739358),Cell Cycle,1.0,3,DART_coverage_mean,raw_normalized_expression,187,Barasertib (AZD1152-HQPA),1,0.3371257781982422,0.0,0.99559016795968,0.0,0.8521705090845474,-0.07839826897867541,0.25,,1.0,0,
leave_drug_out,A549,Danusertib (PHA-739358),Cell Cycle,1.0,3,DART_coverage_mean,matched_control_referenced,187,Barasertib (AZD1152-HQPA),1,0.33712196350097656,3.814697265625e-06,0.9955902397632599,7.180357985969721e-08,0.857980942822373,-0.07258783524084977,0.2,,1.0,0,
leave_drug_out,A549,Danusertib (PHA-739358),Cell Cycle,1.0,3,DART_coverage_worst,raw_normalized_expression,187,Barasertib (AZD1152-HQPA),1,0.3371257781982422,0.0,0.99559016795968,0.0,0.866947989864271,-0.06362078819895178,0.5,,1.0,0,
leave_drug_out,A549,Danusertib (PHA-739358),Cell Cycle,1.0,3,DART_coverage_worst,matched_control_referenced,187,Barasertib (AZD1152-HQPA),1,0.33712196350097656,3.814697265625e-06,0.9955902397632599,7.180357985969721e-08,0.9305687780632227,-1.1102230246251565e-16,0.25,,1.0,0,
leave_drug_out,A549,Dacinostat (LAQ824),Epigenetics,1.0,3,DART_coverage_mean,raw_normalized_expression,187,Panobinostat (LBH589),1,0.0,0.0,0.8889081573946789,0.0,0.5067837010870873,-0.028470615687976597,0.5,,1.0,0,
leave_drug_out,A549,Dacinostat (LAQ824),Epigenetics,1.0,3,DART_coverage_mean,matched_control_referenced,187,Panobinostat (LBH589),1,0.0,0.0,0.8889081180095673,-3.9385111616496715e-08,0.5067837010870873,-0.028470615687976597,0.25,,1.0,0,
leave_drug_out,A549,Dacinostat (LAQ824),Epigenetics,1.0,3,DART_coverage_worst,raw_normalized_expression,187,Panobinostat (LBH589),1,0.0,0.0,0.8889081573946789,0.0,0.636658712740428,0.1014043959653641,0.5,,1.0,0,
leave_drug_out,A549,Dacinostat (LAQ824),Epigenetics,1.0,3,DART_coverage_worst,matched_control_referenced,187,Panobinostat (LBH589),1,0.0,0.0,0.8889081180095673,-3.9385111616496715e-08,0.4729327934832575,-0.06232152329180635,0.25,,1.0,0,
leave_drug_out,A549,XAV-939,Stem Cells &  Wnt,1.0,3,DART_coverage_mean,raw_normalized_expression,187,CYC116,1,0.1730670928955078,0.0,0.992577194066042,0.0,0.0,0.0,-1.0,,1.0,1,
leave_drug_out,A549,XAV-939,Stem Cells &  Wnt,1.0,3,DART_coverage_mean,matched_control_referenced,187,Fasudil (HA-1077) HCl,0,0.11306571960449219,0.060001373291015625,0.9918823540210724,-0.000694840044969558,0.0,0.0,,,1.0,1,
leave_drug_out,A549,XAV-939,Stem Cells &  Wnt,1.0,3,DART_coverage_worst,raw_normalized_expression,187,Cimetidine,0,0.0337123870849609,0.1393547058105469,0.9918055344832176,-0.0007716595828243245,0.0,0.0,-1.0,,1.0,1,
leave_drug_out,A549,XAV-939,Stem Cells &  Wnt,1.0,3,DART_coverage_worst,matched_control_referenced,187,Fasudil (HA-1077) HCl,0,0.11306571960449219,0.060001373291015625,0.9918823540210724,-0.000694840044969558,0.0,0.0,,,1.0,1,
leave_drug_out,A549,BMS-754807,Protein Tyrosine Kinase,1.0,3,DART_coverage_mean,raw_normalized_expression,187,MK-5108 (VX-689),0,0.3785858154296875,0.5644874572753905,0.9825575922537008,0.0044655761176524145,0.0694312219367772,0.0694312219367772,-1.0,,1.0,1,
leave_drug_out,A549,BMS-754807,Protein Tyrosine Kinase,1.0,3,DART_coverage_mean,matched_control_referenced,187,ABT-737,0,0.181365966796875,0.761707305908203,0.9881352484226227,0.010043232286574333,0.09478836436955078,0.09478836436955078,,,1.0,1,
leave_drug_out,A549,BMS-754807,Protein Tyrosine Kinase,1.0,3,DART_coverage_worst,raw_normalized_expression,187,MK-5108 (VX-689),0,0.3785858154296875,0.5644874572753905,0.9825575922537008,0.0044655761176524145,0.0947883643695507,0.0947883643695507,-1.0,,1.0,1,
leave_drug_out,A549,BMS-754807,Protein Tyrosine Kinase,1.0,3,DART_coverage_worst,matched_control_referenced,187,ABT-737,0,0.181365966796875,0.761707305908203,0.9881352484226227,0.010043232286574333,0.1731866333482261,0.1731866333482261,,,1.0,1,
leave_drug_out,A549,PFI-1 (PF-6405761),Epigenetics,1.0,3,DART_coverage_mean,raw_normalized_expression,187,Iniparib (BSI-201),0,0.0515327453613281,0.3356189727783203,0.9845895485254504,-0.0021188681670517573,0.0783982689786753,-0.5401214318627668,0.0158730158730158,,1.0,0,
leave_drug_out,A549,PFI-1 (PF-6405761),Epigenetics,1.0,3,DART_coverage_mean,matched_control_referenced,187,Iniparib (BSI-201),0,0.05153465270996094,0.33561706542968744,0.9845895171165466,-0.0021188995759555684,0.13961814555374907,-0.47890155528769307,0.14285714285714285,,1.0,0,
leave_drug_out,A549,PFI-1 (PF-6405761),Epigenetics,1.0,3,DART_coverage_worst,raw_normalized_expression,187,Iniparib (BSI-201),0,0.0515327453613281,0.3356189727783203,0.9845895485254504,-0.0021188681670517573,0.11004588314904,-0.5084738176924022,0.0181818181818181,,1.0,0,
leave_drug_out,A549,PFI-1 (PF-6405761),Epigenetics,1.0,3,DART_coverage_worst,matched_control_referenced,187,Iniparib (BSI-201),0,0.05153465270996094,0.33561706542968744,0.9845895171165466,-0.0021188995759555684,0.22476126319537007,-0.3937584376460721,0.038461538461538464,,1.0,0,
leave_drug_out,A549,Quercetin,Epigenetics,1.0,3,DART_coverage_mean,raw_normalized_expression,187,Cimetidine,0,0.3710880279541015,-0.2946109771728515,0.9851566985553086,-0.0051044031353147945,0.158507039740981,-0.38982573748348914,-1.0,,1.0,1,
leave_drug_out,A549,Quercetin,Epigenetics,1.0,3,DART_coverage_mean,matched_control_referenced,187,SB431542,0,0.04800987243652344,0.028467178344726562,0.9891123175621033,-0.0011487841285201528,0.4346298575932762,-0.11370291963119394,,,1.0,1,
leave_drug_out,A549,Quercetin,Epigenetics,1.0,3,DART_coverage_worst,raw_normalized_expression,187,Nilotinib (AMN-107),0,0.0465869903564453,0.0298900604248047,0.9901401010544848,-0.000121000636138624,0.158507039740981,-0.38982573748348914,-1.0,,1.0,1,
leave_drug_out,A549,Quercetin,Epigenetics,1.0,3,DART_coverage_worst,matched_control_referenced,187,SB431542,0,0.04800987243652344,0.028467178344726562,0.9891123175621033,-0.0011487841285201528,0.4368897419958061,-0.11144303522866406,,,1.0,1,
leave_MoA_out,A549,PD173074,Angiogenesis,0.9414893617021277,3,DART_coverage_mean,raw_normalized_expression,177,Daphnetin,0,0.248504638671875,-0.10104560852050781,0.9870467619678422,-0.0006726842486135531,,,,,1.0,1,
leave_MoA_out,A549,PD173074,Angiogenesis,0.9414893617021277,3,DART_coverage_mean,matched_control_referenced,177,FLLL32,0,0.06654930114746094,0.08090972900390625,0.9884052276611328,0.0006857814446770139,,,,,1.0,1,
leave_MoA_out,A549,PD173074,Angiogenesis,0.9414893617021277,3,DART_coverage_worst,raw_normalized_expression,177,Streptozotocin (STZ),0,0.3280773162841797,-0.1806182861328125,0.9875441031846628,-0.00017534303179300714,,,,,1.0,1,
leave_MoA_out,A549,PD173074,Angiogenesis,0.9414893617021277,3,DART_coverage_worst,matched_control_referenced,177,Iniparib (BSI-201),0,0.251800537109375,-0.10434150695800781,0.988629013299942,0.000909567083486218,,,,,1.0,1,
leave_MoA_out,A549,Carmofur,DNA Damage,0.8723404255319149,3,DART_coverage_mean,raw_normalized_expression,164,Thiotepa,0,0.0572013854980468,0.3078231811523438,0.9925502285373708,0.0012634073689355985,,,,,1.0,0,
leave_MoA_out,A549,Carmofur,DNA Damage,0.8723404255319149,3,DART_coverage_mean,matched_control_referenced,164,Thiotepa,0,0.0572052001953125,0.3078193664550781,0.9925502240657806,0.0012634028973453892,,,,,1.0,0,
leave_MoA_out,A549,Carmofur,DNA Damage,0.8723404255319149,3,DART_coverage_worst,raw_normalized_expression,164,MK-5108 (VX-689),0,0.2324600219726562,0.13256454467773443,0.9932207610857816,0.0019339399173463612,,,,,1.0,1,
leave_MoA_out,A549,Carmofur,DNA Damage,0.8723404255319149,3,DART_coverage_worst,matched_control_referenced,164,Thiotepa,0,0.0572052001953125,0.3078193664550781,0.9925502240657806,0.0012634028973453892,,,,,1.0,1,
leave_MoA_out,A549,"Tozasertib (VX-680, MK-0457)",Cell Cycle,0.8882978723404256,3,DART_coverage_mean,raw_normalized_expression,167,"Rucaparib (AG-014699,PF-01367338) phosphate",0,0.0620079040527343,-0.0620079040527343,0.9902855674077846,0.00300303888871023,,,,,1.0,1,
leave_MoA_out,A549,"Tozasertib (VX-680, MK-0457)",Cell Cycle,0.8882978723404256,3,DART_coverage_mean,matched_control_referenced,167,2-Methoxyestradiol (2-MeOE2),0,0.18062591552734375,-0.18062591552734375,0.9914703667163849,0.0041878381973105006,,,,,1.0,1,
leave_MoA_out,A549,"Tozasertib (VX-680, MK-0457)",Cell Cycle,0.8882978723404256,3,DART_coverage_worst,raw_normalized_expression,167,"Rucaparib (AG-014699,PF-01367338) phosphate",0,0.0620079040527343,-0.0620079040527343,0.9902855674077846,0.00300303888871023,,,,,1.0,0,
leave_MoA_out,A549,"Tozasertib (VX-680, MK-0457)",Cell Cycle,0.8882978723404256,3,DART_coverage_worst,matched_control_referenced,167,"Rucaparib (AG-014699,PF-01367338) phosphate",0,0.062007904052734375,-0.062007904052734375,0.9902855157852173,0.003002987266142898,,,,,1.0,0,
leave_MoA_out,A549,Celecoxib,Neuronal Signaling,0.9787234042553191,3,DART_coverage_mean,raw_normalized_expression,184,Entacapone,0,0.0681896209716796,0.12796020507812508,0.9926685906609108,-0.00021837765382470842,,,,,1.0,1,
leave_MoA_out,A549,Celecoxib,Neuronal Signaling,0.9787234042553191,3,DART_coverage_mean,matched_control_referenced,184,Prednisone,0,0.10730361938476562,0.08884620666503906,0.9931129515171051,0.00022598320236955072,,,,,1.0,1,
leave_MoA_out,A549,Celecoxib,Neuronal Signaling,0.9787234042553191,3,DART_coverage_worst,raw_normalized_expression,184,PF-573228,0,0.1060943603515625,0.09005546569824219,0.9935953520653896,0.0007083837506540736,,,,,1.0,1,
leave_MoA_out,A549,Celecoxib,Neuronal Signaling,0.9787234042553191,3,DART_coverage_worst,matched_control_referenced,184,Prednisone,0,0.10730361938476562,0.08884620666503906,0.9931129515171051,0.00022598320236955072,,,,,1.0,1,
leave_MoA_out,A549,SL-327,MAPK,0.9787234042553191,3,DART_coverage_mean,raw_normalized_expression,184,Mercaptopurine (6-MP),0,0.2126579284667968,-0.2126579284667968,0.9920492244884932,0.0005583069440600053,,,,,1.0,1,
leave_MoA_out,A549,SL-327,MAPK,0.9787234042553191,3,DART_coverage_mean,matched_control_referenced,184,Pelitinib (EKB-569),1,0.0,0.0,0.9914909601211548,4.25767215928019e-08,,,,,1.0,1,
leave_MoA_out,A549,SL-327,MAPK,0.9787234042553191,3,DART_coverage_worst,raw_normalized_expression,184,Mercaptopurine (6-MP),0,0.2126579284667968,-0.2126579284667968,0.9920492244884932,0.0005583069440600053,,,,,1.0,1,
leave_MoA_out,A549,SL-327,MAPK,0.9787234042553191,3,DART_coverage_worst,matched_control_referenced,184,Pelitinib (EKB-569),1,0.0,0.0,0.9914909601211548,4.25767215928019e-08,,,,,1.0,1,
leave_MoA_out,A549,Disulfiram,Metabolism,0.973404255319149,3,DART_coverage_mean,raw_normalized_expression,183,Fulvestrant,0,0.4758586883544922,-0.3015289306640625,0.980233965955212,-0.0023630744412828086,,,,,1.0,1,
leave_MoA_out,A549,Disulfiram,Metabolism,0.973404255319149,3,DART_coverage_mean,matched_control_referenced,183,Motesanib Diphosphate (AMG-706),0,0.14782333374023438,0.026506423950195312,0.9837357699871063,0.0011387295906115646,,,,,1.0,1,
leave_MoA_out,A549,Disulfiram,Metabolism,0.973404255319149,3,DART_coverage_worst,raw_normalized_expression,183,PF-573228,0,0.2664661407470703,-0.09213638305664062,0.9824504561447672,-0.00014658425172753287,,,,,1.0,1,
leave_MoA_out,A549,Disulfiram,Metabolism,0.973404255319149,3,DART_coverage_worst,matched_control_referenced,183,G007-LK,0,0.053985595703125,0.12034416198730469,0.9845563471317291,0.0019593067352343674,,,,,1.0,1,
leave_MoA_out,A549,Divalproex Sodium,Ubiquitin,0.9893617021276596,3,DART_coverage_mean,raw_normalized_expression,186,Anacardic Acid,0,0.0498619079589843,0.020486831665039097,0.9924897422892204,0.0006424779861663454,,,,,1.0,1,
leave_MoA_out,A549,Divalproex Sodium,Ubiquitin,0.9893617021276596,3,DART_coverage_mean,matched_control_referenced,186,Fasudil (HA-1077) HCl,0,0.019178390502929688,0.05117034912109371,0.9941105246543884,0.002263260351334395,,,,,1.0,1,
leave_MoA_out,A549,Divalproex Sodium,Ubiquitin,0.9893617021276596,3,DART_coverage_worst,raw_normalized_expression,186,Anacardic Acid,0,0.0498619079589843,0.020486831665039097,0.9924897422892204,0.0006424779861663454,,,,,1.0,1,
leave_MoA_out,A549,Divalproex Sodium,Ubiquitin,0.9893617021276596,3,DART_coverage_worst,matched_control_referenced,186,Sirtinol,0,0.2048797607421875,-0.13453102111816412,0.9914341568946838,-0.00041310740837019466,,,,,1.0,1,
leave_MoA_out,A549,Enzastaurin (LY317615),TGF-beta/Smad,0.9840425531914894,3,DART_coverage_mean,raw_normalized_expression,185,Disulfiram,0,0.0589580535888671,-0.007389068603515597,0.9929220873136128,-0.0013241437504130094,,,,,1.0,1,
leave_MoA_out,A549,Enzastaurin (LY317615),TGF-beta/Smad,0.9840425531914894,3,DART_coverage_mean,matched_control_referenced,185,Droxinostat,0,0.08162498474121094,-0.030055999755859437,0.9927394092082977,-0.0015068218557280355,,,,,1.0,1,
leave_MoA_out,A549,Enzastaurin (LY317615),TGF-beta/Smad,0.9840425531914894,3,DART_coverage_worst,raw_normalized_expression,185,Cimetidine,0,0.0867252349853515,-0.03515624999999999,0.9934496997928624,-0.0007965312711634143,,,,,1.0,0,
leave_MoA_out,A549,Enzastaurin (LY317615),TGF-beta/Smad,0.9840425531914894,3,DART_coverage_worst,matched_control_referenced,185,Cimetidine,0,0.08671951293945312,-0.035150527954101625,0.9934496879577637,-0.0007965431062620931,,,,,1.0,0,
partial_library,A549,batch,batch,0.2,3,DART_coverage_mean,raw_normalized_expression,37,BMS-911543,0,0.0224800109863281,0.2171802520751953,0.9880900651379104,0.0044628570220391905,,,,0.991135499574198,1.0,1,0.001265536072720841
partial_library,A549,batch,batch,0.2,3,DART_coverage_mean,matched_control_referenced,37,MC1568,0,0.0,0.2396602630615234,0.9884359180927277,0.004808709976856451,,,,0.992228165268898,1.0,1,0.0023582017674208533
partial_library,A549,batch,batch,0.2,3,DART_coverage_worst,raw_normalized_expression,37,BMS-911543,0,0.0224800109863281,0.2171802520751953,0.9880900651379104,0.0044628570220391905,,,,0.991135499574198,1.0,1,0.001265536072720841
partial_library,A549,batch,batch,0.2,3,DART_coverage_worst,matched_control_referenced,37,MC1568,0,0.0,0.2396602630615234,0.9891553401947022,0.005528132078830961,,,,0.9914077520370483,1.0,1,0.0015377885355711829
partial_library,A549,batch,batch,0.4,3,DART_coverage_mean,raw_normalized_expression,75,PF-573228,0,0.0575485229492187,0.24378395080566412,0.992959996252586,0.0226548176343504,,,,0.99064288393954,1.0,1,0.0027303438161940807
partial_library,A549,batch,batch,0.4,3,DART_coverage_mean,matched_control_referenced,75,Cimetidine,0,0.04900932312011719,0.2523231506347656,0.9928446412086487,0.022539462590413062,,,,0.9913782477378845,1.0,1,0.0034657076145385712
partial_library,A549,batch,batch,0.4,3,DART_coverage_worst,raw_normalized_expression,75,PF-573228,0,0.0495128631591796,0.25181961059570324,0.9928296293687692,0.022524450750533553,,,,0.991433185170162,1.0,1,0.00352064504681604
partial_library,A549,batch,batch,0.4,3,DART_coverage_worst,matched_control_referenced,75,Cimetidine,0,0.04900932312011719,0.2523231506347656,0.9925692081451416,0.022264029526905982,,,,0.991386666893959,1.0,1,0.003474126770613095
partial_library,A549,batch,batch,0.6,3,DART_coverage_mean,raw_normalized_expression,112,Amisulpride,0,0.0497207641601562,-0.027135848999023403,0.9859967348115442,0.0028779046434501687,,,,0.9903655268058802,1.0,1,0.000255143891207843
partial_library,A549,batch,batch,0.6,3,DART_coverage_mean,matched_control_referenced,112,Capecitabine,0,0.06670570373535156,-0.044120788574218764,0.987060683965683,0.0039418537975890455,,,,0.9906832873821259,1.0,1,0.0005729044674535055
partial_library,A549,batch,batch,0.6,3,DART_coverage_worst,raw_normalized_expression,112,Amisulpride,0,0.0970611572265625,-0.0744762420654297,0.9851681467086963,0.002049316540602364,,,,0.9902743195531604,1.0,1,0.00016393663848801587
partial_library,A549,batch,batch,0.6,3,DART_coverage_worst,matched_control_referenced,112,Capecitabine,0,0.06670570373535156,-0.044120788574218764,0.9867994844913482,0.003680654323254262,,,,0.99085433781147,1.0,1,0.0007439548967976828
leave_drug_out,A549,SRT3025 HCl,DNA Damage,1.0,4,DART_coverage_mean,raw_normalized_expression,187,Obatoclax Mesylate (GX15-070),0,0.0271224975585937,0.6781330108642578,0.9854095184665056,0.007065763502753564,0.0783982689786753,0.0783982689786753,0.0416666666666666,,1.0,1,
leave_drug_out,A549,SRT3025 HCl,DNA Damage,1.0,4,DART_coverage_mean,matched_control_referenced,187,RG108,0,0.11827659606933594,0.5869789123535156,0.9881716668605804,0.009827911896828412,0.1584091525685025,0.1584091525685025,0.1111111111111111,,1.0,1,
leave_drug_out,A549,SRT3025 HCl,DNA Damage,1.0,4,DART_coverage_worst,raw_normalized_expression,187,Tranylcypromine (2-PCPA) HCl,0,0.1439590454101562,0.5612964630126953,0.9858412612097682,0.0074975062460161945,0.164219586306328,0.164219586306328,0.0434782608695652,,1.0,1,
leave_drug_out,A549,SRT3025 HCl,DNA Damage,1.0,4,DART_coverage_worst,matched_control_referenced,187,RG108,0,0.11827659606933594,0.5869789123535156,0.9881716668605804,0.009827911896828412,0.18340980524840012,0.18340980524840012,0.25,,1.0,1,
leave_drug_out,A549,Divalproex Sodium,Ubiquitin,1.0,4,DART_coverage_mean,raw_normalized_expression,187,Fulvestrant,0,0.0898113250732421,0.21936035156250008,0.9939989068738042,0.0026529800733350317,0.0,0.0,-1.0,,1.0,1,
leave_drug_out,A549,Divalproex Sodium,Ubiquitin,1.0,4,DART_coverage_mean,matched_control_referenced,187,Nilotinib (AMN-107),0,0.026348114013671875,0.2828235626220703,0.9930253326892853,0.001679405888816099,0.0,0.0,,,1.0,1,
leave_drug_out,A549,Divalproex Sodium,Ubiquitin,1.0,4,DART_coverage_worst,raw_normalized_expression,187,Entacapone,0,0.0611286163330078,0.24804306030273438,0.9937680527881714,0.002422125987702195,0.0,0.0,-1.0,,1.0,1,
leave_drug_out,A549,Divalproex Sodium,Ubiquitin,1.0,4,DART_coverage_worst,matched_control_referenced,187,Busulfan,0,0.003082275390625,0.3060894012451172,0.9923687875270844,0.0010228607266151712,0.0,0.0,,,1.0,1,
leave_drug_out,A549,Ruxolitinib (INCB018424),JAK/STAT,1.0,4,DART_coverage_mean,raw_normalized_expression,187,Nilotinib (AMN-107),0,0.1273193359375,0.07288742065429679,0.9936533343219732,0.003275211355055263,0.2048342475185908,-0.007392118454323693,-1.0,,1.0,0,
leave_drug_out,A549,Ruxolitinib (INCB018424),JAK/STAT,1.0,4,DART_coverage_mean,matched_control_referenced,187,Nilotinib (AMN-107),0,0.1273174285888672,0.0728893280029296,0.9936533272266388,0.003275204259720832,0.22400556151517553,0.011779195542261034,,,1.0,0,
leave_drug_out,A549,Ruxolitinib (INCB018424),JAK/STAT,1.0,4,DART_coverage_worst,raw_normalized_expression,187,Tranylcypromine (2-PCPA) HCl,0,0.0663414001464843,0.1338653564453125,0.991872734407318,0.0014946114404000843,0.1799314820111717,-0.03229488396174279,-1.0,,1.0,1,
leave_drug_out,A549,Ruxolitinib (INCB018424),JAK/STAT,1.0,4,DART_coverage_worst,matched_control_referenced,187,Nilotinib (AMN-107),0,0.1273174285888672,0.0728893280029296,0.9936533272266388,0.003275204259720832,0.2866919347890071,0.07446556881609262,,,1.0,1,
leave_drug_out,A549,Ofloxacin,DNA Damage,1.0,4,DART_coverage_mean,raw_normalized_expression,187,TMP195,0,0.1119384765625,0.049560546875,0.9936766524407172,-9.03011987819502e-05,0.11004588314904,0.043791659694651,-1.0,,1.0,1,
leave_drug_out,A549,Ofloxacin,DNA Damage,1.0,4,DART_coverage_mean,matched_control_referenced,187,ITSA-1 (ITSA1),0,0.09220123291015625,0.06929779052734375,0.993960827589035,0.0001938739495358499,0.27454788926472085,0.20829366581033185,,,1.0,1,
leave_drug_out,A549,Ofloxacin,DNA Damage,1.0,4,DART_coverage_worst,raw_normalized_expression,187,"Rucaparib (AG-014699,PF-01367338) phosphate",0,0.0055885314941406,0.1559104919433594,0.9932419702473332,-0.0005249833921660008,0.2200917662980801,0.1538375428436911,-1.0,,1.0,0,
leave_drug_out,A549,Ofloxacin,DNA Damage,1.0,4,DART_coverage_worst,matched_control_referenced,187,"Rucaparib (AG-014699,PF-01367338) phosphate",0,0.005584716796875,0.155914306640625,0.9932419657707214,-0.0005249878687777487,0.40350157154648025,0.3372473480920912,,,1.0,0,
leave_drug_out,A549,Sorafenib Tosylate,MAPK,1.0,4,DART_coverage_mean,raw_normalized_expression,187,PF-573228,0,0.5059947967529297,-0.4829998016357422,0.9794036463010376,-0.003132534088757577,0.0,0.0,-1.0,,1.0,1,
