split_type,cell_line,heldout_drug,observed_library_fraction,seed,ndcg_gain
leave_drug_out,MCF7,Lenalidomide (CC-5013),1.0,0,-0.1460683498427064
leave_drug_out,MCF7,MK-0752,1.0,0,0.0
leave_drug_out,MCF7,Resminostat,1.0,0,0.132323914271904
leave_drug_out,MCF7,Alendronate sodium trihydrate,1.0,0,0.1480409554829326
leave_drug_out,MCF7,A-366,1.0,0,0.0982477826612917
leave_drug_out,MCF7,Veliparib (ABT-888),1.0,0,-0.0163900953908753
leave_drug_out,MCF7,Carmofur,1.0,0,-0.0152575187794893
leave_drug_out,MCF7,AG-490 (Tyrphostin B42),1.0,0,-0.1763001066034291
leave_drug_out,MCF7,Meprednisone,1.0,0,0.24630238874073
leave_drug_out,MCF7,AC480 (BMS-599626),1.0,0,-0.455778636183038
leave_drug_out,MCF7,GSK1070916,1.0,0,-0.2677768360315111
leave_drug_out,MCF7,TGX-221,1.0,0,0.1772392867840477
leave_drug_out,MCF7,AG-14361,1.0,0,-0.0851431176416209
leave_drug_out,MCF7,Altretamine,1.0,0,0.0753999837412126
leave_drug_out,MCF7,Givinostat (ITF2357),1.0,0,0.0643968750574618
leave_drug_out,MCF7,MC1568,1.0,0,-0.11004588314904
leave_drug_out,MCF7,SRT2104 (GSK2245840),1.0,0,0.0851431176416209
leave_drug_out,MCF7,PF-573228,1.0,0,-0.0058104337378254
leave_drug_out,MCF7,Prednisone,1.0,0,0.0
leave_drug_out,MCF7,Fasudil (HA-1077) HCl,1.0,0,-0.1517621910780353
leave_drug_out,MCF7,Clevudine,1.0,0,0.1681522864689108
leave_drug_out,MCF7,M344,1.0,0,-0.1577513380607864
leave_drug_out,MCF7,Hesperadin,1.0,0,0.0249027655074191
leave_drug_out,MCF7,SL-327,1.0,0,-0.2346393630113782
leave_drug_out,MCF7,Ofloxacin,1.0,0,0.066254223454389
leave_drug_out,MCF7,TG101209,1.0,0,0.0
leave_drug_out,MCF7,BMS-754807,1.0,0,0.0909535513794465
leave_drug_out,MCF7,"Roscovitine (Seliciclib,CYC202)",1.0,0,0.1150802300283553
leave_drug_out,MCF7,Ki16425,1.0,0,0.0
leave_drug_out,MCF7,(+)-JQ1,1.0,0,-0.0662542234543891
leave_drug_out,MCF7,Decitabine,1.0,0,0.0322948839617427
leave_drug_out,MCF7,Costunolide,1.0,0,0.3070147303424653
leave_drug_out,MCF7,Mercaptopurine (6-MP),1.0,0,0.0
leave_MoA_out,MCF7,SRT3025 HCl,0.8723404255319149,0,0.0
leave_MoA_out,MCF7,Zileuton,0.973404255319149,0,0.0
leave_MoA_out,MCF7,Givinostat (ITF2357),0.9361702127659576,0,0.0
leave_MoA_out,MCF7,TGX-221,0.9840425531914894,0,0.0
leave_MoA_out,MCF7,AT9283,0.8936170212765957,0,0.0
leave_MoA_out,MCF7,PD98059,0.9787234042553192,0,0.0
leave_MoA_out,MCF7,Valproic acid sodium salt (Sodium valproate),0.9787234042553192,0,0.0
leave_MoA_out,MCF7,Ramelteon,0.9893617021276596,0,0.0
partial_library,MCF7,batch,0.2,0,0.0
partial_library,MCF7,batch,0.4,0,0.0
partial_library,MCF7,batch,0.6,0,0.0
leave_drug_out,MCF7,Hesperadin,1.0,1,-0.0288165607245144
leave_drug_out,MCF7,Celecoxib,1.0,1,0.0
leave_drug_out,MCF7,WHI-P154,1.0,1,0.0636207881989517
leave_drug_out,MCF7,Givinostat (ITF2357),1.0,1,-0.0718510385061426
leave_drug_out,MCF7,FLLL32,1.0,1,0.0067448486629456
leave_drug_out,MCF7,Zileuton,1.0,1,0.1681275362711174
leave_drug_out,MCF7,S3I-201,1.0,1,0.0
leave_drug_out,MCF7,Andarine,1.0,1,0.0
leave_drug_out,MCF7,Regorafenib (BAY 73-4506),1.0,1,0.2051166673279436
leave_drug_out,MCF7,AG-14361,1.0,1,-0.1074124478936028
leave_drug_out,MCF7,Tofacitinib (CP-690550) Citrate,1.0,1,0.0565503796777838
leave_drug_out,MCF7,"Temsirolimus (CCI-779, NSC 683864)",1.0,1,0.0
leave_drug_out,MCF7,Alendronate sodium trihydrate,1.0,1,0.0
leave_drug_out,MCF7,Divalproex Sodium,1.0,1,0.3868528072345416
leave_drug_out,MCF7,GSK-LSD1 2HCl,1.0,1,-0.0031769984823881
leave_drug_out,MCF7,Aurora A Inhibitor I,1.0,1,-0.3967378179380472
leave_drug_out,MCF7,Curcumin,1.0,1,0.2180164145324244
leave_drug_out,MCF7,Tucidinostat (Chidamide),1.0,1,-0.3157061137039346
leave_drug_out,MCF7,SL-327,1.0,1,-0.4692787260227564
leave_drug_out,MCF7,SNS-314,1.0,1,0.0726271253646529
leave_drug_out,MCF7,Azacitidine,1.0,1,0.0
leave_drug_out,MCF7,G007-LK,1.0,1,0.2710884709729799
leave_drug_out,MCF7,Pracinostat (SB939),1.0,1,0.0026334352554374
leave_drug_out,MCF7,Ruxolitinib (INCB018424),1.0,1,0.00093441492512
leave_drug_out,MCF7,CYC116,1.0,1,-0.3348071463444101
leave_drug_out,MCF7,CUDC-101,1.0,1,-0.4985723557253838
leave_drug_out,MCF7,Lapatinib (GW-572016) Ditosylate,1.0,1,-0.2680985459646667
leave_drug_out,MCF7,UNC0379,1.0,1,0.195189000790661
leave_drug_out,MCF7,SB431542,1.0,1,0.0
leave_drug_out,MCF7,Mocetinostat (MGCD0103),1.0,1,0.1666548598754992
leave_drug_out,MCF7,Ki8751,1.0,1,0.0947883643695507
leave_drug_out,MCF7,"Roscovitine (Seliciclib,CYC202)",1.0,1,0.0
leave_drug_out,MCF7,Ofloxacin,1.0,1,0.0157118957048436
leave_drug_out,MCF7,Daphnetin,1.0,1,0.0253571424327734
leave_drug_out,MCF7,Filgotinib (GLPG0634),1.0,1,0.085143117641621
leave_MoA_out,MCF7,IOX2,0.9414893617021276,1,0.0
leave_MoA_out,MCF7,Prednisone,0.973404255319149,1,0.0
leave_MoA_out,MCF7,Mesna,0.9787234042553192,1,0.0
leave_MoA_out,MCF7,Enzastaurin (LY317615),0.9840425531914894,1,0.0
leave_MoA_out,MCF7,M344,0.9361702127659576,1,0.0
leave_MoA_out,MCF7,Filgotinib (GLPG0634),0.8936170212765957,1,0.0
partial_library,MCF7,batch,0.2,1,0.0
partial_library,MCF7,batch,0.4,1,0.0
partial_library,MCF7,batch,0.6,1,0.0
leave_drug_out,MCF7,AICAR (Acadesine),1.0,2,0.0
leave_drug_out,MCF7,"Patupilone (EPO906, Epothilone B)",1.0,2,-0.1100458831490401
leave_drug_out,MCF7,Pelitinib (EKB-569),1.0,2,-0.0534955034712563
leave_drug_out,MCF7,CYC116,1.0,2,-0.4329570418332233
leave_drug_out,MCF7,"Tozasertib (VX-680, MK-0457)",1.0,2,-0.5580759111248786
leave_drug_out,MCF7,BMS-265246,1.0,2,0.0
leave_drug_out,MCF7,UNC1999,1.0,2,-0.0694312219367772
leave_drug_out,MCF7,Filgotinib (GLPG0634),1.0,2,0.066254223454389
leave_drug_out,MCF7,Entacapone,1.0,2,0.1681522864689108
leave_drug_out,MCF7,Tofacitinib (CP-690550) Citrate,1.0,2,-0.0687530222507456
leave_drug_out,MCF7,Alendronate sodium trihydrate,1.0,2,0.0
leave_drug_out,MCF7,PD173074,1.0,2,0.1736666713479918
leave_drug_out,MCF7,UNC0379,1.0,2,0.07336392209936
leave_drug_out,MCF7,Lomustine,1.0,2,0.0851431176416209
leave_drug_out,MCF7,WP1066,1.0,2,-0.1076948677029555
leave_drug_out,MCF7,AR-42,1.0,2,0.0175174031820192
leave_drug_out,MCF7,Danusertib (PHA-739358),1.0,2,-0.3007499196792855
leave_drug_out,MCF7,Cimetidine,1.0,2,0.1815417925373526
leave_drug_out,MCF7,Navitoclax (ABT-263),1.0,2,0.0
leave_drug_out,MCF7,"Fluorouracil (5-Fluoracil, 5-FU)",1.0,2,0.0
leave_drug_out,MCF7,Quercetin,1.0,2,0.07336392209936
leave_drug_out,MCF7,Altretamine,1.0,2,0.0851431176416209
leave_drug_out,MCF7,Lapatinib (GW-572016) Ditosylate,1.0,2,-0.3110453176775267
leave_drug_out,MCF7,Thiotepa,1.0,2,0.0
leave_drug_out,MCF7,TMP195,1.0,2,0.043791659694651
leave_drug_out,MCF7,"Fedratinib (SAR302503, TG101348)",1.0,2,0.1100458831490401
leave_drug_out,MCF7,PF-3845,1.0,2,0.1951900249960508
leave_drug_out,MCF7,PD98059,1.0,2,0.0
leave_drug_out,MCF7,Linifanib (ABT-869),1.0,2,0.11004588314904
leave_drug_out,MCF7,TGX-221,1.0,2,0.0
leave_drug_out,MCF7,UNC0631,1.0,2,0.0533544762499083
leave_drug_out,MCF7,Obatoclax Mesylate (GX15-070),1.0,2,-0.1069931323672637
leave_drug_out,MCF7,Triamcinolone Acetonide,1.0,2,0.0
leave_drug_out,MCF7,Bisindolylmaleimide IX (Ro 31-8220 Mesylate),1.0,2,0.0
leave_drug_out,MCF7,"Cerdulatinib (PRT062070, PRT2070)",1.0,2,-0.0401209941631051
leave_drug_out,MCF7,Busulfan,1.0,2,0.0
leave_drug_out,MCF7,Barasertib (AZD1152-HQPA),1.0,2,-0.3217785820727972
leave_MoA_out,MCF7,Navitoclax (ABT-263),0.9680851063829788,2,0.0
leave_MoA_out,MCF7,Valproic acid sodium salt (Sodium valproate),0.9787234042553192,2,0.0
leave_MoA_out,MCF7,Fulvestrant,0.973404255319149,2,0.0
leave_MoA_out,MCF7,Ramelteon,0.9893617021276596,2,0.0
leave_MoA_out,MCF7,Sorafenib Tosylate,0.9787234042553192,2,0.0
leave_MoA_out,MCF7,SRT2104 (GSK2245840),0.8723404255319149,2,0.0
leave_MoA_out,MCF7,UNC0631,0.7978723404255319,2,0.0
partial_library,MCF7,batch,0.2,2,0.0
partial_library,MCF7,batch,0.4,2,0.0
partial_library,MCF7,batch,0.6,2,0.0
leave_drug_out,MCF7,Selisistat (EX 527),1.0,3,-0.2336304230647896
leave_drug_out,MCF7,AG-490 (Tyrphostin B42),1.0,3,0.0
leave_drug_out,MCF7,GSK1070916,1.0,3,-0.1730277617857634
leave_drug_out,MCF7,Busulfan,1.0,3,0.1763001066034291
leave_drug_out,MCF7,GSK-LSD1 2HCl,1.0,3,0.0157118957048437
leave_drug_out,MCF7,"Fluorouracil (5-Fluoracil, 5-FU)",1.0,3,0.0
leave_drug_out,MCF7,Barasertib (AZD1152-HQPA),1.0,3,-0.3028838684936166
leave_drug_out,MCF7,Epothilone A,1.0,3,0.0812293224245256
leave_drug_out,MCF7,Resminostat,1.0,3,0.1983659992730493
leave_drug_out,MCF7,Decitabine,1.0,3,-0.1042354494112146
leave_drug_out,MCF7,JNJ-7706621,1.0,3,-0.3148801306676309
leave_drug_out,MCF7,PD173074,1.0,3,-0.0947883643695507
leave_drug_out,MCF7,BMS-536924,1.0,3,-0.0246789427467417
leave_drug_out,MCF7,Alendronate sodium trihydrate,1.0,3,-0.1480409554829326
leave_drug_out,MCF7,Triamcinolone Acetonide,1.0,3,0.0
leave_drug_out,MCF7,G007-LK,1.0,3,0.2837125544970318
leave_drug_out,MCF7,Ki16425,1.0,3,0.0
leave_drug_out,MCF7,Celecoxib,1.0,3,0.0
leave_drug_out,MCF7,Tazemetostat (EPZ-6438),1.0,3,-0.0231040141591673
leave_drug_out,MCF7,"Fedratinib (SAR302503, TG101348)",1.0,3,0.0
leave_drug_out,MCF7,RG108,1.0,3,0.2805355560146436
leave_drug_out,MCF7,PF-573228,1.0,3,-0.0117791955422608
leave_drug_out,MCF7,MK-5108 (VX-689),1.0,3,-0.7312625444731048
leave_drug_out,MCF7,Regorafenib (BAY 73-4506),1.0,3,-0.0851431176416209
leave_drug_out,MCF7,Ofloxacin,1.0,3,0.1806871836913662
leave_drug_out,MCF7,Amisulpride,1.0,3,0.0
leave_drug_out,MCF7,Meprednisone,1.0,3,0.0
leave_drug_out,MCF7,AZD1480,1.0,3,0.2200917662980801
leave_drug_out,MCF7,Droxinostat,1.0,3,0.0
leave_drug_out,MCF7,Sirtinol,1.0,3,-0.2429133606478949
leave_drug_out,MCF7,Danusertib (PHA-739358),1.0,3,-0.4145046802302312
leave_drug_out,MCF7,XAV-939,1.0,3,0.0
leave_drug_out,MCF7,BMS-754807,1.0,3,0.1946367366928282
leave_drug_out,MCF7,PFI-1 (PF-6405761),1.0,3,-0.2200917662980801
leave_drug_out,MCF7,Quercetin,1.0,3,0.230473809760717
leave_MoA_out,MCF7,PD173074,0.9414893617021276,3,0.0
leave_MoA_out,MCF7,Sodium Phenylbutyrate,0.8723404255319149,3,0.0
leave_MoA_out,MCF7,Danusertib (PHA-739358),0.8882978723404256,3,0.0
leave_MoA_out,MCF7,Valproic acid sodium salt (Sodium valproate),0.9787234042553192,3,0.0
leave_MoA_out,MCF7,Trametinib (GSK1120212),0.9787234042553192,3,0.0
leave_MoA_out,MCF7,PF-3845,0.973404255319149,3,0.0
leave_MoA_out,MCF7,Divalproex Sodium,0.9893617021276596,3,0.0
leave_MoA_out,MCF7,SB431542,0.9840425531914894,3,0.0
partial_library,MCF7,batch,0.2,3,0.0
partial_library,MCF7,batch,0.4,3,0.0
partial_library,MCF7,batch,0.6,3,0.0
leave_drug_out,MCF7,SRT3025 HCl,1.0,4,0.0636207881989517
leave_drug_out,MCF7,Divalproex Sodium,1.0,4,0.0
leave_drug_out,MCF7,Ruxolitinib (INCB018424),1.0,4,-0.0440740795040038
leave_drug_out,MCF7,Ofloxacin,1.0,4,0.053975541471022
leave_drug_out,MCF7,Sorafenib Tosylate,1.0,4,0.0
leave_drug_out,MCF7,Epothilone A,1.0,4,-0.0812293224245256
leave_drug_out,MCF7,Ki8751,1.0,4,-0.0783982689786753
leave_drug_out,MCF7,CEP-33779,1.0,4,0.0089670470418981
leave_drug_out,MCF7,Ramelteon,1.0,4,-0.3154648767857287
leave_drug_out,MCF7,Motesanib Diphosphate (AMG-706),1.0,4,0.07336392209936
leave_drug_out,MCF7,Azacitidine,1.0,4,0.0
leave_drug_out,MCF7,WP1066,1.0,4,-0.1763001066034291
leave_drug_out,MCF7,Tie2 kinase inhibitor,1.0,4,0.0
leave_drug_out,MCF7,Trametinib (GSK1120212),1.0,4,0.0
leave_drug_out,MCF7,Cimetidine,1.0,4,0.2021073465005475
leave_drug_out,MCF7,G007-LK,1.0,4,0.0
leave_drug_out,MCF7,UNC0379,1.0,4,-0.0636207881989517
leave_drug_out,MCF7,Streptozotocin (STZ),1.0,4,-0.139618145553749
leave_drug_out,MCF7,Raltitrexed,1.0,4,0.0089670470418981
leave_drug_out,MCF7,Flavopiridol HCl,1.0,4,0.3718350524306281
leave_drug_out,MCF7,Sodium Phenylbutyrate,1.0,4,0.0
leave_drug_out,MCF7,Ivosidenib (AG-120),1.0,4,0.0
leave_drug_out,MCF7,Quercetin,1.0,4,0.2200917662980801
leave_drug_out,MCF7,NVP-BSK805 2HCl,1.0,4,0.0
leave_drug_out,MCF7,Tucidinostat (Chidamide),1.0,4,-0.2473266423060965
leave_drug_out,MCF7,Linifanib (ABT-869),1.0,4,0.0
leave_drug_out,MCF7,Bisindolylmaleimide IX (Ro 31-8220 Mesylate),1.0,4,0.0
leave_drug_out,MCF7,Nilotinib (AMN-107),1.0,4,-0.0947883643695507
leave_drug_out,MCF7,GSK1070916,1.0,4,-0.4035015715464805
leave_drug_out,MCF7,INO-1001 (3-Aminobenzamide),1.0,4,-0.082330969141258
leave_drug_out,MCF7,AZD1480,1.0,4,0.0694312219367772
leave_drug_out,MCF7,Mercaptopurine (6-MP),1.0,4,0.0
leave_drug_out,MCF7,BMS-911543,1.0,4,-0.3819603371583236
leave_drug_out,MCF7,"Roscovitine (Seliciclib,CYC202)",1.0,4,-0.0783982689786754
leave_drug_out,MCF7,MK-5108 (VX-689),1.0,4,-0.7876153059604757
leave_MoA_out,MCF7,Sorafenib Tosylate,0.9787234042553192,4,0.0
leave_MoA_out,MCF7,Pracinostat (SB939),0.9361702127659576,4,0.0
leave_MoA_out,MCF7,AZD1480,0.8936170212765957,4,0.0
leave_MoA_out,MCF7,ZM 447439,0.8882978723404256,4,0.0
leave_MoA_out,MCF7,Mesna,0.9787234042553192,4,0.0
leave_MoA_out,MCF7,Thalidomide,0.9893617021276596,4,0.0
leave_MoA_out,MCF7,"Temsirolimus (CCI-779, NSC 683864)",0.9840425531914894,4,0.0
partial_library,MCF7,batch,0.2,4,0.0
partial_library,MCF7,batch,0.4,4,0.0
partial_library,MCF7,batch,0.6,4,0.0
