beta,coverage_K1,global_energy
0.0,8.229259490966797,8.229259490966797
0.1,8.229259490966797,8.229259490966797
1.0,8.229259490966797,8.229259490966797
10.0,8.229259490966797,8.229259490966797
1000.0,8.229259490966797,8.229259490966797
